LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738271570.672228,540100.000,14438,1,B%,1,100,100
1738271575.672378,545100.000,15228,1,B%,1,100,100
1738271580.671529,550099.000,15985,1,B%,1,100,100
1738271585.671680,555099.000,16763,1,B%,1,100,100
1738271590.670831,560098.000,17541,1,B%,1,100,100
1738271595.670982,565098.000,18317,1,B%,1,100,100
1738271600.670132,570097.000,19075,1,B%,1,100,100
1738271605.670283,575097.000,19849,1,B%,1,100,100
1738271610.669434,580096.000,20635,1,B%,1,100,100
1738271615.669585,585096.000,21406,1,B%,1,100,100
1738271620.668736,590095.000,22160,1,B%,1,100,100
1738271625.668886,595095.000,22932,1,B%,1,100,100
1738271630.668037,600094.000,23692,1,B%,1,100,100
1738271635.668188,605094.000,24466,1,B%,1,100,100
1738271640.667339,610093.000,25237,1,B%,1,100,100
1738271645.667490,615093.000,26016,1,B%,1,100,100
1738271650.666640,620092.000,26787,1,B%,1,100,100
1738271655.666791,625092.000,27557,1,B%,1,100,100
1738271660.665942,630091.000,28324,1,B%,1,100,100
1738271665.666093,635091.000,29102,1,B%,1,100,100
1738271670.665244,640090.000,29883,1,B%,1,100,100
1738271675.665394,645090.000,30653,1,B%,1,100,100
1738271680.664545,650089.000,31425,1,B%,1,100,100
1738271685.664696,655089.000,32201,1,B%,1,100,100
1738271690.663847,660088.000,32974,1,B%,1,100,100
1738271695.663998,665088.000,33745,1,B%,1,100,100
1738271700.663148,670087.000,34500,1,B%,1,100,100
1738271705.663299,675087.000,35270,1,B%,1,100,100
1738271710.662450,680086.000,36048,1,B%,1,100,100
1738271715.662601,685086.000,36808,1,B%,1,100,100
1738271720.661752,690085.000,37582,1,B%,1,100,100
1738271725.661902,695085.000,38361,1,B%,1,100,100
1738271730.661053,700084.000,39137,1,B%,1,100,100
1738271735.661204,705084.000,39893,1,B%,1,100,100
1738271740.660355,710083.000,40666,1,B%,1,100,100
1738271745.660506,715083.000,41442,1,B%,1,100,100
1738271750.659657,720082.000,42219,1,B%,1,100,100
1738271755.659807,725082.000,42976,1,B%,1,100,100
1738271760.658958,730081.000,43749,1,B%,1,100,100
1738271765.659109,735081.000,44508,1,B%,1,100,100
1738271770.658260,740080.000,45291,1,B%,1,100,100
1738271775.658411,745080.000,46071,1,B%,1,100,100
1738271780.657561,750079.000,46827,1,B%,1,100,100
1738271785.657712,755079.000,47603,1,B%,1,100,100
1738271790.656863,760078.000,48380,1,B%,1,100,100
1738271795.657014,765078.000,49143,1,B%,1,100,100
1738271800.656164,770077.000,49909,1,B%,1,100,100
1738271805.656315,775077.000,50665,1,B%,1,100,100
1738271810.655466,780076.000,51440,1,B%,1,100,100
1738271815.655617,785076.000,52218,1,B%,1,100,100
1738271820.654768,790075.000,52970,1,B%,1,100,100
1738271825.654918,795075.000,53741,1,B%,1,100,100
1738271830.654069,800074.000,54516,1,B%,1,100,100
1738271835.654220,805074.000,55278,1,B%,1,100,100
1738271840.653371,810073.000,56057,1,B%,1,100,100
1738271845.653522,815073.000,56825,1,B%,1,100,100
1738271850.652673,820072.000,57583,1,B%,1,100,100
1738271855.652823,825072.000,58376,1,B%,1,100,100
1738271860.651974,830071.000,59124,1,B%,1,100,100
1738271865.652125,835071.000,59897,1,B%,1,100,100
1738271870.651276,840070.000,60674,1,B%,1,100,100
1738271875.651427,845070.000,61436,1,B%,1,100,100
1738271880.650577,850069.000,62213,1,B%,1,100,100
1738271885.650728,855069.000,62989,1,B%,1,100,100
1738271890.649879,860068.000,63747,1,B%,1,100,100
1738271895.650030,865068.000,64526,1,B%,1,100,100
1738271900.649180,870067.000,65305,1,B%,1,100,100
1738271905.649331,875067.000,530,1,B%,1,100,100
1738271910.648482,880066.000,1321,1,B%,1,100,100
1738271915.648633,885066.000,2090,1,B%,1,100,100
1738271920.647784,890065.000,2865,1,B%,1,100,100
1738271925.647934,895065.000,3643,1,B%,1,100,100
1738271930.647085,900064.000,4400,1,B%,1,100,100
1738271935.647236,905064.000,5172,1,B%,1,100,100
1738271940.646387,910063.000,5946,1,B%,1,100,100
1738271945.646538,915063.000,6722,1,B%,1,100,100
1738271950.645689,920062.000,7495,1,B%,1,100,100
1738271955.645839,925062.000,8250,1,B%,1,100,100
1738271960.644990,930061.000,9042,1,B%,1,100,100
1738271965.645141,935061.000,9802,1,B%,1,100,100
1738271970.644292,940060.000,10576,1,B%,1,100,100
1738271975.644443,945060.000,11352,1,B%,1,100,100
1738271980.643593,950059.000,12134,1,B%,1,100,100
1738271985.643744,955059.000,12893,1,B%,1,100,100
1738271990.642895,960058.000,13674,1,B%,1,100,100
1738271995.643046,965058.000,14452,1,B%,1,100,100
1738272000.642197,970057.000,15233,1,B%,1,100,100
1738272005.642347,975057.000,15997,1,B%,1,100,100
1738272010.641498,980056.000,16796,1,B%,1,100,100
1738272015.641649,985056.000,17574,1,B%,1,100,100
1738272020.640800,990055.000,18354,1,B%,1,100,100
1738272025.640951,995055.000,19134,1,B%,1,100,100
1738272030.640101,1000054.000,19908,1,B%,1,100,100
1738272035.640252,1005054.000,20689,1,B%,1,100,100
1738272040.639403,1010053.000,21464,1,B%,1,100,100
1738272045.639554,1015053.000,22240,1,B%,1,100,100
1738272050.638705,1020052.000,23020,1,B%,1,100,100
1738272055.638855,1025052.000,23802,1,B%,1,100,100
1738272060.638006,1030051.000,24582,1,B%,1,100,100
1738272065.638157,1035051.000,25354,1,B%,1,100,100
1738272070.637308,1040050.000,26129,1,B%,1,100,100
1738272075.637459,1045050.000,26900,1,B%,1,100,100
1738272080.636609,1050049.000,27658,1,B%,1,100,100
1738272085.636760,1055049.000,28452,1,B%,1,100,100
1738272090.635911,1060048.000,29229,1,B%,1,100,100
1738272095.636062,1065048.000,30006,1,B%,1,100,100
1738272100.635213,1070047.000,30787,1,B%,1,100,100
1738272105.635363,1075047.000,31564,1,B%,1,100,100
1738272110.634514,1080046.000,32339,1,B%,1,100,100
