LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738271568.641166,538069.000,14105,4,PI,1,100,158064
1738271568.641166,538069.000,14105,4,PI,1,100,158076
1738271568.641166,538069.000,14105,4,PI,1,100,158099
1738271568.641166,538069.000,14105,4,PI,1,100,158080
1738271568.651867,538079.700,14125,10,PI,1,100,158076
1738271568.662567,538090.400,14125,10,PI,1,100,158017
1738271568.673267,538101.100,14125,10,PI,1,100,158046
1738271568.683968,538111.800,14125,10,PI,1,100,158092
1738271568.694668,538122.500,14125,10,PI,1,100,158073
1738271568.705368,538133.200,14125,10,PI,1,100,158072
1738271568.716069,538143.900,14125,10,PI,1,100,158087
1738271568.726769,538154.600,14125,10,PI,1,100,158080
1738271568.737469,538165.300,14125,10,PI,1,100,158073
1738271568.748169,538176.000,14125,10,PI,1,100,158092
1738271568.757470,538185.300,14141,10,PI,1,100,158090
1738271568.766770,538194.600,14141,10,PI,1,100,158102
1738271568.776070,538203.900,14141,10,PI,1,100,158083
1738271568.785371,538213.200,14141,10,PI,1,100,158085
1738271568.794671,538222.500,14141,10,PI,1,100,158100
1738271568.803971,538231.800,14141,10,PI,1,100,158113
1738271568.813272,538241.100,14141,10,PI,1,100,158081
1738271568.822572,538250.400,14141,10,PI,1,100,158121
1738271568.831872,538259.700,14141,10,PI,1,100,158080
1738271568.841172,538269.000,14141,10,PI,1,100,158064
1738271568.851873,538279.700,14156,10,PI,1,100,158107
1738271568.862573,538290.400,14156,10,PI,1,100,158112
1738271568.873273,538301.100,14156,10,PI,1,100,158048
1738271568.883974,538311.800,14156,10,PI,1,100,158081
1738271568.894674,538322.500,14156,10,PI,1,100,158091
1738271568.905374,538333.200,14156,10,PI,1,100,158060
1738271568.916075,538343.900,14156,10,PI,1,100,158042
1738271568.926775,538354.600,14156,10,PI,1,100,158085
1738271568.937475,538365.300,14156,10,PI,1,100,158036
1738271568.948175,538376.000,14156,10,PI,1,100,158057
1738271568.958509,538386.333,14172,9,PI,1,100,158079
1738271568.968843,538396.667,14172,9,PI,1,100,158081
1738271568.979177,538407.000,14172,9,PI,1,100,158070
1738271568.989510,538417.333,14172,9,PI,1,100,158054
1738271568.999844,538427.667,14172,9,PI,1,100,158023
1738271569.010177,538438.000,14172,9,PI,1,100,158040
1738271569.020511,538448.333,14172,9,PI,1,100,158074
1738271569.030845,538458.667,14172,9,PI,1,100,158090
1738271569.041178,538469.000,14172,9,PI,1,100,158065
1738271569.050906,538478.727,14189,11,PI,1,100,158065
1738271569.060633,538488.455,14189,11,PI,1,100,158098
1738271569.070361,538498.182,14189,11,PI,1,100,158090
1738271569.080089,538507.909,14189,11,PI,1,100,158112
1738271569.089816,538517.636,14189,11,PI,1,100,158058
1738271569.099544,538527.364,14189,11,PI,1,100,158085
1738271569.109271,538537.091,14189,11,PI,1,100,158077
1738271569.118999,538546.818,14189,11,PI,1,100,158063
1738271569.128726,538556.545,14189,11,PI,1,100,158113
1738271569.138454,538566.273,14189,11,PI,1,100,158075
1738271569.148181,538576.000,14189,11,PI,1,100,158091
1738271569.157818,538585.636,14205,11,PI,1,100,158068
1738271569.167455,538595.273,14205,11,PI,1,100,158130
1738271569.177092,538604.909,14205,11,PI,1,100,158073
1738271569.186728,538614.545,14205,11,PI,1,100,158093
1738271569.196365,538624.182,14205,11,PI,1,100,158062
1738271569.206002,538633.818,14205,11,PI,1,100,158078
1738271569.215638,538643.455,14205,11,PI,1,100,158116
1738271569.225275,538653.091,14205,11,PI,1,100,158101
1738271569.234911,538662.727,14205,11,PI,1,100,158108
1738271569.244548,538672.364,14205,11,PI,1,100,158106
1738271569.254185,538682.000,14205,11,PI,1,100,158102
1738271569.264630,538692.444,14220,9,PI,1,100,158090
1738271569.275074,538702.889,14220,9,PI,1,100,158085
1738271569.285519,538713.333,14220,9,PI,1,100,158082
1738271569.295964,538723.778,14220,9,PI,1,100,158073
1738271569.306409,538734.222,14220,9,PI,1,100,158118
1738271569.316853,538744.667,14220,9,PI,1,100,158105
1738271569.327298,538755.111,14220,9,PI,1,100,158108
1738271569.337743,538765.556,14220,9,PI,1,100,158109
1738271569.348187,538776.000,14220,9,PI,1,100,158091
1738271569.358788,538786.600,14236,10,PI,1,100,158092
1738271569.369388,538797.200,14236,10,PI,1,100,158083
1738271569.379988,538807.800,14236,10,PI,1,100,158091
1738271569.390589,538818.400,14236,10,PI,1,100,158136
1738271569.401189,538829.000,14236,10,PI,1,100,158086
1738271569.411789,538839.600,14236,10,PI,1,100,158073
1738271569.422390,538850.200,14236,10,PI,1,100,158112
1738271569.432990,538860.800,14236,10,PI,1,100,158144
1738271569.443590,538871.400,14236,10,PI,1,100,158106
1738271569.454191,538882.000,14236,10,PI,1,100,158115
1738271569.463591,538891.400,14251,10,PI,1,100,158066
1738271569.472991,538900.800,14251,10,PI,1,100,158134
1738271569.482392,538910.200,14251,10,PI,1,100,158109
1738271569.491792,538919.600,14251,10,PI,1,100,158094
1738271569.501192,538929.000,14251,10,PI,1,100,158084
1738271569.510592,538938.400,14251,10,PI,1,100,158066
1738271569.519993,538947.800,14251,10,PI,1,100,158108
1738271569.529393,538957.200,14251,10,PI,1,100,158138
1738271569.538793,538966.600,14251,10,PI,1,100,158089
