LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1738271568.640166,538068.000,14108,1,EA,1,100,0.030227
1738271568.706168,538134.000,14128,1,EA,1,100,0.030226
1738271568.773170,538201.000,14144,2,EA,1,100,0.030226
1738271568.840172,538268.000,14144,2,EA,1,100,0.030227
1738271568.906174,538334.000,14159,1,EA,1,100,0.030227
1738271568.973176,538401.000,14175,2,EA,1,100,0.030227
1738271569.040178,538468.000,14175,2,EA,1,100,0.030227
1738271569.106180,538534.000,14192,1,EA,1,100,0.030227
1738271569.173182,538601.000,14208,2,EA,1,100,0.030227
1738271569.240184,538668.000,14208,2,EA,1,100,0.030227
1738271569.306186,538734.000,14223,1,EA,1,100,0.030227
1738271569.373188,538801.000,14239,2,EA,1,100,0.030227
1738271569.440190,538868.000,14239,2,EA,1,100,0.030227
1738271569.506192,538934.000,14254,1,EA,1,100,0.030227
1738271569.573194,539001.000,14270,2,EA,1,100,0.030226
1738271569.640196,539068.000,14270,2,EA,1,100,0.030226
1738271569.706198,539134.000,14286,1,EA,1,100,0.030226
1738271569.772700,539200.500,14301,2,EA,1,100,0.030226
1738271569.839202,539267.000,14301,2,EA,1,100,0.030226
1738271569.906204,539334.000,14316,1,EA,1,100,0.030226
1738271569.973207,539401.000,14333,2,EA,1,100,0.030226
1738271570.040208,539468.000,14333,2,EA,1,100,0.030226
1738271570.106210,539534.000,14348,1,EA,1,100,0.030226
1738271570.172712,539600.500,14363,2,EA,1,100,0.030226
1738271570.239214,539667.000,14363,2,EA,1,100,0.030226
1738271570.306216,539734.000,14378,1,EA,1,100,0.030226
1738271570.373219,539801.000,14395,2,EA,1,100,0.030226
1738271570.440221,539868.000,14395,2,EA,1,100,0.030226
1738271570.506222,539934.000,14410,1,EA,1,100,0.030226
1738271570.572725,540000.500,14426,2,EA,1,100,0.030226
1738271570.639226,540067.000,14426,2,EA,1,100,0.030226
1738271570.706228,540134.000,14445,2,EA,1,100,0.030226
1738271570.773231,540201.000,14445,2,EA,1,100,0.030226
1738271570.839232,540267.000,14461,1,EA,1,100,0.030226
1738271570.906235,540334.000,14476,2,EA,1,100,0.030226
1738271570.973237,540401.000,14476,2,EA,1,100,0.030226
1738271571.039238,540467.000,14493,1,EA,1,100,0.030226
1738271571.106241,540534.000,14507,2,EA,1,100,0.030226
1738271571.173243,540601.000,14507,2,EA,1,100,0.030226
1738271571.239245,540667.000,14523,1,EA,1,100,0.030226
1738271571.306247,540734.000,14539,2,EA,1,100,0.030226
1738271571.373249,540801.000,14539,2,EA,1,100,0.030226
1738271571.439251,540867.000,14555,1,EA,1,100,0.030226
1738271571.506253,540934.000,14569,2,EA,1,100,0.030226
1738271571.573255,541001.000,14569,2,EA,1,100,0.030226
1738271571.639257,541067.000,14585,1,EA,1,100,0.030226
1738271571.706259,541134.000,14601,2,EA,1,100,0.030226
1738271571.773261,541201.000,14601,2,EA,1,100,0.030226
1738271571.839263,541267.000,14617,1,EA,1,100,0.030226
1738271571.906265,541334.000,14631,2,EA,1,100,0.030226
1738271571.973267,541401.000,14631,2,EA,1,100,0.030226
1738271572.039269,541467.000,14648,1,EA,1,100,0.030226
1738271572.106271,541534.000,14663,2,EA,1,100,0.030226
1738271572.173273,541601.000,14663,2,EA,1,100,0.030226
1738271572.239275,541667.000,14679,1,EA,1,100,0.030226
1738271572.306277,541734.000,14694,2,EA,1,100,0.030226
1738271572.373279,541801.000,14694,2,EA,1,100,0.030226
1738271572.439281,541867.000,14710,1,EA,1,100,0.030226
1738271572.506283,541934.000,14725,2,EA,1,100,0.030226
1738271572.573285,542001.000,14725,2,EA,1,100,0.030226
1738271572.639287,542067.000,14741,1,EA,1,100,0.030226
1738271572.706289,542134.000,14757,2,EA,1,100,0.030226
1738271572.773291,542201.000,14757,2,EA,1,100,0.030226
1738271572.839293,542267.000,14772,1,EA,1,100,0.030226
1738271572.906295,542334.000,14787,2,EA,1,100,0.030226
1738271572.973297,542401.000,14787,2,EA,1,100,0.030226
1738271573.039799,542467.500,14804,2,EA,1,100,0.030226
1738271573.106301,542534.000,14804,2,EA,1,100,0.030226
1738271573.172303,542600.000,14819,1,EA,1,100,0.030226
1738271573.239305,542667.000,14834,2,EA,1,100,0.030226
1738271573.306307,542734.000,14834,2,EA,1,100,0.030226
1738271573.372309,542800.000,14850,1,EA,1,100,0.030226
1738271573.439311,542867.000,14868,2,EA,1,100,0.030226
1738271573.506313,542934.000,14868,2,EA,1,100,0.030226
1738271573.573315,543001.000,14883,1,EA,1,100,0.030226
1738271573.639817,543067.500,14899,2,EA,1,100,0.030226
1738271573.706319,543134.000,14899,2,EA,1,100,0.030226
1738271573.773321,543201.000,14919,1,EA,1,100,0.030226
1738271573.839823,543267.500,14935,2,EA,1,100,0.030226
1738271573.906325,543334.000,14935,2,EA,1,100,0.030226
1738271573.973327,543401.000,14950,1,EA,1,100,0.030226
1738271574.039829,543467.500,14966,2,EA,1,100,0.030226
1738271574.106331,543534.000,14966,2,EA,1,100,0.030226
1738271574.172333,543600.000,14981,1,EA,1,100,0.030226
1738271574.239335,543667.000,14997,2,EA,1,100,0.030226
1738271574.306337,543734.000,14997,2,EA,1,100,0.030226
1738271574.372339,543800.000,15013,1,EA,1,100,0.030226
1738271574.439341,543867.000,15029,2,EA,1,100,0.030226
1738271574.506343,543934.000,15029,2,EA,1,100,0.030226
1738271574.573345,544001.000,15043,1,EA,1,100,0.030226
1738271574.639847,544067.500,15060,2,EA,1,100,0.030226
1738271574.706349,544134.000,15060,2,EA,1,100,0.030226
1738271574.772351,544200.000,15075,1,EA,1,100,0.030226
1738271574.839353,544267.000,15091,2,EA,1,100,0.030226
1738271574.906355,544334.000,15091,2,EA,1,100,0.030226
1738271574.972857,544400.500,15106,2,EA,1,100,0.030226
1738271575.039359,544467.000,15106,2,EA,1,100,0.030226
1738271575.106361,544534.000,15122,1,EA,1,100,0.030226
1738271575.172863,544600.500,15137,2,EA,1,100,0.030226
1738271575.239365,544667.000,15137,2,EA,1,100,0.030226
1738271575.306367,544734.000,15153,1,EA,1,100,0.030226
1738271575.372869,544800.500,15168,2,EA,1,100,0.030226
1738271575.439371,544867.000,15168,2,EA,1,100,0.030226
1738271575.506373,544934.000,15184,1,EA,1,100,0.030226
1738271575.572875,545000.500,15199,2,EA,1,100,0.030226
1738271575.639377,545067.000,15199,2,EA,1,100,0.030226
1738271575.706379,545134.000,15216,1,EA,1,100,0.030226
1738271575.772881,545200.500,15234,2,EA,1,100,0.030226
1738271575.839383,545267.000,15234,2,EA,1,100,0.030226
1738271575.906385,545334.000,15250,1,EA,1,100,0.030226
1738271575.972887,545400.500,15266,2,EA,1,100,0.030226
1738271576.039389,545467.000,15266,2,EA,1,100,0.030226
1738271576.106391,545534.000,15282,1,EA,1,100,0.030226
1738271576.172894,545600.500,15296,2,EA,1,100,0.030226
1738271576.239395,545667.000,15296,2,EA,1,100,0.030226
1738271576.306397,545734.000,15312,1,EA,1,100,0.030226
1738271576.372900,545800.500,15328,2,EA,1,100,0.030226
1738271576.439401,545867.000,15328,2,EA,1,100,0.030226
1738271576.506403,545934.000,15346,1,EA,1,100,0.030226
1738271576.572906,546000.500,15360,2,EA,1,100,0.030226
1738271576.639407,546067.000,15360,2,EA,1,100,0.030226
1738271576.706409,546134.000,15377,1,EA,1,100,0.030226
1738271576.772912,546200.500,15392,2,EA,1,100,0.030226
1738271576.839413,546267.000,15392,2,EA,1,100,0.030226
1738271576.906415,546334.000,15408,1,EA,1,100,0.030226
1738271576.972918,546400.500,15424,2,EA,1,100,0.030226
1738271577.039420,546467.000,15424,2,EA,1,100,0.030226
1738271577.105922,546533.500,15439,2,EA,1,100,0.030226
1738271577.172424,546600.000,15439,2,EA,1,100,0.030226
1738271577.239426,546667.000,15454,1,EA,1,100,0.030226
1738271577.305928,546733.500,15471,2,EA,1,100,0.030226
1738271577.372430,546800.000,15471,2,EA,1,100,0.030226
1738271577.439432,546867.000,15486,1,EA,1,100,0.030226
1738271577.505934,546933.500,15501,2,EA,1,100,0.030226
1738271577.572436,547000.000,15501,2,EA,1,100,0.030226
1738271577.639438,547067.000,15516,1,EA,1,100,0.030226
1738271577.705940,547133.500,15533,2,EA,1,100,0.030226
1738271577.772442,547200.000,15533,2,EA,1,100,0.030226
1738271577.839444,547267.000,15548,1,EA,1,100,0.030226
1738271577.905946,547333.500,15563,2,EA,1,100,0.030226
1738271577.972448,547400.000,15563,2,EA,1,100,0.030226
1738271578.039450,547467.000,15579,1,EA,1,100,0.030226
1738271578.105952,547533.500,15595,2,EA,1,100,0.030226
1738271578.172454,547600.000,15595,2,EA,1,100,0.030226
