LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738271569.118181,538546,14188,1,HR,1,100,40.87
1738271570.714229,540142,14440,1,HR,1,100,40.23
1738271573.448311,542876,14864,1,HR,1,100,36.21
1738271575.794382,545222,15230,1,HR,1,100,33.91
1738271576.560405,545988,15342,1,HR,1,100,43.92
1738271581.083542,550511,16033,1,HR,1,100,37.13
1738271581.676559,551104,16129,1,HR,1,100,51.48
1738271583.406612,552834,16397,1,HR,1,100,47.83
1738271586.162695,555590,16827,1,HR,1,100,42.09
1738271586.333700,555761,16860,1,HR,1,100,111.17
1738271587.039721,556467,16971,1,HR,1,100,105.51
1738271587.916748,557344,17098,1,HR,1,100,97.39
1738271588.812775,558240,17240,1,HR,1,100,90.73
1738271591.559858,560987,17670,1,HR,1,100,75.47
1738271592.402883,561830,17796,1,HR,1,100,74.76
1738271595.615980,565043,18284,1,HR,1,100,62.33
1738271597.893049,567320,18631,1,HR,1,100,54.40
1738271599.962111,569389,18949,1,HR,1,100,48.82
1738271601.325152,570752,19171,1,HR,1,100,47.85
1738271618.157660,587584,21766,1,HR,1,100,38.01
1738271626.163901,595590,22996,1,HR,1,100,31.25
1738271627.463940,596890,23201,1,HR,1,100,34.64
1738271629.630006,599056,23529,1,HR,1,100,33.14
1738271630.663037,600089,23676,1,HR,1,100,38.85
1738271634.277146,603703,24240,1,HR,1,100,33.94
1738271635.613186,605039,24448,1,HR,1,100,36.50
1738271639.666309,609092,25075,1,HR,1,100,31.70
1738271642.556396,611982,25504,1,HR,1,100,29.32
1738271642.949408,612375,25568,1,HR,1,100,56.99
1738271643.922437,613348,25725,1,HR,1,100,58.22
1738271645.165474,614591,25915,1,HR,1,100,56.12
1738271658.417874,627843,27963,1,HR,1,100,44.66
1738271659.624911,629050,28152,1,HR,1,100,45.94
1738271661.744975,631170,28472,1,HR,1,100,42.08
1738271662.865008,632290,28645,1,HR,1,100,44.74
1738271664.164047,633589,28850,1,HR,1,100,45.14
1738271664.874069,634299,28960,1,HR,1,100,54.15
1738271666.394115,635819,29205,1,HR,1,100,50.89
1738271668.401175,637826,29519,1,HR,1,100,46.28
1738271669.111197,638536,29629,1,HR,1,100,55.05
1738271670.337234,639762,29818,1,HR,1,100,53.83
1738271671.224260,640649,29967,1,HR,1,100,57.02
1738271679.583513,649008,31253,1,HR,1,100,45.96
1738271682.456599,651881,31699,1,HR,1,100,40.42
1738271683.529632,652954,31856,1,HR,1,100,44.02
1738271685.472690,654897,32154,1,HR,1,100,41.18
1738271687.086739,656511,32410,1,HR,1,100,40.36
1738271690.052828,659477,32862,1,HR,1,100,35.93
1738271704.085252,673509,35021,1,HR,1,100,28.90
1738271706.258317,675682,35351,1,HR,1,100,28.68
1738271709.194406,678618,35795,1,HR,1,100,26.89
1738271710.177435,679601,35952,1,HR,1,100,34.66
1738271712.314500,681738,36291,1,HR,1,100,33.25
1738271715.447594,684871,36760,1,HR,1,100,30.16
1738271716.577628,686001,36935,1,HR,1,100,35.36
1738271718.754694,688178,37269,1,HR,1,100,33.68
1738271720.876758,690300,37600,1,HR,1,100,32.54
1738271722.980822,692404,37933,1,HR,1,100,31.72
1738271723.180828,692604,37966,1,HR,1,100,91.34
1738271724.673873,694097,38186,1,HR,1,100,80.05
1738271725.619901,695043,38343,1,HR,1,100,76.45
1738271728.449986,697873,38773,1,HR,1,100,64.22
1738271729.540019,698963,38947,1,HR,1,100,62.29
1738271730.710055,700133,39119,1,HR,1,100,59.95
1738271739.936333,709359,40539,1,HR,1,100,48.08
1738271740.929363,710352,40699,1,HR,1,100,51.00
1738271742.165400,711588,40888,1,HR,1,100,50.60
1738271743.005425,712428,41018,1,HR,1,100,55.23
1738271744.262464,713685,41207,1,HR,1,100,53.71
1738271746.162521,715585,41507,1,HR,1,100,48.86
1738271749.428619,718851,42013,1,HR,1,100,42.12
1738271750.654656,720077,42201,1,HR,1,100,43.78
1738271751.551683,720974,42345,1,HR,1,100,49.03
1738271756.927845,726350,43165,1,HR,1,100,40.64
1738271761.440982,730863,43860,1,HR,1,100,34.59
1738271764.674079,734096,44348,1,HR,1,100,31.07
1738271765.631108,735053,44491,1,HR,1,100,38.20
1738271766.474133,735896,44620,1,HR,1,100,45.78
1738271767.404161,736826,44761,1,HR,1,100,50.10
1738271768.357190,737779,44919,1,HR,1,100,53.00
1738271769.187215,738609,45037,1,HR,1,100,57.48
1738271769.357220,738779,45069,1,HR,1,100,123.14
1738271770.140244,739562,45196,1,HR,1,100,113.09
1738271771.270278,740692,45371,1,HR,1,100,99.87
1738271773.576348,742998,45738,1,HR,1,100,83.52
1738271774.910388,744332,45928,1,HR,1,100,74.98
1738271775.733413,745155,46054,1,HR,1,100,74.78
1738271778.163486,747585,46432,1,HR,1,100,63.70
1738271780.066543,749488,46733,1,HR,1,100,56.63
1738271781.816596,751238,47002,1,HR,1,100,51.71
1738271783.926660,753348,47320,1,HR,1,100,46.60
1738271784.825687,754247,47462,1,HR,1,100,51.23
1738271787.129756,756551,47825,1,HR,1,100,45.69
