RD,TS_received,TS_sent,AK,RoundTrip,
1045395,1045474,2025-01-30_14-21-16-050392,1045475,79,
1050500,1050526,2025-01-30_14-21-21-104837,1050527,26,
1055608,1055623,2025-01-30_14-21-26-202718,1055624,15,
1060716,1060765,2025-01-30_14-21-31-312090,1060767,49,
1065823,1065844,2025-01-30_14-21-36-419721,1065845,21,
1070966,1070990,2025-01-30_14-21-41-569929,1070992,24,
1076072,1076090,2025-01-30_14-21-46-669529,1076091,18,
1081180,1081203,2025-01-30_14-21-51-778818,1081204,23,
1086324,1086407,2025-01-30_14-21-56-987727,1086408,83,
1091442,1091497,2025-01-30_14-22-02-076884,1091499,55,
1096576,1096592,2025-01-30_14-22-07-171595,1096593,16,
1101690,1101713,2025-01-30_14-22-12-291783,1101714,23,
1106830,1106847,2025-01-30_14-22-17-428607,1106849,17,
1111952,1111968,2025-01-30_14-22-22-548482,1111972,16,
1117067,1117087,2025-01-30_14-22-27-663055,1117092,20,
1122192,1122221,2025-01-30_14-22-32-795863,1122226,29,
1127307,1132429,2025-01-30_14-22-37-972320,1132430,5122,
1132433,1132452,2025-01-30_14-22-43-033963,1132455,19,
1137557,1137571,2025-01-30_14-22-48-153458,1137572,14,
1142694,1142724,2025-01-30_14-22-53-301464,1142725,30,
1147830,1147845,2025-01-30_14-22-58-427521,1147850,15,
1152961,1153049,2025-01-30_14-23-03-626588,1153050,88,
1158078,1158116,2025-01-30_14-23-08-694639,1158117,38,
1163202,1163221,2025-01-30_14-23-13-798824,1163222,19,
1168330,1173475,2025-01-30_14-23-19-035262,1173476,5145,
1173479,1173500,2025-01-30_14-23-24-076876,1173501,21,
1178615,1178667,2025-01-30_14-23-29-220520,1178669,52,
1183748,1183832,2025-01-30_14-23-34-409607,1183834,84,
1188859,1188885,2025-01-30_14-23-39-459302,1188886,26,
1193992,1194010,2025-01-30_14-23-44-592634,1194011,18,
1199116,1199151,2025-01-30_14-23-49-733397,1199152,35,
1204240,1209372,2025-01-30_14-23-54-951591,1209376,5132,
1209377,1209470,2025-01-30_14-24-00-050395,1209472,93,
1214509,1214525,2025-01-30_14-24-05-107691,1214527,16,
1219630,1224752,2025-01-30_14-24-10-241655,1224753,5122,
1224756,1224802,2025-01-30_14-24-15-368509,1224803,46,
1229890,1229908,2025-01-30_14-24-20-490905,1229909,18,
1235005,1235020,2025-01-30_14-24-25-606355,1235021,15,
1240124,1240142,2025-01-30_14-24-30-723879,1240145,18,
1245248,1250372,2025-01-30_14-24-36-057971,1250373,5124,
1250377,1250474,2025-01-30_14-24-41-052057,1250479,97,
1255510,1255532,2025-01-30_14-24-46-114333,1255533,22,
1260627,1260640,2025-01-30_14-24-51-226441,1260642,13,
1265749,1265825,2025-01-30_14-24-56-361573,1265826,76,
1270890,1270908,2025-01-30_14-25-01-494307,1270909,18,
1276015,1276029,2025-01-30_14-25-06-615662,1276030,14,
1281135,1281156,2025-01-30_14-25-11-738732,1281157,21,
1286253,1291376,2025-01-30_14-25-17-014673,1291377,5123,
1291384,1291453,2025-01-30_14-25-22-038373,1291455,69,
1296516,1296549,2025-01-30_14-25-27-126361,1296550,33,
1301623,1301647,2025-01-30_14-25-32-234213,1301649,24,
1306730,1306793,2025-01-30_14-25-37-371038,1306795,63,
1311838,1311852,2025-01-30_14-25-42-441306,1311855,14,
1316945,1316966,2025-01-30_14-25-47-550475,1316967,21,
1322088,1322104,2025-01-30_14-25-52-691754,1322112,16,
1327194,1332306,2025-01-30_14-25-57-917938,1332311,5112,
1332316,1337425,2025-01-30_14-26-03-028189,1337430,5109,
1337434,1337491,2025-01-30_14-26-08-073093,1337492,57,
1342543,1342557,2025-01-30_14-26-13-144991,1342558,14,
1347651,1347683,2025-01-30_14-26-18-269089,1347684,32,
1352762,1352789,2025-01-30_14-26-23-375448,1352790,27,
1357871,1357895,2025-01-30_14-26-28-481758,1357897,24,
1362977,1363002,2025-01-30_14-26-33-586355,1363004,25,
1368085,1368138,2025-01-30_14-26-38-689843,1368139,53,
1373193,1373220,2025-01-30_14-26-43-806908,1373222,27,
1378301,1383419,2025-01-30_14-26-49-153835,1383421,5118,
1383428,1388552,2025-01-30_14-26-54-243482,1388553,5124,
1388560,1393674,2025-01-30_14-26-59-267513,1393679,5114,
1393683,1398802,2025-01-30_14-27-04-304256,1398804,5119,
1398807,1398858,2025-01-30_14-27-09-443102,1398860,51,
1403912,1403964,2025-01-30_14-27-14-529860,1403965,52,
1409023,1414133,2025-01-30_14-27-19-627512,1414135,5110,
1414138,1414160,2025-01-30_14-27-24-750195,1414162,22,
1419243,1424373,2025-01-30_14-27-29-961847,1424374,5130,
1424378,1429504,2025-01-30_14-27-35-184090,1429507,5126,
1429510,1429599,2025-01-30_14-27-40-154483,1429600,89,
1434636,1434652,2025-01-30_14-27-45-243609,1434654,16,
1439744,1444866,2025-01-30_14-27-50-392078,1444867,5122,
1444873,1444887,2025-01-30_14-27-55-479311,1444888,14,
1449980,1449998,2025-01-30_14-28-00-588499,1449999,18,
1455087,1460211,2025-01-30_14-28-05-701673,1460212,5124,
1460219,1465344,2025-01-30_14-28-10-826708,1465346,5125,
1465352,1470486,2025-01-30_14-28-15-981193,1470488,5134,
1470492,1475624,2025-01-30_14-28-21-193600,1475626,5132,
1475632,1475717,2025-01-30_14-28-26-309196,1475718,85,
1480749,1480796,2025-01-30_14-28-31-366868,1480797,47,
1485857,1485882,2025-01-30_14-28-36-470584,1485883,25,
1490966,1491042,2025-01-30_14-28-41-632508,1491044,76,
1496070,1501205,2025-01-30_14-28-46-734518,1501206,5135,
1501209,1506329,2025-01-30_14-28-52-037989,1506334,5120,
1506338,1511455,2025-01-30_14-28-57-127486,1511456,5117,
1511459,1516573,2025-01-30_14-29-02-190474,1516575,5114,
1516578,1516672,2025-01-30_14-29-07-245092,1516673,94,
1521694,1521732,2025-01-30_14-29-12-323251,1521733,38,
1526831,1531953,2025-01-30_14-29-17-491901,1531957,5122,
1531960,1531997,2025-01-30_14-29-22-589130,1531998,37,
1537092,1537110,2025-01-30_14-29-27-703953,1537111,18,
1542229,1547357,2025-01-30_14-29-32-842101,1547358,5128,
1547362,1552462,2025-01-30_14-29-38-059941,1552464,5100,
1552468,1552543,2025-01-30_14-29-43-133138,1552544,75,
1557584,1557600,2025-01-30_14-29-48-194444,1557601,16,
1562706,1562722,2025-01-30_14-29-53-317967,1562724,16,
1567816,1567881,2025-01-30_14-29-58-472816,1567882,65,
1572936,1572993,2025-01-30_14-30-03-582423,1572995,57,
1578063,1578086,2025-01-30_14-30-08-679465,1578088,23,
1583170,1583193,2025-01-30_14-30-13-780973,1583195,23,
1588306,1593425,2025-01-30_14-30-19-063991,1593426,5119,
1593434,1593463,2025-01-30_14-30-24-060800,1593465,29,
1598555,1598618,2025-01-30_14-30-29-169069,1598619,63,
1603683,1608807,2025-01-30_14-30-34-339928,1608808,5124,
1608811,1608844,2025-01-30_14-30-39-441145,1608845,33,
1613956,1613975,2025-01-30_14-30-44-568462,1613977,19,
1619077,1619092,2025-01-30_14-30-49-690057,1619097,15,
1624203,1624229,2025-01-30_14-30-54-819561,1624230,26,
1629313,1634443,2025-01-30_14-31-00-029591,1634445,5130,
1634448,1639569,2025-01-30_14-31-05-058951,1639573,5121,
1639577,1639600,2025-01-30_14-31-10-195324,1639601,23,
1644701,1644721,2025-01-30_14-31-15-316828,1644722,20,
1649831,1649858,2025-01-30_14-31-20-457705,1649859,27,
1654973,1660097,2025-01-30_14-31-25-632629,1660099,5124,
1660106,1660125,2025-01-30_14-31-30-724023,1660126,19,
1665231,1670345,2025-01-30_14-31-35-985820,1670346,5114,
1670349,1670428,2025-01-30_14-31-40-996101,1670431,79,
1675479,1675497,2025-01-30_14-31-46-094836,1675498,18,
1680612,1680630,2025-01-30_14-31-51-227452,1680631,18,
1685729,1690869,2025-01-30_14-31-56-555907,1690871,5140,
1690876,1690902,2025-01-30_14-32-01-501055,1690903,26,
1695997,1696015,2025-01-30_14-32-06-615718,1696017,18,
1701122,1701141,2025-01-30_14-32-11-737561,1701143,19,
1706249,1711360,2025-01-30_14-32-17-004685,1711361,5111,
1711368,1716504,2025-01-30_14-32-22-089183,1716505,5136,
1716508,1716527,2025-01-30_14-32-27-127365,1716530,19,
1721613,1721651,2025-01-30_14-32-32-247476,1721653,38,
1726725,1731840,2025-01-30_14-32-37-457246,1731845,5115,
1731848,1731928,2025-01-30_14-32-42-519553,1731929,80,
1736954,1742073,2025-01-30_14-32-47-605969,1742074,5119,
1742077,1742103,2025-01-30_14-32-52-700743,1742105,26,
1747182,1747217,2025-01-30_14-32-57-801488,1747218,35,
1752290,1757419,2025-01-30_14-33-02-995569,1757420,5129,
1757423,1757440,2025-01-30_14-33-08-040602,1757443,17,
1762529,1762589,2025-01-30_14-33-13-185581,1762590,60,
1767636,1767668,2025-01-30_14-33-18-260701,1767669,32,
1772748,1772854,2025-01-30_14-33-23-446972,1777883,106,
1777886,1777918,2025-01-30_14-33-28-519953,1777920,32,
1782993,1783007,2025-01-30_14-33-33-609718,1783008,14,
1788100,1788145,2025-01-30_14-33-38-747567,1788146,45,
1793212,1798348,2025-01-30_14-33-43-833365,1798349,5136,
1798352,1798371,2025-01-30_14-33-48-970380,1798372,19,
1803458,1808579,2025-01-30_14-33-54-136342,1808584,5121,
1808588,1808610,2025-01-30_14-33-59-210445,1808611,22,
1813692,1813707,2025-01-30_14-34-04-310659,1813708,15,
1818801,1818864,2025-01-30_14-34-09-455725,1818866,63,
1823909,1823923,2025-01-30_14-34-14-527401,1823927,14,
1829017,1829039,2025-01-30_14-34-19-640522,1829041,22,
1834154,1834182,2025-01-30_14-34-24-777437,1834184,28,
1839262,1844407,2025-01-30_14-34-30-046788,1844408,5145,
1844411,1849520,2025-01-30_14-34-35-351733,1849521,5109,
1849528,1849543,2025-01-30_14-34-40-147904,1849585,15,
1854634,1859759,2025-01-30_14-34-45-348540,1859760,5125,
1859766,1864890,2025-01-30_14-34-50-493099,1864892,5124,
1864898,1864912,2025-01-30_14-34-55-518613,1864913,14,
1870000,1870021,2025-01-30_14-35-00-627866,1870022,21,
1875111,1875138,2025-01-30_14-35-05-739863,1875139,27,
1880218,1885352,2025-01-30_14-35-10-975410,1885353,5134,
1885356,1885376,2025-01-30_14-35-15-983037,1885377,20,
1890461,1890482,2025-01-30_14-35-21-085114,1890483,21,
1895595,1895610,2025-01-30_14-35-26-218073,1895615,15,
1900702,1905809,2025-01-30_14-35-31-352352,1905814,5107,
1905818,1905900,2025-01-30_14-35-36-491632,1905901,82,
1910924,1910946,2025-01-30_14-35-41-543973,1910947,22,
1916031,1916054,2025-01-30_14-35-46-661525,1916056,23,
1921167,1921226,2025-01-30_14-35-51-792258,1921227,59,
1926279,1926377,2025-01-30_14-35-56-981311,1926378,98,
1931403,1936535,2025-01-30_14-36-02-028170,1936536,5132,
1936539,1936571,2025-01-30_14-36-07-179709,1936573,32,
1941670,1941710,2025-01-30_14-36-12-291521,1941711,40,
1946803,1946903,2025-01-30_14-36-17-485241,1946905,100,
1951932,1951964,2025-01-30_14-36-22-571534,1951969,32,
1957067,1957082,2025-01-30_14-36-27-690546,1957083,15,
1962183,1962197,2025-01-30_14-36-32-806225,1962198,14,
1967315,1967348,2025-01-30_14-36-37-956932,1967349,33,
1972439,1972462,2025-01-30_14-36-43-068977,1972463,23,
1977559,1977593,2025-01-30_14-36-48-196492,1977594,34,
