TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
855925.000000,1783007.000000,1738271886.506754,1738272813.616718,282,538056,1.98232e+06,1.11.4
