LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738271568.675167,538103.000,14121,2,RD,1,100,TL
1738271568.675167,538103.000,14121,2,RD,1,100,TU
1738271571.228744,540656.500,14913,2,RD,1,100,TL
1738271573.782321,543210.000,14913,2,RD,1,100,TU
1738271576.336398,545764.000,15702,2,RD,1,100,TL
1738271578.890475,548318.000,15702,2,RD,1,100,TU
1738271581.462053,550889.500,16493,2,RD,1,100,TL
1738271584.033631,553461.000,16493,2,RD,1,100,TU
1738271586.584208,556011.500,17290,2,RD,1,100,TL
1738271589.134784,558562.000,17290,2,RD,1,100,TU
1738271591.688361,561115.500,18079,2,RD,1,100,TL
1738271594.241938,563669.000,18079,2,RD,1,100,TU
1738271596.803516,566230.500,18868,2,RD,1,100,TL
1738271599.365093,568792.000,18868,2,RD,1,100,TU
1738271601.937171,571364.000,19659,2,RD,1,100,TL
1738271604.509248,573936.000,19659,2,RD,1,100,TU
1738271607.061825,576488.500,20445,2,RD,1,100,TL
1738271609.614402,579041.000,20445,2,RD,1,100,TU
1738271612.167979,581594.500,21230,2,RD,1,100,TL
1738271614.721556,584148.000,21230,2,RD,1,100,TU
1738271617.275633,586702.000,22018,2,RD,1,100,TL
1738271619.829710,589256.000,22018,2,RD,1,100,TU
1738271622.390287,591816.500,22803,2,RD,1,100,TL
1738271624.950865,594377.000,22803,2,RD,1,100,TU
1738271627.503442,596929.500,23594,2,RD,1,100,TL
1738271630.056019,599482.000,23594,2,RD,1,100,TU
1738271632.621096,602047.000,24383,2,RD,1,100,TL
1738271635.186173,604612.000,24383,2,RD,1,100,TU
1738271637.753251,607179.000,25172,2,RD,1,100,TL
1738271640.320328,609746.000,25172,2,RD,1,100,TU
1738271642.888906,612314.500,25966,2,RD,1,100,TL
1738271645.457483,614883.000,25966,2,RD,1,100,TU
1738271648.018060,617443.500,26751,2,RD,1,100,TL
1738271650.578638,620004.000,26751,2,RD,1,100,TU
1738271653.131215,622556.500,27537,2,RD,1,100,TL
1738271655.683792,625109.000,27537,2,RD,1,100,TU
