TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1880992.000000,3161682.000000,1738257390.769710,1738258671.518177,215,1.77112e+06,3.2241e+06,1.11.4
