LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738257620.927217,2111139,8819,1,SA,1,100,0.000033
1738257621.394238,2111606,8890,1,SA,1,100,0.000027
1738257622.060269,2112272,8957,1,SA,1,100,0.000007
1738257622.260278,2112472,9021,1,SA,1,100,0.000029
1738257622.993311,2113205,9101,1,SA,1,100,0.000003
1738257623.326326,2113538,9259,1,SA,1,100,0.000067
1738257624.460378,2114672,9353,1,SA,1,100,0.000024
1738257624.726390,2114938,9387,1,SA,1,100,0.000008
1738257625.193412,2115405,9451,1,SA,1,100,0.000003
1738257625.394421,2115606,9485,1,SA,1,100,0.000010
1738257625.594430,2115806,9517,1,SA,1,100,0.000007
1738257625.794439,2116006,9551,1,SA,1,100,0.000004
1738257626.126454,2116338,9600,1,SA,1,100,0.000010
1738257626.593476,2116805,9684,1,SA,1,100,0.000006
1738257626.793485,2117005,9719,1,SA,1,100,0.000004
1738257626.993494,2117205,9817,1,SA,1,100,0.000058
1738257627.993540,2118205,9930,1,SA,1,100,0.000019
1738257628.593567,2118805,10010,1,SA,1,100,0.000013
1738257629.127591,2119339,10105,1,SA,1,100,0.000021
1738257629.459606,2119671,10138,1,SA,1,100,0.000011
1738257630.460652,2120672,10296,1,SA,1,100,0.000013
1738257630.660661,2120872,10329,1,SA,1,100,0.000007
1738257630.860670,2121072,10362,1,SA,1,100,0.000008
1738257631.060679,2121272,10426,1,SA,1,100,0.000020
1738257631.726710,2121938,10498,1,SA,1,100,0.000008
1738257631.926719,2122138,10592,1,SA,1,100,0.000036
1738257632.593750,2122805,10657,1,SA,1,100,0.000024
1738257633.259780,2123471,10815,1,SA,1,100,0.000054
1738257634.059816,2124271,10864,1,SA,1,100,0.000014
1738257634.526838,2124738,10960,1,SA,1,100,0.000021
1738257634.992859,2125204,11024,1,SA,1,100,0.000019
1738257635.259871,2125471,11088,1,SA,1,100,0.000023
1738257635.792896,2126004,11198,1,SA,1,100,0.000032
1738257636.459926,2126671,11248,1,SA,1,100,0.000006
1738257637.192960,2127404,11381,1,SA,1,100,0.000012
1738257637.459972,2127671,11429,1,SA,1,100,0.000010
1738257638.259008,2128470,11603,1,SA,1,100,0.000049
1738257639.059045,2129270,11714,1,SA,1,100,0.000048
1738257639.593069,2129804,11763,1,SA,1,100,0.000027
1738257640.192096,2130403,11842,1,SA,1,100,0.000003
1738257640.792124,2131003,11937,1,SA,1,100,0.000009
1738257641.059136,2131270,12001,1,SA,1,100,0.000019
