Timestamp,BI
1738257281.88152,827
1738257282.96819,743.5
1738257283.62815,660
1738257283.96803,544
1738257284.51231,544
1738257284.87769,463
1738257285.89852,544
1738257286.36114,463
1738257287.06064,596
1738257287.40866,471
1738257288.00438,596
1738257288.47577,596
1738257289.68337,1148
1738257290.86724,1148
1738257292.0155,1148
1738257293.13555,1148
1738257294.26203,1126
1738257295.43502,1120
1738257296.17667,933
1738257296.60568,933
1738257297.53825,810
1738257298.58696,810
1738257299.39721,913
1738257299.70422,810
1738257300.61696,485
1738257301.05631,485
1738257301.54164,886
1738257302.42786,886
1738257303.36005,932
1738257304.3561,996
1738257305.59773,1092
1738257306.70677,1109
1738257307.79892,1155
1738257308.95361,1109
1738257310.11257,1102
1738257311.19371,1155
1738257312.29613,1102
1738257313.46845,1102
1738257314.55932,1129
1738257315.76995,1129
1738257316.89924,1091
1738257317.24381,1067
1738257317.99789,754
1738257319.06444,617
1738257319.68113,634
1738257320.11493,634
1738257320.74885,634
1738257321.62455,761
1738257322.39626,772
1738257323.15762,813
1738257323.97066,813
1738257324.80537,835
1738257325.91405,1087
1738257327.0332,1087
1738257328.12052,1087
1738257328.65715,540
1738257329.1974,540
1738257329.59901,540
1738257331.54961,540
1738257332.35486,402
1738257332.69651,706
1738257333.0708,706
1738257333.77644,664
1738257334.61345,706
1738257335.27718,824
1738257336.14422,837
1738257336.96785,867
1738257337.86757,897
1738257338.85824,897
1738257339.75505,897
1738257340.46878,897
1738257340.91643,897
1738257341.88914,714
1738257343.13163,623
1738257343.75438,623
1738257344.16269,623
1738257344.5118,623
1738257345.27772,448
1738257346.19449,672
1738257346.64215,766
1738257347.31382,709
1738257348.21257,709
1738257348.92116,709
1738257349.67583,755
1738257350.36853,755
1738257351.1919,813
1738257352.00494,823
1738257352.97479,965
1738257353.94012,970
1738257355.0409,1101
1738257356.15893,1101
1738257357.26918,1105
1738257358.36814,1105
1738257359.47273,1105
1738257360.44353,1099
1738257361.58238,971
1738257362.33061,795
1738257363.12578,748
1738257363.87415,748
1738257364.48033,748
1738257365.19783,748
1738257365.98738,790
1738257367.11696,961
1738257368.07797,961
1738257369.10172,961
1738257369.88296,781
1738257370.23227,516
1738257370.6077,501
1738257371.12345,501
1738257371.62464,516
1738257372.34187,717
1738257373.27058,929
1738257374.26846,929
1738257375.22527,929
1738257375.59165,776
1738257376.18434,697
1738257376.9599,697
1738257377.65675,775
1738257378.43185,776
1738257379.27759,822
1738257380.14459,846
1738257380.96649,867
1738257381.8813,915
1738257382.91002,1029
1738257384.09031,1096
1738257385.22,1096
1738257386.3156,1096
1738257386.69186,376
1738257387.04208,376
1738257387.39856,376
1738257387.89318,495
1738257388.44327,550
1738257389.54199,676
1738257390.21829,717
1738257390.95702,717
1738257391.67375,684
1738257392.33945,717
1738257393.02299,717
1738257393.79812,775
1738257394.85944,775
1738257395.98415,775
1738257396.74338,1061
1738257397.1,1033
1738257398.24923,1033
1738257399.28228,1033
1738257400.32215,1033
1738257400.96718,1033
1738257401.28828,880
1738257402.40833,880
1738257403.28818,909
1738257404.34566,909
1738257405.25457,880
1738257406.03232,877
1738257406.79624,865
1738257407.67348,865
1738257408.53819,877
1738257409.44656,908
1738257410.5335,1087
1738257411.66303,1110
1738257412.77326,1110
1738257413.91277,1110
1738257417.87117,1003
1738257418.87433,816
1738257419.69039,816
1738257420.38026,876
1738257421.29801,876
1738257422.17432,893
1738257423.06685,918
1738257424.24879,1069
1738257425.31739,1069
1738257426.43744,1120
1738257427.49379,1118
1738257428.70889,1118
1738257429.82669,1056
1738257430.14069,952
1738257430.81854,880
1738257431.77008,678
1738257432.64999,678
1738257433.08273,775
1738257433.44746,775
1738257434.22197,775
1738257435.04146,819
1738257435.98096,933
1738257436.91353,939
1738257437.90606,993
1738257438.98291,993
1738257440.14878,1077
1738257440.85581,1077
1738257442.30706,719
1738257443.0263,719
1738257443.37057,911
1738257444.28185,817
1738257445.3354,834
1738257446.15257,834
1738257446.98628,817
1738257447.62594,640
1738257448.00062,640
1738257448.41061,527
1738257449.47929,527
1738257450.00671,676
1738257450.68267,676
1738257451.47548,676
1738257451.78613,793
1738257452.80454,793
1738257453.89468,468
1738257454.36252,478
1738257454.76553,468
1738257455.24365,434
1738257455.61267,403
1738257456.04699,434
1738257456.42637,434
1738257457.18614,760
1738257458.25412,855
1738257459.24384,855
1738257460.09877,855
1738257460.82341,777
1738257461.60039,769
1738257462.36931,769
1738257463.05701,772
1738257463.82871,772
1738257464.67568,847
1738257465.62258,947
1738257466.801,1120
1738257468.03424,1120
1738257469.15429,1120
1738257469.56571,1081
1738257470.37525,1081
1738257471.45639,810
1738257472.60745,810
1738257473.22947,622
1738257473.63922,594
