RD,TS_received,TS_sent,AK,RoundTrip,
1773486,1773509,2025-01-30_10-14-43-271748,1773510,23,
1778628,1778696,2025-01-30_10-14-48-448219,1778697,68,
1783736,1783753,2025-01-30_10-14-53-520626,1783754,17,
1788843,1788860,2025-01-30_10-14-58-627143,1788862,17,
1793951,1793965,2025-01-30_10-15-03-732954,1793966,14,
1799081,1799113,2025-01-30_10-15-08-879033,1799114,32,
1804190,1804211,2025-01-30_10-15-13-973344,1804213,21,
1809327,1809412,2025-01-30_10-15-19-133802,1809414,85,
1814447,1814467,2025-01-30_10-15-24-233601,1814469,20,
1819558,1824678,2025-01-30_10-15-29-467543,1824679,5120,
1824683,1824723,2025-01-30_10-15-34-491886,1824724,40,
1829788,1829802,2025-01-30_10-15-39-571143,1829803,14,
1834902,1834930,2025-01-30_10-15-44-695066,1834931,28,
1840010,1840028,2025-01-30_10-15-49-796769,1840029,18,
1845149,1845186,2025-01-30_10-15-54-953221,1845188,37,
1850261,1850279,2025-01-30_10-16-00-046999,1850280,18,
1855369,1855384,2025-01-30_10-16-05-153957,1855385,15,
1860488,1860517,2025-01-30_10-16-10-283158,1860518,29,
1865601,1865686,2025-01-30_10-16-15-444161,1865688,85,
1870728,1870744,2025-01-30_10-16-20-514221,1870746,16,
1875859,1875874,2025-01-30_10-16-25-644144,1875876,15,
1880979,1880992,2025-01-30_10-16-30-763210,1880994,13,
1886104,1891233,2025-01-30_10-16-36-013887,1891235,5129,
1891238,1891257,2025-01-30_10-16-41-026113,1891258,19,
1896362,1896408,2025-01-30_10-16-46-171264,1896409,46,
1901484,1901500,2025-01-30_10-16-51-271164,1901501,16,
1906615,1906661,2025-01-30_10-16-56-428688,1906662,46,
1911735,1911749,2025-01-30_10-17-01-521852,1911751,14,
1916874,1916894,2025-01-30_10-17-06-664239,1916896,20,
1922003,1922019,2025-01-30_10-17-11-790855,1922020,16,
1927137,1927222,2025-01-30_10-17-16-992061,1927227,85,
1932259,1932280,2025-01-30_10-17-22-053106,1932282,21,
1937387,1937412,2025-01-30_10-17-27-180447,1937413,25,
1942512,1942525,2025-01-30_10-17-32-298960,1942526,13,
1947637,1947672,2025-01-30_10-17-37-442563,1947673,35,
1952777,1952803,2025-01-30_10-17-42-577726,1952805,26,
1957911,1957924,2025-01-30_10-17-47-698971,1957925,13,
1963038,1968163,2025-01-30_10-17-52-948642,1968164,5125,
1968171,1968189,2025-01-30_10-17-57-959855,1968191,18,
1973294,1973316,2025-01-30_10-18-03-092307,1973317,22,
1978412,1978433,2025-01-30_10-18-08-204329,1978435,21,
