LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738257280.893694,1771121.000,18965,1,PG,1,100,7224
1738257280.903331,1771130.636,18969,11,PG,1,100,7204
1738257280.912968,1771140.273,18969,11,PG,1,100,7220
1738257280.922605,1771149.909,18969,11,PG,1,100,7203
1738257280.932241,1771159.545,18969,11,PG,1,100,7226
1738257280.941878,1771169.182,18969,11,PG,1,100,7221
1738257280.951515,1771178.818,18969,11,PG,1,100,7189
1738257280.961152,1771188.455,18969,11,PG,1,100,7212
1738257280.970788,1771198.091,18969,11,PG,1,100,7229
1738257280.980425,1771207.727,18969,11,PG,1,100,7245
1738257280.990062,1771217.364,18969,11,PG,1,100,7262
1738257280.999699,1771227.000,18969,11,PG,1,100,7225
1738257281.010609,1771237.909,18987,11,PG,1,100,7269
1738257281.021518,1771248.818,18987,11,PG,1,100,7247
1738257281.032428,1771259.727,18987,11,PG,1,100,7227
1738257281.043337,1771270.636,18987,11,PG,1,100,7248
1738257281.054247,1771281.545,18987,11,PG,1,100,7225
1738257281.065156,1771292.455,18987,11,PG,1,100,7236
1738257281.076066,1771303.364,18987,11,PG,1,100,7223
1738257281.086976,1771314.273,18987,11,PG,1,100,7228
1738257281.097885,1771325.182,18987,11,PG,1,100,7246
1738257281.108795,1771336.091,18987,11,PG,1,100,7240
1738257281.119704,1771347.000,18987,11,PG,1,100,7247
1738257281.129432,1771356.727,19003,11,PG,1,100,7236
1738257281.139160,1771366.455,19003,11,PG,1,100,7250
1738257281.148888,1771376.182,19003,11,PG,1,100,7248
1738257281.158615,1771385.909,19003,11,PG,1,100,7273
1738257281.168343,1771395.636,19003,11,PG,1,100,7224
1738257281.178071,1771405.364,19003,11,PG,1,100,7223
1738257281.187799,1771415.091,19003,11,PG,1,100,7240
1738257281.197526,1771424.818,19003,11,PG,1,100,7253
1738257281.207254,1771434.545,19003,11,PG,1,100,7236
1738257281.216982,1771444.273,19003,11,PG,1,100,7265
1738257281.226709,1771454.000,19003,11,PG,1,100,7259
1738257281.237043,1771464.333,19020,9,PG,1,100,7253
1738257281.247377,1771474.667,19020,9,PG,1,100,7235
1738257281.257711,1771485.000,19020,9,PG,1,100,7269
1738257281.268044,1771495.333,19020,9,PG,1,100,7253
1738257281.278378,1771505.667,19020,9,PG,1,100,7264
1738257281.288712,1771516.000,19020,9,PG,1,100,7251
1738257281.299046,1771526.333,19020,9,PG,1,100,7256
1738257281.309380,1771536.667,19020,9,PG,1,100,7251
1738257281.319714,1771547.000,19020,9,PG,1,100,7281
1738257281.329441,1771556.727,19036,11,PG,1,100,7251
1738257281.339169,1771566.455,19036,11,PG,1,100,7238
1738257281.348897,1771576.182,19036,11,PG,1,100,7265
1738257281.358624,1771585.909,19036,11,PG,1,100,7251
1738257281.368352,1771595.636,19036,11,PG,1,100,7250
1738257281.378080,1771605.364,19036,11,PG,1,100,7260
1738257281.387808,1771615.091,19036,11,PG,1,100,7257
1738257281.397535,1771624.818,19036,11,PG,1,100,7265
1738257281.407263,1771634.545,19036,11,PG,1,100,7253
1738257281.416991,1771644.273,19036,11,PG,1,100,7248
1738257281.426718,1771654.000,19036,11,PG,1,100,7284
1738257281.437419,1771664.700,19053,10,PG,1,100,7274
1738257281.448119,1771675.400,19053,10,PG,1,100,7291
1738257281.458820,1771686.100,19053,10,PG,1,100,7272
1738257281.469520,1771696.800,19053,10,PG,1,100,7296
1738257281.480221,1771707.500,19053,10,PG,1,100,7277
1738257281.490921,1771718.200,19053,10,PG,1,100,7248
1738257281.501622,1771728.900,19053,10,PG,1,100,7270
1738257281.512322,1771739.600,19053,10,PG,1,100,7258
1738257281.523023,1771750.300,19053,10,PG,1,100,7282
1738257281.533723,1771761.000,19053,10,PG,1,100,7296
1738257281.543024,1771770.300,19069,10,PG,1,100,7266
1738257281.552324,1771779.600,19069,10,PG,1,100,7277
1738257281.561625,1771788.900,19069,10,PG,1,100,7276
1738257281.570925,1771798.200,19069,10,PG,1,100,7275
1738257281.580225,1771807.500,19069,10,PG,1,100,7266
1738257281.589526,1771816.800,19069,10,PG,1,100,7285
1738257281.598826,1771826.100,19069,10,PG,1,100,7281
1738257281.608127,1771835.400,19069,10,PG,1,100,7296
1738257281.617427,1771844.700,19069,10,PG,1,100,7306
1738257281.626728,1771854.000,19069,10,PG,1,100,7283
1738257281.637428,1771864.700,19086,10,PG,1,100,7288
1738257281.648129,1771875.400,19086,10,PG,1,100,7293
1738257281.658829,1771886.100,19086,10,PG,1,100,7288
1738257281.669530,1771896.800,19086,10,PG,1,100,7260
1738257281.680230,1771907.500,19086,10,PG,1,100,7303
1738257281.690931,1771918.200,19086,10,PG,1,100,7326
1738257281.701631,1771928.900,19086,10,PG,1,100,7297
1738257281.712332,1771939.600,19086,10,PG,1,100,7321
1738257281.723032,1771950.300,19086,10,PG,1,100,7301
1738257281.733732,1771961.000,19086,10,PG,1,100,7325
1738257281.743369,1771970.636,19105,11,PG,1,100,7324
1738257281.753006,1771980.273,19105,11,PG,1,100,7303
1738257281.762643,1771989.909,19105,11,PG,1,100,7288
1738257281.772280,1771999.545,19105,11,PG,1,100,7294
1738257281.781917,1772009.182,19105,11,PG,1,100,7335
1738257281.791553,1772018.818,19105,11,PG,1,100,7334
1738257281.801190,1772028.455,19105,11,PG,1,100,7315
1738257281.810827,1772038.091,19105,11,PG,1,100,7306
1738257281.820464,1772047.727,19105,11,PG,1,100,7336
1738257281.830101,1772057.364,19105,11,PG,1,100,7315
1738257281.839737,1772067.000,19105,11,PG,1,100,7321
1738257281.850182,1772077.444,19121,9,PG,1,100,7313
1738257281.860627,1772087.889,19121,9,PG,1,100,7354
1738257281.871072,1772098.333,19121,9,PG,1,100,7300
1738257281.881517,1772108.778,19121,9,PG,1,100,7342
1738257281.891962,1772119.222,19121,9,PG,1,100,7346
1738257281.902407,1772129.667,19121,9,PG,1,100,7341
1738257281.912852,1772140.111,19121,9,PG,1,100,7304
1738257281.923297,1772150.556,19121,9,PG,1,100,7319
1738257281.933742,1772161.000,19121,9,PG,1,100,7337
1738257281.943378,1772170.636,19137,11,PG,1,100,7357
1738257281.953015,1772180.273,19137,11,PG,1,100,7319
1738257281.962652,1772189.909,19137,11,PG,1,100,7364
1738257281.972289,1772199.545,19137,11,PG,1,100,7330
1738257281.981926,1772209.182,19137,11,PG,1,100,7328
1738257281.991562,1772218.818,19137,11,PG,1,100,7321
1738257282.001199,1772228.455,19137,11,PG,1,100,7342
1738257282.010836,1772238.091,19137,11,PG,1,100,7344
1738257282.020473,1772247.727,19137,11,PG,1,100,7350
1738257282.030110,1772257.364,19137,11,PG,1,100,7322
1738257282.039747,1772267.000,19137,11,PG,1,100,7348
1738257282.050191,1772277.444,19155,9,PG,1,100,7339
1738257282.060636,1772287.889,19155,9,PG,1,100,7341
1738257282.071081,1772298.333,19155,9,PG,1,100,7341
1738257282.081526,1772308.778,19155,9,PG,1,100,7324
1738257282.091971,1772319.222,19155,9,PG,1,100,7341
1738257282.102416,1772329.667,19155,9,PG,1,100,7358
1738257282.112861,1772340.111,19155,9,PG,1,100,7349
1738257282.123306,1772350.556,19155,9,PG,1,100,7319
1738257282.133751,1772361.000,19155,9,PG,1,100,7349
1738257282.143388,1772370.636,19171,11,PG,1,100,7348
1738257282.153024,1772380.273,19171,11,PG,1,100,7362
1738257282.162661,1772389.909,19171,11,PG,1,100,7345
1738257282.172298,1772399.545,19171,11,PG,1,100,7348
1738257282.181935,1772409.182,19171,11,PG,1,100,7336
1738257282.191571,1772418.818,19171,11,PG,1,100,7331
1738257282.201208,1772428.455,19171,11,PG,1,100,7353
1738257282.210845,1772438.091,19171,11,PG,1,100,7343
1738257282.220482,1772447.727,19171,11,PG,1,100,7349
1738257282.230119,1772457.364,19171,11,PG,1,100,7357
1738257282.239756,1772467.000,19171,11,PG,1,100,7335
1738257282.250456,1772477.700,19187,10,PG,1,100,7343
1738257282.261157,1772488.400,19187,10,PG,1,100,7344
1738257282.271857,1772499.100,19187,10,PG,1,100,7363
1738257282.282557,1772509.800,19187,10,PG,1,100,7350
1738257282.293258,1772520.500,19187,10,PG,1,100,7359
1738257282.303958,1772531.200,19187,10,PG,1,100,7343
1738257282.314659,1772541.900,19187,10,PG,1,100,7340
1738257282.325360,1772552.600,19187,10,PG,1,100,7339
1738257282.336060,1772563.300,19187,10,PG,1,100,7358
1738257282.346761,1772574.000,19187,10,PG,1,100,7352
1738257282.357094,1772584.333,19204,9,PG,1,100,7356
1738257282.367428,1772594.667,19204,9,PG,1,100,7353
1738257282.377762,1772605.000,19204,9,PG,1,100,7348
1738257282.388096,1772615.333,19204,9,PG,1,100,7364
