LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1738257280.938696,1771166.000,18972,1,T1,1,100,31.599
1738257281.071702,1771299.000,18990,1,T1,1,100,31.756
1738257281.204708,1771432.000,19006,1,T1,1,100,31.717
1738257281.338714,1771566.000,19039,1,T1,1,100,31.700
1738257281.471720,1771699.000,19056,1,T1,1,100,31.728
1738257281.604727,1771832.000,19072,1,T1,1,100,31.670
1738257281.738733,1771966.000,19089,1,T1,1,100,31.609
1738257281.871739,1772099.000,19124,1,T1,1,100,31.618
1738257282.004745,1772232.000,19140,1,T1,1,100,31.551
1738257282.138751,1772366.000,19158,1,T1,1,100,31.699
1738257282.271757,1772499.000,19190,1,T1,1,100,31.728
1738257282.404763,1772632.000,19207,1,T1,1,100,31.705
1738257282.538769,1772766.000,19224,1,T1,1,100,31.624
1738257282.671775,1772899.000,19257,1,T1,1,100,31.660
1738257282.804781,1773032.000,19273,1,T1,1,100,31.676
1738257282.938787,1773166.000,19290,1,T1,1,100,31.647
1738257283.071794,1773299.000,19323,1,T1,1,100,31.599
1738257283.204800,1773432.000,19344,1,T1,1,100,31.614
1738257283.338806,1773566.000,19361,1,T1,1,100,31.549
1738257283.471812,1773699.000,19378,1,T1,1,100,31.592
1738257283.604818,1773832.000,19410,1,T1,1,100,31.575
1738257283.738824,1773966.000,19428,1,T1,1,100,31.568
1738257283.871830,1774099.000,19444,1,T1,1,100,31.671
1738257284.004836,1774232.000,19477,1,T1,1,100,31.680
1738257284.138842,1774366.000,19494,1,T1,1,100,31.684
1738257284.271848,1774499.000,19510,1,T1,1,100,31.722
1738257284.404855,1774632.000,19543,1,T1,1,100,31.773
1738257284.538861,1774766.000,19560,1,T1,1,100,31.689
1738257284.671867,1774899.000,19576,1,T1,1,100,31.759
1738257284.804873,1775032.000,19609,1,T1,1,100,31.754
1738257284.937879,1775165.000,19626,1,T1,1,100,31.681
1738257285.071885,1775299.000,19643,1,T1,1,100,31.756
1738257285.204891,1775432.000,19660,1,T1,1,100,31.681
1738257285.337897,1775565.000,19693,1,T1,1,100,31.685
1738257285.471903,1775699.000,19709,1,T1,1,100,31.651
1738257285.604909,1775832.000,19726,1,T1,1,100,31.707
1738257285.737915,1775965.000,19759,1,T1,1,100,31.731
1738257285.871921,1776099.000,19775,1,T1,1,100,31.671
1738257286.004927,1776232.000,19792,1,T1,1,100,31.645
1738257286.137933,1776365.000,19825,1,T1,1,100,31.669
1738257286.271940,1776499.000,19841,1,T1,1,100,31.680
1738257286.404946,1776632.000,19859,1,T1,1,100,31.649
1738257286.537952,1776765.000,19893,1,T1,1,100,31.600
1738257286.671958,1776899.000,19909,1,T1,1,100,31.650
1738257286.804964,1777032.000,19929,1,T1,1,100,31.742
1738257286.937970,1777165.000,19945,1,T1,1,100,31.782
1738257287.071976,1777299.000,19978,1,T1,1,100,31.693
1738257287.204982,1777432.000,19995,1,T1,1,100,31.690
1738257287.337988,1777565.000,20011,1,T1,1,100,31.724
1738257287.471994,1777699.000,20044,1,T1,1,100,31.739
1738257287.605000,1777832.000,20061,1,T1,1,100,31.639
1738257287.738007,1777965.000,20078,1,T1,1,100,31.666
1738257287.872013,1778099.000,20110,1,T1,1,100,31.749
1738257288.005019,1778232.000,20127,1,T1,1,100,31.714
1738257288.138025,1778365.000,20144,1,T1,1,100,31.805
1738257288.271031,1778498.000,20176,1,T1,1,100,31.739
1738257288.405037,1778632.000,20199,1,T1,1,100,31.639
1738257288.538043,1778765.000,20215,1,T1,1,100,31.808
