LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738257283.258802,1773486.000,19335,2,RD,1,100,TL
1738257283.258802,1773486.000,19335,2,RD,1,100,TU
1738257285.829920,1776057.000,20188,2,RD,1,100,TL
1738257288.401037,1778628.000,20188,2,RD,1,100,TU
1738257290.955153,1781182.000,21028,2,RD,1,100,TL
1738257293.509270,1783736.000,21028,2,RD,1,100,TU
1738257296.062887,1786289.500,21870,2,RD,1,100,TL
1738257298.616503,1788843.000,21870,2,RD,1,100,TU
1738257301.170620,1791397.000,22712,2,RD,1,100,TL
1738257303.724736,1793951.000,22712,2,RD,1,100,TU
1738257306.289854,1796516.000,23574,2,RD,1,100,TL
1738257308.854971,1799081.000,23574,2,RD,1,100,TU
1738257311.409587,1801635.500,24419,2,RD,1,100,TL
1738257313.964204,1804190.000,24419,2,RD,1,100,TU
1738257316.532821,1806758.500,25269,2,RD,1,100,TL
1738257319.101438,1809327.000,25269,2,RD,1,100,TU
1738257321.661555,1811887.000,26112,2,RD,1,100,TL
1738257324.221672,1814447.000,26112,2,RD,1,100,TU
1738257326.777289,1817002.500,26952,2,RD,1,100,TL
1738257329.332906,1819558.000,26952,2,RD,1,100,TU
1738257331.895522,1822120.500,27791,2,RD,1,100,TL
1738257334.458139,1824683.000,27791,2,RD,1,100,TU
1738257337.010756,1827235.500,28634,2,RD,1,100,TL
1738257339.563372,1829788.000,28634,2,RD,1,100,TU
1738257342.120489,1832345.000,29471,2,RD,1,100,TL
1738257344.677606,1834902.000,29471,2,RD,1,100,TU
1738257347.231723,1837456.000,30316,2,RD,1,100,TL
1738257349.785839,1840010.000,30316,2,RD,1,100,TU
1738257352.355456,1842579.500,31178,2,RD,1,100,TL
1738257354.925074,1845149.000,31178,2,RD,1,100,TU
1738257357.481190,1847705.000,32014,2,RD,1,100,TL
1738257360.037307,1850261.000,32014,2,RD,1,100,TU
1738257362.591424,1852815.000,32853,2,RD,1,100,TL
1738257365.145540,1855369.000,32853,2,RD,1,100,TU
1738257367.705157,1857928.500,33691,2,RD,1,100,TL
1738257370.264774,1860488.000,33691,2,RD,1,100,TU
1738257372.821391,1863044.500,34531,2,RD,1,100,TL
1738257375.378007,1865601.000,34531,2,RD,1,100,TU
1738257377.941624,1868164.500,35369,2,RD,1,100,TL
1738257380.505241,1870728.000,35369,2,RD,1,100,TU
1738257383.070859,1873293.500,36208,2,RD,1,100,TL
1738257385.636476,1875859.000,36208,2,RD,1,100,TU
1738257388.196593,1878419.000,37047,2,RD,1,100,TL
