LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738257286.566953,1776794,19886,1,HR,1,100,56.57
1738257291.806192,1782033,20741,1,HR,1,100,46.56
1738257292.809238,1783036,20909,1,HR,1,100,49.55
1738257293.869287,1784096,21099,1,HR,1,100,51.24
1738257294.846331,1785073,21250,1,HR,1,100,53.60
1738257295.732372,1785959,21401,1,HR,1,100,56.84
1738257298.949518,1789176,21941,1,HR,1,100,48.39
1738257300.118572,1790345,22124,1,HR,1,100,49.13
1738257300.962610,1791189,22259,1,HR,1,100,54.28
1738257304.275762,1794502,22815,1,HR,1,100,46.27
1738257305.348810,1795575,22983,1,HR,1,100,48.56
1738257306.541865,1796768,23184,1,HR,1,100,48.98
1738257307.451906,1797678,23336,1,HR,1,100,52.91
1738257308.528956,1798755,23521,1,HR,1,100,53.61
1738257309.625006,1799851,23694,1,HR,1,100,53.93
1738257310.768058,1800994,23895,1,HR,1,100,53.75
1738257311.772104,1801998,24065,1,HR,1,100,55.14
1738257312.795151,1803021,24232,1,HR,1,100,56.08
1738257313.838198,1804064,24400,1,HR,1,100,56.44
1738257319.558459,1809784,25342,1,HR,1,100,46.25
1738257320.484502,1810710,25493,1,HR,1,100,50.47
1738257321.507548,1811733,25660,1,HR,1,100,52.45
1738257324.617690,1814843,26183,1,HR,1,100,45.11
1738257325.364724,1815590,26300,1,HR,1,100,53.10
1738257331.997027,1822222,27387,1,HR,1,100,43.33
1738257335.884204,1826109,28026,1,HR,1,100,37.16
1738257336.557235,1826782,28128,1,HR,1,100,48.81
1738257337.413274,1827638,28281,1,HR,1,100,53.65
1738257339.163354,1829388,28565,1,HR,1,100,49.43
1738257343.489552,1833714,29287,1,HR,1,100,41.55
1738257344.813612,1835038,29509,1,HR,1,100,42.42
1738257346.123672,1836348,29726,1,HR,1,100,43.25
1738257348.039759,1838264,30028,1,HR,1,100,40.66
1738257348.879798,1839104,30179,1,HR,1,100,47.69
1738257349.645833,1839870,30297,1,HR,1,100,54.63
1738257350.426868,1840651,30438,1,HR,1,100,59.81
1738257351.229905,1841454,30572,1,HR,1,100,63.19
1738257351.872934,1842097,30675,1,HR,1,100,69.98
1738257352.559966,1842784,30793,1,HR,1,100,74.04
1738257353.336001,1843560,30911,1,HR,1,100,74.90
1738257360.215315,1850439,32052,1,HR,1,100,60.21
1738257361.399369,1851623,32252,1,HR,1,100,58.13
1738257367.491647,1857715,33242,1,HR,1,100,47.42
