LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1738257286.426947,1776654.000,19864,3,GY,1,100,-0.275
1738257286.466949,1776694.000,19879,2,GY,1,100,0.061
1738257286.506950,1776734.000,19879,2,GY,1,100,0.732
1738257286.553452,1776780.500,19898,2,GY,1,100,0.183
1738257286.599955,1776827.000,19898,2,GY,1,100,0.031
1738257286.639956,1776867.000,19914,3,GY,1,100,0.641
1738257286.679958,1776907.000,19914,3,GY,1,100,0.702
1738257286.719960,1776947.000,19914,3,GY,1,100,0.458
1738257286.759962,1776987.000,19934,2,GY,1,100,0.519
1738257286.799964,1777027.000,19934,2,GY,1,100,0.732
1738257286.839966,1777067.000,19950,3,GY,1,100,0.549
1738257286.879967,1777107.000,19950,3,GY,1,100,0.336
1738257286.919969,1777147.000,19950,3,GY,1,100,0.824
1738257286.959971,1777187.000,19966,3,GY,1,100,0.488
1738257286.999973,1777227.000,19966,3,GY,1,100,0.458
1738257287.039975,1777267.000,19966,3,GY,1,100,0.519
1738257287.079977,1777307.000,19983,2,GY,1,100,0.183
1738257287.119978,1777347.000,19983,2,GY,1,100,0.488
1738257287.159980,1777387.000,20000,3,GY,1,100,-0.183
1738257287.199982,1777427.000,20000,3,GY,1,100,0.183
1738257287.239984,1777467.000,20000,3,GY,1,100,0.732
1738257287.279986,1777507.000,20016,2,GY,1,100,0.092
1738257287.319988,1777547.000,20016,2,GY,1,100,0.580
1738257287.359989,1777587.000,20033,3,GY,1,100,0.214
1738257287.399991,1777627.000,20033,3,GY,1,100,0.427
1738257287.439993,1777667.000,20033,3,GY,1,100,0.916
1738257287.479995,1777707.000,20049,2,GY,1,100,0.702
1738257287.519997,1777747.000,20049,2,GY,1,100,0.793
1738257287.559999,1777787.000,20066,3,GY,1,100,0.610
1738257287.600000,1777827.000,20066,3,GY,1,100,0.488
1738257287.640002,1777867.000,20066,3,GY,1,100,0.671
1738257287.680004,1777907.000,20083,2,GY,1,100,-0.580
1738257287.720006,1777947.000,20083,2,GY,1,100,-0.397
1738257287.760008,1777987.000,20099,3,GY,1,100,0.488
1738257287.800009,1778027.000,20099,3,GY,1,100,0.275
1738257287.840011,1778067.000,20099,3,GY,1,100,0.122
1738257287.880013,1778107.000,20115,2,GY,1,100,0.641
1738257287.920015,1778147.000,20115,2,GY,1,100,0.763
1738257287.960017,1778187.000,20132,3,GY,1,100,0.702
1738257288.000019,1778227.000,20132,3,GY,1,100,0.732
1738257288.040020,1778267.000,20132,3,GY,1,100,0.763
1738257288.080022,1778307.000,20149,2,GY,1,100,0.732
1738257288.120024,1778347.000,20149,2,GY,1,100,0.702
1738257288.160026,1778387.000,20165,3,GY,1,100,0.458
1738257288.200028,1778427.000,20165,3,GY,1,100,0.732
1738257288.240030,1778467.000,20165,3,GY,1,100,0.763
1738257288.280031,1778507.000,20181,2,GY,1,100,0.702
1738257288.320033,1778547.000,20181,2,GY,1,100,0.183
1738257288.360035,1778587.000,20204,3,GY,1,100,0.458
1738257288.400037,1778627.000,20204,3,GY,1,100,0.519
1738257288.440039,1778667.000,20204,3,GY,1,100,0.214
1738257288.480041,1778707.000,20220,3,GY,1,100,0.336
1738257288.520042,1778747.000,20220,3,GY,1,100,0.305
1738257288.560044,1778787.000,20220,3,GY,1,100,1.068
1738257288.600046,1778827.000,20237,2,GY,1,100,0.275
1738257288.640048,1778867.000,20237,2,GY,1,100,0.366
1738257288.680050,1778907.000,20253,3,GY,1,100,0.824
1738257288.720052,1778947.000,20253,3,GY,1,100,0.854
1738257288.760053,1778987.000,20253,3,GY,1,100,1.007
1738257288.800055,1779027.000,20270,3,GY,1,100,0.641
1738257288.840057,1779067.000,20270,3,GY,1,100,0.092
1738257288.880059,1779107.000,20270,3,GY,1,100,0.519
1738257288.920061,1779147.000,20286,2,GY,1,100,0.488
1738257288.960063,1779187.000,20286,2,GY,1,100,0.183
1738257289.000064,1779227.000,20304,3,GY,1,100,0.549
1738257289.040066,1779267.000,20304,3,GY,1,100,0.305
1738257289.080068,1779307.000,20304,3,GY,1,100,0.488
1738257289.120070,1779347.000,20319,2,GY,1,100,0.275
1738257289.160072,1779387.000,20319,2,GY,1,100,0.153
1738257289.200073,1779427.000,20336,3,GY,1,100,-0.031
1738257289.240075,1779467.000,20336,3,GY,1,100,0.305
1738257289.280077,1779507.000,20336,3,GY,1,100,0.275
1738257289.326579,1779553.500,20352,2,GY,1,100,0.519
1738257289.373081,1779600.000,20352,2,GY,1,100,0.336
1738257289.413083,1779640.000,20370,3,GY,1,100,0.366
1738257289.453085,1779680.000,20370,3,GY,1,100,0.305
1738257289.493087,1779720.000,20370,3,GY,1,100,0.427
1738257289.533088,1779760.000,20385,2,GY,1,100,0.397
1738257289.573090,1779800.000,20385,2,GY,1,100,0.366
1738257289.613092,1779840.000,20402,3,GY,1,100,0.275
1738257289.653094,1779880.000,20402,3,GY,1,100,0.061
1738257289.693096,1779920.000,20402,3,GY,1,100,0.244
1738257289.733098,1779960.000,20419,2,GY,1,100,-0.397
1738257289.773099,1780000.000,20419,2,GY,1,100,0.671
1738257289.813101,1780040.000,20436,3,GY,1,100,0.244
1738257289.853103,1780080.000,20436,3,GY,1,100,0.061
1738257289.893105,1780120.000,20436,3,GY,1,100,0.641
1738257289.933107,1780160.000,20451,2,GY,1,100,-0.092
1738257289.973109,1780200.000,20451,2,GY,1,100,-0.122
1738257290.013110,1780240.000,20469,3,GY,1,100,0.397
1738257290.053112,1780280.000,20469,3,GY,1,100,0.275
1738257290.093114,1780320.000,20469,3,GY,1,100,0.061
1738257290.133116,1780360.000,20485,2,GY,1,100,0.488
1738257290.173118,1780400.000,20485,2,GY,1,100,0.153
1738257290.213120,1780440.000,20502,3,GY,1,100,0.488
