LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738257283.258802,1773486.000,19334,2,AK,1,100,18538
1738257283.258802,1773486.000,19334,2,AK,1,100,RD
1738257283.270803,1773498.000,19337,2,AK,1,100,19335
1738257283.282803,1773510.000,19337,2,AK,1,100,RD
1738257285.839420,1776066.500,20187,2,AK,1,100,19335
1738257288.396037,1778623.000,20187,2,AK,1,100,RD
1738257288.433038,1778660.000,20190,2,AK,1,100,20188
1738257288.470040,1778697.000,20190,2,AK,1,100,RD
1738257290.989655,1781216.500,21027,2,AK,1,100,20188
1738257293.509270,1783736.000,21027,2,AK,1,100,RD
1738257293.518270,1783745.000,21030,2,AK,1,100,21028
1738257293.527271,1783754.000,21030,2,AK,1,100,RD
1738257296.071387,1786298.000,21869,2,AK,1,100,21028
1738257298.615503,1788842.000,21869,2,AK,1,100,RD
1738257298.625504,1788852.000,21872,2,AK,1,100,21870
1738257298.635504,1788862.000,21872,2,AK,1,100,RD
1738257301.180120,1791406.500,22711,2,AK,1,100,21870
1738257303.724736,1793951.000,22711,2,AK,1,100,RD
1738257303.732237,1793958.500,22714,2,AK,1,100,22712
1738257303.739737,1793966.000,22714,2,AK,1,100,RD
1738257306.297354,1796523.500,23573,2,AK,1,100,22712
1738257308.854971,1799081.000,23573,2,AK,1,100,RD
1738257308.871471,1799097.500,23576,2,AK,1,100,23574
1738257308.887972,1799114.000,23576,2,AK,1,100,RD
1738257311.425588,1801651.500,24418,2,AK,1,100,23574
1738257313.963204,1804189.000,24418,2,AK,1,100,RD
1738257313.975204,1804201.000,24421,2,AK,1,100,24419
1738257313.987205,1804213.000,24421,2,AK,1,100,RD
1738257316.543822,1806769.500,25268,2,AK,1,100,24419
1738257319.100438,1809326.000,25268,2,AK,1,100,RD
1738257319.144440,1809370.000,25271,2,AK,1,100,25269
1738257319.188442,1809414.000,25271,2,AK,1,100,RD
1738257321.704557,1811930.000,26111,2,AK,1,100,25269
1738257324.220672,1814446.000,26111,2,AK,1,100,RD
1738257324.232172,1814457.500,26114,2,AK,1,100,26112
1738257324.243673,1814469.000,26114,2,AK,1,100,RD
1738257326.788289,1817013.500,26951,2,AK,1,100,26112
1738257329.332906,1819558.000,26951,2,AK,1,100,RD
1738257331.893522,1822118.500,27788,2,AK,1,100,26952
1738257334.454139,1824679.000,27788,2,AK,1,100,RD
1738257334.456139,1824681.000,27790,2,AK,1,100,26952
1738257334.458139,1824683.000,27790,2,AK,1,100,RD
1738257334.478640,1824703.500,27793,2,AK,1,100,27791
1738257334.499141,1824724.000,27793,2,AK,1,100,RD
1738257337.030757,1827255.500,28633,2,AK,1,100,27791
1738257339.562372,1829787.000,28633,2,AK,1,100,RD
1738257339.570373,1829795.000,28636,2,AK,1,100,28634
1738257339.578373,1829803.000,28636,2,AK,1,100,RD
1738257342.127990,1832352.500,29470,2,AK,1,100,28634
1738257344.677606,1834902.000,29470,2,AK,1,100,RD
1738257344.692106,1834916.500,29473,2,AK,1,100,29471
1738257344.706607,1834931.000,29473,2,AK,1,100,RD
1738257347.245723,1837470.000,30315,2,AK,1,100,29471
1738257349.784839,1840009.000,30315,2,AK,1,100,RD
1738257349.794840,1840019.000,30318,2,AK,1,100,30316
1738257349.804840,1840029.000,30318,2,AK,1,100,RD
1738257352.364457,1842588.500,31177,2,AK,1,100,30316
1738257354.924074,1845148.000,31177,2,AK,1,100,RD
1738257354.944075,1845168.000,31180,2,AK,1,100,31178
1738257354.964076,1845188.000,31180,2,AK,1,100,RD
1738257357.498191,1847722.000,32013,2,AK,1,100,31178
1738257360.032307,1850256.000,32013,2,AK,1,100,RD
1738257360.044307,1850268.000,32016,2,AK,1,100,32014
1738257360.056308,1850280.000,32016,2,AK,1,100,RD
1738257362.600424,1852824.000,32852,2,AK,1,100,32014
1738257365.144540,1855368.000,32852,2,AK,1,100,RD
1738257365.153041,1855376.500,32855,2,AK,1,100,32853
1738257365.161541,1855385.000,32855,2,AK,1,100,RD
1738257367.712657,1857936.000,33690,2,AK,1,100,32853
1738257370.263774,1860487.000,33690,2,AK,1,100,RD
1738257370.279275,1860502.500,33693,2,AK,1,100,33691
1738257370.294775,1860518.000,33693,2,AK,1,100,RD
1738257372.835891,1863059.000,34530,2,AK,1,100,33691
1738257375.377007,1865600.000,34530,2,AK,1,100,RD
1738257375.421009,1865644.000,34533,2,AK,1,100,34531
1738257375.465011,1865688.000,34533,2,AK,1,100,RD
1738257377.984627,1868207.500,35368,2,AK,1,100,34531
1738257380.504241,1870727.000,35368,2,AK,1,100,RD
1738257380.513742,1870736.500,35371,2,AK,1,100,35369
1738257380.523242,1870746.000,35371,2,AK,1,100,RD
1738257383.079359,1873302.000,36207,2,AK,1,100,35369
1738257385.635476,1875858.000,36207,2,AK,1,100,RD
1738257385.644476,1875867.000,36210,2,AK,1,100,36208
1738257385.653476,1875876.000,36210,2,AK,1,100,RD
1738257388.204593,1878427.000,37046,2,AK,1,100,36208
1738257390.755709,1880978.000,37046,2,AK,1,100,RD
1738257390.763710,1880986.000,37049,2,AK,1,100,37047
1738257390.771710,1880994.000,37049,2,AK,1,100,RD
1738257393.326827,1883549.000,37882,2,AK,1,100,37047
1738257395.881943,1886104.000,37882,2,AK,1,100,RD
1738257398.447561,1888669.500,38718,2,AK,1,100,37883
1738257401.013178,1891235.000,38718,2,AK,1,100,RD
1738257401.014178,1891236.000,38720,2,AK,1,100,37883
1738257401.015178,1891237.000,38720,2,AK,1,100,RD
1738257401.025678,1891247.500,38723,2,AK,1,100,38721
