LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738257533.931246,2024147,60535,1,SR,1,100,0.266667
1738257534.598276,2024814,60610,1,SR,1,100,0.066667
1738257534.798285,2025014,60646,1,SR,1,100,0.066667
1738257534.998294,2025214,60768,1,SR,1,100,0.600000
1738257535.731328,2025947,60820,1,SR,1,100,0.133333
1738257535.999340,2026215,61045,1,SR,1,100,1.266667
1738257537.532410,2027748,61143,1,SR,1,100,0.400000
1738257538.198440,2028414,61209,1,SR,1,100,0.066667
1738257538.532455,2028748,61290,1,SR,1,100,0.266667
1738257539.198486,2029414,61407,1,SR,1,100,0.400000
1738257539.732510,2029948,61456,1,SR,1,100,0.133333
1738257539.998523,2030214,61520,1,SR,1,100,0.266667
1738257540.797559,2031013,61615,1,SR,1,100,0.066667
1738257541.132574,2031348,61744,1,SR,1,100,0.533333
1738257542.065617,2032281,61823,1,SR,1,100,0.133333
1738257542.331629,2032547,61873,1,SR,1,100,0.200000
1738257543.064662,2033280,61999,1,SR,1,100,0.266667
1738257543.464681,2033680,62047,1,SR,1,100,0.200000
1738257543.797696,2034013,62081,1,SR,1,100,0.066667
1738257544.264717,2034480,62161,1,SR,1,100,0.133333
1738257544.530729,2034746,62199,1,SR,1,100,0.066667
1738257544.997751,2035213,62297,1,SR,1,100,0.200000
1738257545.464772,2035680,62361,1,SR,1,100,0.133333
1738257545.997796,2036213,62428,1,SR,1,100,0.066667
1738257546.597824,2036813,62522,1,SR,1,100,0.066667
1738257546.797833,2037013,62573,1,SR,1,100,0.133333
1738257547.197851,2037413,62668,1,SR,1,100,0.333333
1738257548.330903,2038546,62857,1,SR,1,100,0.466667
1738257549.063936,2039279,62937,1,SR,1,100,0.200000
1738257549.530958,2039746,63007,1,SR,1,100,0.200000
1738257549.996979,2040212,63056,1,SR,1,100,0.066667
1738257550.196988,2040412,63106,1,SR,1,100,0.133333
1738257550.465000,2040680,63140,1,SR,1,100,0.066667
1738257550.798015,2041013,63204,1,SR,1,100,0.133333
1738257551.065028,2041280,63301,1,SR,1,100,0.466667
1738257551.664055,2041879,63339,1,SR,1,100,0.066667
1738257551.998070,2042213,63405,1,SR,1,100,0.133333
1738257552.264082,2042479,63438,1,SR,1,100,0.133333
1738257552.531095,2042746,63471,1,SR,1,100,0.066667
1738257552.998116,2043213,63567,1,SR,1,100,0.200000
1738257553.464137,2043679,63645,1,SR,1,100,0.200000
1738257554.197171,2044412,63743,1,SR,1,100,0.066667
1738257555.064210,2045279,63873,1,SR,1,100,0.133333
1738257555.330222,2045545,63923,1,SR,1,100,0.133333
1738257555.998253,2046213,64049,1,SR,1,100,0.266667
1738257556.797289,2047012,64208,1,SR,1,100,0.533333
1738257557.731332,2047946,64306,1,SR,1,100,0.200000
1738257558.063347,2048278,64370,1,SR,1,100,0.266667
1738257558.997390,2049212,64528,1,SR,1,100,0.266667
1738257559.397408,2049612,64561,1,SR,1,100,0.133333
1738257559.663420,2049878,64595,1,SR,1,100,0.066667
1738257560.130441,2050345,64679,1,SR,1,100,0.133333
1738257560.397454,2050612,64712,1,SR,1,100,0.066667
1738257560.730469,2050945,64794,1,SR,1,100,0.200000
1738257561.063484,2051278,64842,1,SR,1,100,0.266667
1738257561.463502,2051678,64876,1,SR,1,100,0.066667
1738257561.796518,2052011,64942,1,SR,1,100,0.133333
1738257562.063530,2052278,64975,1,SR,1,100,0.066667
1738257562.396545,2052611,65070,1,SR,1,100,0.266667
1738257562.930569,2053145,65120,1,SR,1,100,0.133333
1738257563.196581,2053411,65153,1,SR,1,100,0.066667
1738257563.396590,2053611,65186,1,SR,1,100,0.066667
1738257564.129624,2054344,65346,1,SR,1,100,0.333333
1738257564.596645,2054811,65410,1,SR,1,100,0.266667
1738257565.263676,2055478,65499,1,SR,1,100,0.133333
1738257565.796700,2056011,43,1,SR,1,100,0.133333
1738257566.063712,2056278,107,1,SR,1,100,0.266667
1738257566.463731,2056678,141,1,SR,1,100,0.066667
1738257566.796746,2057011,207,1,SR,1,100,0.133333
1738257567.196764,2057411,271,1,SR,1,100,0.133333
1738257567.863795,2058078,475,1,SR,1,100,0.733333
1738257569.529871,2059744,619,1,SR,1,100,0.066667
1738257569.729880,2059944,733,1,SR,1,100,0.533333
1738257570.395910,2060610,767,1,SR,1,100,0.066667
1738257570.595919,2060810,784,1,SR,1,100,0.066667
1738257571.063941,2061278,866,1,SR,1,100,0.066667
1738257571.263950,2061478,915,1,SR,1,100,0.133333
1738257571.663968,2061878,983,1,SR,1,100,0.133333
1738257571.929980,2062144,1016,1,SR,1,100,0.066667
1738257572.129989,2062344,1049,1,SR,1,100,0.066667
1738257572.329998,2062544,1116,1,SR,1,100,0.333333
1738257572.797020,2063011,1149,1,SR,1,100,0.066667
1738257573.129035,2063343,1197,1,SR,1,100,0.066667
1738257573.597056,2063811,1355,1,SR,1,100,0.533333
1738257574.263087,2064477,1388,1,SR,1,100,0.066667
1738257575.263132,2065477,1535,1,SR,1,100,0.066667
1738257575.463141,2065677,1662,1,SR,1,100,0.666667
1738257576.263178,2066477,1726,1,SR,1,100,0.266667
1738257577.062214,2067276,1823,1,SR,1,100,0.133333
1738257577.329227,2067543,1872,1,SR,1,100,0.133333
1738257577.729245,2067943,1952,1,SR,1,100,0.266667
1738257578.262269,2068476,2017,1,SR,1,100,0.133333
1738257579.062306,2069276,2127,1,SR,1,100,0.066667
1738257579.529327,2069743,2223,1,SR,1,100,0.200000
1738257579.863342,2070077,2317,1,SR,1,100,0.466667
1738257580.595376,2070809,2405,1,SR,1,100,0.200000
1738257581.063397,2071277,2453,1,SR,1,100,0.066667
1738257581.263406,2071477,2502,1,SR,1,100,0.200000
1738257581.863434,2072077,2583,1,SR,1,100,0.133333
1738257582.262452,2072476,2647,1,SR,1,100,0.066667
1738257582.729473,2072943,2728,1,SR,1,100,0.133333
1738257582.996485,2073210,2777,1,SR,1,100,0.133333
1738257583.262497,2073476,2826,1,SR,1,100,0.200000
1738257583.596513,2073810,2890,1,SR,1,100,0.266667
1738257583.995531,2074209,2954,1,SR,1,100,0.266667
1738257584.395549,2074609,3004,1,SR,1,100,0.200000
1738257584.862571,2075076,3068,1,SR,1,100,0.133333
1738257585.262589,2075476,3118,1,SR,1,100,0.066667
1738257585.862616,2076076,3218,1,SR,1,100,0.066667
1738257586.062625,2076276,3252,1,SR,1,100,0.066667
1738257586.528646,2076742,3331,1,SR,1,100,0.133333
1738257587.061671,2077275,3428,1,SR,1,100,0.200000
1738257587.395686,2077609,3479,1,SR,1,100,0.133333
1738257587.661698,2077875,3513,1,SR,1,100,0.066667
1738257588.395732,2078609,3703,1,SR,1,100,0.600000
