LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1738257274.923413,1720454.000,10002,1,EL,1,100,26530.800781
1738257274.990416,1720521.000,10018,1,EL,1,100,26530.599609
1738257275.056918,1720587.500,10035,2,EL,1,100,26531.000000
1738257275.123421,1720654.000,10035,2,EL,1,100,26531.000000
1738257275.190424,1720721.000,10051,1,EL,1,100,26530.800781
1738257275.257094,1720787.667,10071,3,EL,1,100,26530.599609
1738257275.323763,1720854.333,10071,3,EL,1,100,26530.599609
1738257275.390433,1720921.000,10071,3,EL,1,100,26531.000000
1738257275.456935,1720987.500,10089,2,EL,1,100,26530.800781
1738257275.523438,1721054.000,10089,2,EL,1,100,26530.800781
1738257275.590441,1721121.000,10106,1,EL,1,100,26531.000000
1738257275.656944,1721187.500,10122,2,EL,1,100,26531.000000
1738257275.723447,1721254.000,10122,2,EL,1,100,26530.199219
1738257275.790450,1721321.000,10139,1,EL,1,100,26531.000000
1738257275.856952,1721387.500,10155,2,EL,1,100,26531.000000
1738257275.923455,1721454.000,10155,2,EL,1,100,26530.599609
1738257275.990458,1721521.000,10173,1,EL,1,100,26531.000000
1738257276.056961,1721587.500,10188,2,EL,1,100,26530.800781
1738257276.123464,1721654.000,10188,2,EL,1,100,26530.800781
1738257276.190467,1721721.000,10205,1,EL,1,100,26531.000000
1738257276.256969,1721787.500,10222,2,EL,1,100,26530.599609
1738257276.323472,1721854.000,10222,2,EL,1,100,26530.800781
1738257276.390475,1721921.000,10239,1,EL,1,100,26530.800781
1738257276.456978,1721987.500,10255,2,EL,1,100,26530.800781
1738257276.523481,1722054.000,10255,2,EL,1,100,26531.000000
1738257276.590484,1722121.000,10271,1,EL,1,100,26530.800781
1738257276.656986,1722187.500,10288,2,EL,1,100,26530.599609
1738257276.723489,1722254.000,10288,2,EL,1,100,26530.800781
1738257276.790492,1722321.000,10305,1,EL,1,100,26530.800781
1738257276.856995,1722387.500,10321,2,EL,1,100,26531.000000
1738257276.923498,1722454.000,10321,2,EL,1,100,26531.000000
1738257276.990001,1722520.500,10338,2,EL,1,100,26531.000000
1738257277.056504,1722587.000,10338,2,EL,1,100,26531.000000
1738257277.123506,1722654.000,10354,1,EL,1,100,26531.000000
1738257277.190509,1722721.000,10371,2,EL,1,100,26531.000000
1738257277.257512,1722788.000,10371,2,EL,1,100,26531.000000
1738257277.323515,1722854.000,10388,1,EL,1,100,26530.800781
1738257277.390518,1722921.000,10404,2,EL,1,100,26531.000000
1738257277.457520,1722988.000,10404,2,EL,1,100,26531.000000
1738257277.523523,1723054.000,10420,1,EL,1,100,26531.000000
1738257277.590026,1723120.500,10438,2,EL,1,100,26531.000000
1738257277.656529,1723187.000,10438,2,EL,1,100,26531.000000
1738257277.723532,1723254.000,10454,1,EL,1,100,26530.800781
1738257277.790035,1723320.500,10470,2,EL,1,100,26531.000000
1738257277.856538,1723387.000,10470,2,EL,1,100,26531.000000
1738257277.923540,1723454.000,10486,1,EL,1,100,26531.000000
1738257277.990043,1723520.500,10504,2,EL,1,100,26531.000000
1738257278.056546,1723587.000,10504,2,EL,1,100,26531.000000
1738257278.123549,1723654.000,10520,1,EL,1,100,26530.800781
1738257278.190052,1723720.500,10536,2,EL,1,100,26530.800781
1738257278.256554,1723787.000,10536,2,EL,1,100,26531.000000
1738257278.323557,1723854.000,10553,1,EL,1,100,26530.599609
1738257278.390060,1723920.500,10570,2,EL,1,100,26531.000000
1738257278.456563,1723987.000,10570,2,EL,1,100,26531.000000
1738257278.523566,1724054.000,10586,1,EL,1,100,26530.800781
1738257278.590069,1724120.500,10603,2,EL,1,100,26531.000000
1738257278.656571,1724187.000,10603,2,EL,1,100,26531.000000
1738257278.723574,1724254.000,10619,1,EL,1,100,26531.000000
1738257278.790077,1724320.500,10636,2,EL,1,100,26530.800781
1738257278.856580,1724387.000,10636,2,EL,1,100,26530.800781
1738257278.923583,1724454.000,10652,1,EL,1,100,26531.000000
1738257278.990086,1724520.500,10670,2,EL,1,100,26530.400391
1738257279.056588,1724587.000,10670,2,EL,1,100,26530.800781
1738257279.123591,1724654.000,10685,1,EL,1,100,26530.800781
1738257279.190094,1724720.500,10702,2,EL,1,100,26531.000000
1738257279.256597,1724787.000,10702,2,EL,1,100,26530.599609
1738257279.323100,1724853.500,10719,2,EL,1,100,26531.000000
1738257279.389603,1724920.000,10719,2,EL,1,100,26531.000000
1738257279.456605,1724987.000,10736,1,EL,1,100,26531.000000
1738257279.523108,1725053.500,10751,2,EL,1,100,26531.000000
1738257279.589611,1725120.000,10751,2,EL,1,100,26531.000000
1738257279.656614,1725187.000,10769,2,EL,1,100,26530.800781
1738257279.723617,1725254.000,10769,2,EL,1,100,26531.000000
1738257279.790620,1725321.000,10784,1,EL,1,100,26531.000000
1738257279.857122,1725387.500,10803,2,EL,1,100,26531.000000
