RD,TS_received,TS_sent,AK,RoundTrip,
1720864,1725970,2025-01-30_10-14-35-348617,1725971,5106,
1725979,1726038,2025-01-30_10-14-40-496889,1726043,59,
1731083,1731109,2025-01-30_10-14-45-570286,1731111,26,
1736196,1736233,2025-01-30_10-14-50-689371,1736235,37,
1741304,1741326,2025-01-30_10-14-55-789974,1741327,22,
1746446,1746503,2025-01-30_10-15-00-964928,1746506,57,
1751553,1751569,2025-01-30_10-15-06-032762,1751570,16,
1756689,1756707,2025-01-30_10-15-11-167665,1756708,18,
1761800,1761815,2025-01-30_10-15-16-278808,1761817,15,
1766908,1766992,2025-01-30_10-15-21-442938,1766993,84,
1772021,1772043,2025-01-30_10-15-26-508434,1772045,22,
1777133,1777149,2025-01-30_10-15-31-610835,1777150,16,
1782244,1782278,2025-01-30_10-15-36-743934,1782280,34,
1787351,1787378,2025-01-30_10-15-41-843541,1787379,27,
1792469,1792518,2025-01-30_10-15-46-960588,1792520,49,
1797577,1797643,2025-01-30_10-15-52-094874,1797644,66,
1802689,1802757,2025-01-30_10-15-57-220239,1802759,68,
1807797,1807812,2025-01-30_10-16-02-277376,1807813,15,
1812905,1812989,2025-01-30_10-16-07-439778,1812990,84,
1818011,1818034,2025-01-30_10-16-12-497223,1818035,23,
1823158,1823188,2025-01-30_10-16-17-653182,1823189,30,
1828266,1828287,2025-01-30_10-16-22-748035,1828288,21,
1833400,1838527,2025-01-30_10-16-27-990456,1838529,5127,
1838532,1838552,2025-01-30_10-16-33-013058,1838553,20,
1843637,1843653,2025-01-30_10-16-38-120310,1843658,16,
1848744,1848765,2025-01-30_10-16-43-226303,1848766,21,
1853853,1858977,2025-01-30_10-16-48-393554,1858978,5124,
1858981,1859017,2025-01-30_10-16-53-474782,1859018,36,
1864114,1864137,2025-01-30_10-16-58-601862,1864138,23,
1869257,1869276,2025-01-30_10-17-03-744946,1869277,19,
1874391,1874405,2025-01-30_10-17-08-873956,1874406,14,
1879527,1879615,2025-01-30_10-17-14-081109,1879616,88,
1884636,1889763,2025-01-30_10-17-19-122093,1889764,5127,
1889767,1889781,2025-01-30_10-17-24-250492,1889783,14,
1894907,1894977,2025-01-30_10-17-29-436610,1894978,70,
1900046,1900093,2025-01-30_10-17-34-557811,1900094,47,
1905172,1905189,2025-01-30_10-17-39-657865,1905190,17,
1910307,1910324,2025-01-30_10-17-44-794511,1910325,17,
1915415,1920551,2025-01-30_10-17-49-968422,1920553,5136,
1920560,1920578,2025-01-30_10-17-55-048296,1920579,18,
1925679,1925704,2025-01-30_10-18-00-170946,1925705,25,
1930805,1930826,2025-01-30_10-18-05-297022,1930827,21,
1935930,1935968,2025-01-30_10-18-10-436034,1935970,38,
1941048,1941067,2025-01-30_10-18-15-537941,1941068,19,
1946183,1946197,2025-01-30_10-18-20-668025,1946199,14,
1951308,1951322,2025-01-30_10-18-25-792679,1951327,14,
1956428,1961569,2025-01-30_10-18-31-015763,1961570,5141,
1961573,1961607,2025-01-30_10-18-36-070006,1961608,34,
1966706,1966731,2025-01-30_10-18-41-202983,1966733,25,
1971850,1971946,2025-01-30_10-18-46-378208,1971948,96,
1976996,1982102,2025-01-30_10-18-51-584642,1982103,5106,
1982106,1982124,2025-01-30_10-18-56-596348,1982125,18,
1987233,1987247,2025-01-30_10-19-01-719252,1987249,14,
1992385,1997537,2025-01-30_10-19-06-897050,1997540,5152,
1997543,1997563,2025-01-30_10-19-12-032229,1997564,20,
2002660,2002682,2025-01-30_10-19-17-153458,2002683,22,
2007791,2007842,2025-01-30_10-19-22-284962,2007843,51,
2012900,2018020,2025-01-30_10-19-27-415930,2018022,5120,
2018028,2023128,2025-01-30_10-19-32-530907,2023129,5100,
2023135,2023154,2025-01-30_10-19-37-628300,2023155,19,
2028241,2028266,2025-01-30_10-19-42-735882,2028268,25,
2033367,2038493,2025-01-30_10-19-47-894003,2038495,5126,
2038498,2038523,2025-01-30_10-19-52-996606,2038525,25,
2043602,2043625,2025-01-30_10-19-58-097823,2043626,23,
2048724,2048739,2025-01-30_10-20-03-214296,2048743,15,
2053851,2058974,2025-01-30_10-20-08-448544,2058975,5123,
2058978,2059030,2025-01-30_10-20-13-497883,2059031,52,
2064109,2064125,2025-01-30_10-20-18-598688,2064130,16,
2069217,2069239,2025-01-30_10-20-23-712882,2069240,22,
2074328,2074350,2025-01-30_10-20-28-823983,2074356,22,
2079436,2079461,2025-01-30_10-20-33-927410,2079462,25,
2084542,2084567,2025-01-30_10-20-39-037444,2084569,25,
2089690,2089709,2025-01-30_10-20-44-181810,2089713,19,
2094799,2094820,2025-01-30_10-20-49-294172,2094821,21,
2099906,2099968,2025-01-30_10-20-54-432507,2099969,62,
2105014,2105039,2025-01-30_10-20-59-515815,2105040,25,
2110126,2110144,2025-01-30_10-21-04-621462,2110145,18,
2115233,2115248,2025-01-30_10-21-09-724671,2115249,15,
2120358,2125489,2025-01-30_10-21-14-959018,2125491,5131,
2125497,2125514,2025-01-30_10-21-19-988834,2125515,17,
2130604,2130620,2025-01-30_10-21-25-097066,2130621,16,
2135740,2135762,2025-01-30_10-21-30-234981,2135763,22,
2140848,2145964,2025-01-30_10-21-35-443004,2145966,5116,
2145969,2145989,2025-01-30_10-21-40-462114,2145990,20,
2151074,2151087,2025-01-30_10-21-45-566209,2151089,13,
2156182,2156200,2025-01-30_10-21-50-677836,2156201,18,
2161325,2166435,2025-01-30_10-21-56-007264,2166439,5110,
2166444,2166493,2025-01-30_10-22-00-962609,2166494,49,
2171547,2171561,2025-01-30_10-22-06-041388,2171563,14,
2176683,2176698,2025-01-30_10-22-11-176866,2176705,15,
2181791,2181806,2025-01-30_10-22-16-286058,2181812,15,
2186926,2192056,2025-01-30_10-22-21-569909,2192058,5130,
2192064,2192080,2025-01-30_10-22-26-560376,2192082,16,
2197169,2197196,2025-01-30_10-22-31-670253,2197198,27,
2202277,2202316,2025-01-30_10-22-36-796070,2202317,39,
2207389,2207422,2025-01-30_10-22-41-896856,2207424,33,
2212501,2212517,2025-01-30_10-22-46-997026,2212519,16,
2217636,2217651,2025-01-30_10-22-52-130381,2217652,15,
2222744,2222767,2025-01-30_10-22-57-243931,2222768,23,
2227852,2232961,2025-01-30_10-23-02-433683,2232966,5109,
2232970,2233006,2025-01-30_10-23-07-483801,2233008,36,
2238074,2238098,2025-01-30_10-23-12-576880,2238100,24,
2243194,2243210,2025-01-30_10-23-17-691367,2243211,16,
2248301,2248316,2025-01-30_10-23-22-796575,2248317,15,
2253439,2253492,2025-01-30_10-23-27-975439,2253497,53,
2258551,2258577,2025-01-30_10-23-33-058804,2258578,26,
2263698,2263716,2025-01-30_10-23-38-195760,2263717,18,
2268831,2268870,2025-01-30_10-23-43-327870,2268871,39,
2273964,2273989,2025-01-30_10-23-48-470448,2273990,25,
2279071,2279089,2025-01-30_10-23-53-568684,2279090,18,
2284204,2289328,2025-01-30_10-23-58-748320,2289329,5124,
2289336,2294494,2025-01-30_10-24-03-912190,2294495,5158,
2294498,2299601,2025-01-30_10-24-08-996709,2299602,5103,
2299605,2299626,2025-01-30_10-24-14-103905,2299627,21,
2304726,2304745,2025-01-30_10-24-19-224072,2304746,19,
2309852,2314990,2025-01-30_10-24-24-461794,2314991,5138,
2314998,2315013,2025-01-30_10-24-29-497804,2315014,15,
2320132,2320148,2025-01-30_10-24-34-632346,2320149,16,
2325268,2325290,2025-01-30_10-24-39-774380,2325292,22,
2330376,2335516,2025-01-30_10-24-44-993357,2335517,5140,
2335522,2335537,2025-01-30_10-24-50-023388,2335542,15,
2340626,2340643,2025-01-30_10-24-55-127617,2340644,17,
2345749,2345776,2025-01-30_10-25-00-255158,2345781,27,
2350878,2350961,2025-01-30_10-25-05-444923,2350962,83,
2355998,2356028,2025-01-30_10-25-10-513639,2356033,30,
2361106,2361126,2025-01-30_10-25-15-611779,2361128,20,
2366238,2366268,2025-01-30_10-25-20-752034,2366273,30,
2371368,2371460,2025-01-30_10-25-25-941727,2371461,92,
2376499,2381631,2025-01-30_10-25-31-080219,2381632,5132,
2381637,2386768,2025-01-30_10-25-36-474331,2386770,5131,
2386773,2386791,2025-01-30_10-25-41-278577,2386792,18,
2391925,2397030,2025-01-30_10-25-46-509386,2397031,5105,
2397035,2397049,2025-01-30_10-25-51-536685,2397050,14,
2402140,2402162,2025-01-30_10-25-56-643931,2402163,22,
2407249,2407316,2025-01-30_10-26-01-804498,2407317,67,
2412376,2412475,2025-01-30_10-26-06-944393,2412476,99,
2417508,2417528,2025-01-30_10-26-12-015422,2417542,20,
2422615,2422631,2025-01-30_10-26-17-119664,2422633,16,
2427746,2427765,2025-01-30_10-26-22-252382,2427766,19,
2432878,2432977,2025-01-30_10-26-27-463061,2432978,99,
2438014,2438029,2025-01-30_10-26-32-517782,2438031,15,
2443137,2448259,2025-01-30_10-26-37-639888,2448263,5122,
2448267,2448291,2025-01-30_10-26-42-773337,2448292,24,
2453406,2453444,2025-01-30_10-26-47-928154,2453445,38,
2458518,2458577,2025-01-30_10-26-53-049498,2458578,59,
2463637,2463657,2025-01-30_10-26-58-143337,2463658,20,
2468744,2468757,2025-01-30_10-27-03-247835,2468759,13,
2473852,2478968,2025-01-30_10-27-08-466736,2478970,5116,
2478975,2478990,2025-01-30_10-27-13-479935,2478994,15,
2484077,2484108,2025-01-30_10-27-18-596862,2484109,31,
2489209,2489234,2025-01-30_10-27-23-720234,2489235,25,
2494315,2499439,2025-01-30_10-27-28-826540,2499440,5124,
2499448,2504583,2025-01-30_10-27-34-075524,2504585,5135,
2504590,2504606,2025-01-30_10-27-39-097157,2504607,16,
2509693,2509711,2025-01-30_10-27-44-200279,2509713,18,
2514804,
2519909,
2864191,2869303,2025-01-30_10-33-38-924768,2869304,5112,
2869305,2869329,2025-01-30_10-33-43-836307,2869330,24,
2874449,2874465,2025-01-30_10-33-48-973905,2874466,16,
2879557,2879571,2025-01-30_10-33-54-082926,2879573,14,
2884666,2884681,2025-01-30_10-33-59-192394,2884682,15,
2889821,2894957,2025-01-30_10-34-04-371774,2894959,5136,
2894966,2894982,2025-01-30_10-34-09-493837,2894984,16,
2900090,2900105,2025-01-30_10-34-14-616754,2900106,15,
2905199,2905250,2025-01-30_10-34-19-762562,2905252,51,
2910305,2915445,2025-01-30_10-34-24-832550,2915447,5140,
2915452,2915476,2025-01-30_10-34-29-990317,2915479,24,
2920555,2920577,2025-01-30_10-34-35-082662,2920578,22,
2925663,2925683,2025-01-30_10-34-40-192858,2925684,20,
2930817,2935930,2025-01-30_10-34-45-369515,2935931,5113,
2935937,2935997,2025-01-30_10-34-50-496506,2936002,60,
2941045,2941098,2025-01-30_10-34-55-608882,2941100,53,
2946150,2946174,2025-01-30_10-35-00-678070,2946176,24,
2951258,2956374,2025-01-30_10-35-05-989484,2956375,5116,
2956379,2961506,2025-01-30_10-35-11-071351,2961507,5127,
2961511,2966621,2025-01-30_10-35-16-141355,2966626,5110,
2966630,2971749,2025-01-30_10-35-21-164012,2971750,5119,
2971754,2971774,2025-01-30_10-35-26-285486,2971776,20,
2976859,2981984,2025-01-30_10-35-31-444652,2981985,5125,
2981990,2987122,2025-01-30_10-35-36-704133,2987123,5132,
2987130,2987151,2025-01-30_10-35-41-659557,2987152,21,
2992232,2992309,2025-01-30_10-35-46-821541,2992310,77,
2997346,3002450,2025-01-30_10-35-52-003929,3002452,5104,
3002455,3007814,2025-01-30_10-35-57-086584,3007815,5359,
3007822,3007839,2025-01-30_10-36-02-353301,3007848,17,
3012943,3012972,2025-01-30_10-36-07-486261,3012974,29,
3018049,3018074,2025-01-30_10-36-12-585971,3018075,25,
3023156,3023180,2025-01-30_10-36-17-688516,3023181,24,
3028265,3033392,2025-01-30_10-36-22-795770,3033394,5127,
3033398,3033446,2025-01-30_10-36-27-955672,3033448,48,
3038502,3038539,2025-01-30_10-36-33-048231,3038540,37,
3043609,3043631,2025-01-30_10-36-38-146361,3043633,22,
3048717,3048746,2025-01-30_10-36-43-257386,3048751,29,
3053825,3058931,2025-01-30_10-36-48-461093,3058932,5106,
3058939,3058985,2025-01-30_10-36-53-498093,3058990,46,
3064045,3064130,2025-01-30_10-36-58-634952,3064131,85,
3069180,3069202,2025-01-30_10-37-03-717931,3069203,22,
3074322,3074350,2025-01-30_10-37-08-858048,3074352,28,
3079448,3079525,2025-01-30_10-37-14-031063,3079526,77,
3084576,3084594,2025-01-30_10-37-19-111942,3084595,18,
3089685,3089703,2025-01-30_10-37-24-221278,3089708,18,
3094808,3099932,2025-01-30_10-37-29-396386,3099933,5124,
3099937,3105068,2025-01-30_10-37-34-651694,3105069,5131,
3105073,3110198,2025-01-30_10-37-39-792895,3110200,5125,
3110203,3110218,2025-01-30_10-37-44-736289,3110219,15,
3115323,3120429,2025-01-30_10-37-49-856797,3120430,5106,
3120437,3125563,2025-01-30_10-37-55-017230,3125564,5126,
3125571,3125624,2025-01-30_10-38-00-143660,3125626,53,
3130711,3130802,2025-01-30_10-38-05-315002,3130803,91,
3135849,3140973,2025-01-30_10-38-10-606100,3140974,5124,
3140980,3140999,2025-01-30_10-38-15-518812,3141001,19,
3146107,3151227,2025-01-30_10-38-20-810874,3151229,5120,
3151235,3151288,2025-01-30_10-38-25-808782,3151289,53,
3156344,
