Timestamp,BI
1738257276.06613,737
1738257276.44548,755.5
1738257277.04878,774
1738257277.78542,755.5
1738257278.55911,737
1738257279.46394,755.5
1738257280.32031,755.5
1738257280.96187,815
1738257281.33441,875
1738257282.31963,899.5
1738257283.62315,929
1738257284.6326,923.5
1738257285.52705,923.5
1738257286.4799,923.5
1738257287.47795,923.5
1738257288.37165,894
1738257289.15438,849.5
1738257289.48963,849.5
1738257290.2944,794
1738257291.0576,794
1738257291.75931,794
1738257292.68283,794
1738257293.00952,809.5
1738257294.20373,809.5
1738257295.01727,788.5
1738257296.97235,869
1738257298.10273,930
1738257298.43041,885
1738257299.06289,885
1738257299.99911,824
1738257301.3042,759.5
1738257302.13835,664
1738257302.82287,637.5
1738257303.15301,664
1738257303.79597,759.5
1738257304.14486,676.5
1738257304.76801,676.5
1738257305.64372,676.5
1738257306.65031,772
1738257307.31843,920
1738257309.02375,983.5
1738257309.98772,983.5
1738257310.99667,983.5
1738257312.95933,1005
1738257316.08583,983.5
1738257316.9511,983.5
1738257317.63993,914.5
1738257318.94928,902
1738257319.3028,902
1738257322.01719,861
1738257322.87425,773
1738257323.81309,685.5
1738257325.81048,609
1738257326.15892,591
1738257326.52933,664
1738257327.06526,624
1738257327.59375,624
1738257328.23928,624
1738257329.23736,624
1738257329.83935,681
1738257330.667,681
1738257331.45761,681
1738257332.4224,753.5
1738257333.13825,807
1738257333.70355,807
1738257334.08411,807
1738257335.53981,807
1738257336.36312,894
1738257337.44437,880.5
1738257340.37019,880.5
1738257341.48233,900
1738257342.64129,900
1738257354.18438,900
1738257357.82475,900
1738257358.68643,843.5
1738257359.51134,900
1738257361.38975,900
1738257361.75529,843.5
1738257362.06578,843.5
1738257368.96501,1074
1738257370.47514,1297
1738257371.1088,1297
1738257372.39522,1019
1738257374.23503,1297
1738257375.90437,1297
1738257376.65601,1215.5
1738257376.9983,998.5
1738257378.35663,1026
1738257379.00928,879.5
1738257380.15452,802
1738257381.00647,702.5
1738257381.91336,752.5
1738257387.16158,838.5
1738257387.5942,838.5
1738257387.92068,838.5
1738257389.50528,793
1738257392.3454,793
1738257393.43627,793
1738257397.01487,793
1738257397.7219,866.5
1738257398.63027,866.5
1738257400.32256,793
1738257400.94197,734
1738257401.90151,734
1738257402.2951,705
1738257406.24881,749
1738257406.95192,749
1738257407.79616,749
1738257408.47272,749
1738257413.74222,709.5
1738257414.68602,755.5
1738257416.6351,819.5
1738257417.10991,863.5
1738257417.82589,839
1738257422.45324,839
1738257423.78774,799.5
1738257424.67067,630.5
1738257427.19358,526.5
1738257427.73809,564.5
1738257428.19593,526.5
1738257431.18785,526.5
1738257431.54162,483
1738257432.12582,483
1738257432.43274,501.5
1738257433.23614,521
1738257435.90007,693.5
1738257436.72284,813
1738257437.72179,832.5
1738257438.67683,832.5
1738257440.38681,832.5
1738257441.22921,832.5
1738257442.27183,832.5
1738257442.92255,880.5
1738257443.68859,827
1738257444.50029,789
1738257445.25202,759
1738257446.17109,701.5
1738257446.60116,701.5
1738257446.93112,759
1738257447.45311,755.5
1738257447.7893,755.5
1738257448.7042,701
1738257450.68122,701
1738257451.44052,701
1738257452.42426,701
1738257453.06744,804
1738257453.91984,804
1738257454.50445,804
1738257454.90686,804
1738257461.54374,850.5
1738257462.19437,850.5
1738257463.43661,862
1738257464.57027,860.5
1738257465.44269,860.5
1738257466.64145,860.5
1738257468.02432,816.5
1738257468.59901,816.5
1738257469.36001,816.5
1738257470.04234,816.5
1738257470.56433,755
1738257470.88456,755
1738257472.67273,715.5
1738257474.02037,755
1738257474.76931,755
1738257475.63722,814.5
1738257476.10533,901
1738257477.03934,901
1738257477.8007,814.5
1738257478.82441,814.5
1738257479.9034,814.5
1738257480.28905,677
1738257480.65176,682
1738257481.752,598
1738257482.34459,598
1738257482.68079,598
1738257483.28409,598
1738257483.72389,648.5
1738257486.88351,801
1738257487.57705,684
1738257488.48471,801
1738257489.77134,832
1738257491.31597,920.5
1738257491.99024,943.5
1738257492.9235,942.5
1738257493.6796,953
1738257494.63384,953
1738257495.59079,953
1738257496.5431,942.5
1738257498.48591,953
1738257499.11961,953
1738257500.73581,953
1738257501.08236,882
1738257502.14774,882
1738257502.50729,938.5
1738257503.15211,823
1738257503.96381,949.5
1738257505.41341,823
1738257506.51965,949.5
1738257507.35362,823
1738257512.01849,823
1738257512.68452,823
1738257513.97387,848
1738257514.4035,779
1738257514.9397,695
1738257515.66398,695
1738257516.52577,695
1738257517.17771,741.5
1738257517.52192,705
1738257521.6872,705
1738257525.55561,741.5
1738257526.59061,802.5
1738257527.27624,756.5
1738257527.6377,802.5
1738257529.62157,861
1738257530.49728,861
1738257531.25097,855
1738257532.18171,794
1738257533.09848,855
1738257533.75041,896.5
1738257534.58412,855
1738257544.58354,794
1738257546.30567,775
1738257553.01043,775
1738257553.6909,702
1738257554.40711,775
1738257554.7302,708.5
1738257555.59414,708.5
1738257556.28237,694.5
1738257557.18361,694.5
1738257557.88462,708.5
1738257558.5721,731
1738257559.22413,812.5
1738257560.96024,828.5
1738257562.00621,898.5
1738257565.16308,839
1738257566.05939,839
1738257567.07556,839
1738257568.59609,956
1738257569.37773,839
1738257570.15586,780
1738257570.83017,780
1738257576.64124,780
1738257576.95858,737.5
1738257577.31626,737.5
1738257577.86829,737.5
1738257578.83024,750.5
1738257579.52681,823
1738257580.36903,794
1738257581.17297,794
1738257582.48339,794
1738257583.41719,794
1738257584.20165,794
1738257584.93714,794
1738257585.62572,777.5
1738257586.27824,755.5
1738257587.23891,737.5
1738257587.94772,722
1738257588.71897,699
1738257589.45938,699
1738257589.8027,724.5
1738257590.33515,740.5
1738257590.91504,740.5
1738257591.66967,740.5
1738257592.56855,725
1738257593.30913,725.5
1738257594.17858,748
