LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738257275.332430,1720863.000,10062,2,AK,1,100,9259
1738257275.332430,1720863.000,10062,2,AK,1,100,RD
1738257277.886539,1723417.000,10884,2,AK,1,100,10063
1738257280.440647,1725971.000,10884,2,AK,1,100,RD
1738257280.444147,1725974.500,10886,2,AK,1,100,10063
1738257280.447648,1725978.000,10886,2,AK,1,100,RD
1738257280.480149,1726010.500,10889,2,AK,1,100,10887
1738257280.512650,1726043.000,10889,2,AK,1,100,RD
1738257283.032758,1728563.000,11721,2,AK,1,100,10887
1738257285.552865,1731083.000,11721,2,AK,1,100,RD
1738257285.566865,1731097.000,11724,2,AK,1,100,11722
1738257285.580866,1731111.000,11724,2,AK,1,100,RD
1738257288.122974,1733653.000,12557,2,AK,1,100,11722
1738257290.665082,1736195.000,12557,2,AK,1,100,RD
1738257290.685083,1736215.000,12560,2,AK,1,100,12558
1738257290.705084,1736235.000,12560,2,AK,1,100,RD
1738257293.239191,1738769.000,13393,2,AK,1,100,12558
1738257295.773299,1741303.000,13393,2,AK,1,100,RD
1738257295.785300,1741315.000,13396,2,AK,1,100,13394
1738257295.797300,1741327.000,13396,2,AK,1,100,RD
1738257298.356409,1743886.000,14246,2,AK,1,100,13394
1738257300.915518,1746445.000,14246,2,AK,1,100,RD
1738257300.946019,1746475.500,14249,2,AK,1,100,14247
1738257300.976520,1746506.000,14249,2,AK,1,100,RD
1738257303.500127,1749029.500,15082,2,AK,1,100,14247
1738257306.023735,1751553.000,15082,2,AK,1,100,RD
1738257306.032235,1751561.500,15085,2,AK,1,100,15083
1738257306.040735,1751570.000,15085,2,AK,1,100,RD
1738257308.599844,1754129.000,15919,2,AK,1,100,15083
1738257311.158953,1756688.000,15919,2,AK,1,100,RD
1738257311.168953,1756698.000,15922,2,AK,1,100,15920
1738257311.178954,1756708.000,15922,2,AK,1,100,RD
1738257313.725062,1759254.000,16758,2,AK,1,100,15920
1738257316.271170,1761800.000,16758,2,AK,1,100,RD
1738257316.279670,1761808.500,16761,2,AK,1,100,16759
1738257316.288171,1761817.000,16761,2,AK,1,100,RD
1738257318.833279,1764362.000,17593,2,AK,1,100,16759
1738257321.378387,1766907.000,17593,2,AK,1,100,RD
1738257321.421389,1766950.000,17596,2,AK,1,100,17594
1738257321.464391,1766993.000,17596,2,AK,1,100,RD
1738257323.977998,1769506.500,18436,2,AK,1,100,17594
1738257326.491604,1772020.000,18436,2,AK,1,100,RD
1738257326.504105,1772032.500,18439,2,AK,1,100,18437
1738257326.516606,1772045.000,18439,2,AK,1,100,RD
1738257329.060214,1774588.500,19272,2,AK,1,100,18437
1738257331.603822,1777132.000,19272,2,AK,1,100,RD
1738257331.612822,1777141.000,19275,2,AK,1,100,19273
