LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738257274.938413,1720469.000,9998,3,PI,1,100,153469
1738257274.938413,1720469.000,9998,3,PI,1,100,153418
1738257274.938413,1720469.000,9998,3,PI,1,100,153421
1738257274.948747,1720479.333,10014,9,PI,1,100,153431
1738257274.959081,1720489.667,10014,9,PI,1,100,153405
1738257274.969415,1720500.000,10014,9,PI,1,100,153393
1738257274.979748,1720510.333,10014,9,PI,1,100,153426
1738257274.990082,1720520.667,10014,9,PI,1,100,153407
1738257275.000416,1720531.000,10014,9,PI,1,100,153431
1738257275.010750,1720541.333,10014,9,PI,1,100,153395
1738257275.021084,1720551.667,10014,9,PI,1,100,153424
1738257275.031417,1720562.000,10014,9,PI,1,100,153402
1738257275.041145,1720571.727,10031,11,PI,1,100,153428
1738257275.050873,1720581.455,10031,11,PI,1,100,153435
1738257275.060601,1720591.182,10031,11,PI,1,100,153428
1738257275.070328,1720600.909,10031,11,PI,1,100,153410
1738257275.080056,1720610.636,10031,11,PI,1,100,153432
1738257275.089783,1720620.364,10031,11,PI,1,100,153398
1738257275.099511,1720630.091,10031,11,PI,1,100,153420
1738257275.109239,1720639.818,10031,11,PI,1,100,153467
1738257275.118967,1720649.545,10031,11,PI,1,100,153413
1738257275.128694,1720659.273,10031,11,PI,1,100,153429
1738257275.138422,1720669.000,10031,11,PI,1,100,153444
1738257275.148150,1720678.727,10047,11,PI,1,100,153440
1738257275.157877,1720688.455,10047,11,PI,1,100,153401
1738257275.167605,1720698.182,10047,11,PI,1,100,153449
1738257275.177333,1720707.909,10047,11,PI,1,100,153438
1738257275.187060,1720717.636,10047,11,PI,1,100,153396
1738257275.196788,1720727.364,10047,11,PI,1,100,153435
1738257275.206516,1720737.091,10047,11,PI,1,100,153387
1738257275.216244,1720746.818,10047,11,PI,1,100,153428
1738257275.225971,1720756.545,10047,11,PI,1,100,153402
1738257275.235699,1720766.273,10047,11,PI,1,100,153453
1738257275.245426,1720776.000,10047,11,PI,1,100,153400
1738257275.255760,1720786.333,10067,18,PI,1,100,153419
1738257275.266094,1720796.667,10067,18,PI,1,100,153363
1738257275.276428,1720807.000,10067,18,PI,1,100,153391
1738257275.286762,1720817.333,10067,18,PI,1,100,153414
1738257275.297095,1720827.667,10067,18,PI,1,100,153406
1738257275.307429,1720838.000,10067,18,PI,1,100,153405
1738257275.317763,1720848.333,10067,18,PI,1,100,153429
1738257275.328097,1720858.667,10067,18,PI,1,100,153430
1738257275.338430,1720869.000,10067,18,PI,1,100,153411
1738257275.348764,1720879.333,10067,18,PI,1,100,153398
1738257275.359098,1720889.667,10067,18,PI,1,100,153396
1738257275.369432,1720900.000,10067,18,PI,1,100,153377
1738257275.379766,1720910.333,10067,18,PI,1,100,153409
1738257275.390099,1720920.667,10067,18,PI,1,100,153403
1738257275.400433,1720931.000,10067,18,PI,1,100,153334
1738257275.410767,1720941.333,10067,18,PI,1,100,153380
1738257275.421101,1720951.667,10067,18,PI,1,100,153408
1738257275.431434,1720962.000,10067,18,PI,1,100,153397
1738257275.441162,1720971.727,10085,11,PI,1,100,153390
1738257275.450890,1720981.455,10085,11,PI,1,100,153405
1738257275.460618,1720991.182,10085,11,PI,1,100,153366
1738257275.470345,1721000.909,10085,11,PI,1,100,153409
1738257275.480073,1721010.636,10085,11,PI,1,100,153409
1738257275.489800,1721020.364,10085,11,PI,1,100,153364
1738257275.499528,1721030.091,10085,11,PI,1,100,153407
1738257275.509256,1721039.818,10085,11,PI,1,100,153392
1738257275.518984,1721049.545,10085,11,PI,1,100,153387
1738257275.528711,1721059.273,10085,11,PI,1,100,153371
1738257275.538439,1721069.000,10085,11,PI,1,100,153406
1738257275.548773,1721079.333,10102,9,PI,1,100,153395
1738257275.559107,1721089.667,10102,9,PI,1,100,153384
1738257275.569440,1721100.000,10102,9,PI,1,100,153425
1738257275.579774,1721110.333,10102,9,PI,1,100,153388
1738257275.590108,1721120.667,10102,9,PI,1,100,153386
1738257275.600442,1721131.000,10102,9,PI,1,100,153423
1738257275.610775,1721141.333,10102,9,PI,1,100,153375
1738257275.621109,1721151.667,10102,9,PI,1,100,153404
1738257275.631443,1721162.000,10102,9,PI,1,100,153388
1738257275.641171,1721171.727,10118,11,PI,1,100,153372
1738257275.650898,1721181.455,10118,11,PI,1,100,153391
1738257275.660626,1721191.182,10118,11,PI,1,100,153421
1738257275.670354,1721200.909,10118,11,PI,1,100,153398
1738257275.680081,1721210.636,10118,11,PI,1,100,153379
1738257275.689809,1721220.364,10118,11,PI,1,100,153406
1738257275.699537,1721230.091,10118,11,PI,1,100,153371
1738257275.709265,1721239.818,10118,11,PI,1,100,153399
1738257275.718992,1721249.545,10118,11,PI,1,100,153442
1738257275.728720,1721259.273,10118,11,PI,1,100,153396
1738257275.738447,1721269.000,10118,11,PI,1,100,153415
1738257275.748781,1721279.333,10135,9,PI,1,100,153398
1738257275.759115,1721289.667,10135,9,PI,1,100,153417
1738257275.769449,1721300.000,10135,9,PI,1,100,153391
1738257275.779783,1721310.333,10135,9,PI,1,100,153410
1738257275.790116,1721320.667,10135,9,PI,1,100,153389
1738257275.800450,1721331.000,10135,9,PI,1,100,153348
1738257275.810784,1721341.333,10135,9,PI,1,100,153407
1738257275.821118,1721351.667,10135,9,PI,1,100,153362
1738257275.831451,1721362.000,10135,9,PI,1,100,153398
1738257275.842152,1721372.700,10151,10,PI,1,100,153385
1738257275.852852,1721383.400,10151,10,PI,1,100,153413
1738257275.863553,1721394.100,10151,10,PI,1,100,153398
1738257275.874253,1721404.800,10151,10,PI,1,100,153405
1738257275.884954,1721415.500,10151,10,PI,1,100,153401
1738257275.895654,1721426.200,10151,10,PI,1,100,153398
1738257275.906355,1721436.900,10151,10,PI,1,100,153400
1738257275.917055,1721447.600,10151,10,PI,1,100,153427
1738257275.927756,1721458.300,10151,10,PI,1,100,153398
1738257275.938456,1721469.000,10151,10,PI,1,100,153419
1738257275.948184,1721478.727,10169,11,PI,1,100,153380
1738257275.957911,1721488.455,10169,11,PI,1,100,153385
1738257275.967639,1721498.182,10169,11,PI,1,100,153392
1738257275.977367,1721507.909,10169,11,PI,1,100,153415
1738257275.987094,1721517.636,10169,11,PI,1,100,153373
1738257275.996822,1721527.364,10169,11,PI,1,100,153424
1738257276.006550,1721537.091,10169,11,PI,1,100,153401
1738257276.016278,1721546.818,10169,11,PI,1,100,153402
1738257276.026005,1721556.545,10169,11,PI,1,100,153360
1738257276.035733,1721566.273,10169,11,PI,1,100,153397
1738257276.045460,1721576.000,10169,11,PI,1,100,153397
