LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1738257277.164508,1722695.000,10375,3,AZ,1,100,0.546
1738257277.204510,1722735.000,10375,3,AZ,1,100,0.543
1738257277.244511,1722775.000,10375,3,AZ,1,100,0.544
1738257277.285013,1722815.500,10391,2,AZ,1,100,0.545
1738257277.325515,1722856.000,10391,2,AZ,1,100,0.546
1738257277.365183,1722895.667,10408,3,AZ,1,100,0.542
1738257277.404852,1722935.333,10408,3,AZ,1,100,0.545
1738257277.444520,1722975.000,10408,3,AZ,1,100,0.544
1738257277.484522,1723015.000,10424,3,AZ,1,100,0.543
1738257277.524523,1723055.000,10424,3,AZ,1,100,0.545
1738257277.564525,1723095.000,10424,3,AZ,1,100,0.547
1738257277.605027,1723135.500,10442,2,AZ,1,100,0.545
1738257277.645529,1723176.000,10442,2,AZ,1,100,0.545
1738257277.685197,1723215.667,10457,3,AZ,1,100,0.542
1738257277.724865,1723255.333,10457,3,AZ,1,100,0.543
1738257277.764534,1723295.000,10457,3,AZ,1,100,0.544
1738257277.804535,1723335.000,10474,2,AZ,1,100,0.546
1738257277.844537,1723375.000,10474,2,AZ,1,100,0.544
1738257277.884539,1723415.000,10490,3,AZ,1,100,0.543
1738257277.924540,1723455.000,10490,3,AZ,1,100,0.544
1738257277.964542,1723495.000,10490,3,AZ,1,100,0.548
1738257278.011544,1723542.000,10508,2,AZ,1,100,0.546
1738257278.058546,1723589.000,10508,2,AZ,1,100,0.545
1738257278.098548,1723629.000,10523,2,AZ,1,100,0.546
1738257278.138550,1723669.000,10523,2,AZ,1,100,0.545
1738257278.178551,1723709.000,10540,3,AZ,1,100,0.543
1738257278.218553,1723749.000,10540,3,AZ,1,100,0.542
1738257278.258554,1723789.000,10540,3,AZ,1,100,0.544
1738257278.298556,1723829.000,10557,2,AZ,1,100,0.545
1738257278.338558,1723869.000,10557,2,AZ,1,100,0.547
1738257278.378560,1723909.000,10574,3,AZ,1,100,0.544
1738257278.418561,1723949.000,10574,3,AZ,1,100,0.542
1738257278.458563,1723989.000,10574,3,AZ,1,100,0.546
1738257278.498565,1724029.000,10589,3,AZ,1,100,0.547
1738257278.538566,1724069.000,10589,3,AZ,1,100,0.546
1738257278.578568,1724109.000,10589,3,AZ,1,100,0.546
1738257278.618570,1724149.000,10607,2,AZ,1,100,0.544
1738257278.658571,1724189.000,10607,2,AZ,1,100,0.543
1738257278.698573,1724229.000,10623,3,AZ,1,100,0.543
1738257278.738575,1724269.000,10623,3,AZ,1,100,0.548
1738257278.778577,1724309.000,10623,3,AZ,1,100,0.545
1738257278.818578,1724349.000,10640,2,AZ,1,100,0.543
1738257278.858580,1724389.000,10640,2,AZ,1,100,0.545
1738257278.898582,1724429.000,10656,3,AZ,1,100,0.544
1738257278.938583,1724469.000,10656,3,AZ,1,100,0.546
1738257278.978585,1724509.000,10656,3,AZ,1,100,0.546
1738257279.018587,1724549.000,10673,2,AZ,1,100,0.546
1738257279.058589,1724589.000,10673,2,AZ,1,100,0.547
1738257279.098590,1724629.000,10689,2,AZ,1,100,0.543
1738257279.138592,1724669.000,10689,2,AZ,1,100,0.543
1738257279.182927,1724713.333,10706,3,AZ,1,100,0.545
1738257279.227262,1724757.667,10706,3,AZ,1,100,0.548
1738257279.271598,1724802.000,10706,3,AZ,1,100,0.542
1738257279.311599,1724842.000,10723,3,AZ,1,100,0.540
1738257279.351601,1724882.000,10723,3,AZ,1,100,0.545
1738257279.391603,1724922.000,10723,3,AZ,1,100,0.544
1738257279.431604,1724962.000,10739,2,AZ,1,100,0.542
1738257279.471606,1725002.000,10739,2,AZ,1,100,0.546
1738257279.511608,1725042.000,10755,4,AZ,1,100,0.548
1738257279.551610,1725082.000,10755,4,AZ,1,100,0.546
1738257279.591611,1725122.000,10755,4,AZ,1,100,0.545
1738257279.631613,1725162.000,10755,4,AZ,1,100,0.549
1738257279.671615,1725202.000,10772,3,AZ,1,100,0.544
1738257279.711616,1725242.000,10772,3,AZ,1,100,0.546
1738257279.751618,1725282.000,10772,3,AZ,1,100,0.535
1738257279.791620,1725322.000,10788,2,AZ,1,100,0.546
1738257279.831621,1725362.000,10788,2,AZ,1,100,0.549
1738257279.871623,1725402.000,10807,3,AZ,1,100,0.542
1738257279.911625,1725442.000,10807,3,AZ,1,100,0.544
1738257279.951627,1725482.000,10807,3,AZ,1,100,0.547
1738257279.991628,1725522.000,10824,2,AZ,1,100,0.543
1738257280.031630,1725562.000,10824,2,AZ,1,100,0.546
1738257280.071632,1725602.000,10840,3,AZ,1,100,0.547
1738257280.111633,1725642.000,10840,3,AZ,1,100,0.544
1738257280.151635,1725682.000,10840,3,AZ,1,100,0.544
1738257280.191637,1725722.000,10856,2,AZ,1,100,0.546
1738257280.231638,1725762.000,10856,2,AZ,1,100,0.547
1738257280.278140,1725808.500,10874,2,AZ,1,100,0.547
1738257280.324642,1725855.000,10874,2,AZ,1,100,0.545
1738257280.364644,1725895.000,10899,4,AZ,1,100,0.549
1738257280.404646,1725935.000,10899,4,AZ,1,100,0.544
1738257280.444648,1725975.000,10899,4,AZ,1,100,0.544
1738257280.484649,1726015.000,10899,4,AZ,1,100,0.544
1738257280.524651,1726055.000,10916,3,AZ,1,100,0.547
1738257280.564653,1726095.000,10916,3,AZ,1,100,0.544
1738257280.604654,1726135.000,10916,3,AZ,1,100,0.545
1738257280.645156,1726175.500,10932,2,AZ,1,100,0.550
1738257280.685658,1726216.000,10932,2,AZ,1,100,0.546
1738257280.725326,1726255.667,10949,3,AZ,1,100,0.546
1738257280.764994,1726295.333,10949,3,AZ,1,100,0.542
1738257280.804663,1726335.000,10949,3,AZ,1,100,0.544
1738257280.844665,1726375.000,10965,3,AZ,1,100,0.546
1738257280.884666,1726415.000,10965,3,AZ,1,100,0.545
1738257280.924668,1726455.000,10965,3,AZ,1,100,0.546
1738257280.964669,1726495.000,10983,2,AZ,1,100,0.544
1738257281.004671,1726535.000,10983,2,AZ,1,100,0.544
1738257281.044673,1726575.000,10999,3,AZ,1,100,0.547
1738257281.084675,1726615.000,10999,3,AZ,1,100,0.546
1738257281.124676,1726655.000,10999,3,AZ,1,100,0.549
1738257281.164678,1726695.000,11015,2,AZ,1,100,0.546
1738257281.204680,1726735.000,11015,2,AZ,1,100,0.546
1738257281.244681,1726775.000,11032,3,AZ,1,100,0.546
1738257281.284683,1726815.000,11032,3,AZ,1,100,0.545
1738257281.324685,1726855.000,11032,3,AZ,1,100,0.546
1738257281.364686,1726895.000,11049,2,AZ,1,100,0.547
1738257281.404688,1726935.000,11049,2,AZ,1,100,0.542
1738257281.451190,1726981.500,11065,2,AZ,1,100,0.544
1738257281.497692,1727028.000,11065,2,AZ,1,100,0.548
1738257281.537694,1727068.000,11081,3,AZ,1,100,0.547
1738257281.577696,1727108.000,11081,3,AZ,1,100,0.545
1738257281.617697,1727148.000,11081,3,AZ,1,100,0.550
1738257281.657699,1727188.000,11098,3,AZ,1,100,0.542
1738257281.697701,1727228.000,11098,3,AZ,1,100,0.544
1738257281.737702,1727268.000,11098,3,AZ,1,100,0.547
1738257281.777704,1727308.000,11115,2,AZ,1,100,0.544
1738257281.817706,1727348.000,11115,2,AZ,1,100,0.548
1738257281.857708,1727388.000,11131,3,AZ,1,100,0.543
1738257281.897709,1727428.000,11131,3,AZ,1,100,0.547
1738257281.937711,1727468.000,11131,3,AZ,1,100,0.544
1738257281.977713,1727508.000,11148,2,AZ,1,100,0.540
1738257282.017714,1727548.000,11148,2,AZ,1,100,0.545
1738257282.057716,1727588.000,11164,3,AZ,1,100,0.544
1738257282.097718,1727628.000,11164,3,AZ,1,100,0.544
1738257282.137719,1727668.000,11164,3,AZ,1,100,0.548
1738257282.177721,1727708.000,11181,2,AZ,1,100,0.544
1738257282.217723,1727748.000,11181,2,AZ,1,100,0.546
1738257282.257725,1727788.000,11198,3,AZ,1,100,0.546
1738257282.297726,1727828.000,11198,3,AZ,1,100,0.546
1738257282.337728,1727868.000,11198,3,AZ,1,100,0.550
1738257282.377730,1727908.000,11215,2,AZ,1,100,0.545
1738257282.417731,1727948.000,11215,2,AZ,1,100,0.542
1738257282.462400,1727992.667,11230,3,AZ,1,100,0.547
1738257282.507068,1728037.333,11230,3,AZ,1,100,0.545
1738257282.551737,1728082.000,11230,3,AZ,1,100,0.544
1738257282.591739,1728122.000,11248,2,AZ,1,100,0.548
1738257282.631740,1728162.000,11248,2,AZ,1,100,0.547
1738257282.671742,1728202.000,11264,3,AZ,1,100,0.546
1738257282.711744,1728242.000,11264,3,AZ,1,100,0.545
1738257282.751745,1728282.000,11264,3,AZ,1,100,0.547
1738257282.791747,1728322.000,11281,2,AZ,1,100,0.546
1738257282.831749,1728362.000,11281,2,AZ,1,100,0.545
1738257282.871417,1728401.667,11296,3,AZ,1,100,0.546
1738257282.911086,1728441.333,11296,3,AZ,1,100,0.546
1738257282.950754,1728481.000,11296,3,AZ,1,100,0.545
1738257282.990756,1728521.000,11314,2,AZ,1,100,0.545
1738257283.030757,1728561.000,11314,2,AZ,1,100,0.545
1738257283.070759,1728601.000,11330,3,AZ,1,100,0.548
1738257283.110761,1728641.000,11330,3,AZ,1,100,0.547
1738257283.150763,1728681.000,11330,3,AZ,1,100,0.548
1738257283.191264,1728721.500,11347,2,AZ,1,100,0.545
1738257283.231766,1728762.000,11347,2,AZ,1,100,0.547
1738257283.271768,1728802.000,11363,3,AZ,1,100,0.547
1738257283.311769,1728842.000,11363,3,AZ,1,100,0.543
1738257283.351771,1728882.000,11363,3,AZ,1,100,0.546
1738257283.391773,1728922.000,11380,2,AZ,1,100,0.548
1738257283.431774,1728962.000,11380,2,AZ,1,100,0.546
1738257283.471776,1729002.000,11396,3,AZ,1,100,0.544
1738257283.511778,1729042.000,11396,3,AZ,1,100,0.546
1738257283.551780,1729082.000,11396,3,AZ,1,100,0.545
1738257283.591781,1729122.000,11414,3,AZ,1,100,0.545
1738257283.631783,1729162.000,11414,3,AZ,1,100,0.548
1738257283.671785,1729202.000,11414,3,AZ,1,100,0.547
1738257283.718287,1729248.500,11429,2,AZ,1,100,0.546
1738257283.764789,1729295.000,11429,2,AZ,1,100,0.546
1738257283.804790,1729335.000,11446,2,AZ,1,100,0.547
1738257283.844792,1729375.000,11446,2,AZ,1,100,0.544
1738257283.884794,1729415.000,11462,3,AZ,1,100,0.545
1738257283.924795,1729455.000,11462,3,AZ,1,100,0.547
1738257283.964797,1729495.000,11462,3,AZ,1,100,0.547
1738257284.004799,1729535.000,11480,2,AZ,1,100,0.548
1738257284.044801,1729575.000,11480,2,AZ,1,100,0.543
1738257284.084802,1729615.000,11496,3,AZ,1,100,0.545
1738257284.124804,1729655.000,11496,3,AZ,1,100,0.545
1738257284.164806,1729695.000,11496,3,AZ,1,100,0.545
1738257284.204807,1729735.000,11512,2,AZ,1,100,0.549
1738257284.244809,1729775.000,11512,2,AZ,1,100,0.546
1738257284.284811,1729815.000,11529,3,AZ,1,100,0.544
1738257284.324812,1729855.000,11529,3,AZ,1,100,0.546
1738257284.364814,1729895.000,11529,3,AZ,1,100,0.547
1738257284.404816,1729935.000,11546,3,AZ,1,100,0.544
1738257284.444818,1729975.000,11546,3,AZ,1,100,0.544
1738257284.484819,1730015.000,11546,3,AZ,1,100,0.545
1738257284.524821,1730055.000,11562,2,AZ,1,100,0.548
1738257284.564823,1730095.000,11562,2,AZ,1,100,0.546
1738257284.604824,1730135.000,11579,3,AZ,1,100,0.544
1738257284.644826,1730175.000,11579,3,AZ,1,100,0.546
1738257284.684828,1730215.000,11579,3,AZ,1,100,0.547
1738257284.724829,1730255.000,11595,2,AZ,1,100,0.547
1738257284.764831,1730295.000,11595,2,AZ,1,100,0.546
1738257284.811333,1730341.500,11612,2,AZ,1,100,0.544
1738257284.857835,1730388.000,11612,2,AZ,1,100,0.548
1738257284.897837,1730428.000,11629,3,AZ,1,100,0.546
1738257284.937838,1730468.000,11629,3,AZ,1,100,0.545
1738257284.977840,1730508.000,11629,3,AZ,1,100,0.545
1738257285.017842,1730548.000,11645,2,AZ,1,100,0.546
1738257285.057843,1730588.000,11645,2,AZ,1,100,0.546
1738257285.097845,1730628.000,11661,3,AZ,1,100,0.548
1738257285.137847,1730668.000,11661,3,AZ,1,100,0.544
1738257285.177849,1730708.000,11661,3,AZ,1,100,0.545
1738257285.217850,1730748.000,11678,3,AZ,1,100,0.548
1738257285.257852,1730788.000,11678,3,AZ,1,100,0.544
1738257285.297854,1730828.000,11678,3,AZ,1,100,0.546
1738257285.337855,1730868.000,11697,2,AZ,1,100,0.545
1738257285.377857,1730908.000,11697,2,AZ,1,100,0.546
1738257285.417859,1730948.000,11713,3,AZ,1,100,0.547
1738257285.457860,1730988.000,11713,3,AZ,1,100,0.548
1738257285.497862,1731028.000,11713,3,AZ,1,100,0.543
1738257285.537864,1731068.000,11734,2,AZ,1,100,0.544
1738257285.577866,1731108.000,11734,2,AZ,1,100,0.545
1738257285.617867,1731148.000,11752,3,AZ,1,100,0.546
1738257285.657869,1731188.000,11752,3,AZ,1,100,0.543
1738257285.697871,1731228.000,11752,3,AZ,1,100,0.547
1738257285.737872,1731268.000,11768,2,AZ,1,100,0.543
1738257285.777874,1731308.000,11768,2,AZ,1,100,0.545
1738257285.817876,1731348.000,11784,3,AZ,1,100,0.549
1738257285.857877,1731388.000,11784,3,AZ,1,100,0.548
1738257285.897879,1731428.000,11784,3,AZ,1,100,0.545
1738257285.944381,1731474.500,11801,2,AZ,1,100,0.545
1738257285.990883,1731521.000,11801,2,AZ,1,100,0.546
1738257286.030885,1731561.000,11818,3,AZ,1,100,0.544
1738257286.070887,1731601.000,11818,3,AZ,1,100,0.545
1738257286.110888,1731641.000,11818,3,AZ,1,100,0.542
1738257286.150890,1731681.000,11834,2,AZ,1,100,0.547
1738257286.190892,1731721.000,11834,2,AZ,1,100,0.545
1738257286.230893,1731761.000,11851,3,AZ,1,100,0.545
1738257286.270895,1731801.000,11851,3,AZ,1,100,0.545
1738257286.310897,1731841.000,11851,3,AZ,1,100,0.547
1738257286.350899,1731881.000,11867,2,AZ,1,100,0.546
1738257286.390900,1731921.000,11867,2,AZ,1,100,0.543
1738257286.430902,1731961.000,11884,3,AZ,1,100,0.546
1738257286.470904,1732001.000,11884,3,AZ,1,100,0.544
1738257286.510905,1732041.000,11884,3,AZ,1,100,0.547
1738257286.550907,1732081.000,11900,2,AZ,1,100,0.544
1738257286.590909,1732121.000,11900,2,AZ,1,100,0.546
1738257286.630910,1732161.000,11918,3,AZ,1,100,0.546
1738257286.670912,1732201.000,11918,3,AZ,1,100,0.548
1738257286.710914,1732241.000,11918,3,AZ,1,100,0.543
1738257286.750916,1732281.000,11933,2,AZ,1,100,0.545
1738257286.790917,1732321.000,11933,2,AZ,1,100,0.547
1738257286.830919,1732361.000,11950,3,AZ,1,100,0.545
1738257286.870921,1732401.000,11950,3,AZ,1,100,0.545
1738257286.910922,1732441.000,11950,3,AZ,1,100,0.545
1738257286.951424,1732481.500,11967,2,AZ,1,100,0.546
1738257286.991926,1732522.000,11967,2,AZ,1,100,0.544
1738257287.031594,1732561.667,11984,3,AZ,1,100,0.545
1738257287.071262,1732601.333,11984,3,AZ,1,100,0.546
1738257287.110931,1732641.000,11984,3,AZ,1,100,0.547
1738257287.157433,1732687.500,11999,2,AZ,1,100,0.547
1738257287.203935,1732734.000,11999,2,AZ,1,100,0.544
1738257287.243937,1732774.000,12017,3,AZ,1,100,0.547
1738257287.283938,1732814.000,12017,3,AZ,1,100,0.544
1738257287.323940,1732854.000,12017,3,AZ,1,100,0.543
1738257287.363941,1732894.000,12033,2,AZ,1,100,0.542
1738257287.403943,1732934.000,12033,2,AZ,1,100,0.545
1738257287.444278,1732974.333,12050,3,AZ,1,100,0.545
1738257287.484613,1733014.667,12050,3,AZ,1,100,0.546
1738257287.524948,1733055.000,12050,3,AZ,1,100,0.544
1738257287.564950,1733095.000,12065,2,AZ,1,100,0.544
1738257287.604952,1733135.000,12065,2,AZ,1,100,0.544
1738257287.644620,1733174.667,12083,3,AZ,1,100,0.546
1738257287.684289,1733214.333,12083,3,AZ,1,100,0.543
1738257287.723957,1733254.000,12083,3,AZ,1,100,0.548
1738257287.763958,1733294.000,12099,2,AZ,1,100,0.543
1738257287.803960,1733334.000,12099,2,AZ,1,100,0.548
1738257287.844295,1733374.333,12116,3,AZ,1,100,0.546
1738257287.884630,1733414.667,12116,3,AZ,1,100,0.542
1738257287.924965,1733455.000,12116,3,AZ,1,100,0.545
1738257287.964634,1733494.667,12132,3,AZ,1,100,0.545
1738257288.004302,1733534.333,12132,3,AZ,1,100,0.543
1738257288.043970,1733574.000,12132,3,AZ,1,100,0.545
1738257288.083972,1733614.000,12149,2,AZ,1,100,0.543
1738257288.123974,1733654.000,12149,2,AZ,1,100,0.546
1738257288.163975,1733694.000,12165,2,AZ,1,100,0.547
1738257288.203977,1733734.000,12165,2,AZ,1,100,0.544
1738257288.248646,1733778.667,12183,3,AZ,1,100,0.545
1738257288.293314,1733823.333,12183,3,AZ,1,100,0.547
1738257288.337983,1733868.000,12183,3,AZ,1,100,0.546
1738257288.377985,1733908.000,12199,2,AZ,1,100,0.542
1738257288.417986,1733948.000,12199,2,AZ,1,100,0.544
1738257288.457988,1733988.000,12215,3,AZ,1,100,0.545
1738257288.497990,1734028.000,12215,3,AZ,1,100,0.546
1738257288.537992,1734068.000,12215,3,AZ,1,100,0.542
1738257288.577993,1734108.000,12232,3,AZ,1,100,0.545
1738257288.617995,1734148.000,12232,3,AZ,1,100,0.545
1738257288.657996,1734188.000,12232,3,AZ,1,100,0.540
1738257288.697998,1734228.000,12249,2,AZ,1,100,0.544
1738257288.738000,1734268.000,12249,2,AZ,1,100,0.547
1738257288.778002,1734308.000,12265,3,AZ,1,100,0.545
1738257288.818003,1734348.000,12265,3,AZ,1,100,0.545
1738257288.858005,1734388.000,12265,3,AZ,1,100,0.542
1738257288.898007,1734428.000,12281,2,AZ,1,100,0.547
1738257288.938009,1734468.000,12281,2,AZ,1,100,0.544
1738257288.978010,1734508.000,12298,3,AZ,1,100,0.545
1738257289.018012,1734548.000,12298,3,AZ,1,100,0.544
1738257289.058013,1734588.000,12298,3,AZ,1,100,0.543
1738257289.098015,1734628.000,12315,2,AZ,1,100,0.541
1738257289.138017,1734668.000,12315,2,AZ,1,100,0.542
1738257289.178019,1734708.000,12331,3,AZ,1,100,0.544
1738257289.218020,1734748.000,12331,3,AZ,1,100,0.542
1738257289.258022,1734788.000,12331,3,AZ,1,100,0.544
1738257289.297524,1734827.500,12348,2,AZ,1,100,0.542
1738257289.337025,1734867.000,12348,2,AZ,1,100,0.541
1738257289.384027,1734914.000,12364,2,AZ,1,100,0.540
1738257289.431029,1734961.000,12364,2,AZ,1,100,0.543
1738257289.471031,1735001.000,12381,3,AZ,1,100,0.542
1738257289.511033,1735041.000,12381,3,AZ,1,100,0.541
1738257289.551034,1735081.000,12381,3,AZ,1,100,0.545
1738257289.591036,1735121.000,12398,3,AZ,1,100,0.542
1738257289.631038,1735161.000,12398,3,AZ,1,100,0.542
1738257289.671040,1735201.000,12398,3,AZ,1,100,0.545
1738257289.711041,1735241.000,12414,2,AZ,1,100,0.541
1738257289.751043,1735281.000,12414,2,AZ,1,100,0.543
1738257289.791045,1735321.000,12430,3,AZ,1,100,0.541
1738257289.831046,1735361.000,12430,3,AZ,1,100,0.542
1738257289.871048,1735401.000,12430,3,AZ,1,100,0.542
1738257289.911050,1735441.000,12447,2,AZ,1,100,0.542
1738257289.951051,1735481.000,12447,2,AZ,1,100,0.544
1738257289.991053,1735521.000,12464,3,AZ,1,100,0.541
1738257290.031055,1735561.000,12464,3,AZ,1,100,0.543
1738257290.071057,1735601.000,12464,3,AZ,1,100,0.545
1738257290.111058,1735641.000,12481,2,AZ,1,100,0.541
1738257290.151060,1735681.000,12481,2,AZ,1,100,0.541
1738257290.191062,1735721.000,12496,3,AZ,1,100,0.542
1738257290.231063,1735761.000,12496,3,AZ,1,100,0.542
1738257290.271065,1735801.000,12496,3,AZ,1,100,0.542
1738257290.311067,1735841.000,12514,2,AZ,1,100,0.544
1738257290.351068,1735881.000,12514,2,AZ,1,100,0.544
1738257290.391070,1735921.000,12532,3,AZ,1,100,0.542
1738257290.431072,1735961.000,12532,3,AZ,1,100,0.545
1738257290.471074,1736001.000,12532,3,AZ,1,100,0.542
1738257290.517576,1736047.500,12549,2,AZ,1,100,0.542
1738257290.564078,1736094.000,12549,2,AZ,1,100,0.543
1738257290.604079,1736134.000,12570,3,AZ,1,100,0.542
1738257290.644081,1736174.000,12570,3,AZ,1,100,0.543
1738257290.684083,1736214.000,12570,3,AZ,1,100,0.545
1738257290.724084,1736254.000,12587,3,AZ,1,100,0.541
1738257290.764086,1736294.000,12587,3,AZ,1,100,0.542
1738257290.804088,1736334.000,12587,3,AZ,1,100,0.543
1738257290.844090,1736374.000,12603,2,AZ,1,100,0.542
1738257290.884091,1736414.000,12603,2,AZ,1,100,0.542
1738257290.924093,1736454.000,12621,3,AZ,1,100,0.542
1738257290.964095,1736494.000,12621,3,AZ,1,100,0.544
1738257291.004096,1736534.000,12621,3,AZ,1,100,0.542
1738257291.044098,1736574.000,12636,2,AZ,1,100,0.546
1738257291.084100,1736614.000,12636,2,AZ,1,100,0.543
1738257291.124101,1736654.000,12653,3,AZ,1,100,0.545
1738257291.164103,1736694.000,12653,3,AZ,1,100,0.544
1738257291.204105,1736734.000,12653,3,AZ,1,100,0.542
1738257291.244107,1736774.000,12669,2,AZ,1,100,0.544
1738257291.284108,1736814.000,12669,2,AZ,1,100,0.545
1738257291.324110,1736854.000,12687,3,AZ,1,100,0.542
1738257291.364111,1736894.000,12687,3,AZ,1,100,0.543
1738257291.404113,1736934.000,12687,3,AZ,1,100,0.545
1738257291.444115,1736974.000,12703,2,AZ,1,100,0.544
1738257291.484117,1737014.000,12703,2,AZ,1,100,0.546
1738257291.524118,1737054.000,12719,3,AZ,1,100,0.546
1738257291.564120,1737094.000,12719,3,AZ,1,100,0.544
1738257291.604122,1737134.000,12719,3,AZ,1,100,0.544
1738257291.651124,1737181.000,12736,2,AZ,1,100,0.546
1738257291.698126,1737228.000,12736,2,AZ,1,100,0.547
1738257291.738127,1737268.000,12753,3,AZ,1,100,0.543
1738257291.778129,1737308.000,12753,3,AZ,1,100,0.545
1738257291.818131,1737348.000,12753,3,AZ,1,100,0.543
1738257291.857632,1737387.500,12769,2,AZ,1,100,0.543
1738257291.897134,1737427.000,12769,2,AZ,1,100,0.542
1738257291.937136,1737467.000,12786,3,AZ,1,100,0.546
1738257291.977138,1737507.000,12786,3,AZ,1,100,0.547
1738257292.017139,1737547.000,12786,3,AZ,1,100,0.544
1738257292.057641,1737587.500,12802,2,AZ,1,100,0.545
1738257292.098143,1737628.000,12802,2,AZ,1,100,0.546
1738257292.137811,1737667.667,12819,3,AZ,1,100,0.548
1738257292.177480,1737707.333,12819,3,AZ,1,100,0.545
1738257292.217148,1737747.000,12819,3,AZ,1,100,0.546
1738257292.257149,1737787.000,12836,2,AZ,1,100,0.545
1738257292.297151,1737827.000,12836,2,AZ,1,100,0.546
1738257292.337153,1737867.000,12852,3,AZ,1,100,0.546
1738257292.377155,1737907.000,12852,3,AZ,1,100,0.548
1738257292.417156,1737947.000,12852,3,AZ,1,100,0.545
1738257292.457158,1737987.000,12868,2,AZ,1,100,0.548
1738257292.497160,1738027.000,12868,2,AZ,1,100,0.549
1738257292.537161,1738067.000,12885,3,AZ,1,100,0.540
1738257292.577163,1738107.000,12885,3,AZ,1,100,0.544
1738257292.617165,1738147.000,12885,3,AZ,1,100,0.547
1738257292.657166,1738187.000,12902,2,AZ,1,100,0.545
1738257292.697168,1738227.000,12902,2,AZ,1,100,0.544
1738257292.741503,1738271.333,12918,3,AZ,1,100,0.547
1738257292.785839,1738315.667,12918,3,AZ,1,100,0.542
1738257292.830174,1738360.000,12918,3,AZ,1,100,0.544
1738257292.870676,1738400.500,12934,2,AZ,1,100,0.546
1738257292.911177,1738441.000,12934,2,AZ,1,100,0.548
1738257292.950846,1738480.667,12952,3,AZ,1,100,0.546
1738257292.990514,1738520.333,12952,3,AZ,1,100,0.545
