TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1874405.000000,2884681.000000,1738257428.880956,1738258439.199894,212,1.72045e+06,3.16105e+06,1.11.4
