LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738257274.938413,1720469.000,10000,3,PG,1,100,5963
1738257274.938413,1720469.000,10000,3,PG,1,100,5965
1738257274.938413,1720469.000,10000,3,PG,1,100,5959
1738257274.948747,1720479.333,10016,9,PG,1,100,5944
1738257274.959081,1720489.667,10016,9,PG,1,100,5951
1738257274.969415,1720500.000,10016,9,PG,1,100,5948
1738257274.979748,1720510.333,10016,9,PG,1,100,5966
1738257274.990082,1720520.667,10016,9,PG,1,100,5964
1738257275.000416,1720531.000,10016,9,PG,1,100,5962
1738257275.010750,1720541.333,10016,9,PG,1,100,5928
1738257275.021084,1720551.667,10016,9,PG,1,100,5950
1738257275.031417,1720562.000,10016,9,PG,1,100,5973
1738257275.041145,1720571.727,10033,11,PG,1,100,5962
1738257275.050873,1720581.455,10033,11,PG,1,100,5973
1738257275.060601,1720591.182,10033,11,PG,1,100,5959
1738257275.070328,1720600.909,10033,11,PG,1,100,5939
1738257275.080056,1720610.636,10033,11,PG,1,100,5973
1738257275.089783,1720620.364,10033,11,PG,1,100,5949
1738257275.099511,1720630.091,10033,11,PG,1,100,5961
1738257275.109239,1720639.818,10033,11,PG,1,100,5987
1738257275.118967,1720649.545,10033,11,PG,1,100,5966
1738257275.128694,1720659.273,10033,11,PG,1,100,5964
1738257275.138422,1720669.000,10033,11,PG,1,100,5944
1738257275.148150,1720678.727,10049,11,PG,1,100,5989
1738257275.157877,1720688.455,10049,11,PG,1,100,5938
1738257275.167605,1720698.182,10049,11,PG,1,100,5984
1738257275.177333,1720707.909,10049,11,PG,1,100,5956
1738257275.187060,1720717.636,10049,11,PG,1,100,5958
1738257275.196788,1720727.364,10049,11,PG,1,100,5988
1738257275.206516,1720737.091,10049,11,PG,1,100,5970
1738257275.216244,1720746.818,10049,11,PG,1,100,5936
1738257275.225971,1720756.545,10049,11,PG,1,100,5984
1738257275.235699,1720766.273,10049,11,PG,1,100,5968
1738257275.245426,1720776.000,10049,11,PG,1,100,5947
1738257275.255760,1720786.333,10069,18,PG,1,100,5964
1738257275.266094,1720796.667,10069,18,PG,1,100,5949
1738257275.276428,1720807.000,10069,18,PG,1,100,5946
1738257275.286762,1720817.333,10069,18,PG,1,100,5960
1738257275.297095,1720827.667,10069,18,PG,1,100,5946
1738257275.307429,1720838.000,10069,18,PG,1,100,5959
1738257275.317763,1720848.333,10069,18,PG,1,100,5940
1738257275.328097,1720858.667,10069,18,PG,1,100,5938
1738257275.338430,1720869.000,10069,18,PG,1,100,5949
1738257275.348764,1720879.333,10069,18,PG,1,100,5941
1738257275.359098,1720889.667,10069,18,PG,1,100,5943
1738257275.369432,1720900.000,10069,18,PG,1,100,5937
1738257275.379766,1720910.333,10069,18,PG,1,100,5934
1738257275.390099,1720920.667,10069,18,PG,1,100,5943
1738257275.400433,1720931.000,10069,18,PG,1,100,5954
1738257275.410767,1720941.333,10069,18,PG,1,100,5943
1738257275.421101,1720951.667,10069,18,PG,1,100,5966
1738257275.431434,1720962.000,10069,18,PG,1,100,5942
1738257275.441162,1720971.727,10087,11,PG,1,100,5912
1738257275.450890,1720981.455,10087,11,PG,1,100,5927
1738257275.460618,1720991.182,10087,11,PG,1,100,5913
1738257275.470345,1721000.909,10087,11,PG,1,100,5946
1738257275.480073,1721010.636,10087,11,PG,1,100,5954
1738257275.489800,1721020.364,10087,11,PG,1,100,5950
1738257275.499528,1721030.091,10087,11,PG,1,100,5957
1738257275.509256,1721039.818,10087,11,PG,1,100,5939
1738257275.518984,1721049.545,10087,11,PG,1,100,5934
1738257275.528711,1721059.273,10087,11,PG,1,100,5938
1738257275.538439,1721069.000,10087,11,PG,1,100,5965
1738257275.548773,1721079.333,10104,9,PG,1,100,5936
1738257275.559107,1721089.667,10104,9,PG,1,100,5914
1738257275.569440,1721100.000,10104,9,PG,1,100,5966
1738257275.579774,1721110.333,10104,9,PG,1,100,5933
