LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1738257274.990416,1720521.000,10012,1,SF,1,100,0.0000
1738257275.390433,1720921.000,10065,1,SF,1,100,0.0000
1738257275.723447,1721254.000,10116,1,SF,1,100,0.0000
1738257275.990458,1721521.000,10167,1,SF,1,100,0.0000
1738257276.323472,1721854.000,10216,1,SF,1,100,0.0000
1738257276.723489,1722254.000,10282,1,SF,1,100,0.0000
1738257277.056504,1722587.000,10332,1,SF,1,100,0.0000
1738257277.323515,1722854.000,10382,1,SF,1,100,0.0000
1738257277.656529,1723187.000,10432,1,SF,1,100,0.0000
1738257278.056546,1723587.000,10498,1,SF,1,100,0.0000
1738257278.323557,1723854.000,10547,1,SF,1,100,0.0000
1738257278.656571,1724187.000,10597,1,SF,1,100,0.0000
1738257279.056588,1724587.000,10664,1,SF,1,100,0.0000
1738257279.389603,1724920.000,10713,1,SF,1,100,0.0000
1738257279.723617,1725254.000,10763,1,SF,1,100,0.0000
1738257280.056631,1725587.000,10814,1,SF,1,100,0.0000
1738257280.323642,1725854.000,10864,1,SF,1,100,0.0000
1738257280.656657,1726187.000,10923,1,SF,1,100,0.0000
1738257280.989671,1726520.000,10973,1,SF,1,100,0.0000
1738257281.323685,1726854.000,11022,1,SF,1,100,0.0000
1738257281.723702,1727254.000,11088,1,SF,1,100,0.0000
1738257281.989713,1727520.000,11139,1,SF,1,100,0.0000
1738257282.323727,1727854.000,11188,1,SF,1,100,0.0000
1738257282.656741,1728187.000,11238,1,SF,1,100,0.0000
1738257283.056758,1728587.000,11304,1,SF,1,100,0.0000
1738257283.323770,1728854.000,11354,1,SF,1,100,0.0000
1738257283.656784,1729187.000,11404,1,SF,1,100,0.0000
1738257284.056801,1729587.000,11470,1,SF,1,100,0.0000
1738257284.322812,1729853.000,11519,1,SF,1,100,0.0000
1738257284.656826,1730187.000,11570,1,SF,1,100,0.0000
1738257284.989841,1730520.000,11619,1,SF,1,100,0.0000
1738257285.389858,1730920.000,11687,1,SF,1,100,0.0000
1738257285.656869,1731187.000,11742,1,SF,1,100,0.0000
1738257285.989883,1731520.000,11791,1,SF,1,100,0.0000
1738257286.389900,1731920.000,11858,1,SF,1,100,0.0000
1738257286.722914,1732253.000,11908,1,SF,1,100,0.0000
1738257286.989926,1732520.000,11957,1,SF,1,100,0.0000
1738257287.322940,1732853.000,12007,1,SF,1,100,0.0000
1738257287.722957,1733253.000,12073,1,SF,1,100,0.0000
1738257287.989968,1733520.000,12123,1,SF,1,100,0.0000
1738257288.322982,1733853.000,12173,1,SF,1,100,0.0000
1738257288.655997,1734186.000,12222,1,SF,1,100,0.0000
1738257289.056013,1734586.000,12288,1,SF,1,100,0.0000
1738257289.323025,1734853.000,12339,1,SF,1,100,0.0000
1738257289.656039,1735186.000,12388,1,SF,1,100,0.0000
1738257290.056056,1735586.000,12454,1,SF,1,100,0.0000
1738257290.323067,1735853.000,12504,1,SF,1,100,0.0000
1738257290.656081,1736186.000,12561,1,SF,1,100,0.0000
1738257290.989096,1736519.000,12611,1,SF,1,100,0.0000
1738257291.389113,1736919.000,12677,1,SF,1,100,0.0000
1738257291.656124,1737186.000,12726,1,SF,1,100,0.0000
1738257291.989138,1737519.000,12777,1,SF,1,100,0.0000
1738257292.323152,1737853.000,12826,1,SF,1,100,0.0000
1738257292.722169,1738252.000,12892,1,SF,1,100,0.0000
1738257292.989181,1738519.000,12942,1,SF,1,100,0.0000
1738257293.322195,1738852.000,12991,1,SF,1,100,0.0000
1738257293.722212,1739252.000,13057,1,SF,1,100,0.0000
1738257293.989223,1739519.000,13108,1,SF,1,100,0.0000
1738257294.322237,1739852.000,13157,1,SF,1,100,0.0000
1738257294.656251,1740186.000,13207,1,SF,1,100,0.0000
1738257295.056268,1740586.000,13273,1,SF,1,100,0.0000
1738257295.322280,1740852.000,13323,1,SF,1,100,0.0000
1738257295.656294,1741186.000,13375,1,SF,1,100,0.0000
1738257295.989308,1741519.000,13429,1,SF,1,100,0.0000
1738257296.389325,1741919.000,13495,1,SF,1,100,0.0000
1738257296.656337,1742186.000,13546,1,SF,1,100,0.0000
1738257296.989351,1742519.000,13595,1,SF,1,100,0.0000
1738257297.389368,1742919.000,13661,1,SF,1,100,0.0000
1738257297.722382,1743252.000,13711,1,SF,1,100,0.0000
1738257297.989393,1743519.000,13761,1,SF,1,100,0.0000
1738257298.322407,1743852.000,13811,1,SF,1,100,0.0000
1738257298.722424,1744252.000,13879,1,SF,1,100,0.0000
1738257298.989436,1744519.000,13928,1,SF,1,100,0.0000
1738257299.322450,1744852.000,13979,1,SF,1,100,0.0000
1738257299.655464,1745185.000,14028,1,SF,1,100,0.0000
1738257300.055481,1745585.000,14094,1,SF,1,100,0.0000
1738257300.322492,1745852.000,14144,1,SF,1,100,0.0000
1738257300.655506,1746185.000,14195,1,SF,1,100,0.0000
1738257301.055523,1746585.000,14267,1,SF,1,100,0.0000
1738257301.388538,1746918.000,14317,1,SF,1,100,0.0000
1738257301.655549,1747185.000,14366,1,SF,1,100,0.0000
1738257301.988563,1747518.000,14416,1,SF,1,100,0.0000
1738257302.388580,1747918.000,14482,1,SF,1,100,0.0000
1738257302.655591,1748185.000,14532,1,SF,1,100,0.0000
1738257302.988605,1748518.000,14582,1,SF,1,100,0.0000
1738257303.388623,1748918.000,14648,1,SF,1,100,0.0000
1738257303.721637,1749251.000,14697,1,SF,1,100,0.0000
1738257303.988648,1749518.000,14748,1,SF,1,100,0.0000
1738257304.321662,1749851.000,14797,1,SF,1,100,0.0000
1738257304.721679,1750251.000,14863,1,SF,1,100,0.0000
1738257304.988691,1750518.000,14913,1,SF,1,100,0.0000
1738257305.321705,1750851.000,14962,1,SF,1,100,0.0000
1738257305.721722,1751251.000,15031,1,SF,1,100,0.0000
1738257306.054736,1751584.000,15086,1,SF,1,100,0.0000
1738257306.321747,1751851.000,15135,1,SF,1,100,0.0000
1738257306.654761,1752184.000,15185,1,SF,1,100,0.0000
1738257307.054778,1752584.000,15251,1,SF,1,100,0.0000
1738257307.321790,1752851.000,15301,1,SF,1,100,0.0000
1738257307.654804,1753184.000,15351,1,SF,1,100,0.0000
1738257307.988818,1753518.000,15400,1,SF,1,100,0.0000
1738257308.388835,1753918.000,15466,1,SF,1,100,0.0000
1738257308.654846,1754184.000,15517,1,SF,1,100,0.0000
1738257308.988861,1754518.000,15566,1,SF,1,100,0.0000
1738257309.388878,1754918.000,15632,1,SF,1,100,0.0000
1738257309.654889,1755184.000,15682,1,SF,1,100,0.0000
1738257309.988903,1755518.000,15732,1,SF,1,100,0.0000
1738257310.321917,1755851.000,15782,1,SF,1,100,0.0000
1738257310.721934,1756251.000,15850,1,SF,1,100,0.0000
1738257310.988945,1756518.000,15884,1,SF,1,100,0.0000
1738257311.321960,1756851.000,15939,1,SF,1,100,0.0000
1738257311.721977,1757251.000,16007,1,SF,1,100,0.0000
1738257311.987988,1757517.000,16057,1,SF,1,100,0.0000
1738257312.322002,1757851.000,16107,1,SF,1,100,0.0000
1738257312.721019,1758250.000,16175,1,SF,1,100,0.0000
1738257312.988030,1758517.000,16224,1,SF,1,100,0.0000
1738257313.321045,1758850.000,16275,1,SF,1,100,0.0000
1738257313.655059,1759184.000,16324,1,SF,1,100,0.0000
1738257314.055076,1759584.000,16390,1,SF,1,100,0.0000
1738257314.321087,1759850.000,16440,1,SF,1,100,0.0000
1738257314.655101,1760184.000,16489,1,SF,1,100,0.0000
1738257315.055118,1760584.000,16555,1,SF,1,100,0.0000
1738257315.388133,1760917.000,16606,1,SF,1,100,0.0000
1738257315.655144,1761184.000,16657,1,SF,1,100,0.0000
1738257315.988158,1761517.000,16707,1,SF,1,100,0.0000
1738257316.388175,1761917.000,16778,1,SF,1,100,0.0000
1738257316.655186,1762184.000,16828,1,SF,1,100,0.0000
1738257316.988201,1762517.000,16878,1,SF,1,100,0.0000
1738257317.321215,1762850.000,16927,1,SF,1,100,0.0000
1738257317.721232,1763250.000,16993,1,SF,1,100,0.0000
1738257317.988243,1763517.000,17044,1,SF,1,100,0.0000
1738257318.321257,1763850.000,17093,1,SF,1,100,0.0000
1738257318.721274,1764250.000,17159,1,SF,1,100,0.0000
1738257319.054288,1764583.000,17209,1,SF,1,100,0.0000
1738257319.321300,1764850.000,17259,1,SF,1,100,0.0000
1738257319.654314,1765183.000,17309,1,SF,1,100,0.0000
1738257320.054331,1765583.000,17375,1,SF,1,100,0.0000
1738257320.321342,1765850.000,17424,1,SF,1,100,0.0000
1738257320.654356,1766183.000,17477,1,SF,1,100,0.0000
1738257320.987370,1766516.000,17526,1,SF,1,100,0.0000
1738257321.454390,1766983.000,17598,1,SF,1,100,0.0000
1738257321.654399,1767183.000,17632,1,SF,1,100,0.0000
1738257322.054416,1767583.000,17698,1,SF,1,100,0.0000
1738257322.321427,1767850.000,17747,1,SF,1,100,0.0000
1738257322.654441,1768183.000,17800,1,SF,1,100,0.0000
1738257322.987456,1768516.000,17849,1,SF,1,100,0.0000
1738257323.387473,1768916.000,17915,1,SF,1,100,0.0000
1738257323.654484,1769183.000,17965,1,SF,1,100,0.0000
1738257323.987498,1769516.000,18015,1,SF,1,100,0.0000
1738257324.387515,1769916.000,18083,1,SF,1,100,0.0000
1738257324.720529,1770249.000,18133,1,SF,1,100,0.0000
1738257324.987540,1770516.000,18182,1,SF,1,100,0.0000
1738257325.320555,1770849.000,18234,1,SF,1,100,0.0000
1738257325.720572,1771249.000,18302,1,SF,1,100,0.0000
1738257325.987583,1771516.000,18352,1,SF,1,100,0.0000
1738257326.320597,1771849.000,18402,1,SF,1,100,0.0000
1738257326.653611,1772182.000,18456,1,SF,1,100,0.0000
1738257327.053628,1772582.000,18522,1,SF,1,100,0.0000
1738257327.320640,1772849.000,18573,1,SF,1,100,0.0000
1738257327.653654,1773182.000,18622,1,SF,1,100,0.0000
1738257328.053671,1773582.000,18688,1,SF,1,100,0.0000
1738257328.320682,1773849.000,18738,1,SF,1,100,0.0000
1738257328.653696,1774182.000,18788,1,SF,1,100,0.0000
1738257328.987710,1774516.000,18838,1,SF,1,100,0.0000
1738257329.387727,1774916.000,18904,1,SF,1,100,0.0000
1738257329.653739,1775182.000,18953,1,SF,1,100,0.0000
1738257329.987753,1775516.000,19003,1,SF,1,100,0.0000
1738257330.386770,1775915.000,19071,1,SF,1,100,0.0000
1738257330.653781,1776182.000,19121,1,SF,1,100,0.0000
1738257330.986795,1776515.000,19171,1,SF,1,100,0.0000
1738257331.320810,1776849.000,19220,1,SF,1,100,0.0000
1738257331.720827,1777249.000,19291,1,SF,1,100,0.0000
1738257331.986838,1777515.000,19342,1,SF,1,100,0.0000
1738257332.320852,1777849.000,19391,1,SF,1,100,0.0000
1738257332.719869,1778248.000,19457,1,SF,1,100,0.0000
1738257333.053883,1778582.000,19507,1,SF,1,100,0.0000
1738257333.319895,1778848.000,19557,1,SF,1,100,0.0000
1738257333.653909,1779182.000,19607,1,SF,1,100,0.0000
1738257334.053926,1779582.000,19673,1,SF,1,100,0.0000
1738257334.319937,1779848.000,19722,1,SF,1,100,0.0000
1738257334.653951,1780182.000,19772,1,SF,1,100,0.0000
1738257335.053968,1780582.000,19839,1,SF,1,100,0.0000
1738257335.386982,1780915.000,19888,1,SF,1,100,0.0000
1738257335.653994,1781182.000,19940,1,SF,1,100,0.0000
1738257335.987008,1781515.000,19989,1,SF,1,100,0.0000
1738257336.387025,1781915.000,20055,1,SF,1,100,0.0000
1738257336.720039,1782248.000,20111,1,SF,1,100,0.0000
1738257337.054053,1782582.000,20161,1,SF,1,100,0.0000
1738257337.320065,1782848.000,20211,1,SF,1,100,0.0000
1738257337.654079,1783182.000,20261,1,SF,1,100,0.0000
1738257338.053096,1783581.000,20327,1,SF,1,100,0.0000
1738257338.320107,1783848.000,20376,1,SF,1,100,0.0000
1738257338.653121,1784181.000,20426,1,SF,1,100,0.0000
1738257339.053138,1784581.000,20493,1,SF,1,100,0.0000
1738257339.386153,1784914.000,20542,1,SF,1,100,0.0000
1738257339.653164,1785181.000,20592,1,SF,1,100,0.0000
1738257339.986178,1785514.000,20641,1,SF,1,100,0.0000
1738257340.386195,1785914.000,20709,1,SF,1,100,0.0000
1738257340.653206,1786181.000,20760,1,SF,1,100,0.0000
1738257340.986220,1786514.000,20809,1,SF,1,100,0.0000
1738257341.320235,1786848.000,20859,1,SF,1,100,0.0000
1738257341.720252,1787248.000,20925,1,SF,1,100,0.0000
1738257342.053266,1787581.000,20980,1,SF,1,100,0.0000
1738257342.320277,1787848.000,21030,1,SF,1,100,0.0000
1738257342.720294,1788248.000,21080,1,SF,1,100,0.0000
1738257342.986305,1788514.000,21130,1,SF,1,100,0.0000
1738257343.320320,1788848.000,21180,1,SF,1,100,0.0000
1738257343.653334,1789181.000,21230,1,SF,1,100,0.0000
1738257344.053351,1789581.000,21296,1,SF,1,100,0.0000
1738257344.319362,1789847.000,21345,1,SF,1,100,0.0000
1738257344.653376,1790181.000,21395,1,SF,1,100,0.0000
1738257345.053393,1790581.000,21461,1,SF,1,100,0.0000
1738257345.319405,1790847.000,21511,1,SF,1,100,0.0000
1738257345.653419,1791181.000,21563,1,SF,1,100,0.0000
1738257345.986433,1791514.000,21612,1,SF,1,100,0.0000
1738257346.386450,1791914.000,21678,1,SF,1,100,0.0000
1738257346.653461,1792181.000,21729,1,SF,1,100,0.0000
1738257346.986475,1792514.000,21783,1,SF,1,100,0.0000
1738257347.386492,1792914.000,21849,1,SF,1,100,0.0000
1738257347.652504,1793180.000,21901,1,SF,1,100,0.0000
1738257347.986518,1793514.000,21951,1,SF,1,100,0.0000
1738257348.319532,1793847.000,22001,1,SF,1,100,0.0000
1738257348.719549,1794247.000,22067,1,SF,1,100,0.0000
1738257348.986561,1794514.000,22116,1,SF,1,100,0.0000
1738257349.319575,1794847.000,22167,1,SF,1,100,0.0000
1738257349.652589,1795180.000,22216,1,SF,1,100,0.0000
1738257350.052606,1795580.000,22282,1,SF,1,100,0.0000
1738257350.319617,1795847.000,22332,1,SF,1,100,0.0000
1738257350.652631,1796180.000,22383,1,SF,1,100,0.0000
1738257351.052648,1796580.000,22449,1,SF,1,100,0.0000
1738257351.319660,1796847.000,22500,1,SF,1,100,0.0000
1738257351.652674,1797180.000,22549,1,SF,1,100,0.0000
1738257351.985688,1797513.000,22601,1,SF,1,100,0.0000
1738257352.319702,1797847.000,22656,1,SF,1,100,0.0000
1738257352.719719,1798247.000,22724,1,SF,1,100,0.0000
1738257352.985730,1798513.000,22774,1,SF,1,100,0.0000
1738257353.318745,1798846.000,22823,1,SF,1,100,0.0000
1738257353.718762,1799246.000,22889,1,SF,1,100,0.0000
1738257353.985773,1799513.000,22940,1,SF,1,100,0.0000
1738257354.318787,1799846.000,22989,1,SF,1,100,0.0000
1738257354.652801,1800180.000,23039,1,SF,1,100,0.0000
1738257355.052818,1800580.000,23105,1,SF,1,100,0.0000
1738257355.318830,1800846.000,23155,1,SF,1,100,0.0000
1738257355.652844,1801180.000,23207,1,SF,1,100,0.0000
1738257356.052861,1801580.000,23273,1,SF,1,100,0.0000
1738257356.318872,1801846.000,23322,1,SF,1,100,0.0000
1738257356.651886,1802179.000,23373,1,SF,1,100,0.0000
1738257356.985900,1802513.000,23422,1,SF,1,100,0.0000
1738257357.318915,1802846.000,23477,1,SF,1,100,0.0000
1738257357.651929,1803179.000,23528,1,SF,1,100,0.0000
1738257358.051946,1803579.000,23594,1,SF,1,100,0.0000
1738257358.318957,1803846.000,23643,1,SF,1,100,0.0000
1738257358.651971,1804179.000,23693,1,SF,1,100,0.0000
1738257359.051988,1804579.000,23759,1,SF,1,100,0.0000
1738257359.319000,1804846.000,23811,1,SF,1,100,0.0000
1738257359.652014,1805179.000,23861,1,SF,1,100,0.0000
1738257359.986028,1805513.000,23910,1,SF,1,100,0.0000
1738257360.385045,1805912.000,23978,1,SF,1,100,0.0000
1738257360.652056,1806179.000,24029,1,SF,1,100,0.0000
1738257360.985070,1806512.000,24078,1,SF,1,100,0.0000
1738257361.385087,1806912.000,24144,1,SF,1,100,0.0000
1738257361.652099,1807179.000,24194,1,SF,1,100,0.0000
1738257361.985113,1807512.000,24244,1,SF,1,100,0.0000
1738257362.319127,1807846.000,24299,1,SF,1,100,0.0000
1738257362.719144,1808246.000,24365,1,SF,1,100,0.0000
1738257362.985155,1808512.000,24414,1,SF,1,100,0.0000
1738257363.318170,1808845.000,24464,1,SF,1,100,0.0000
1738257363.718187,1809245.000,24532,1,SF,1,100,0.0000
1738257363.985198,1809512.000,24582,1,SF,1,100,0.0000
1738257364.318212,1809845.000,24632,1,SF,1,100,0.0000
1738257364.652226,1810179.000,24681,1,SF,1,100,0.0000
1738257365.052243,1810579.000,24747,1,SF,1,100,0.0000
