LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1738257274.938413,1720469.000,9999,3,PR,1,100,94179
1738257274.938413,1720469.000,9999,3,PR,1,100,94136
1738257274.938413,1720469.000,9999,3,PR,1,100,94139
1738257274.948747,1720479.333,10015,9,PR,1,100,94171
1738257274.959081,1720489.667,10015,9,PR,1,100,94126
1738257274.969415,1720500.000,10015,9,PR,1,100,94136
1738257274.979748,1720510.333,10015,9,PR,1,100,94150
1738257274.990082,1720520.667,10015,9,PR,1,100,94120
1738257275.000416,1720531.000,10015,9,PR,1,100,94136
1738257275.010750,1720541.333,10015,9,PR,1,100,94153
1738257275.021084,1720551.667,10015,9,PR,1,100,94147
1738257275.031417,1720562.000,10015,9,PR,1,100,94137
1738257275.041145,1720571.727,10032,11,PR,1,100,94162
1738257275.050873,1720581.455,10032,11,PR,1,100,94142
1738257275.060601,1720591.182,10032,11,PR,1,100,94136
1738257275.070328,1720600.909,10032,11,PR,1,100,94143
1738257275.080056,1720610.636,10032,11,PR,1,100,94181
1738257275.089783,1720620.364,10032,11,PR,1,100,94141
1738257275.099511,1720630.091,10032,11,PR,1,100,94147
1738257275.109239,1720639.818,10032,11,PR,1,100,94157
1738257275.118967,1720649.545,10032,11,PR,1,100,94144
1738257275.128694,1720659.273,10032,11,PR,1,100,94133
1738257275.138422,1720669.000,10032,11,PR,1,100,94179
1738257275.148150,1720678.727,10048,11,PR,1,100,94134
1738257275.157877,1720688.455,10048,11,PR,1,100,94118
1738257275.167605,1720698.182,10048,11,PR,1,100,94169
1738257275.177333,1720707.909,10048,11,PR,1,100,94154
1738257275.187060,1720717.636,10048,11,PR,1,100,94120
1738257275.196788,1720727.364,10048,11,PR,1,100,94161
1738257275.206516,1720737.091,10048,11,PR,1,100,94126
1738257275.216244,1720746.818,10048,11,PR,1,100,94147
1738257275.225971,1720756.545,10048,11,PR,1,100,94150
1738257275.235699,1720766.273,10048,11,PR,1,100,94167
1738257275.245426,1720776.000,10048,11,PR,1,100,94137
1738257275.255760,1720786.333,10068,18,PR,1,100,94146
1738257275.266094,1720796.667,10068,18,PR,1,100,94117
1738257275.276428,1720807.000,10068,18,PR,1,100,94119
1738257275.286762,1720817.333,10068,18,PR,1,100,94117
1738257275.297095,1720827.667,10068,18,PR,1,100,94150
1738257275.307429,1720838.000,10068,18,PR,1,100,94117
1738257275.317763,1720848.333,10068,18,PR,1,100,94180
1738257275.328097,1720858.667,10068,18,PR,1,100,94153
1738257275.338430,1720869.000,10068,18,PR,1,100,94127
1738257275.348764,1720879.333,10068,18,PR,1,100,94150
1738257275.359098,1720889.667,10068,18,PR,1,100,94107
1738257275.369432,1720900.000,10068,18,PR,1,100,94133
1738257275.379766,1720910.333,10068,18,PR,1,100,94137
1738257275.390099,1720920.667,10068,18,PR,1,100,94134
1738257275.400433,1720931.000,10068,18,PR,1,100,94110
1738257275.410767,1720941.333,10068,18,PR,1,100,94147
1738257275.421101,1720951.667,10068,18,PR,1,100,94152
