LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738257276.949032,1780148.000,3183,4,EM,1,100,RS
1738257276.949032,1780148.000,3183,4,EM,1,100,RB
1738257276.949032,1780148.000,3183,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257276.949032,1780148.000,3183,4,EM,1,100,PS
1738257277.003534,1780202.500,3213,4,EM,1,100,RS
1738257277.058036,1780257.000,3213,4,EM,1,100,RB
1738257277.112538,1780311.500,3213,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257277.167040,1780366.000,3213,4,EM,1,100,PS
1738257277.217042,1780416.000,3245,4,EM,1,100,RS
1738257277.267044,1780466.000,3245,4,EM,1,100,RB
1738257277.317045,1780516.000,3245,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257277.367047,1780566.000,3245,4,EM,1,100,PS
1738257277.417299,1780616.250,3276,4,EM,1,100,RS
1738257277.467551,1780666.500,3276,4,EM,1,100,RB
1738257277.517803,1780716.750,3276,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257277.568055,1780767.000,3276,4,EM,1,100,PS
1738257277.618306,1780817.250,3307,4,EM,1,100,RS
1738257277.668558,1780867.500,3307,4,EM,1,100,RB
1738257277.718810,1780917.750,3307,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257277.769062,1780968.000,3307,4,EM,1,100,PS
1738257277.819314,1781018.250,3338,4,EM,1,100,RS
1738257277.869566,1781068.500,3338,4,EM,1,100,RB
1738257277.919817,1781118.750,3338,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257277.970069,1781169.000,3338,4,EM,1,100,PS
1738257278.021071,1781220.000,3370,4,EM,1,100,RS
1738257278.072073,1781271.000,3370,4,EM,1,100,RB
1738257278.123075,1781322.000,3370,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257278.174077,1781373.000,3370,4,EM,1,100,PS
1738257278.224329,1781423.250,3400,4,EM,1,100,RS
1738257278.274581,1781473.500,3400,4,EM,1,100,RB
1738257278.324832,1781523.750,3400,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257278.375084,1781574.000,3400,4,EM,1,100,PS
1738257278.425336,1781624.250,3432,4,EM,1,100,RS
1738257278.475588,1781674.500,3432,4,EM,1,100,RB
1738257278.525840,1781724.750,3432,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257278.576092,1781775.000,3432,4,EM,1,100,PS
1738257278.626594,1781825.500,3464,4,EM,1,100,RS
1738257278.677095,1781876.000,3464,4,EM,1,100,RB
1738257278.727597,1781926.500,3464,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257278.778099,1781977.000,3464,4,EM,1,100,PS
1738257278.828601,1782027.500,3496,4,EM,1,100,RS
1738257278.879103,1782078.000,3496,4,EM,1,100,RB
1738257278.929605,1782128.500,3496,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257278.980107,1782179.000,3496,4,EM,1,100,PS
1738257279.030359,1782229.250,3527,4,EM,1,100,RS
1738257279.080610,1782279.500,3527,4,EM,1,100,RB
1738257279.130862,1782329.750,3527,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257279.181114,1782380.000,3527,4,EM,1,100,PS
1738257279.231366,1782430.250,3558,4,EM,1,100,RS
1738257279.281618,1782480.500,3558,4,EM,1,100,RB
1738257279.331870,1782530.750,3558,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257279.382121,1782581.000,3558,4,EM,1,100,PS
1738257279.432373,1782631.250,3589,4,EM,1,100,RS
1738257279.482625,1782681.500,3589,4,EM,1,100,RB
1738257279.532877,1782731.750,3589,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257279.583129,1782782.000,3589,4,EM,1,100,PS
1738257279.634131,1782833.000,3626,4,EM,1,100,RS
1738257279.685133,1782884.000,3626,4,EM,1,100,RB
1738257279.736135,1782935.000,3626,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257279.787136,1782986.000,3626,4,EM,1,100,PS
1738257279.837388,1783036.250,3657,4,EM,1,100,RS
1738257279.887640,1783086.500,3657,4,EM,1,100,RB
1738257279.937892,1783136.750,3657,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257279.988144,1783187.000,3657,4,EM,1,100,PS
1738257280.038396,1783237.250,3688,4,EM,1,100,RS
1738257280.088647,1783287.500,3688,4,EM,1,100,RB
1738257280.138899,1783337.750,3688,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257280.189151,1783388.000,3688,4,EM,1,100,PS
1738257280.239403,1783438.250,3719,4,EM,1,100,RS
1738257280.289655,1783488.500,3719,4,EM,1,100,RB
1738257280.339907,1783538.750,3719,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257280.390158,1783589.000,3719,4,EM,1,100,PS
1738257280.440410,1783639.250,3750,4,EM,1,100,RS
1738257280.490662,1783689.500,3750,4,EM,1,100,RB
1738257280.540914,1783739.750,3750,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257280.591166,1783790.000,3750,4,EM,1,100,PS
1738257280.641418,1783840.250,3782,4,EM,1,100,RS
1738257280.691670,1783890.500,3782,4,EM,1,100,RB
1738257280.741921,1783940.750,3782,4,EM,1,100,2025-01-30_10-14-36-399829.csv
1738257280.792173,1783991.000,3782,4,EM,1,100,PS
1738257280.846175,1784045.000,3812,4,EM,1,100,RS
1738257280.900177,1784099.000,3812,4,EM,1,100,RB
1738257280.954179,1784153.000,3812,4,EM,1,100,2025-01-30_10-14-36-399829.csv
