RD,TS_received,TS_sent,AK,RoundTrip,
2131291,2131358,2025-01-30_10-20-28-162540,2131359,67,
2136422,2136437,2025-01-30_10-20-33-241709,2136438,15,
2141538,2146663,2025-01-30_10-20-38-514587,2146664,5125,
2146671,2151789,2025-01-30_10-20-43-601793,2151790,5118,
2151793,2156914,2025-01-30_10-20-48-746701,2156915,5121,
2156918,2156981,2025-01-30_10-20-53-782547,2156983,63,
2162046,2167164,2025-01-30_10-20-58-890953,2167165,5118,
2167167,2172288,2025-01-30_10-21-04-085171,2172289,5121,
2172295,2172374,2025-01-30_10-21-09-180026,2172376,79,
2177415,2177445,2025-01-30_10-21-14-251224,2177446,30,
2182534,2187647,2025-01-30_10-21-19-430009,2187651,5113,
2187654,2192777,2025-01-30_10-21-24-574537,2192778,5123,
2192785,2192812,2025-01-30_10-21-29-609183,2192813,27,
2197886,2197933,2025-01-30_10-21-34-735554,2197936,47,
2202997,2208112,2025-01-30_10-21-40-140994,2208118,5115,
2208120,2213249,2025-01-30_10-21-45-072366,2213251,5129,
2213254,2213289,2025-01-30_10-21-50-093937,2213291,35,
2218358,2223471,2025-01-30_10-21-55-295393,2223476,5113,
2223481,2228602,2025-01-30_10-22-00-332352,2228603,5121,
2228611,2233728,2025-01-30_10-22-05-511821,2233729,5117,
2233733,2238866,2025-01-30_10-22-10-586876,2238867,5133,
2238875,2238890,2025-01-30_10-22-15-698250,2238891,15,
2243980,2249091,2025-01-30_10-22-20-932499,2249093,5111,
2249099,2254218,2025-01-30_10-22-26-068898,2254220,5119,
2254223,2254244,2025-01-30_10-22-31-051050,2254247,21,
2259327,2259344,2025-01-30_10-22-36-151271,2259345,17,
2264465,2269571,2025-01-30_10-22-41-349470,2269572,5106,
2269578,2274688,2025-01-30_10-22-46-627917,2274689,5110,
2274691,2274744,2025-01-30_10-22-51-551495,2274745,53,
2279798,2279818,2025-01-30_10-22-56-623828,2279820,20,
2284909,2290035,2025-01-30_10-23-01-758271,2290036,5126,
2290043,2295167,2025-01-30_10-23-07-115657,2295169,5124,
2295175,2300294,2025-01-30_10-23-12-039640,2300295,5119,
2300298,2305416,2025-01-30_10-23-17-156635,2305417,5118,
2305420,2305434,2025-01-30_10-23-22-245543,2305435,14,
2310527,2315654,2025-01-30_10-23-27-426324,2315655,5127,
2315659,2320778,2025-01-30_10-23-32-581459,2320779,5119,
2320786,2320803,2025-01-30_10-23-37-611180,2320805,17,
2325891,2325910,2025-01-30_10-23-42-718603,2325911,19,
2331000,2336112,2025-01-30_10-23-47-964585,2336113,5112,
2336120,2341238,2025-01-30_10-23-53-051359,2341239,5118,
2341242,2341277,2025-01-30_10-23-58-084859,2341279,35,
2346348,2351462,2025-01-30_10-24-03-190918,2351464,5114,
2351469,2351490,2025-01-30_10-24-08-297700,2351491,21,
2356571,2361684,2025-01-30_10-24-13-419015,2361689,5113,
2361692,2361711,2025-01-30_10-24-18-517450,2361716,19,
2366797,2366821,2025-01-30_10-24-23-629580,2366822,24,
2371904,2371921,2025-01-30_10-24-28-733015,2371927,17,
2377046,2382180,2025-01-30_10-24-33-917718,2382182,5134,
2382186,2387307,2025-01-30_10-24-39-084419,2387308,5121,
2387314,2392425,2025-01-30_10-24-44-208947,2392426,5111,
2392434,2397560,2025-01-30_10-24-49-332005,2397566,5126,
2397570,2397592,2025-01-30_10-24-54-403168,2397593,22,
2402688,2402711,2025-01-30_10-24-59-523239,2402712,23,
2407811,2412929,2025-01-30_10-25-04-645391,2412930,5118,
2412937,2412959,2025-01-30_10-25-09-772435,2412964,22,
2418058,2423183,2025-01-30_10-25-15-010715,2423184,5125,
2423193,2428302,2025-01-30_10-25-20-224541,2428304,5109,
2428310,2428351,2025-01-30_10-25-25-164583,2428352,41,
2433436,2438554,2025-01-30_10-25-30-285230,2438555,5118,
2438562,2443685,2025-01-30_10-25-35-605259,2443686,5123,
2443689,2448818,2025-01-30_10-25-40-618941,2448819,5129,
2448822,2448854,2025-01-30_10-25-45-668463,2448855,32,
2453952,2454035,2025-01-30_10-25-50-821504,2454039,83,
2459081,2464203,2025-01-30_10-25-56-029716,2464204,5122,
2464211,2469336,2025-01-30_10-26-01-108085,2469337,5125,
2469340,2469357,2025-01-30_10-26-06-173236,2469358,17,
2474468,2479596,2025-01-30_10-26-11-313943,2479598,5128,
2479601,2479641,2025-01-30_10-26-16-455525,2479642,40,
2484717,2489842,2025-01-30_10-26-21-564658,2489843,5125,
2489849,2494982,2025-01-30_10-26-26-844015,2494983,5133,
2494987,2495003,2025-01-30_10-26-31-817788,2495009,16,
2500116,2505242,2025-01-30_10-26-37-044778,2505247,5126,
2505250,2505280,2025-01-30_10-26-42-095538,2505281,30,
2510369,2510385,2025-01-30_10-26-47-202492,2510386,16,
2515488,2515508,2025-01-30_10-26-52-321912,2515513,20,
2520610,2525746,2025-01-30_10-26-57-565493,2525747,5136,
2525754,2525806,2025-01-30_10-27-02-619887,2525807,52,
2530876,2530902,2025-01-30_10-27-07-718403,2530904,26,
2535998,2541117,2025-01-30_10-27-12-957891,2541119,5119,
2541126,2546225,2025-01-30_10-27-18-018864,2546230,5099,
2546234,2546289,2025-01-30_10-27-23-093860,2546290,55,
2551354,2551394,2025-01-30_10-27-28-211263,2551395,40,
2556474,2561592,2025-01-30_10-27-33-484008,2561593,5118,
2561596,2566728,2025-01-30_10-27-38-545794,2566729,5132,
2566735,2571867,2025-01-30_10-27-43-637738,2571869,5132,
2571872,
2576990,
2933799,
2938910,2938930,2025-01-30_10-33-55-763654,2938931,20,
2944021,2944110,2025-01-30_10-34-00-936156,2944111,89,
2949137,2949237,2025-01-30_10-34-06-052199,2949238,100,
2954257,2954305,2025-01-30_10-34-11-115461,2954309,48,
2959379,2959407,2025-01-30_10-34-16-233972,2959408,28,
2964512,2969646,2025-01-30_10-34-21-487422,2969647,5134,
2969650,2969672,2025-01-30_10-34-26-507605,2969673,22,
2974767,2974787,2025-01-30_10-34-31-621999,2974788,20,
2979893,2979919,2025-01-30_10-34-36-751209,2979920,26,
2985000,2990127,2025-01-30_10-34-41-934502,2990133,5127,
2990136,2990179,2025-01-30_10-34-46-997949,2990180,43,
2995252,2995270,2025-01-30_10-34-52-108855,2995271,18,
3000386,3000407,2025-01-30_10-34-57-239382,3000411,21,
3005503,3010623,2025-01-30_10-35-02-411259,3010625,5120,
3010628,3010657,2025-01-30_10-35-07-495257,3010659,29,
3015749,3015762,2025-01-30_10-35-12-602030,3015769,13,
3020878,3020921,2025-01-30_10-35-17-759220,3020922,43,
3026010,3031135,2025-01-30_10-35-22-901313,3031137,5125,
3031145,3031168,2025-01-30_10-35-28-006426,3031169,23,
3036249,3036264,2025-01-30_10-35-33-103471,3036265,15,
3041383,3041399,2025-01-30_10-35-38-237956,3041400,16,
3046488,3046513,2025-01-30_10-35-43-344700,3046514,25,
3051597,3051681,2025-01-30_10-35-48-522440,3051686,84,
3056706,3056759,2025-01-30_10-35-53-576056,3056760,53,
3061814,3061858,2025-01-30_10-35-58-696762,3061859,44,
3066926,3066939,2025-01-30_10-36-03-780537,3066940,13,
3072033,3077139,2025-01-30_10-36-08-987189,3077140,5106,
3077143,3077172,2025-01-30_10-36-14-003888,3077176,29,
3082249,3082263,2025-01-30_10-36-19-105716,3082265,14,
3087357,3087378,2025-01-30_10-36-24-220419,3087380,21,
3092488,3097607,2025-01-30_10-36-29-460110,3097608,5119,
3097614,3097668,2025-01-30_10-36-34-507656,3097669,54,
3102719,3102735,2025-01-30_10-36-39-576157,3102742,16,
3107828,3107858,2025-01-30_10-36-44-693064,3107859,30,
3112935,3118047,2025-01-30_10-36-49-793596,3118052,5112,
3118057,3118137,2025-01-30_10-36-54-934093,3118138,80,
3123168,3123191,2025-01-30_10-37-00-034173,3123192,23,
3128280,3128304,2025-01-30_10-37-05-143392,3128305,24,
3133390,3133412,2025-01-30_10-37-10-253000,3133413,22,
3138524,3143655,2025-01-30_10-37-15-426082,3143657,5131,
3143663,3143683,2025-01-30_10-37-20-522221,3143684,20,
3148764,3148789,2025-01-30_10-37-25-632985,3148790,25,
3153909,3153925,2025-01-30_10-37-30-768043,3153929,16,
3159017,3164145,2025-01-30_10-37-36-002918,3164146,5128,
3164149,3164170,2025-01-30_10-37-41-015017,3164172,21,
3169255,3169327,2025-01-30_10-37-46-151097,3169329,72,
3174363,3179489,2025-01-30_10-37-51-329635,3179490,5126,
3179493,3184628,2025-01-30_10-37-56-552720,3184633,5135,
3184637,3189761,2025-01-30_10-38-01-562414,3189766,5124,
3189770,3189833,2025-01-30_10-38-06-664648,3189834,63,
3194876,3194939,2025-01-30_10-38-11-778806,3194941,63,
3199984,3205101,2025-01-30_10-38-17-026516,3205102,5117,
3205105,3210224,2025-01-30_10-38-22-060057,3210225,5119,
3210231,3210251,2025-01-30_10-38-27-096650,3210252,20,
3215337,3215354,2025-01-30_10-38-32-200620,3215355,17,
3220447,3225576,2025-01-30_10-38-37-381753,3225578,5129,
3225581,3230716,2025-01-30_10-38-42-645748,3230717,5135,
3230723,3230788,2025-01-30_10-38-47-631306,3230789,65,
