LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738257278.697096,1781896.000,3463,1,B%,1,100,100
1738257283.697280,1786896.000,4250,1,B%,1,100,100
1738257288.696464,1791895.000,5003,1,B%,1,100,100
1738257293.696648,1796895.000,5777,1,B%,1,100,100
1738257298.695832,1801894.000,6549,1,B%,1,100,100
1738257303.696017,1806894.000,7323,1,B%,1,100,100
1738257308.695201,1811893.000,8101,1,B%,1,100,100
1738257313.695385,1816893.000,8857,1,B%,1,100,100
1738257318.694569,1821892.000,9629,1,B%,1,100,100
1738257323.694753,1826892.000,10402,1,B%,1,100,100
1738257328.693937,1831891.000,11174,1,B%,1,100,100
1738257333.694121,1836891.000,11948,1,B%,1,100,100
1738257338.693305,1841890.000,12700,1,B%,1,100,100
1738257343.693489,1846890.000,13494,1,B%,1,100,100
1738257348.692673,1851889.000,14269,1,B%,1,100,100
1738257353.692858,1856889.000,15042,1,B%,1,100,100
1738257358.692042,1861888.000,15801,1,B%,1,100,100
1738257363.692226,1866888.000,16575,1,B%,1,100,100
1738257368.691410,1871887.000,17351,1,B%,1,100,100
1738257373.691594,1876887.000,18120,1,B%,1,100,100
1738257378.690778,1881886.000,18908,1,B%,1,100,100
1738257383.690962,1886886.000,19664,1,B%,1,100,100
1738257388.690146,1891885.000,20433,1,B%,1,100,100
1738257393.690330,1896885.000,21203,1,B%,1,100,100
1738257398.689514,1901884.000,21975,1,B%,1,100,100
1738257403.689698,1906884.000,22744,1,B%,1,100,100
1738257408.688883,1911883.000,23514,1,B%,1,100,100
1738257413.689067,1916883.000,24303,1,B%,1,100,100
1738257418.688251,1921882.000,25103,1,B%,1,100,100
1738257423.688435,1926882.000,25894,1,B%,1,100,100
1738257428.687619,1931881.000,26687,1,B%,1,100,100
1738257433.687803,1936881.000,27504,1,B%,1,100,100
1738257438.686987,1941880.000,28302,1,B%,1,100,100
1738257443.687171,1946880.000,29099,1,B%,1,100,100
1738257448.686355,1951879.000,29888,1,B%,1,100,100
1738257453.686539,1956879.000,30666,1,B%,1,100,100
1738257458.685724,1961878.000,31438,1,B%,1,100,100
1738257463.685908,1966878.000,32214,1,B%,1,100,100
1738257468.685092,1971877.000,33000,1,B%,1,100,100
1738257473.685276,1976877.000,33773,1,B%,1,100,100
1738257478.684460,1981876.000,34547,1,B%,1,100,100
1738257483.684644,1986876.000,35342,1,B%,1,100,100
1738257488.683828,1991875.000,36134,1,B%,1,100,100
1738257493.684012,1996875.000,36904,1,B%,1,100,100
1738257498.683196,2001874.000,37695,1,B%,1,100,100
1738257503.683380,2006874.000,38478,1,B%,1,100,100
1738257508.682564,2011873.000,39272,1,B%,1,100,100
1738257513.682749,2016873.000,40054,1,B%,1,100,100
1738257518.681933,2021872.000,40850,1,B%,1,100,100
1738257523.682117,2026872.000,41650,1,B%,1,100,100
1738257528.681301,2031871.000,42427,1,B%,1,100,100
1738257533.681485,2036871.000,43223,1,B%,1,100,100
1738257538.680669,2041870.000,44023,1,B%,1,100,100
1738257543.680853,2046870.000,44822,1,B%,1,100,100
1738257548.680037,2051869.000,45617,1,B%,1,100,100
1738257553.680221,2056869.000,46395,1,B%,1,100,100
1738257558.679405,2061868.000,47198,1,B%,1,100,100
1738257563.679590,2066868.000,47996,1,B%,1,100,100
1738257568.678774,2071867.000,48794,1,B%,1,100,100
1738257573.678958,2076867.000,49570,1,B%,1,100,99
1738257578.678142,2081866.000,50370,1,B%,1,100,100
1738257583.678326,2086866.000,51165,1,B%,1,100,100
1738257588.677510,2091865.000,51941,1,B%,1,100,100
1738257593.677694,2096865.000,52731,1,B%,1,100,100
1738257598.676878,2101864.000,53515,1,B%,1,100,100
1738257603.677062,2106864.000,54287,1,B%,1,100,100
1738257608.676246,2111863.000,55076,1,B%,1,100,100
1738257613.676430,2116863.000,55868,1,B%,1,100,100
1738257618.675615,2121862.000,56669,1,B%,1,100,100
1738257623.675799,2126862.000,57443,1,B%,1,100,100
1738257628.674983,2131861.000,58220,1,B%,1,100,100
1738257633.675167,2136861.000,58992,1,B%,1,100,100
1738257638.674351,2141860.000,59762,1,B%,1,100,100
1738257643.674535,2146860.000,60522,1,B%,1,100,100
1738257648.673719,2151859.000,61305,1,B%,1,100,100
1738257653.673903,2156859.000,62078,1,B%,1,100,100
1738257658.673087,2161858.000,62858,1,B%,1,100,100
1738257663.673271,2166858.000,63627,1,B%,1,100,100
1738257668.672456,2171857.000,64408,1,B%,1,100,100
1738257673.672640,2176857.000,65168,1,B%,1,100,100
1738257678.671824,2181856.000,404,1,B%,1,100,100
1738257683.672008,2186856.000,1177,1,B%,1,100,100
1738257688.671192,2191855.000,1949,1,B%,1,100,100
1738257693.671376,2196855.000,2725,1,B%,1,100,99
1738257698.670560,2201854.000,3503,1,B%,1,100,100
1738257703.670744,2206854.000,4257,1,B%,1,100,100
1738257708.669928,2211853.000,5033,1,B%,1,100,100
1738257713.670112,2216853.000,5811,1,B%,1,100,99
1738257718.669297,2221852.000,6585,1,B%,1,100,100
1738257723.669481,2226852.000,7367,1,B%,1,100,100
1738257728.668665,2231851.000,8127,1,B%,1,100,100
1738257733.668849,2236851.000,8911,1,B%,1,100,100
1738257738.668033,2241850.000,9682,1,B%,1,100,100
1738257743.668217,2246850.000,10455,1,B%,1,100,100
1738257748.667401,2251849.000,11238,1,B%,1,100,100
1738257753.667585,2256849.000,12018,1,B%,1,100,100
1738257758.666769,2261848.000,12800,1,B%,1,100,100
1738257763.666953,2266848.000,13572,1,B%,1,100,100
1738257768.666137,2271847.000,14327,1,B%,1,100,100
1738257773.666322,2276847.000,15109,1,B%,1,100,100
1738257778.665505,2281846.000,15878,1,B%,1,100,99
1738257783.665690,2286846.000,16652,1,B%,1,100,100
1738257788.664874,2291845.000,17408,1,B%,1,100,99
1738257793.665058,2296845.000,18184,1,B%,1,100,100
1738257798.664242,2301844.000,18955,1,B%,1,100,100
1738257803.664426,2306844.000,19733,1,B%,1,100,100
1738257808.663610,2311843.000,20487,1,B%,1,100,100
1738257813.663794,2316843.000,21265,1,B%,1,100,99
1738257818.662978,2321842.000,22040,1,B%,1,100,100
1738257823.663162,2326842.000,22829,1,B%,1,100,100
1738257828.662346,2331841.000,23585,1,B%,1,100,100
1738257833.662531,2336841.000,24342,1,B%,1,100,99
1738257838.661715,2341840.000,25132,1,B%,1,100,100
1738257843.661899,2346840.000,25888,1,B%,1,100,99
1738257848.661083,2351839.000,26678,1,B%,1,100,99
1738257853.661267,2356839.000,27437,1,B%,1,100,100
1738257858.660451,2361838.000,28209,1,B%,1,100,100
1738257863.660635,2366838.000,29002,1,B%,1,100,99
1738257868.659819,2371837.000,29774,1,B%,1,100,99
1738257873.660003,2376837.000,30544,1,B%,1,100,100
1738257878.659187,2381836.000,31307,1,B%,1,100,99
1738257883.659372,2386836.000,32081,1,B%,1,100,99
1738257888.658556,2391835.000,32855,1,B%,1,100,99
1738257893.658740,2396835.000,33631,1,B%,1,100,100
1738257898.657924,2401834.000,34389,1,B%,1,100,99
1738257903.658108,2406834.000,35165,1,B%,1,100,100
1738257908.657292,2411833.000,35942,1,B%,1,100,99
1738257913.657476,2416833.000,36724,1,B%,1,100,99
1738257918.656660,2421832.000,37504,1,B%,1,100,99
1738257923.656844,2426832.000,38272,1,B%,1,100,100
1738257928.656028,2431831.000,39068,1,B%,1,100,99
1738257933.656212,2436831.000,39843,1,B%,1,100,99
1738257938.655396,2441830.000,40623,1,B%,1,100,99
1738257943.655581,2446830.000,41387,1,B%,1,100,100
1738257948.654765,2451829.000,42165,1,B%,1,100,99
1738257953.654949,2456829.000,42945,1,B%,1,100,99
1738257958.654133,2461828.000,43710,1,B%,1,100,100
1738257963.654317,2466828.000,44490,1,B%,1,100,99
1738257968.653501,2471827.000,45276,1,B%,1,100,99
1738257973.653685,2476827.000,46053,1,B%,1,100,99
1738257978.652869,2481826.000,46815,1,B%,1,100,99
1738257983.653053,2486826.000,47598,1,B%,1,100,99
1738257988.652237,2491825.000,48375,1,B%,1,100,100
1738257993.652421,2496825.000,49158,1,B%,1,100,99
1738257998.651606,2501824.000,49922,1,B%,1,100,100
1738258003.651790,2506824.000,50704,1,B%,1,100,99
1738258008.650974,2511823.000,51483,1,B%,1,100,99
1738258013.651158,2516823.000,52258,1,B%,1,100,99
1738258018.650342,2521822.000,53017,1,B%,1,100,98
1738258023.650526,2526822.000,53794,1,B%,1,100,99
1738258028.649710,2531821.000,54570,1,B%,1,100,99
1738258033.649894,2536821.000,55343,1,B%,1,100,99
1738258038.649078,2541820.000,56112,1,B%,1,100,98
1738258043.649262,2546820.000,56878,1,B%,1,100,99
1738258048.648447,2551819.000,57660,1,B%,1,100,99
1738258053.648631,2556819.000,58441,1,B%,1,100,98
1738258058.647815,2561818.000,59232,1,B%,1,100,99
1738258063.647999,2566818.000,59988,1,B%,1,100,99
1738258068.647183,2571817.000,60768,1,B%,1,100,99
1738258073.647367,2576817.000,61541,1,B%,1,100,99
1738258078.646551,2581816.000,62313,1,B%,1,100,99
1738258083.646735,2586816.000,63077,1,B%,1,100,100
1738258088.645919,2591815.000,63862,1,B%,1,100,100
1738258093.646103,2596815.000,64630,1,B%,1,100,100
1738258098.645288,2601814.000,65402,1,B%,1,100,100
1738258103.645472,2606814.000,652,1,B%,1,100,100
1738258108.644656,2611813.000,1428,1,B%,1,100,100
1738258113.644840,2616813.000,2202,1,B%,1,100,100
1738258118.644024,2621812.000,2991,1,B%,1,100,100
1738258123.644208,2626812.000,3759,1,B%,1,100,100
1738258128.643392,2631811.000,4526,1,B%,1,100,100
1738258133.643576,2636811.000,5315,1,B%,1,100,100
1738258138.642760,2641810.000,6083,1,B%,1,100,100
1738258143.642944,2646810.000,6870,1,B%,1,100,100
1738258148.642128,2651809.000,7651,1,B%,1,100,100
1738258153.642313,2656809.000,8444,1,B%,1,100,100
1738258158.641497,2661808.000,9224,1,B%,1,100,100
1738258163.641681,2666808.000,10001,1,B%,1,100,100
1738258168.640865,2671807.000,10792,1,B%,1,100,100
1738258173.641049,2676807.000,11565,1,B%,1,100,99
1738258178.640233,2681806.000,12348,1,B%,1,100,100
1738258183.640417,2686806.000,13145,1,B%,1,100,100
1738258188.639601,2691805.000,13920,1,B%,1,100,100
1738258193.639785,2696805.000,14711,1,B%,1,100,100
1738258198.638969,2701804.000,15483,1,B%,1,100,100
1738258203.639153,2706804.000,16254,1,B%,1,100,100
1738258208.638338,2711803.000,17021,1,B%,1,100,99
1738258213.638522,2716803.000,17818,1,B%,1,100,99
1738258218.637706,2721802.000,18592,1,B%,1,100,99
1738258223.637890,2726802.000,19359,1,B%,1,100,99
1738258228.637074,2731801.000,20156,1,B%,1,100,99
1738258233.637258,2736801.000,20927,1,B%,1,100,99
1738258238.636442,2741800.000,21692,1,B%,1,100,99
1738258243.636626,2746800.000,22483,1,B%,1,100,99
1738258248.635810,2751799.000,23261,1,B%,1,100,99
1738258253.635994,2756799.000,24036,1,B%,1,100,99
1738258258.635179,2761798.000,24827,1,B%,1,100,99
1738258263.635363,2766798.000,25606,1,B%,1,100,100
1738258268.634547,2771797.000,26377,1,B%,1,100,99
1738258273.634731,2776797.000,27176,1,B%,1,100,99
1738258278.633915,2781796.000,27952,1,B%,1,100,99
1738258283.634099,2786796.000,28723,1,B%,1,100,99
1738258288.633283,2791795.000,29514,1,B%,1,100,99
1738258293.633467,2796795.000,30289,1,B%,1,100,99
1738258298.632651,2801794.000,31066,1,B%,1,100,99
1738258303.632835,2806794.000,31851,1,B%,1,100,99
1738258308.632020,2811793.000,32629,1,B%,1,100,99
1738258313.632204,2816793.000,33408,1,B%,1,100,99
1738258318.631388,2821792.000,34203,1,B%,1,100,98
1738258323.631572,2826792.000,34970,1,B%,1,100,98
1738258328.630756,2831791.000,35743,1,B%,1,100,98
1738258333.630940,2836791.000,36536,1,B%,1,100,99
1738258338.630124,2841790.000,37310,1,B%,1,100,99
1738258343.630308,2846790.000,38085,1,B%,1,100,98
1738258348.629492,2851789.000,38874,1,B%,1,100,99
1738258353.629676,2856789.000,39649,1,B%,1,100,98
1738258358.628860,2861788.000,40429,1,B%,1,100,98
1738258363.629045,2866788.000,41222,1,B%,1,100,98
1738258368.628228,2871787.000,41999,1,B%,1,100,98
1738258373.628413,2876787.000,42774,1,B%,1,100,98
1738258378.627597,2881786.000,43549,1,B%,1,100,98
1738258383.627781,2886786.000,44342,1,B%,1,100,97
1738258388.626965,2891785.000,45118,1,B%,1,100,98
1738258393.627149,2896785.000,45897,1,B%,1,100,98
1738258398.626333,2901784.000,46686,1,B%,1,100,98
1738258403.626517,2906784.000,47461,1,B%,1,100,98
1738258408.625701,2911783.000,48236,1,B%,1,100,98
1738258413.625885,2916783.000,49031,1,B%,1,100,98
1738258418.625069,2921782.000,49820,1,B%,1,100,98
1738258423.625254,2926782.000,50596,1,B%,1,100,98
