LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1738257278.697096,1781896.000,3462,1,BV,1,100,4.06
1738257283.697280,1786896.000,4249,1,BV,1,100,4.07
1738257288.696464,1791895.000,5002,1,BV,1,100,4.06
1738257293.696648,1796895.000,5776,1,BV,1,100,4.06
1738257298.695832,1801894.000,6548,1,BV,1,100,4.06
1738257303.696017,1806894.000,7322,1,BV,1,100,4.06
1738257308.695201,1811893.000,8100,1,BV,1,100,4.07
1738257313.695385,1816893.000,8856,1,BV,1,100,4.06
1738257318.694569,1821892.000,9628,1,BV,1,100,4.06
1738257323.694753,1826892.000,10401,1,BV,1,100,4.06
1738257328.693937,1831891.000,11173,1,BV,1,100,4.06
1738257333.694121,1836891.000,11947,1,BV,1,100,4.06
1738257338.693305,1841890.000,12699,1,BV,1,100,4.06
1738257343.693489,1846890.000,13493,1,BV,1,100,4.06
1738257348.692673,1851889.000,14268,1,BV,1,100,4.06
1738257353.692858,1856889.000,15041,1,BV,1,100,4.06
1738257358.692042,1861888.000,15800,1,BV,1,100,4.06
1738257363.692226,1866888.000,16574,1,BV,1,100,4.06
1738257368.691410,1871887.000,17350,1,BV,1,100,4.06
1738257373.691594,1876887.000,18119,1,BV,1,100,4.06
1738257378.690778,1881886.000,18907,1,BV,1,100,4.06
1738257383.690962,1886886.000,19663,1,BV,1,100,4.06
1738257388.690146,1891885.000,20432,1,BV,1,100,4.06
1738257393.690330,1896885.000,21202,1,BV,1,100,4.06
1738257398.689514,1901884.000,21974,1,BV,1,100,4.05
1738257403.689698,1906884.000,22743,1,BV,1,100,4.06
1738257408.688883,1911883.000,23513,1,BV,1,100,4.06
1738257413.689067,1916883.000,24302,1,BV,1,100,4.06
1738257418.688251,1921882.000,25102,1,BV,1,100,4.06
1738257423.688435,1926882.000,25893,1,BV,1,100,4.06
1738257428.687619,1931881.000,26686,1,BV,1,100,4.06
1738257433.687803,1936881.000,27503,1,BV,1,100,4.06
1738257438.686987,1941880.000,28301,1,BV,1,100,4.06
1738257443.687171,1946880.000,29098,1,BV,1,100,4.05
1738257448.686355,1951879.000,29887,1,BV,1,100,4.06
1738257453.686539,1956879.000,30665,1,BV,1,100,4.06
1738257458.685724,1961878.000,31437,1,BV,1,100,4.06
1738257463.685908,1966878.000,32213,1,BV,1,100,4.05
1738257468.685092,1971877.000,32999,1,BV,1,100,4.06
1738257473.685276,1976877.000,33772,1,BV,1,100,4.06
1738257478.684460,1981876.000,34546,1,BV,1,100,4.06
1738257483.684644,1986876.000,35341,1,BV,1,100,4.05
1738257488.683828,1991875.000,36133,1,BV,1,100,4.06
1738257493.684012,1996875.000,36903,1,BV,1,100,4.05
1738257498.683196,2001874.000,37694,1,BV,1,100,4.06
1738257503.683380,2006874.000,38477,1,BV,1,100,4.06
1738257508.682564,2011873.000,39271,1,BV,1,100,4.05
1738257513.682749,2016873.000,40053,1,BV,1,100,4.05
1738257518.681933,2021872.000,40849,1,BV,1,100,4.06
1738257523.682117,2026872.000,41649,1,BV,1,100,4.06
1738257528.681301,2031871.000,42426,1,BV,1,100,4.06
1738257533.681485,2036871.000,43222,1,BV,1,100,4.05
1738257538.680669,2041870.000,44022,1,BV,1,100,4.05
1738257543.680853,2046870.000,44821,1,BV,1,100,4.05
1738257548.680037,2051869.000,45616,1,BV,1,100,4.06
1738257553.680221,2056869.000,46394,1,BV,1,100,4.06
1738257558.679405,2061868.000,47197,1,BV,1,100,4.05
1738257563.679590,2066868.000,47995,1,BV,1,100,4.06
1738257568.678774,2071867.000,48793,1,BV,1,100,4.05
1738257573.678958,2076867.000,49569,1,BV,1,100,4.05
1738257578.678142,2081866.000,50369,1,BV,1,100,4.05
1738257583.678326,2086866.000,51164,1,BV,1,100,4.06
1738257588.677510,2091865.000,51940,1,BV,1,100,4.06
1738257593.677694,2096865.000,52730,1,BV,1,100,4.06
1738257598.676878,2101864.000,53514,1,BV,1,100,4.06
1738257603.677062,2106864.000,54286,1,BV,1,100,4.06
1738257608.676246,2111863.000,55075,1,BV,1,100,4.05
1738257613.676430,2116863.000,55867,1,BV,1,100,4.05
1738257618.675615,2121862.000,56668,1,BV,1,100,4.05
1738257623.675799,2126862.000,57442,1,BV,1,100,4.06
1738257628.674983,2131861.000,58219,1,BV,1,100,4.05
1738257633.675167,2136861.000,58991,1,BV,1,100,4.05
1738257638.674351,2141860.000,59761,1,BV,1,100,4.06
1738257643.674535,2146860.000,60521,1,BV,1,100,4.05
1738257648.673719,2151859.000,61304,1,BV,1,100,4.05
1738257653.673903,2156859.000,62077,1,BV,1,100,4.06
1738257658.673087,2161858.000,62857,1,BV,1,100,4.05
1738257663.673271,2166858.000,63626,1,BV,1,100,4.05
1738257668.672456,2171857.000,64407,1,BV,1,100,4.05
1738257673.672640,2176857.000,65167,1,BV,1,100,4.05
1738257678.671824,2181856.000,403,1,BV,1,100,4.05
1738257683.672008,2186856.000,1176,1,BV,1,100,4.05
1738257688.671192,2191855.000,1948,1,BV,1,100,4.05
1738257693.671376,2196855.000,2724,1,BV,1,100,4.05
1738257698.670560,2201854.000,3502,1,BV,1,100,4.05
1738257703.670744,2206854.000,4256,1,BV,1,100,4.06
1738257708.669928,2211853.000,5032,1,BV,1,100,4.05
1738257713.670112,2216853.000,5810,1,BV,1,100,4.05
1738257718.669297,2221852.000,6584,1,BV,1,100,4.06
1738257723.669481,2226852.000,7366,1,BV,1,100,4.05
1738257728.668665,2231851.000,8126,1,BV,1,100,4.05
1738257733.668849,2236851.000,8910,1,BV,1,100,4.05
1738257738.668033,2241850.000,9681,1,BV,1,100,4.05
1738257743.668217,2246850.000,10454,1,BV,1,100,4.05
1738257748.667401,2251849.000,11237,1,BV,1,100,4.05
1738257753.667585,2256849.000,12017,1,BV,1,100,4.05
1738257758.666769,2261848.000,12799,1,BV,1,100,4.05
1738257763.666953,2266848.000,13571,1,BV,1,100,4.06
1738257768.666137,2271847.000,14326,1,BV,1,100,4.06
1738257773.666322,2276847.000,15108,1,BV,1,100,4.05
1738257778.665505,2281846.000,15877,1,BV,1,100,4.05
1738257783.665690,2286846.000,16651,1,BV,1,100,4.05
1738257788.664874,2291845.000,17407,1,BV,1,100,4.05
1738257793.665058,2296845.000,18183,1,BV,1,100,4.05
1738257798.664242,2301844.000,18954,1,BV,1,100,4.05
1738257803.664426,2306844.000,19732,1,BV,1,100,4.05
1738257808.663610,2311843.000,20486,1,BV,1,100,4.06
1738257813.663794,2316843.000,21264,1,BV,1,100,4.05
1738257818.662978,2321842.000,22039,1,BV,1,100,4.05
1738257823.663162,2326842.000,22828,1,BV,1,100,4.05
1738257828.662346,2331841.000,23584,1,BV,1,100,4.05
1738257833.662531,2336841.000,24341,1,BV,1,100,4.05
1738257838.661715,2341840.000,25131,1,BV,1,100,4.05
1738257843.661899,2346840.000,25887,1,BV,1,100,4.05
1738257848.661083,2351839.000,26677,1,BV,1,100,4.05
1738257853.661267,2356839.000,27436,1,BV,1,100,4.05
1738257858.660451,2361838.000,28208,1,BV,1,100,4.05
1738257863.660635,2366838.000,29001,1,BV,1,100,4.05
1738257868.659819,2371837.000,29773,1,BV,1,100,4.05
1738257873.660003,2376837.000,30543,1,BV,1,100,4.05
1738257878.659187,2381836.000,31306,1,BV,1,100,4.05
1738257883.659372,2386836.000,32080,1,BV,1,100,4.05
1738257888.658556,2391835.000,32854,1,BV,1,100,4.05
1738257893.658740,2396835.000,33630,1,BV,1,100,4.05
1738257898.657924,2401834.000,34388,1,BV,1,100,4.05
1738257903.658108,2406834.000,35164,1,BV,1,100,4.05
1738257908.657292,2411833.000,35941,1,BV,1,100,4.05
1738257913.657476,2416833.000,36723,1,BV,1,100,4.04
1738257918.656660,2421832.000,37503,1,BV,1,100,4.05
1738257923.656844,2426832.000,38271,1,BV,1,100,4.05
1738257928.656028,2431831.000,39067,1,BV,1,100,4.04
1738257933.656212,2436831.000,39842,1,BV,1,100,4.05
1738257938.655396,2441830.000,40622,1,BV,1,100,4.05
1738257943.655581,2446830.000,41386,1,BV,1,100,4.05
1738257948.654765,2451829.000,42164,1,BV,1,100,4.05
1738257953.654949,2456829.000,42944,1,BV,1,100,4.05
1738257958.654133,2461828.000,43709,1,BV,1,100,4.05
1738257963.654317,2466828.000,44489,1,BV,1,100,4.05
1738257968.653501,2471827.000,45275,1,BV,1,100,4.05
1738257973.653685,2476827.000,46052,1,BV,1,100,4.05
1738257978.652869,2481826.000,46814,1,BV,1,100,4.05
1738257983.653053,2486826.000,47597,1,BV,1,100,4.05
1738257988.652237,2491825.000,48374,1,BV,1,100,4.05
1738257993.652421,2496825.000,49157,1,BV,1,100,4.05
1738257998.651606,2501824.000,49921,1,BV,1,100,4.05
1738258003.651790,2506824.000,50703,1,BV,1,100,4.04
1738258008.650974,2511823.000,51482,1,BV,1,100,4.04
1738258013.651158,2516823.000,52257,1,BV,1,100,4.05
1738258018.650342,2521822.000,53016,1,BV,1,100,4.04
1738258023.650526,2526822.000,53793,1,BV,1,100,4.05
1738258028.649710,2531821.000,54569,1,BV,1,100,4.05
1738258033.649894,2536821.000,55342,1,BV,1,100,4.05
1738258038.649078,2541820.000,56111,1,BV,1,100,4.04
1738258043.649262,2546820.000,56877,1,BV,1,100,4.05
1738258048.648447,2551819.000,57659,1,BV,1,100,4.04
1738258053.648631,2556819.000,58440,1,BV,1,100,4.05
1738258058.647815,2561818.000,59231,1,BV,1,100,4.05
1738258063.647999,2566818.000,59987,1,BV,1,100,4.04
1738258068.647183,2571817.000,60767,1,BV,1,100,4.05
1738258073.647367,2576817.000,61540,1,BV,1,100,4.05
1738258078.646551,2581816.000,62312,1,BV,1,100,4.05
1738258083.646735,2586816.000,63076,1,BV,1,100,4.08
1738258088.645919,2591815.000,63861,1,BV,1,100,4.06
1738258093.646103,2596815.000,64629,1,BV,1,100,4.06
1738258098.645288,2601814.000,65401,1,BV,1,100,4.07
1738258103.645472,2606814.000,651,1,BV,1,100,4.06
1738258108.644656,2611813.000,1427,1,BV,1,100,4.07
1738258113.644840,2616813.000,2201,1,BV,1,100,4.07
1738258118.644024,2621812.000,2990,1,BV,1,100,4.07
1738258123.644208,2626812.000,3758,1,BV,1,100,4.07
1738258128.643392,2631811.000,4525,1,BV,1,100,4.08
1738258133.643576,2636811.000,5314,1,BV,1,100,4.08
1738258138.642760,2641810.000,6082,1,BV,1,100,4.08
1738258143.642944,2646810.000,6869,1,BV,1,100,4.08
1738258148.642128,2651809.000,7650,1,BV,1,100,4.06
1738258153.642313,2656809.000,8443,1,BV,1,100,4.06
1738258158.641497,2661808.000,9223,1,BV,1,100,4.06
1738258163.641681,2666808.000,10000,1,BV,1,100,4.05
1738258168.640865,2671807.000,10791,1,BV,1,100,4.05
1738258173.641049,2676807.000,11564,1,BV,1,100,4.05
1738258178.640233,2681806.000,12347,1,BV,1,100,4.06
1738258183.640417,2686806.000,13144,1,BV,1,100,4.06
1738258188.639601,2691805.000,13919,1,BV,1,100,4.06
1738258193.639785,2696805.000,14710,1,BV,1,100,4.07
1738258198.638969,2701804.000,15482,1,BV,1,100,4.06
