LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738257276.946032,1780145.000,3186,3,PG,1,100,9001
1738257276.946032,1780145.000,3186,3,PG,1,100,8981
1738257276.946032,1780145.000,3186,3,PG,1,100,9006
1738257276.956732,1780155.700,3200,10,PG,1,100,9036
1738257276.967432,1780166.400,3200,10,PG,1,100,9021
1738257276.978133,1780177.100,3200,10,PG,1,100,8997
1738257276.988833,1780187.800,3200,10,PG,1,100,8994
1738257276.999534,1780198.500,3200,10,PG,1,100,8977
1738257277.010234,1780209.200,3200,10,PG,1,100,9015
1738257277.020934,1780219.900,3200,10,PG,1,100,9011
1738257277.031635,1780230.600,3200,10,PG,1,100,8996
1738257277.042335,1780241.300,3200,10,PG,1,100,9010
1738257277.053036,1780252.000,3200,10,PG,1,100,9035
1738257277.063036,1780262.000,3217,12,PG,1,100,8974
1738257277.073036,1780272.000,3217,12,PG,1,100,9019
1738257277.083037,1780282.000,3217,12,PG,1,100,8998
1738257277.093037,1780292.000,3217,12,PG,1,100,8989
1738257277.103037,1780302.000,3217,12,PG,1,100,9017
1738257277.113038,1780312.000,3217,12,PG,1,100,8998
1738257277.123038,1780322.000,3217,12,PG,1,100,8988
1738257277.133039,1780332.000,3217,12,PG,1,100,9027
1738257277.143039,1780342.000,3217,12,PG,1,100,8972
1738257277.153039,1780352.000,3217,12,PG,1,100,8980
1738257277.163040,1780362.000,3217,12,PG,1,100,8987
1738257277.173040,1780372.000,3217,12,PG,1,100,9009
1738257277.182340,1780381.300,3232,10,PG,1,100,8985
1738257277.191641,1780390.600,3232,10,PG,1,100,8978
1738257277.200941,1780399.900,3232,10,PG,1,100,8995
1738257277.210241,1780409.200,3232,10,PG,1,100,8980
1738257277.219542,1780418.500,3232,10,PG,1,100,8970
1738257277.228842,1780427.800,3232,10,PG,1,100,8967
1738257277.238142,1780437.100,3232,10,PG,1,100,8985
1738257277.247443,1780446.400,3232,10,PG,1,100,8987
1738257277.256743,1780455.700,3232,10,PG,1,100,9010
1738257277.266043,1780465.000,3232,10,PG,1,100,8979
1738257277.276744,1780475.700,3248,10,PG,1,100,8976
1738257277.287444,1780486.400,3248,10,PG,1,100,8983
1738257277.298145,1780497.100,3248,10,PG,1,100,9002
1738257277.308845,1780507.800,3248,10,PG,1,100,9002
1738257277.319546,1780518.500,3248,10,PG,1,100,8992
1738257277.330246,1780529.200,3248,10,PG,1,100,8956
1738257277.340946,1780539.900,3248,10,PG,1,100,8989
1738257277.351647,1780550.600,3248,10,PG,1,100,8995
1738257277.362347,1780561.300,3248,10,PG,1,100,8986
1738257277.373047,1780572.000,3248,10,PG,1,100,8962
1738257277.383381,1780582.333,3263,9,PG,1,100,8963
1738257277.393715,1780592.667,3263,9,PG,1,100,8974
1738257277.404048,1780603.000,3263,9,PG,1,100,9001
1738257277.414382,1780613.333,3263,9,PG,1,100,9007
1738257277.424716,1780623.667,3263,9,PG,1,100,8953
1738257277.435050,1780634.000,3263,9,PG,1,100,8956
1738257277.445383,1780644.333,3263,9,PG,1,100,8996
1738257277.455717,1780654.667,3263,9,PG,1,100,8964
1738257277.466051,1780665.000,3263,9,PG,1,100,8956
1738257277.475779,1780674.727,3279,11,PG,1,100,8938
1738257277.485506,1780684.455,3279,11,PG,1,100,8952
1738257277.495234,1780694.182,3279,11,PG,1,100,8967
1738257277.504961,1780703.909,3279,11,PG,1,100,8956
1738257277.514689,1780713.636,3279,11,PG,1,100,8971
1738257277.524417,1780723.364,3279,11,PG,1,100,8930
1738257277.534144,1780733.091,3279,11,PG,1,100,8951
1738257277.543872,1780742.818,3279,11,PG,1,100,8977
1738257277.553600,1780752.545,3279,11,PG,1,100,8962
1738257277.563327,1780762.273,3279,11,PG,1,100,8940
1738257277.573055,1780772.000,3279,11,PG,1,100,8943
1738257277.582691,1780781.636,3294,11,PG,1,100,8931
1738257277.592328,1780791.273,3294,11,PG,1,100,8962
1738257277.601965,1780800.909,3294,11,PG,1,100,8950
1738257277.611602,1780810.545,3294,11,PG,1,100,8936
1738257277.621238,1780820.182,3294,11,PG,1,100,8932
1738257277.630875,1780829.818,3294,11,PG,1,100,8910
1738257277.640512,1780839.455,3294,11,PG,1,100,8918
1738257277.650149,1780849.091,3294,11,PG,1,100,8923
1738257277.659785,1780858.727,3294,11,PG,1,100,8947
1738257277.669422,1780868.364,3294,11,PG,1,100,8959
1738257277.679059,1780878.000,3294,11,PG,1,100,8948
1738257277.689503,1780888.444,3311,9,PG,1,100,8924
1738257277.699948,1780898.889,3311,9,PG,1,100,8900
1738257277.710393,1780909.333,3311,9,PG,1,100,8925
1738257277.720838,1780919.778,3311,9,PG,1,100,8953
1738257277.731283,1780930.222,3311,9,PG,1,100,8918
1738257277.741728,1780940.667,3311,9,PG,1,100,8914
1738257277.752172,1780951.111,3311,9,PG,1,100,8928
1738257277.762617,1780961.556,3311,9,PG,1,100,8917
1738257277.773062,1780972.000,3311,9,PG,1,100,8886
1738257277.783663,1780982.600,3325,10,PG,1,100,8909
1738257277.794263,1780993.200,3325,10,PG,1,100,8915
1738257277.804863,1781003.800,3325,10,PG,1,100,8943
1738257277.815464,1781014.400,3325,10,PG,1,100,8878
1738257277.826064,1781025.000,3325,10,PG,1,100,8896
1738257277.836664,1781035.600,3325,10,PG,1,100,8898
1738257277.847265,1781046.200,3325,10,PG,1,100,8917
1738257277.857865,1781056.800,3325,10,PG,1,100,8885
1738257277.868466,1781067.400,3325,10,PG,1,100,8904
1738257277.879066,1781078.000,3325,10,PG,1,100,8883
1738257277.888794,1781087.727,3341,11,PG,1,100,8888
1738257277.898521,1781097.455,3341,11,PG,1,100,8907
1738257277.908249,1781107.182,3341,11,PG,1,100,8900
1738257277.917977,1781116.909,3341,11,PG,1,100,8860
1738257277.927704,1781126.636,3341,11,PG,1,100,8902
1738257277.937432,1781136.364,3341,11,PG,1,100,8905
1738257277.947160,1781146.091,3341,11,PG,1,100,8892
1738257277.956887,1781155.818,3341,11,PG,1,100,8885
1738257277.966615,1781165.545,3341,11,PG,1,100,8869
1738257277.976342,1781175.273,3341,11,PG,1,100,8870
