LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738257409.189901,1912384,23594,1,SR,1,100,0.066667
1738257409.389908,1912584,23676,1,SR,1,100,0.333333
1738257409.856926,1913051,23773,1,SR,1,100,0.466667
1738257410.456948,1913651,23854,1,SR,1,100,0.400000
1738257410.989967,1914184,24057,1,SR,1,100,1.200000
1738257412.323016,1915517,24107,1,SR,1,100,0.133333
1738257412.590026,1915784,24139,1,SR,1,100,0.066667
1738257412.790034,1915984,24209,1,SR,1,100,0.333333
1738257413.256051,1916450,24337,1,SR,1,100,0.666667
1738257414.189085,1917383,24433,1,SR,1,100,0.266667
1738257414.589100,1917783,24466,1,SR,1,100,0.066667
1738257414.789107,1917983,24499,1,SR,1,100,0.133333
1738257415.189122,1918383,24547,1,SR,1,100,0.066667
1738257415.389129,1918583,24676,1,SR,1,100,0.666667
1738257416.456169,1919650,24771,1,SR,1,100,0.133333
1738257417.122193,1920316,24869,1,SR,1,100,0.066667
1738257417.456205,1920650,24918,1,SR,1,100,0.133333
1738257417.989225,1921183,24990,1,SR,1,100,0.066667
1738257418.322237,1921516,25085,1,SR,1,100,0.333333
1738257418.789254,1921983,25184,1,SR,1,100,0.466667
1738257419.389277,1922583,25249,1,SR,1,100,0.266667
1738257420.589321,1923783,25425,1,SR,1,100,0.133333
1738257421.655360,1924849,25613,1,SR,1,100,0.266667
1738257422.055375,1925249,25661,1,SR,1,100,0.200000
1738257422.788402,1925982,25759,1,SR,1,100,0.133333
1738257423.055412,1926249,25797,1,SR,1,100,0.066667
1738257423.655434,1926849,25928,1,SR,1,100,0.266667
1738257424.056448,1927250,25992,1,SR,1,100,0.266667
1738257425.255493,1928449,26183,1,SR,1,100,0.266667
1738257425.655507,1928849,26280,1,SR,1,100,0.533333
1738257426.455537,1929649,26344,1,SR,1,100,0.066667
1738257426.655544,1929849,26458,1,SR,1,100,0.600000
1738257427.389571,1930583,26522,1,SR,1,100,0.266667
1738257427.788586,1930982,26570,1,SR,1,100,0.133333
1738257428.322606,1931516,26640,1,SR,1,100,0.066667
1738257428.522613,1931716,26690,1,SR,1,100,0.133333
1738257428.788623,1931982,26724,1,SR,1,100,0.066667
1738257429.388645,1932582,26820,1,SR,1,100,0.066667
1738257430.255677,1933449,26963,1,SR,1,100,0.200000
1738257430.721694,1933915,27139,1,SR,1,100,0.800000
1738257431.655728,1934849,27189,1,SR,1,100,0.133333
1738257431.921738,1935115,27207,1,SR,1,100,0.066667
1738257432.121745,1935315,27255,1,SR,1,100,0.133333
1738257432.654765,1935848,27353,1,SR,1,100,0.200000
1738257433.121782,1936315,27438,1,SR,1,100,0.266667
1738257434.321826,1937515,27617,1,SR,1,100,0.133333
1738257434.721841,1937915,27666,1,SR,1,100,0.066667
1738257434.921849,1938115,27699,1,SR,1,100,0.066667
1738257435.254861,1938448,27874,1,SR,1,100,0.866667
1738257436.387902,1939581,27956,1,SR,1,100,0.200000
1738257436.720915,1939914,28004,1,SR,1,100,0.200000
1738257437.054927,1940248,28038,1,SR,1,100,0.066667
1738257437.654949,1940848,28166,1,SR,1,100,0.266667
1738257438.054964,1941248,28215,1,SR,1,100,0.133333
1738257438.320974,1941514,28304,1,SR,1,100,0.400000
1738257438.853993,1942047,28400,1,SR,1,100,0.533333
1738257439.522018,1942715,28432,1,SR,1,100,0.066667
1738257440.122040,1943315,28543,1,SR,1,100,0.200000
1738257440.454052,1943647,28577,1,SR,1,100,0.066667
1738257441.054074,1944247,28741,1,SR,1,100,0.466667
1738257441.788101,1944981,28805,1,SR,1,100,0.133333
1738257442.187116,1945380,28869,1,SR,1,100,0.133333
1738257442.455126,1945648,29067,1,SR,1,100,1.066667
1738257443.921180,1947114,29195,1,SR,1,100,0.400000
1738257444.721209,1947914,29355,1,SR,1,100,0.600000
1738257445.454236,1948647,29372,1,SR,1,100,0.066667
1738257446.054258,1949247,29532,1,SR,1,100,0.466667
1738257447.987330,1951180,29770,1,SR,1,100,0.066667
1738257448.454347,1951647,29854,1,SR,1,100,0.066667
1738257449.054369,1952247,29982,1,SR,1,100,0.266667
1738257449.453384,1952646,30047,1,SR,1,100,0.266667
1738257450.120408,1953313,30127,1,SR,1,100,0.133333
1738257450.653428,1953846,30318,1,SR,1,100,0.866667
1738257452.586499,1955779,30508,1,SR,1,100,0.133333
1738257452.987514,1956180,31078,1,SR,1,100,3.333333
1738257459.386749,1962579,31740,1,SR,1,100,1.333333
1738257461.919843,1965112,31943,1,SR,1,100,0.066667
1738257462.519865,1965712,32039,1,SR,1,100,0.133333
1738257463.185889,1966378,32149,1,SR,1,100,0.133333
1738257464.252928,1967445,32316,1,SR,1,100,0.066667
1738257464.586941,1967779,32365,1,SR,1,100,0.066667
