Timestamp,BI
1738257277.35165,737
1738257278.0888,755
1738257278.86177,773
1738257279.70213,840
1738257280.81363,840
1738257281.80161,840
1738257282.34879,736
1738257282.9528,736
1738257283.68901,604
1738257284.42721,604
1738257284.95505,736
1738257285.3648,554
1738257286.48484,528
1738257287.0389,414
1738257287.39514,414
1738257287.80888,414
1738257288.17055,414
1738257288.59301,414
1738257289.42549,362
1738257289.7315,410
1738257290.06872,365
1738257290.47853,365
1738257290.84391,365
1738257291.20889,365
1738257291.65207,365
1738257291.99039,443
1738257292.56343,573
1738257293.26743,573
1738257294.25794,573
1738257294.67235,704
1738257295.0238,938
1738257295.962,938
1738257297.05286,1042
1738257298.09448,1091
1738257299.24715,1091
1738257300.37235,1101
1738257301.45312,1101
1738257302.55442,1081
1738257303.61381,1072
1738257304.68545,1059
1738257305.71249,1027
1738257306.55385,841
1738257306.87041,794
1738257307.27042,794
1738257308.06418,794
1738257308.95503,891
1738257309.86533,910
1738257311.11729,1015
1738257312.13211,1015
1738257313.42898,1015
1738257313.97521,717
1738257314.57175,597
1738257315.28911,597
1738257315.75246,717
1738257316.64513,717
1738257317.40008,755
1738257317.75934,844
1738257318.74357,755
1738257319.5876,432
1738257319.91941,698
1738257320.35118,698
1738257321.04876,698
1738257321.78696,738
1738257322.5708,784
1738257323.48541,915
1738257324.54038,915
1738257325.6401,915
1738257326.47819,898
1738257326.79453,898
1738257327.6923,888
1738257328.75048,888
1738257329.63877,888
1738257330.03162,697
1738257330.427,442
1738257331.12423,442
1738257331.56664,442
1738257332.05186,442
1738257332.41335,442
1738257332.76009,485
1738257333.81022,361
1738257334.67834,384
1738257335.01977,627
1738257335.40382,627
1738257336.03121,627
1738257337.11088,778
1738257338.21147,778
1738257338.98915,778
1738257339.30233,778
1738257339.94745,778
1738257341.10773,1054
1738257342.16171,1054
1738257343.38914,1054
1738257344.37091,982
1738257345.2781,907
1738257345.61676,844
1738257346.20858,844
1738257347.05261,717
1738257347.93925,782
1738257348.65607,782
1738257349.43826,782
1738257350.09352,782
1738257351.07476,981
1738257352.072,997
1738257353.20134,1101
1738257354.34234,1101
1738257355.4431,1101
1738257356.46153,1018
1738257357.42854,967
1738257358.37836,950
1738257359.00033,950
1738257359.86642,950
1738257360.98646,866
1738257362.15635,866
1738257362.9402,814
1738257363.75423,814
1738257364.53807,814
1738257365.44609,908
1738257366.44599,1000
1738257367.50407,1058
1738257368.59486,1058
1738257369.68535,1058
1738257370.7183,1033
1738257371.69472,976
1738257372.22818,625
1738257372.65556,533
1738257373.28031,533
1738257373.69029,427
1738257374.27184,410
1738257374.59045,410
1738257374.90718,330
1738257375.38016,330
1738257375.71049,339
1738257376.31089,339
1738257376.64998,339
1738257376.96672,600
1738257377.60528,570
1738257378.23143,626
1738257378.80098,639
1738257379.76342,815
1738257380.73231,949
1738257381.54728,962
1738257382.49625,949
1738257383.48835,937
1738257384.42544,937
1738257385.35521,930
1738257385.93904,737
1738257386.31839,737
1738257387.05572,584
1738257387.90678,594
1738257388.34395,687
1738257388.93806,594
1738257389.62463,437
