TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1931388.000000,3015762.000000,1738257428.194601,1738258512.608530,212,1.78013e+06,3.23424e+06,1.11.4
