LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738257279.719134,1782918.000,3607,2,RD,1,100,TL
1738257279.719134,1782918.000,3607,2,RD,1,100,TU
1738257282.280728,1785479.500,4408,2,RD,1,100,TL
1738257284.842322,1788041.000,4408,2,RD,1,100,TU
1738257287.410917,1790609.500,5198,2,RD,1,100,TL
1738257289.979511,1793178.000,5198,2,RD,1,100,TU
1738257292.538106,1795736.500,5983,2,RD,1,100,TL
1738257295.096700,1798295.000,5983,2,RD,1,100,TU
1738257297.649294,1800847.500,6769,2,RD,1,100,TL
1738257300.201888,1803400.000,6769,2,RD,1,100,TU
1738257302.764482,1805962.500,7563,2,RD,1,100,TL
1738257305.327077,1808525.000,7563,2,RD,1,100,TU
1738257307.892671,1811090.500,8357,2,RD,1,100,TL
1738257310.458266,1813656.000,8357,2,RD,1,100,TU
1738257313.023860,1816221.500,9143,2,RD,1,100,TL
1738257315.589455,1818787.000,9143,2,RD,1,100,TU
1738257318.154549,1821352.000,9930,2,RD,1,100,TL
1738257320.719644,1823917.000,9930,2,RD,1,100,TU
1738257323.272238,1826469.500,10721,2,RD,1,100,TL
1738257325.824831,1829022.000,10721,2,RD,1,100,TU
1738257328.386426,1831583.500,11506,2,RD,1,100,TL
1738257330.948020,1834145.000,11506,2,RD,1,100,TU
1738257333.500114,1836697.000,12293,2,RD,1,100,TL
1738257336.052208,1839249.000,12293,2,RD,1,100,TU
1738257338.619303,1841816.000,13082,2,RD,1,100,TL
1738257341.186397,1844383.000,13082,2,RD,1,100,TU
1738257343.738991,1846935.500,13876,2,RD,1,100,TL
1738257346.291585,1849488.000,13876,2,RD,1,100,TU
1738257348.854679,1852051.000,14679,2,RD,1,100,TL
1738257351.417774,1854614.000,14679,2,RD,1,100,TU
1738257353.974868,1857171.000,15452,2,RD,1,100,TL
1738257356.531962,1859728.000,15452,2,RD,1,100,TU
1738257359.103557,1862299.500,16241,2,RD,1,100,TL
1738257361.675152,1864871.000,16241,2,RD,1,100,TU
1738257364.228245,1867424.000,17033,2,RD,1,100,TL
1738257366.781339,1869977.000,17033,2,RD,1,100,TU
1738257369.350934,1872546.500,17836,2,RD,1,100,TL
1738257371.920529,1875116.000,17836,2,RD,1,100,TU
1738257374.474623,1877670.000,18621,2,RD,1,100,TL
1738257377.028717,1880224.000,18621,2,RD,1,100,TU
1738257379.582311,1882777.500,19408,2,RD,1,100,TL
1738257382.135905,1885331.000,19408,2,RD,1,100,TU
1738257384.691999,1887887.000,20197,2,RD,1,100,TL
1738257387.248093,1890443.000,20197,2,RD,1,100,TU
1738257389.801687,1892996.500,20982,2,RD,1,100,TL
1738257392.355281,1895550.000,20982,2,RD,1,100,TU
1738257394.927876,1898122.500,21768,2,RD,1,100,TL
1738257397.500471,1900695.000,21768,2,RD,1,100,TU
1738257400.054565,1903249.000,22554,2,RD,1,100,TL
1738257402.608659,1905803.000,22554,2,RD,1,100,TU
1738257405.176753,1908371.000,23354,2,RD,1,100,TL
1738257407.744848,1910939.000,23354,2,RD,1,100,TU
1738257410.299442,1913493.500,24158,2,RD,1,100,TL
