LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1738257288.532458,1791731,4972,1,HR,1,100,49.18
1738257289.901509,1793100,5178,1,HR,1,100,48.12
1738257301.010918,1804209,6881,1,HR,1,100,38.64
1738257302.014955,1805213,7039,1,HR,1,100,43.52
1738257302.990991,1806189,7196,1,HR,1,100,47.60
1738257304.068030,1807266,7373,1,HR,1,100,49.48
1738257306.074104,1809272,7674,1,HR,1,100,45.22
1738257306.887134,1810085,7802,1,HR,1,100,51.63
1738257308.550195,1811748,8053,1,HR,1,100,48.24
1738257310.244258,1813442,8322,1,HR,1,100,45.46
1738257319.823611,1823021,9786,1,HR,1,100,36.76
1738257324.176771,1827374,10467,1,HR,1,100,31.68
1738257325.026802,1828224,10593,1,HR,1,100,40.51
1738257332.363072,1835560,11728,1,HR,1,100,33.34
1738257340.825384,1844022,13016,1,HR,1,100,27.52
1738257341.425406,1844622,13117,1,HR,1,100,44.01
1738257343.595486,1846792,13462,1,HR,1,100,40.43
1738257344.255510,1847452,13559,1,HR,1,100,51.65
1738257345.611560,1848808,13779,1,HR,1,100,50.12
1738257349.294696,1852491,14349,1,HR,1,100,42.63
1738257350.917755,1854114,14600,1,HR,1,100,41.44
1738257352.747823,1855944,14885,1,HR,1,100,39.60
1738257357.100983,1860297,15532,1,HR,1,100,33.89
1738257358.757044,1861953,15783,1,HR,1,100,34.49
1738257363.544220,1866740,16527,1,HR,1,100,29.64
1738257364.497255,1867693,16687,1,HR,1,100,37.09
1738257366.247320,1869443,16953,1,HR,1,100,36.55
1738257367.927382,1871123,17209,1,HR,1,100,36.41
1738257378.769781,1881965,18890,1,HR,1,100,29.56
1738257383.192944,1886388,19569,1,HR,1,100,26.04
1738257409.370908,1912565,23611,1,HR,1,100,20.77
1738257410.337943,1913532,23756,1,HR,1,100,30.04
1738257415.904148,1919098,24643,1,HR,1,100,25.78
1738257416.964187,1920158,24820,1,HR,1,100,32.75
1738257418.064228,1921258,24987,1,HR,1,100,37.71
1738257418.907259,1922101,25120,1,HR,1,100,45.39
1738257420.027300,1923221,25298,1,HR,1,100,47.32
1738257422.627396,1925821,25711,1,HR,1,100,41.97
1738257423.620432,1926814,25877,1,HR,1,100,46.25
1738257424.633470,1927827,26041,1,HR,1,100,49.17
1738257425.669508,1928863,26201,1,HR,1,100,51.32
1738257426.806550,1930000,26378,1,HR,1,100,51.71
1738257429.926665,1933120,26884,1,HR,1,100,44.54
1738257430.926701,1934120,27027,1,HR,1,100,48.11
1738257431.842735,1935036,27172,1,HR,1,100,52.07
1738257432.712767,1935906,27319,1,HR,1,100,56.00
1738257433.612800,1936806,27471,1,HR,1,100,58.54
1738257434.389829,1937583,27583,1,HR,1,100,62.85
1738257435.362865,1938556,27747,1,HR,1,100,62.77
1738257436.502907,1939696,27923,1,HR,1,100,60.62
1738257437.408940,1940602,28070,1,HR,1,100,61.96
1738257438.408977,1941602,28237,1,HR,1,100,61.53
1738257440.666060,1943859,28594,1,HR,1,100,53.81
1738257441.335085,1944528,28705,1,HR,1,100,62.05
1738257441.489090,1944682,28723,1,HR,1,100,137.15
1738257443.022147,1946215,28964,1,HR,1,100,115.45
1738257443.539166,1946732,29049,1,HR,1,100,115.94
1738257444.578204,1947771,29228,1,HR,1,100,103.12
