LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738257279.716134,1782915.000,3606,2,AK,1,100,2862
1738257279.716134,1782915.000,3606,2,AK,1,100,RD
1738257279.727134,1782926.000,3609,2,AK,1,100,3607
1738257279.738134,1782937.000,3609,2,AK,1,100,RD
1738257282.290228,1785489.000,4407,2,AK,1,100,3607
1738257284.842322,1788041.000,4407,2,AK,1,100,RD
1738257287.408917,1790607.500,5195,2,AK,1,100,4408
1738257289.975512,1793174.000,5195,2,AK,1,100,RD
1738257289.977011,1793175.500,5197,2,AK,1,100,4408
1738257289.978512,1793177.000,5197,2,AK,1,100,RD
1738257292.536106,1795734.500,5980,2,AK,1,100,5198
1738257295.093700,1798292.000,5980,2,AK,1,100,RD
1738257295.095200,1798293.500,5982,2,AK,1,100,5198
1738257295.096700,1798295.000,5982,2,AK,1,100,RD
1738257295.105700,1798304.000,5985,2,AK,1,100,5983
1738257295.114701,1798313.000,5985,2,AK,1,100,RD
1738257297.657794,1800856.000,6768,2,AK,1,100,5983
1738257300.200888,1803399.000,6768,2,AK,1,100,RD
1738257302.762982,1805961.000,7560,2,AK,1,100,6769
1738257305.325077,1808523.000,7560,2,AK,1,100,RD
1738257305.326077,1808524.000,7562,2,AK,1,100,6769
1738257305.327077,1808525.000,7562,2,AK,1,100,RD
1738257307.890171,1811088.000,8354,2,AK,1,100,7563
1738257310.453265,1813651.000,8354,2,AK,1,100,RD
1738257310.455266,1813653.000,8356,2,AK,1,100,7563
1738257310.457266,1813655.000,8356,2,AK,1,100,RD
1738257313.021860,1816219.500,9140,2,AK,1,100,8357
1738257315.586454,1818784.000,9140,2,AK,1,100,RD
1738257315.587455,1818785.000,9142,2,AK,1,100,8357
1738257315.588454,1818786.000,9142,2,AK,1,100,RD
1738257318.150549,1821348.000,9927,2,AK,1,100,9143
1738257320.712643,1823910.000,9927,2,AK,1,100,RD
1738257320.715643,1823913.000,9929,2,AK,1,100,9143
