LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738260741.739619,594272,27930,1,SR,1,100,0.133333
1738260742.006629,594539,27964,1,SR,1,100,0.133333
1738260742.272640,594805,27996,1,SR,1,100,0.066667
1738260742.606652,595139,28079,1,SR,1,100,0.200000
1738260743.206675,595739,28146,1,SR,1,100,0.066667
1738260743.406683,595939,28182,1,SR,1,100,0.066667
1738260743.873700,596406,28293,1,SR,1,100,0.333333
1738260744.339718,596872,28326,1,SR,1,100,0.133333
1738260744.605728,597138,28405,1,SR,1,100,0.333333
1738260745.473761,598006,28519,1,SR,1,100,0.133333
1738260745.873776,598406,28586,1,SR,1,100,0.200000
1738260746.472799,599005,28664,1,SR,1,100,0.066667
1738260749.872928,602405,29195,1,SR,1,100,0.066667
1738260752.673034,605205,29640,1,SR,1,100,0.066667
1738260753.206054,605738,29719,1,SR,1,100,0.066667
1738260754.406100,606938,29931,1,SR,1,100,0.200000
1738260754.872118,607404,29981,1,SR,1,100,0.066667
1738261555.422496,1407924,23673,1,SR,1,100,0.266667
1738261559.288643,1411790,24264,1,SR,1,100,0.200000
1738261561.155714,1413657,24549,1,SR,1,100,0.133333
1738261636.550575,1489049,36303,1,SR,1,100,0.066667
1738261645.616919,1498115,37750,1,SR,1,100,0.266667
1738261917.067219,1769555,14420,1,SR,1,100,0.133333
1738262164.385604,2016864,52915,1,SR,1,100,0.266667
