LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738260741.739619,594272,27929,1,SA,1,100,0.000089
1738260742.006629,594539,27963,1,SA,1,100,0.000069
1738260742.272640,594805,27995,1,SA,1,100,0.000048
1738260742.606652,595139,28078,1,SA,1,100,0.000117
1738260743.206675,595739,28145,1,SA,1,100,0.000028
1738260743.406683,595939,28181,1,SA,1,100,0.000041
1738260743.873700,596406,28292,1,SA,1,100,0.000166
1738260744.339718,596872,28325,1,SA,1,100,0.000062
1738260744.605728,597138,28404,1,SA,1,100,0.000187
1738260745.473761,598006,28518,1,SA,1,100,0.000069
1738260745.873776,598406,28585,1,SA,1,100,0.000076
1738260746.472799,599005,28663,1,SA,1,100,0.000021
1738260749.872928,602405,29194,1,SA,1,100,0.000042
1738260752.673034,605205,29639,1,SA,1,100,0.000021
1738260753.206054,605738,29718,1,SA,1,100,0.000028
1738260754.406100,606938,29930,1,SA,1,100,0.000071
1738260754.872118,607404,29980,1,SA,1,100,0.000036
1738261555.422496,1407924,23672,1,SA,1,100,0.002602
1738261559.288643,1411790,24263,1,SA,1,100,0.000507
1738261561.155714,1413657,24548,1,SA,1,100,0.000036
1738261636.550575,1489049,36302,1,SA,1,100,0.000012
1738261645.616919,1498115,37749,1,SA,1,100,0.000159
1738261917.067219,1769555,14419,1,SA,1,100,0.000027
1738262164.385604,2016864,52914,1,SA,1,100,0.049101
