LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738260743.584689,596117,28179,1,BI,1,100,2140
1738260745.217752,597750,28438,1,BI,1,100,1620
1738260746.023782,598556,28566,1,BI,1,100,800
1738260747.867852,600400,28854,1,BI,1,100,1840
1738260748.567878,601100,28973,1,BI,1,100,690
1738260749.876928,602409,29177,1,BI,1,100,1310
1738260751.733999,604266,29460,1,BI,1,100,1840
1738260752.600032,605132,29605,1,BI,1,100,860
1738260753.657072,606189,29772,1,BI,1,100,1060
1738260754.727112,607259,29946,1,BI,1,100,1060
1738260755.377137,607909,30044,1,BI,1,100,650
1738260756.593183,609125,30233,1,BI,1,100,1210
1738260757.473217,610005,30378,1,BI,1,100,870
1738260758.316248,610848,30504,1,BI,1,100,840
1738260759.350288,611882,30667,1,BI,1,100,1030
1738260760.269323,612801,30809,1,BI,1,100,910
1738260761.263360,613795,30966,1,BI,1,100,990
1738260762.223397,614755,31109,1,BI,1,100,960
1738260763.060428,615592,31252,1,BI,1,100,830
1738260763.883460,616415,31384,1,BI,1,100,820
1738260764.536484,617068,31480,1,BI,1,100,650
1738260766.122545,618654,31731,1,BI,1,100,1570
1738260767.006578,619538,31857,1,BI,1,100,880
1738260767.999616,620531,32016,1,BI,1,100,990
1738260768.912651,621444,32164,1,BI,1,100,910
1738260769.725681,622257,32291,1,BI,1,100,810
1738260770.715719,623247,32434,1,BI,1,100,980
1738260771.698756,624230,32591,1,BI,1,100,980
1738260772.628792,625160,32735,1,BI,1,100,930
1738260773.705832,626237,32909,1,BI,1,100,1070
1738260774.741872,627273,33070,1,BI,1,100,1030
1738260775.621905,628153,33197,1,BI,1,100,870
1738260776.375934,628907,33323,1,BI,1,100,750
1738260777.228966,629760,33450,1,BI,1,100,850
1738260777.918992,630450,33562,1,BI,1,100,690
1738260778.635020,631166,33673,1,BI,1,100,710
1738260779.355047,631886,33792,1,BI,1,100,720
1738260780.095075,632626,33902,1,BI,1,100,730
1738260780.928107,633459,34030,1,BI,1,100,830
1738260781.865142,634396,34172,1,BI,1,100,930
1738260782.765176,635296,34315,1,BI,1,100,900
1738260783.758214,636289,34473,1,BI,1,100,990
1738260784.758252,637289,34619,1,BI,1,100,990
1738260785.675287,638206,34761,1,BI,1,100,910
1738260786.498318,639029,34888,1,BI,1,100,820
1738260787.551358,640082,35064,1,BI,1,100,1050
1738260788.391390,640922,35190,1,BI,1,100,830
1738260789.184420,641715,35317,1,BI,1,100,790
1738260789.914448,642445,35418,1,BI,1,100,730
1738260790.714478,643245,35544,1,BI,1,100,790
1738260791.444506,643975,35654,1,BI,1,100,730
1738260792.141532,644672,35765,1,BI,1,100,690
1738260792.914561,645445,35895,1,BI,1,100,770
1738260793.664590,646195,36005,1,BI,1,100,750
1738260794.524622,647055,36154,1,BI,1,100,850
1738260795.427657,647958,36280,1,BI,1,100,900
1738260796.390693,648921,36438,1,BI,1,100,960
1738260797.310728,649841,36580,1,BI,1,100,920
1738260798.113759,650644,36709,1,BI,1,100,790
1738260798.987792,651518,36835,1,BI,1,100,870
1738260799.977829,652508,36984,1,BI,1,100,990
1738260800.963867,653494,37142,1,BI,1,100,980
1738260801.986906,654517,37299,1,BI,1,100,1020
1738260802.903940,655434,37443,1,BI,1,100,910
1738260803.836976,656367,37601,1,BI,1,100,930
1738260804.597005,657127,37712,1,BI,1,100,750
1738260805.310032,657840,37811,1,BI,1,100,710
1738260805.407035,657937,37828,1,BI,1,100,100
1738260806.007058,658537,37923,1,BI,1,100,600
1738260806.697084,659227,38035,1,BI,1,100,680
1738260807.424112,659954,38145,1,BI,1,100,720
1738260808.177140,660707,38274,1,BI,1,100,750
1738260809.030173,661560,38400,1,BI,1,100,850
1738260809.883205,662413,38550,1,BI,1,100,850
1738260810.797240,663327,38678,1,BI,1,100,910
1738260811.716275,664246,38819,1,BI,1,100,910
1738260812.750314,665280,38978,1,BI,1,100,1030
1738260813.656348,666186,39121,1,BI,1,100,900
1738260814.566383,667096,39263,1,BI,1,100,910
1738260815.410415,667940,39394,1,BI,1,100,840
