RD,TS_received,TS_sent,AK,RoundTrip,
1446078,1446091,2025-01-30_11-26-33-584609,1446092,13,
1451217,1451231,2025-01-30_11-26-38-725001,1451233,14,
1456324,1461450,2025-01-30_11-26-43-832578,1461454,5126,
1461458,1466574,2025-01-30_11-26-49-057038,1466575,5116,
1466579,1471694,2025-01-30_11-26-54-196485,1471695,5115,
1471699,1471726,2025-01-30_11-26-59-217637,1471727,27,
1476822,1481941,2025-01-30_11-27-04-473150,1481946,5119,
1481949,1481999,2025-01-30_11-27-09-492719,1482000,50,
1487067,1487086,2025-01-30_11-27-14-576568,1487087,19,
1492186,1492202,2025-01-30_11-27-19-696556,1492203,16,
1497318,1502454,2025-01-30_11-27-25-071828,1502455,5136,
1502458,1507586,2025-01-30_11-27-30-121109,1507587,5128,
1507590,1512710,2025-01-30_11-27-35-156612,1512711,5120,
1512718,1512743,2025-01-30_11-27-40-231113,1512744,25,
1517843,1522982,2025-01-30_11-27-45-414385,1522984,5139,
1522987,1523022,2025-01-30_11-27-50-515755,1523023,35,
1528121,1528141,2025-01-30_11-27-55-637536,1528143,20,
1533234,1538349,2025-01-30_11-28-00-746047,1538354,5115,
1538358,1543491,2025-01-30_11-28-05-978059,1543492,5133,
1543495,1543514,2025-01-30_11-28-11-007476,1543515,19,
1548621,1548640,2025-01-30_11-28-16-135250,1548641,19,
1553744,1558859,2025-01-30_11-28-21-310067,1558860,5115,
1558863,1563987,2025-01-30_11-28-26-521269,1563992,5124,
1563995,1569119,2025-01-30_11-28-31-534838,1569123,5124,
1569126,1574253,2025-01-30_11-28-36-657612,1574257,5127,
1574260,1579372,2025-01-30_11-28-41-951018,1579377,5112,
1579380,1584502,2025-01-30_11-28-47-084042,1584503,5122,
1584509,1589646,2025-01-30_11-28-52-035406,1589647,5137,
1589650,1589669,2025-01-30_11-28-57-163634,1589671,19,
1594769,1594783,2025-01-30_11-29-02-281672,1594784,14,
1599898,1605006,2025-01-30_11-29-07-488753,1605008,5108,
1605014,1610137,2025-01-30_11-29-12-538842,1610138,5123,
1610141,1610161,2025-01-30_11-29-17-658154,1610162,20,
1615265,1620381,2025-01-30_11-29-22-842023,1620387,5116,
1620390,1620479,2025-01-30_11-29-27-972425,1620480,89,
1625510,1630630,2025-01-30_11-29-33-179075,1630631,5120,
1630638,1630678,2025-01-30_11-29-38-176987,1630679,40,
1635764,1635797,2025-01-30_11-29-43-293192,1635798,33,
1640878,1646001,2025-01-30_11-29-48-564795,1646002,5123,
1646005,1646063,2025-01-30_11-29-53-559831,1646065,58,
1651124,1651150,2025-01-30_11-29-58-646734,1651151,26,
1656265,1656283,2025-01-30_11-30-03-782908,1656284,18,
1661401,1661502,2025-01-30_11-30-09-000224,1661503,101,
1666516,1671669,2025-01-30_11-30-14-114394,1671674,5153,
1671678,1671694,2025-01-30_11-30-19-196583,1671695,16,
1676801,1676821,2025-01-30_11-30-24-320236,1676834,20,
1681932,1681967,2025-01-30_11-30-29-470540,1681969,35,
1687040,1687063,2025-01-30_11-30-34-564878,1687064,23,
1692150,1692235,2025-01-30_11-30-39-724820,1692236,85,
1697259,1702373,2025-01-30_11-30-44-830886,1702378,5114,
1702381,1707492,2025-01-30_11-30-50-003677,1707496,5111,
1707500,1707582,2025-01-30_11-30-55-051319,1707583,82,
1712607,1712646,2025-01-30_11-31-00-148575,1712648,39,
1717711,1717726,2025-01-30_11-31-05-230702,1717728,15,
1722849,1722951,2025-01-30_11-31-10-443362,1727968,102,
1727975,1733099,2025-01-30_11-31-15-584804,1733100,5124,
1733103,1733166,2025-01-30_11-31-20-670333,1733167,63,
1738214,1738232,2025-01-30_11-31-25-732745,1738233,18,
1743322,1748440,2025-01-30_11-31-30-946119,1748441,5118,
1748444,1748539,2025-01-30_11-31-36-040293,1748540,95,
1753564,1753612,2025-01-30_11-31-41-116378,1753614,48,
1758671,1758705,2025-01-30_11-31-46-207474,1758706,34,
1763780,1768905,2025-01-30_11-31-51-377590,1768906,5125,
1768909,1774024,2025-01-30_11-31-56-623903,1774026,5115,
1774029,1774081,2025-01-30_11-32-01-583880,1774082,52,
1779136,1779150,2025-01-30_11-32-06-655172,1779152,14,
1784243,1784270,2025-01-30_11-32-11-773103,1784271,27,
1789355,1794464,2025-01-30_11-32-16-896682,1794466,5109,
1794469,1799585,2025-01-30_11-32-22-027440,1799586,5116,
1799589,1804708,2025-01-30_11-32-27-110934,1804709,5119,
1804716,1804794,2025-01-30_11-32-32-296686,1804796,78,
1809821,1814947,2025-01-30_11-32-37-379818,1814949,5126,
1814956,1820093,2025-01-30_11-32-42-541166,1820094,5137,
1820101,1820126,2025-01-30_11-32-47-624493,1820127,25,
1825206,1830329,2025-01-30_11-32-52-732877,1830330,5123,
1830333,1835473,2025-01-30_11-32-57-986378,1835474,5140,
1835477,1835511,2025-01-30_11-33-03-014823,1835512,34,
1840583,1840604,2025-01-30_11-33-08-112277,1840606,21,
1845691,1845724,2025-01-30_11-33-13-222880,1845725,33,
1850802,1850819,2025-01-30_11-33-18-326886,1850820,17,
1855943,1855962,2025-01-30_11-33-23-468553,1855963,19,
1861051,1861070,2025-01-30_11-33-28-579067,1861071,19,
1866193,1866210,2025-01-30_11-33-33-716093,1866215,17,
1871300,1876419,2025-01-30_11-33-38-825055,1876420,5119,
1876428,1876493,2025-01-30_11-33-43-993667,1876494,65,
1881529,1881560,2025-01-30_11-33-49-068241,1881561,31,
1886640,1886658,2025-01-30_11-33-54-166281,1886659,18,
1891772,1891790,2025-01-30_11-33-59-298986,1891791,18,
1896887,1896931,2025-01-30_11-34-04-432200,1896932,44,
1902019,1902037,2025-01-30_11-34-09-547375,1902038,18,
1907158,1907174,2025-01-30_11-34-14-683528,1907175,16,
1912279,1912297,2025-01-30_11-34-19-807386,1912298,18,
1917401,1917465,2025-01-30_11-34-24-976523,1917466,64,
1922534,1922547,2025-01-30_11-34-30-058525,1922548,13,
1927653,1927669,2025-01-30_11-34-35-182145,1927675,16,
1932763,1932786,2025-01-30_11-34-40-297762,1932787,23,
1937874,1937907,2025-01-30_11-34-45-418380,1937908,33,
1943001,1943020,2025-01-30_11-34-50-530818,1943021,19,
1948115,1948139,2025-01-30_11-34-55-650760,1948141,24,
1953240,1953268,2025-01-30_11-35-00-778666,1953273,28,
1958369,1963475,2025-01-30_11-35-06-038548,1963476,5106,
1963479,1968596,2025-01-30_11-35-11-173204,1968598,5117,
1968604,1973718,2025-01-30_11-35-16-193342,1973719,5114,
1973725,1973745,2025-01-30_11-35-21-254865,1973750,20,
1978849,1978900,2025-01-30_11-35-26-409263,1978902,51,
1983971,1983989,2025-01-30_11-35-31-502334,1983990,18,
1989099,1989177,2025-01-30_11-35-36-690555,1989180,78,
1994220,1994241,2025-01-30_11-35-41-754664,1994243,21,
1999335,2004449,2025-01-30_11-35-46-873492,2004455,5114,
2004459,2004542,2025-01-30_11-35-52-056432,2004547,83,
2009588,2009601,2025-01-30_11-35-57-116151,2009602,13,
2014708,2014745,2025-01-30_11-36-02-255025,2014747,37,
2019839,
