RD,TS_received,TS_sent,AK,RoundTrip,
595867,600975,2025-01-30_11-12-23-489703,600976,5108,
600985,601000,2025-01-30_11-12-28-460105,601001,15,
606088,606114,2025-01-30_11-12-33-574183,606116,26,
611196,611211,2025-01-30_11-12-38-671260,611212,15,
616331,616348,2025-01-30_11-12-43-808246,616353,17,
621437,621526,2025-01-30_11-12-48-985704,621527,89,
626547,631674,2025-01-30_11-12-54-099679,631675,5127,
631678,631703,2025-01-30_11-12-59-164014,631704,25,
636795,641932,2025-01-30_11-13-04-359082,641937,5137,
641940,647064,2025-01-30_11-13-09-527978,647065,5124,
647072,647176,2025-01-30_11-13-14-572368,652196,104,
652203,652250,2025-01-30_11-13-19-693727,652251,47,
657330,662463,2025-01-30_11-13-24-990570,662467,5133,
662471,662495,2025-01-30_11-13-29-952810,662496,24,
667595,667619,2025-01-30_11-13-35-080997,667620,24,
672722,672796,2025-01-30_11-13-40-256651,672800,74,
677845,682954,2025-01-30_11-13-45-324762,682955,5109,
682961,688081,2025-01-30_11-13-50-572488,688082,5120,
688085,693203,2025-01-30_11-13-55-655106,693204,5118,
693207,698311,2025-01-30_11-14-00-811983,698312,5104,
698319,698344,2025-01-30_11-14-05-807493,698345,25,
703446,708575,2025-01-30_11-14-11-073266,708576,5129,
708579,708638,2025-01-30_11-14-16-101797,708639,59,
713711,718829,2025-01-30_11-14-21-235479,718830,5118,
718836,723956,2025-01-30_11-14-26-356954,723957,5120,
723960,729089,2025-01-30_11-14-31-603737,729091,5129,
729095,734221,2025-01-30_11-14-36-680277,734222,5126,
734226,734242,2025-01-30_11-14-41-708441,734243,16,
739343,744462,2025-01-30_11-14-46-894976,744464,5119,
744466,749606,2025-01-30_11-14-52-079768,749608,5140,
749611,749699,2025-01-30_11-14-57-152378,749700,88,
754730,754780,2025-01-30_11-15-02-230417,754782,50,
759874,764996,2025-01-30_11-15-07-533883,764997,5122,
765000,770129,2025-01-30_11-15-12-636097,770130,5129,
770137,770212,2025-01-30_11-15-17-679624,770217,75,
775259,775285,2025-01-30_11-15-22-752275,775286,26,
780385,785503,2025-01-30_11-15-27-949143,785504,5118,
785510,785577,2025-01-30_11-15-33-043979,785578,67,
790636,790669,2025-01-30_11-15-38-124964,790670,33,
795764,795809,2025-01-30_11-15-43-250474,795810,45,
800888,800979,2025-01-30_11-15-48-437852,800980,91,
806004,806061,2025-01-30_11-15-53-525969,806062,57,
811112,811205,2025-01-30_11-15-58-659956,811206,93,
816221,816235,2025-01-30_11-16-03-704039,816240,14,
821350,821453,2025-01-30_11-16-08-840790,826479,103,
826482,826507,2025-01-30_11-16-13-968212,826508,25,
831603,836724,2025-01-30_11-16-19-116002,836725,5121,
836732,841851,2025-01-30_11-16-24-419594,841852,5119,
841853,846990,2025-01-30_11-16-29-341336,846992,5137,
846999,847077,2025-01-30_11-16-34-531639,847078,78,
852103,852183,2025-01-30_11-16-39-652356,852191,80,
857225,857249,2025-01-30_11-16-44-716139,857250,24,
862330,862368,2025-01-30_11-16-49-816010,862370,38,
867438,867534,2025-01-30_11-16-55-004946,867535,96,
872555,872608,2025-01-30_11-17-00-075502,872609,53,
877663,877727,2025-01-30_11-17-05-190680,877728,64,
882771,887881,2025-01-30_11-17-10-323963,887886,5110,
887890,893000,2025-01-30_11-17-15-484518,893004,5110,
893007,898118,2025-01-30_11-17-20-595517,898119,5111,
898125,903246,2025-01-30_11-17-25-628094,903248,5121,
903251,903263,2025-01-30_11-17-30-736345,903265,12,
908356,913463,2025-01-30_11-17-35-943681,913464,5107,
913471,918592,2025-01-30_11-17-41-040646,918594,5121,
918596,918619,2025-01-30_11-17-46-084242,918621,23,
923702,923750,2025-01-30_11-17-51-193750,923752,48,
928810,933927,2025-01-30_11-17-56-421878,933929,5117,
933935,939050,2025-01-30_11-18-01-468551,939054,5115,
939057,944187,2025-01-30_11-18-06-600648,944188,5130,
944191,944273,2025-01-30_11-18-11-746937,944274,82,
949296,954407,2025-01-30_11-18-16-877654,954412,5111,
954416,954492,2025-01-30_11-18-21-963477,954493,76,
959520,959559,2025-01-30_11-18-27-030396,959560,39,
964627,964692,2025-01-30_11-18-32-159501,964693,65,
969737,969771,2025-01-30_11-18-37-243647,969772,34,
974845,979963,2025-01-30_11-18-42-677321,979964,5118,
979970,985084,2025-01-30_11-18-47-511727,985088,5114,
985091,990231,2025-01-30_11-18-52-693602,990236,5140,
990239,990255,2025-01-30_11-18-57-727578,990256,16,
995345,1000454,2025-01-30_11-19-02-981117,1000455,5109,
1000462,1005588,2025-01-30_11-19-08-060407,1005590,5126,
1005596,1010719,2025-01-30_11-19-13-098595,1010720,5123,
1010726,1010780,2025-01-30_11-19-18-248350,1010782,54,
1015832,1020958,2025-01-30_11-19-23-462791,1020959,5126,
1020966,1026090,2025-01-30_11-19-28-556045,1026092,5124,
1026098,1031231,2025-01-30_11-19-33-695644,1031233,5133,
1031236,1036364,2025-01-30_11-19-38-745738,1036365,5128,
1036369,1036412,2025-01-30_11-19-43-888500,1036413,43,
1041472,1046584,2025-01-30_11-19-49-031819,1046589,5112,
1046592,1046609,2025-01-30_11-19-54-084935,1046611,17,
1051718,1051740,2025-01-30_11-19-59-216315,1051741,22,
1056845,1061962,2025-01-30_11-20-04-471163,1061963,5117,
1061967,1062042,2025-01-30_11-20-09-510696,1062043,75,
1067099,1067116,2025-01-30_11-20-14-591890,1067120,17,
1072233,1072248,2025-01-30_11-20-19-727044,1072249,15,
1077366,1077427,2025-01-30_11-20-24-899553,1077429,61,
1082485,1082500,2025-01-30_11-20-29-977525,1082501,15,
1087613,1087658,2025-01-30_11-20-35-137508,1087659,45,
1092734,1092817,2025-01-30_11-20-40-294524,1092818,83,
1097839,1102965,2025-01-30_11-20-45-438723,1102966,5126,
1102972,1103067,2025-01-30_11-20-50-513809,1103069,95,
1108093,1108112,2025-01-30_11-20-55-587972,1108116,19,
1113216,1113236,2025-01-30_11-21-00-713369,1113237,20,
1118335,1118427,2025-01-30_11-21-05-893931,1118428,92,
1123457,1123475,2025-01-30_11-21-10-951277,1123476,18,
1128575,1128596,2025-01-30_11-21-16-075693,1128597,21,
1133710,1133727,2025-01-30_11-21-21-206812,1133729,17,
1138829,1138847,2025-01-30_11-21-26-325380,1138848,18,
1143953,1149078,2025-01-30_11-21-31-560049,1149079,5125,
1149085,1149126,2025-01-30_11-21-36-606532,1149127,41,
1154219,1154245,2025-01-30_11-21-41-721327,1154247,26,
1159344,1159411,2025-01-30_11-21-46-891288,1159413,67,
1164459,1164476,2025-01-30_11-21-51-958765,1164478,17,
1169566,1169582,2025-01-30_11-21-57-064719,1169583,16,
1174703,1174724,2025-01-30_11-22-02-207529,1174725,21,
1179822,1179843,2025-01-30_11-22-07-321964,1179844,21,
1184958,1185011,2025-01-30_11-22-12-482701,1185016,53,
1190097,1190129,2025-01-30_11-22-17-611204,1190130,32,
1195220,1195233,2025-01-30_11-22-22-716817,1195234,13,
1200353,1200389,2025-01-30_11-22-27-872405,1200391,36,
1205473,1205488,2025-01-30_11-22-32-972091,1205489,15,
1210603,1210621,2025-01-30_11-22-38-100296,1210622,18,
1215733,1215747,2025-01-30_11-22-43-231129,1215748,14,
1220857,1225984,2025-01-30_11-22-48-484618,1225986,5127,
1225990,1226099,2025-01-30_11-22-53-554544,1231092,109,
1231095,1236214,2025-01-30_11-22-58-658755,1236215,5119,
1236218,1236245,2025-01-30_11-23-03-722116,1236246,27,
1241351,1241416,2025-01-30_11-23-08-892931,1241418,65,
1246482,1246504,2025-01-30_11-23-13-987261,1246505,22,
1251600,1251644,2025-01-30_11-23-19-104096,1251648,44,
1256717,1256734,2025-01-30_11-23-24-217496,1256735,17,
1261842,1266958,2025-01-30_11-23-29-472444,1266959,5116,
1266962,1267001,2025-01-30_11-23-34-466557,1267002,39,
1272068,1272099,2025-01-30_11-23-39-575433,1272101,31,
1277179,1277212,2025-01-30_11-23-44-695622,1277214,33,
1282287,1282314,2025-01-30_11-23-49-800581,1282315,27,
1287395,1292534,2025-01-30_11-23-54-955768,1292538,5139,
1292542,1292555,2025-01-30_11-24-00-042691,1292556,13,
1297647,1297675,2025-01-30_11-24-05-154941,1297677,28,
1302755,1302769,2025-01-30_11-24-10-257272,1302770,14,
1307892,1313029,2025-01-30_11-24-15-450845,1313031,5137,
1313034,1313083,2025-01-30_11-24-20-569660,1313084,49,
1318139,1318154,2025-01-30_11-24-25-641882,1318156,15,
1323247,1323269,2025-01-30_11-24-30-754533,1323270,22,
1328382,1328459,2025-01-30_11-24-35-926611,1328460,77,
1333489,1333508,2025-01-30_11-24-40-991310,1333509,19,
1338601,1338623,2025-01-30_11-24-46-113103,1338628,22,
1343708,1343733,2025-01-30_11-24-51-219209,1343734,25,
1348855,1353980,2025-01-30_11-24-56-476654,1353981,5125,
1353990,1354044,2025-01-30_11-25-01-502099,1354045,54,
1359093,1359109,2025-01-30_11-25-06-598569,1359111,16,
1364200,1364219,2025-01-30_11-25-11-705853,1364223,19,
1369336,1374467,2025-01-30_11-25-16-945900,1374468,5131,
1374471,1374492,2025-01-30_11-25-21-976835,1374494,21,
1379576,1379603,2025-01-30_11-25-27-090164,1379604,27,
1384684,1384716,2025-01-30_11-25-32-201788,1384717,32,
1389795,1389822,2025-01-30_11-25-37-304854,1389823,27,
1394903,1394960,2025-01-30_11-25-42-441614,1394962,57,
1400010,1400023,2025-01-30_11-25-47-514181,1400024,13,
1405149,1405180,2025-01-30_11-25-52-667018,1405181,31,
1410260,1410277,2025-01-30_11-25-57-768673,1410278,17,
1415396,1415490,2025-01-30_11-26-02-968593,1415492,94,
1420504,1420553,2025-01-30_11-26-08-023758,1420554,49,
1425611,1425625,2025-01-30_11-26-13-117474,1425626,14,
1430747,1430768,2025-01-30_11-26-18-258250,1430770,21,
1435859,1440969,2025-01-30_11-26-23-404885,1440970,5110,
1440978,1441017,2025-01-30_11-26-28-500888,1441018,39,
