LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1738260743.332680,595865.000,28142,1,TL,1,100,2025-01-30_11-12-18-325498
1738260748.442874,600975.000,28950,1,TL,1,100,2025-01-30_11-12-23-489703
1738260748.449874,600982.000,28952,1,TL,1,100,2025-01-30_11-12-23-503810
1738260748.467875,601000.000,28955,1,TL,1,100,2025-01-30_11-12-28-460105
1738260753.554068,606086.000,29751,1,TL,1,100,2025-01-30_11-12-28-538860
1738260753.582069,606114.000,29754,1,TL,1,100,2025-01-30_11-12-33-574183
1738260758.662261,611194.000,30552,1,TL,1,100,2025-01-30_11-12-33-610084
1738260758.679262,611211.000,30555,1,TL,1,100,2025-01-30_11-12-38-671260
1738260763.795456,616327.000,31363,1,TL,1,100,2025-01-30_11-12-38-711387
1738260763.816457,616348.000,31366,1,TL,1,100,2025-01-30_11-12-43-808246
1738260768.903650,621435.000,32159,1,TL,1,100,2025-01-30_11-12-43-913603
1738260768.994654,621526.000,32162,1,TL,1,100,2025-01-30_11-12-48-985704
1738260774.013844,626545.000,32957,1,TL,1,100,2025-01-30_11-12-49-027872
1738260779.143039,631674.000,33753,1,TL,1,100,2025-01-30_11-12-54-099679
1738260779.145039,631676.000,33755,1,TL,1,100,2025-01-30_11-12-54-164375
1738260779.172040,631703.000,33758,1,TL,1,100,2025-01-30_11-12-59-164014
1738260784.262233,636793.000,34553,1,TL,1,100,2025-01-30_11-12-59-281496
1738260789.401428,641932.000,35348,1,TL,1,100,2025-01-30_11-13-04-359082
1738260789.407428,641938.000,35350,1,TL,1,100,2025-01-30_11-13-04-414395
1738260794.533623,647064.000,36147,1,TL,1,100,2025-01-30_11-13-09-527978
1738260794.539623,647070.000,36149,1,TL,1,100,2025-01-30_11-13-09-612520
1738260794.645627,647176.000,36152,1,TL,1,100,2025-01-30_11-13-14-572368
1738260799.666818,652197.000,36946,1,TL,1,100,2025-01-30_11-13-14-676552
1738260799.719820,652250.000,36949,1,TL,1,100,2025-01-30_11-13-19-693727
1738260804.798012,657328.000,37745,1,TL,1,100,2025-01-30_11-13-19-891145
1738260809.933207,662463.000,38542,1,TL,1,100,2025-01-30_11-13-24-990570
1738260809.939207,662469.000,38544,1,TL,1,100,2025-01-30_11-13-24-994530
1738260809.965208,662495.000,38547,1,TL,1,100,2025-01-30_11-13-29-952810
1738260815.063402,667593.000,39342,1,TL,1,100,2025-01-30_11-13-30-118953
1738260815.089403,667619.000,39345,1,TL,1,100,2025-01-30_11-13-35-080997
1738260820.190596,672720.000,40142,1,TL,1,100,2025-01-30_11-13-35-223003
1738260820.266599,672796.000,40145,1,TL,1,100,2025-01-30_11-13-40-256651
1738260825.314791,677844.000,40940,1,TL,1,100,2025-01-30_11-13-40-356201
1738260830.424985,682954.000,41735,1,TL,1,100,2025-01-30_11-13-45-324762
1738260830.430985,682960.000,41737,1,TL,1,100,2025-01-30_11-13-45-677112
1738260835.552179,688081.000,42537,1,TL,1,100,2025-01-30_11-13-50-572488
1738260835.554179,688083.000,42539,1,TL,1,100,2025-01-30_11-13-50-619476
1738260840.674374,693203.000,43334,1,TL,1,100,2025-01-30_11-13-55-655106
1738260840.676374,693205.000,43336,1,TL,1,100,2025-01-30_11-13-55-706552
1738260845.782568,698311.000,44117,1,TL,1,100,2025-01-30_11-14-00-811983
1738260845.784568,698313.000,44119,1,TL,1,100,2025-01-30_11-14-00-988030
1738260845.815569,698344.000,44122,1,TL,1,100,2025-01-30_11-14-05-807493
1738260850.916762,703445.000,44916,1,TL,1,100,2025-01-30_11-14-05-985252
1738260856.046957,708575.000,45711,1,TL,1,100,2025-01-30_11-14-11-073266
1738260856.048957,708577.000,45713,1,TL,1,100,2025-01-30_11-14-11-099421
1738260856.109959,708638.000,45716,1,TL,1,100,2025-01-30_11-14-16-101797
1738260861.181152,713709.000,46514,1,TL,1,100,2025-01-30_11-14-16-188952
1738260866.301346,718829.000,47309,1,TL,1,100,2025-01-30_11-14-21-235479
1738260866.303346,718831.000,47311,1,TL,1,100,2025-01-30_11-14-21-321066
1738260871.428541,723956.000,48109,1,TL,1,100,2025-01-30_11-14-26-356954
1738260871.431541,723959.000,48111,1,TL,1,100,2025-01-30_11-14-26-615845
1738260876.561735,729089.000,48907,1,TL,1,100,2025-01-30_11-14-31-603737
1738260876.565736,729093.000,48909,1,TL,1,100,2025-01-30_11-14-31-607695
1738260881.693930,734221.000,49706,1,TL,1,100,2025-01-30_11-14-36-680277
1738260881.696930,734224.000,49708,1,TL,1,100,2025-01-30_11-14-36-814739
1738260881.714931,734242.000,49711,1,TL,1,100,2025-01-30_11-14-41-708441
1738260886.813124,739340.000,50506,1,TL,1,100,2025-01-30_11-14-41-911537
1738260891.935319,744462.000,51301,1,TL,1,100,2025-01-30_11-14-46-894976
1738260891.938319,744465.000,51303,1,TL,1,100,2025-01-30_11-14-46-992162
1738260897.079514,749606.000,52101,1,TL,1,100,2025-01-30_11-14-52-079768
1738260897.082514,749609.000,52103,1,TL,1,100,2025-01-30_11-14-52-085996
1738260897.172518,749699.000,52106,1,TL,1,100,2025-01-30_11-14-57-152378
1738260902.201709,754728.000,52901,1,TL,1,100,2025-01-30_11-14-57-221620
1738260902.253711,754780.000,52904,1,TL,1,100,2025-01-30_11-15-02-230417
1738260907.345904,759872.000,53701,1,TL,1,100,2025-01-30_11-15-02-366555
1738260912.470098,764996.000,54497,1,TL,1,100,2025-01-30_11-15-07-533883
1738260912.472098,764998.000,54499,1,TL,1,100,2025-01-30_11-15-07-537114
1738260917.603293,770129.000,55295,1,TL,1,100,2025-01-30_11-15-12-636097
1738260917.605293,770131.000,55297,1,TL,1,100,2025-01-30_11-15-12-640359
1738260917.686296,770212.000,55300,1,TL,1,100,2025-01-30_11-15-17-679624
1738260922.731488,775257.000,56096,1,TL,1,100,2025-01-30_11-15-17-745569
