LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1738260741.900625,594433.000,27920,1,AX,1,100,0.388
1738260741.941127,594473.500,27937,2,AX,1,100,0.384
1738260741.981629,594514.000,27937,2,AX,1,100,0.386
1738260742.021297,594553.667,27954,3,AX,1,100,0.391
1738260742.060965,594593.333,27954,3,AX,1,100,0.383
1738260742.100633,594633.000,27954,3,AX,1,100,0.387
1738260742.140635,594673.000,27971,3,AX,1,100,0.396
1738260742.180636,594713.000,27971,3,AX,1,100,0.386
1738260742.220638,594753.000,27971,3,AX,1,100,0.388
1738260742.260639,594793.000,27986,2,AX,1,100,0.384
1738260742.300641,594833.000,27986,2,AX,1,100,0.386
1738260742.340642,594873.000,28004,3,AX,1,100,0.377
1738260742.380644,594913.000,28004,3,AX,1,100,0.392
1738260742.420645,594953.000,28004,3,AX,1,100,0.369
1738260742.460647,594993.000,28022,2,AX,1,100,0.387
1738260742.500648,595033.000,28022,2,AX,1,100,0.385
1738260742.540650,595073.000,28037,3,AX,1,100,0.384
1738260742.580651,595113.000,28037,3,AX,1,100,0.391
1738260742.620653,595153.000,28037,3,AX,1,100,0.379
1738260742.660654,595193.000,28053,2,AX,1,100,0.394
1738260742.700656,595233.000,28053,2,AX,1,100,0.391
1738260742.745324,595277.667,28068,3,AX,1,100,0.389
1738260742.789993,595322.333,28068,3,AX,1,100,0.387
1738260742.834661,595367.000,28068,3,AX,1,100,0.392
1738260742.874662,595407.000,28086,2,AX,1,100,0.384
1738260742.914664,595447.000,28086,2,AX,1,100,0.386
1738260742.954666,595487.000,28101,3,AX,1,100,0.394
1738260742.994667,595527.000,28101,3,AX,1,100,0.381
1738260743.034669,595567.000,28101,3,AX,1,100,0.391
1738260743.074670,595607.000,28118,2,AX,1,100,0.385
1738260743.114672,595647.000,28118,2,AX,1,100,0.386
1738260743.154673,595687.000,28132,3,AX,1,100,0.381
1738260743.194675,595727.000,28132,3,AX,1,100,0.386
1738260743.234676,595767.000,28132,3,AX,1,100,0.384
1738260743.274678,595807.000,28154,5,AX,1,100,0.384
1738260743.314679,595847.000,28154,5,AX,1,100,0.386
1738260743.354681,595887.000,28154,5,AX,1,100,0.382
1738260743.394682,595927.000,28154,5,AX,1,100,0.391
1738260743.434684,595967.000,28154,5,AX,1,100,0.378
1738260743.474685,596007.000,28170,2,AX,1,100,0.376
1738260743.514687,596047.000,28170,2,AX,1,100,0.386
1738260743.554688,596087.000,28188,3,AX,1,100,0.378
1738260743.594690,596127.000,28188,3,AX,1,100,0.383
1738260743.634691,596167.000,28188,3,AX,1,100,0.387
1738260743.674693,596207.000,28205,2,AX,1,100,0.380
1738260743.714694,596247.000,28205,2,AX,1,100,0.382
1738260743.754696,596287.000,28220,3,AX,1,100,0.380
1738260743.794698,596327.000,28220,3,AX,1,100,0.383
1738260743.834699,596367.000,28220,3,AX,1,100,0.392
1738260743.874701,596407.000,28236,2,AX,1,100,0.389
1738260743.914702,596447.000,28236,2,AX,1,100,0.389
1738260743.954370,596486.667,28250,3,AX,1,100,0.386
1738260743.994038,596526.333,28250,3,AX,1,100,0.384
1738260744.033706,596566.000,28250,3,AX,1,100,0.379
1738260744.074208,596606.500,28267,2,AX,1,100,0.391
1738260744.114710,596647.000,28267,2,AX,1,100,0.374
1738260744.159045,596691.333,28282,3,AX,1,100,0.381
1738260744.203380,596735.667,28282,3,AX,1,100,0.381
1738260744.247715,596780.000,28282,3,AX,1,100,0.373
1738260744.287716,596820.000,28300,2,AX,1,100,0.384
1738260744.327718,596860.000,28300,2,AX,1,100,0.379
1738260744.367719,596900.000,28315,3,AX,1,100,0.378
1738260744.407721,596940.000,28315,3,AX,1,100,0.377
1738260744.447722,596980.000,28315,3,AX,1,100,0.382
1738260744.487724,597020.000,28333,2,AX,1,100,0.377
1738260744.527725,597060.000,28333,2,AX,1,100,0.378
1738260744.567727,597100.000,28348,3,AX,1,100,0.380
1738260744.607728,597140.000,28348,3,AX,1,100,0.374
1738260744.647730,597180.000,28348,3,AX,1,100,0.377
1738260744.687731,597220.000,28365,2,AX,1,100,0.382
1738260744.727733,597260.000,28365,2,AX,1,100,0.378
1738260744.767734,597300.000,28379,3,AX,1,100,0.372
1738260744.807736,597340.000,28379,3,AX,1,100,0.378
1738260744.847737,597380.000,28379,3,AX,1,100,0.371
1738260744.887739,597420.000,28395,2,AX,1,100,0.372
1738260744.927740,597460.000,28395,2,AX,1,100,0.384
1738260744.967742,597500.000,28412,3,AX,1,100,0.369
1738260745.007743,597540.000,28412,3,AX,1,100,0.383
1738260745.047745,597580.000,28412,3,AX,1,100,0.379
1738260745.087746,597620.000,28429,2,AX,1,100,0.354
1738260745.127748,597660.000,28429,2,AX,1,100,0.385
1738260745.167750,597700.000,28445,3,AX,1,100,0.379
1738260745.207751,597740.000,28445,3,AX,1,100,0.390
1738260745.247753,597780.000,28445,3,AX,1,100,0.363
1738260745.287754,597820.000,28461,2,AX,1,100,0.367
1738260745.327756,597860.000,28461,2,AX,1,100,0.365
1738260745.372091,597904.333,28477,3,AX,1,100,0.384
1738260745.416426,597948.667,28477,3,AX,1,100,0.371
1738260745.460761,597993.000,28477,3,AX,1,100,0.375
1738260745.500762,598033.000,28493,2,AX,1,100,0.380
1738260745.540764,598073.000,28493,2,AX,1,100,0.388
1738260745.580765,598113.000,28508,3,AX,1,100,0.379
1738260745.620767,598153.000,28508,3,AX,1,100,0.386
1738260745.660768,598193.000,28508,3,AX,1,100,0.379
1738260745.700770,598233.000,28526,2,AX,1,100,0.382
1738260745.740771,598273.000,28526,2,AX,1,100,0.371
1738260745.780773,598313.000,28541,3,AX,1,100,0.375
1738260745.820774,598353.000,28541,3,AX,1,100,0.376
1738260745.860776,598393.000,28541,3,AX,1,100,0.373
