LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738260741.914626,594447.000,27919,4,PG,1,100,6185
1738260741.914626,594447.000,27919,4,PG,1,100,6177
1738260741.914626,594447.000,27919,4,PG,1,100,6184
1738260741.914626,594447.000,27919,4,PG,1,100,6166
1738260741.924960,594457.333,27933,9,PG,1,100,6179
1738260741.935293,594467.667,27933,9,PG,1,100,6185
1738260741.945627,594478.000,27933,9,PG,1,100,6196
1738260741.955961,594488.333,27933,9,PG,1,100,6174
1738260741.966295,594498.667,27933,9,PG,1,100,6162
1738260741.976629,594509.000,27933,9,PG,1,100,6184
1738260741.986962,594519.333,27933,9,PG,1,100,6181
1738260741.997296,594529.667,27933,9,PG,1,100,6195
1738260742.007630,594540.000,27933,9,PG,1,100,6209
1738260742.018330,594550.700,27950,10,PG,1,100,6176
1738260742.029030,594561.400,27950,10,PG,1,100,6161
1738260742.039731,594572.100,27950,10,PG,1,100,6198
1738260742.050431,594582.800,27950,10,PG,1,100,6183
1738260742.061132,594593.500,27950,10,PG,1,100,6167
1738260742.071832,594604.200,27950,10,PG,1,100,6163
1738260742.082532,594614.900,27950,10,PG,1,100,6151
1738260742.093233,594625.600,27950,10,PG,1,100,6159
1738260742.103933,594636.300,27950,10,PG,1,100,6173
1738260742.114634,594647.000,27950,10,PG,1,100,6174
1738260742.124270,594656.636,27967,11,PG,1,100,6200
1738260742.133907,594666.273,27967,11,PG,1,100,6185
1738260742.143544,594675.909,27967,11,PG,1,100,6165
1738260742.153181,594685.545,27967,11,PG,1,100,6162
1738260742.162817,594695.182,27967,11,PG,1,100,6163
1738260742.172454,594704.818,27967,11,PG,1,100,6154
1738260742.182091,594714.455,27967,11,PG,1,100,6164
1738260742.191727,594724.091,27967,11,PG,1,100,6179
1738260742.201364,594733.727,27967,11,PG,1,100,6200
1738260742.211001,594743.364,27967,11,PG,1,100,6157
1738260742.220638,594753.000,27967,11,PG,1,100,6178
1738260742.231082,594763.444,27983,9,PG,1,100,6191
1738260742.241527,594773.889,27983,9,PG,1,100,6151
1738260742.251972,594784.333,27983,9,PG,1,100,6196
1738260742.262417,594794.778,27983,9,PG,1,100,6159
1738260742.272862,594805.222,27983,9,PG,1,100,6156
1738260742.283307,594815.667,27983,9,PG,1,100,6181
1738260742.293751,594826.111,27983,9,PG,1,100,6151
1738260742.304196,594836.556,27983,9,PG,1,100,6167
1738260742.314641,594847.000,27983,9,PG,1,100,6158
1738260742.324278,594856.636,28000,11,PG,1,100,6195
1738260742.333915,594866.273,28000,11,PG,1,100,6162
1738260742.343551,594875.909,28000,11,PG,1,100,6179
1738260742.353188,594885.545,28000,11,PG,1,100,6168
1738260742.362825,594895.182,28000,11,PG,1,100,6185
1738260742.372462,594904.818,28000,11,PG,1,100,6189
1738260742.382098,594914.455,28000,11,PG,1,100,6170
1738260742.391735,594924.091,28000,11,PG,1,100,6145
1738260742.401372,594933.727,28000,11,PG,1,100,6146
1738260742.411009,594943.364,28000,11,PG,1,100,6199
1738260742.420645,594953.000,28000,11,PG,1,100,6170
1738260742.430373,594962.727,28018,11,PG,1,100,6170
1738260742.440101,594972.455,28018,11,PG,1,100,6204
1738260742.449828,594982.182,28018,11,PG,1,100,6181
1738260742.459556,594991.909,28018,11,PG,1,100,6170
1738260742.469284,595001.636,28018,11,PG,1,100,6184
1738260742.479011,595011.364,28018,11,PG,1,100,6135
1738260742.488739,595021.091,28018,11,PG,1,100,6154
1738260742.498466,595030.818,28018,11,PG,1,100,6168
1738260742.508194,595040.545,28018,11,PG,1,100,6165
1738260742.517922,595050.273,28018,11,PG,1,100,6144
1738260742.527649,595060.000,28018,11,PG,1,100,6181
1738260742.537983,595070.333,28033,9,PG,1,100,6141
1738260742.548317,595080.667,28033,9,PG,1,100,6167
1738260742.558650,595091.000,28033,9,PG,1,100,6182
1738260742.568984,595101.333,28033,9,PG,1,100,6146
1738260742.579318,595111.667,28033,9,PG,1,100,6190
1738260742.589652,595122.000,28033,9,PG,1,100,6159
1738260742.599985,595132.333,28033,9,PG,1,100,6169
1738260742.610319,595142.667,28033,9,PG,1,100,6161
1738260742.620653,595153.000,28033,9,PG,1,100,6150
1738260742.631353,595163.700,28049,10,PG,1,100,6163
1738260742.642054,595174.400,28049,10,PG,1,100,6153
1738260742.652754,595185.100,28049,10,PG,1,100,6164
1738260742.663455,595195.800,28049,10,PG,1,100,6133
1738260742.674155,595206.500,28049,10,PG,1,100,6144
1738260742.684855,595217.200,28049,10,PG,1,100,6141
1738260742.695556,595227.900,28049,10,PG,1,100,6167
1738260742.706256,595238.600,28049,10,PG,1,100,6175
1738260742.716957,595249.300,28049,10,PG,1,100,6143
1738260742.727657,595260.000,28049,10,PG,1,100,6179
1738260742.737385,595269.727,28065,11,PG,1,100,6139
1738260742.747112,595279.455,28065,11,PG,1,100,6176
1738260742.756840,595289.182,28065,11,PG,1,100,6136
1738260742.766567,595298.909,28065,11,PG,1,100,6147
1738260742.776295,595308.636,28065,11,PG,1,100,6129
1738260742.786023,595318.364,28065,11,PG,1,100,6166
1738260742.795750,595328.091,28065,11,PG,1,100,6154
1738260742.805478,595337.818,28065,11,PG,1,100,6151
1738260742.815206,595347.545,28065,11,PG,1,100,6167
1738260742.824933,595357.273,28065,11,PG,1,100,6155
1738260742.834661,595367.000,28065,11,PG,1,100,6149
1738260742.844995,595377.333,28082,9,PG,1,100,6160
1738260742.855329,595387.667,28082,9,PG,1,100,6127
1738260742.865662,595398.000,28082,9,PG,1,100,6177
1738260742.875996,595408.333,28082,9,PG,1,100,6148
1738260742.886330,595418.667,28082,9,PG,1,100,6141
1738260742.896663,595429.000,28082,9,PG,1,100,6173
1738260742.906997,595439.333,28082,9,PG,1,100,6141
1738260742.917331,595449.667,28082,9,PG,1,100,6147
1738260742.927665,595460.000,28082,9,PG,1,100,6117
1738260742.937392,595469.727,28097,11,PG,1,100,6169
1738260742.947120,595479.455,28097,11,PG,1,100,6153
1738260742.956847,595489.182,28097,11,PG,1,100,6157
1738260742.966575,595498.909,28097,11,PG,1,100,6175
1738260742.976303,595508.636,28097,11,PG,1,100,6143
1738260742.986030,595518.364,28097,11,PG,1,100,6140
1738260742.995758,595528.091,28097,11,PG,1,100,6142
1738260743.005486,595537.818,28097,11,PG,1,100,6142
1738260743.015213,595547.545,28097,11,PG,1,100,6144
1738260743.024941,595557.273,28097,11,PG,1,100,6160
1738260743.034669,595567.000,28097,11,PG,1,100,6159
1738260743.045002,595577.333,28114,9,PG,1,100,6143
1738260743.055336,595587.667,28114,9,PG,1,100,6176
1738260743.065670,595598.000,28114,9,PG,1,100,6150
1738260743.076004,595608.333,28114,9,PG,1,100,6143
