TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
903263.000000,1922547.000000,1738261050.742345,1738262070.065025,278,594272,2.02004e+06,1.11.4
