LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1738260742.372643,594905.000,28014,1,B%,1,100,76
1738260747.371833,599904.000,28790,1,B%,1,100,76
1738260752.372023,604904.000,29589,1,B%,1,100,76
1738260757.371213,609903.000,30376,1,B%,1,100,76
1738260762.371402,614903.000,31158,1,B%,1,100,76
1738260767.370592,619902.000,31938,1,B%,1,100,75
1738260772.370782,624902.000,32718,1,B%,1,100,75
1738260777.369972,629901.000,33499,1,B%,1,100,75
1738260782.370161,634901.000,34267,1,B%,1,100,75
1738260787.369351,639900.000,35047,1,B%,1,100,75
1738260792.369541,644900.000,35830,1,B%,1,100,76
1738260797.368730,649899.000,36597,1,B%,1,100,75
1738260802.368920,654899.000,37380,1,B%,1,100,75
1738260807.368110,659898.000,38164,1,B%,1,100,75
1738260812.368299,664898.000,38930,1,B%,1,100,74
1738260817.367489,669897.000,39714,1,B%,1,100,74
1738260822.367679,674897.000,40497,1,B%,1,100,75
1738260827.366869,679896.000,41278,1,B%,1,100,74
1738260832.367059,684896.000,42044,1,B%,1,100,75
1738260837.366248,689895.000,42826,1,B%,1,100,75
1738260842.366438,694895.000,43610,1,B%,1,100,74
1738260847.365628,699894.000,44380,1,B%,1,100,74
1738260852.365817,704894.000,45158,1,B%,1,100,74
1738260857.365007,709893.000,45926,1,B%,1,100,73
1738260862.365197,714893.000,46709,1,B%,1,100,74
1738260867.364387,719892.000,47492,1,B%,1,100,74
1738260872.364576,724892.000,48273,1,B%,1,100,74
1738260877.363766,729891.000,49041,1,B%,1,100,74
1738260882.363956,734891.000,49826,1,B%,1,100,74
1738260887.363145,739890.000,50604,1,B%,1,100,74
1738260892.363335,744890.000,51388,1,B%,1,100,74
1738260897.362525,749889.000,52157,1,B%,1,100,73
1738260902.362715,754889.000,52939,1,B%,1,100,74
1738260907.361904,759888.000,53722,1,B%,1,100,75
1738260912.362094,764888.000,54496,1,B%,1,100,74
1738260917.361284,769887.000,55262,1,B%,1,100,73
1738260922.361474,774887.000,56047,1,B%,1,100,74
1738260927.360663,779886.000,56830,1,B%,1,100,74
1738260932.360853,784886.000,57610,1,B%,1,100,72
1738260937.360043,789885.000,58380,1,B%,1,100,74
1738260942.360232,794885.000,59160,1,B%,1,100,73
1738260947.359422,799884.000,59946,1,B%,1,100,74
1738260952.359612,804884.000,60727,1,B%,1,100,73
1738260957.358802,809883.000,61510,1,B%,1,100,73
1738260962.358991,814883.000,62279,1,B%,1,100,73
1738260967.358181,819882.000,63045,1,B%,1,100,73
1738260972.358371,824882.000,63829,1,B%,1,100,73
1738260977.357560,829881.000,64614,1,B%,1,100,73
1738260982.357750,834881.000,65394,1,B%,1,100,73
1738260987.356940,839880.000,624,1,B%,1,100,73
1738260992.357130,844880.000,1404,1,B%,1,100,72
1738260997.356319,849879.000,2188,1,B%,1,100,73
1738261002.356509,854879.000,2971,1,B%,1,100,73
1738261007.355699,859878.000,3753,1,B%,1,100,73
1738261012.355888,864878.000,4534,1,B%,1,100,73
1738261017.355078,869877.000,5317,1,B%,1,100,74
1738261022.355268,874877.000,6099,1,B%,1,100,74
1738261027.354458,879876.000,6880,1,B%,1,100,73
1738261032.354647,884876.000,7639,1,B%,1,100,72
1738261037.353837,889875.000,8423,1,B%,1,100,73
1738261042.354027,894875.000,9204,1,B%,1,100,72
1738261047.353216,899874.000,9985,1,B%,1,100,73
1738261052.353406,904874.000,10767,1,B%,1,100,72
1738261057.352596,909873.000,11532,1,B%,1,100,73
1738261062.352786,914873.000,12315,1,B%,1,100,73
1738261067.351975,919872.000,13099,1,B%,1,100,73
1738261072.352165,924872.000,13898,1,B%,1,100,73
1738261077.351355,929871.000,14663,1,B%,1,100,73
1738261082.351545,934871.000,15442,1,B%,1,100,72
1738261087.350734,939870.000,16208,1,B%,1,100,73
1738261092.350924,944870.000,16993,1,B%,1,100,73
1738261097.350114,949869.000,17774,1,B%,1,100,71
1738261102.350303,954869.000,18558,1,B%,1,100,72
1738261107.349493,959868.000,19338,1,B%,1,100,72
1738261112.349683,964868.000,20121,1,B%,1,100,72
1738261117.348873,969867.000,20902,1,B%,1,100,72
1738261122.349062,974867.000,21684,1,B%,1,100,72
1738261127.348252,979866.000,22462,1,B%,1,100,72
1738261132.348442,984866.000,23245,1,B%,1,100,73
1738261137.347631,989865.000,24010,1,B%,1,100,73
1738261142.347821,994865.000,24810,1,B%,1,100,72
1738261147.347011,999864.000,25576,1,B%,1,100,72
1738261152.347201,1004864.000,26357,1,B%,1,100,72
