LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738262161.989513,2014468.000,52462,4,DC,2,100,EA
1738262161.989513,2014468.000,52462,4,DC,2,100,2
1738262161.989513,2014468.000,52462,4,DC,2,100,EL
1738262161.989513,2014468.000,52462,4,DC,2,100,2
1738262162.014514,2014493.000,52479,4,DC,2,100,EA
1738262162.039515,2014518.000,52479,4,DC,2,100,1
1738262162.064516,2014543.000,52479,4,DC,2,100,EL
1738262162.089517,2014568.000,52479,4,DC,2,100,1
1738262162.114768,2014593.250,52494,4,DC,2,100,EA
1738262162.140019,2014618.500,52494,4,DC,2,100,2
1738262162.165270,2014643.750,52494,4,DC,2,100,EL
1738262162.190521,2014669.000,52494,4,DC,2,100,2
1738262162.227272,2014705.750,52517,4,DC,2,100,EA
1738262162.264024,2014742.500,52517,4,DC,2,100,2
1738262162.300775,2014779.250,52517,4,DC,2,100,EL
1738262162.337527,2014816.000,52517,4,DC,2,100,2
1738262162.363528,2014842.000,52535,4,DC,2,100,EA
1738262162.389529,2014868.000,52535,4,DC,2,100,1
1738262162.415529,2014894.000,52535,4,DC,2,100,EL
1738262162.441530,2014920.000,52535,4,DC,2,100,1
1738262162.466781,2014945.250,52552,4,DC,2,100,EA
1738262162.492032,2014970.500,52552,4,DC,2,100,2
1738262162.517283,2014995.750,52552,4,DC,2,100,EL
1738262162.542534,2015021.000,52552,4,DC,2,100,2
1738262162.568035,2015046.500,52568,4,DC,2,100,EA
1738262162.593536,2015072.000,52568,4,DC,2,100,1
1738262162.619037,2015097.500,52568,4,DC,2,100,EL
1738262162.644538,2015123.000,52568,4,DC,2,100,1
1738262162.670289,2015148.750,52585,4,DC,2,100,EA
1738262162.696040,2015174.500,52585,4,DC,2,100,2
1738262162.721791,2015200.250,52585,4,DC,2,100,EL
1738262162.747542,2015226.000,52585,4,DC,2,100,2
1738262162.772293,2015250.750,52601,4,DC,2,100,EA
1738262162.797044,2015275.500,52601,4,DC,2,100,1
1738262162.821795,2015300.250,52601,4,DC,2,100,EL
1738262162.846546,2015325.000,52601,4,DC,2,100,1
1738262162.871797,2015350.250,52618,4,DC,2,100,EA
1738262162.897048,2015375.500,52618,4,DC,2,100,2
1738262162.922299,2015400.750,52618,4,DC,2,100,EL
1738262162.947550,2015426.000,52618,4,DC,2,100,2
1738262162.972801,2015451.250,52635,4,DC,2,100,EA
1738262162.998052,2015476.500,52635,4,DC,2,100,1
1738262163.023303,2015501.750,52635,4,DC,2,100,EL
1738262163.048553,2015527.000,52635,4,DC,2,100,1
1738262163.073804,2015552.250,52652,4,DC,2,100,EA
1738262163.099056,2015577.500,52652,4,DC,2,100,2
1738262163.124306,2015602.750,52652,4,DC,2,100,EL
1738262163.149557,2015628.000,52652,4,DC,2,100,2
1738262163.175808,2015654.250,52667,4,DC,2,100,EA
1738262163.202059,2015680.500,52667,4,DC,2,100,2
1738262163.228310,2015706.750,52667,4,DC,2,100,EL
1738262163.254561,2015733.000,52667,4,DC,2,100,2
1738262163.280062,2015758.500,52687,4,DC,2,100,EA
1738262163.305563,2015784.000,52687,4,DC,2,100,1
1738262163.331064,2015809.500,52687,4,DC,2,100,EL
1738262163.356565,2015835.000,52687,4,DC,2,100,1
1738262163.381566,2015860.000,52703,4,DC,2,100,EA
1738262163.406567,2015885.000,52703,4,DC,2,100,2
1738262163.431568,2015910.000,52703,4,DC,2,100,EL
1738262163.456569,2015935.000,52703,4,DC,2,100,2
1738262163.609575,2016088.000,52799,4,DC,2,100,EA
1738262163.762581,2016241.000,52799,4,DC,2,100,2
1738262163.915586,2016394.000,52799,4,DC,2,100,EL
1738262164.068592,2016547.000,52799,4,DC,2,100,2
1738262164.093843,2016572.250,52818,4,DC,2,100,EA
1738262164.119094,2016597.500,52818,4,DC,2,100,1
1738262164.144345,2016622.750,52818,4,DC,2,100,EL
1738262164.169596,2016648.000,52818,4,DC,2,100,1
1738262164.194597,2016673.000,52834,4,DC,2,100,EA
1738262164.219598,2016698.000,52834,4,DC,2,100,2
1738262164.244599,2016723.000,52834,4,DC,2,100,EL
1738262164.269600,2016748.000,52834,4,DC,2,100,2
