LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1738260742.072632,594605.000,27947,1,SF,1,100,66.6905
1738260742.406645,594939.000,27997,1,SF,1,100,70.0835
1738260742.806660,595339.000,28062,1,SF,1,100,69.2728
1738260743.139673,595672.000,28111,1,SF,1,100,70.5537
1738260743.406683,595939.000,28147,1,SF,1,100,71.8198
1738260743.739695,596272.000,28198,1,SF,1,100,73.0712
1738260744.139710,596672.000,28260,1,SF,1,100,72.2259
1738260744.406721,596939.000,28309,1,SF,1,100,73.4726
1738260744.739733,597272.000,28358,1,SF,1,100,74.7049
1738260745.139749,597672.000,28422,1,SF,1,100,75.9230
1738260745.405759,597938.000,28470,1,SF,1,100,75.0447
1738260745.739771,598272.000,28520,1,SF,1,100,76.2589
1738260746.072784,598605.000,28568,1,SF,1,100,75.3767
1738260746.472799,599005.000,28632,1,SF,1,100,76.5870
1738260746.739809,599272.000,28681,1,SF,1,100,77.7833
1738260747.072822,599605.000,28727,1,SF,1,100,76.8835
1738260747.472837,600005.000,28791,1,SF,1,100,75.9941
1738260747.739847,600272.000,28839,1,SF,1,100,75.1150
1738260748.072860,600605.000,28887,1,SF,1,100,74.2460
1738260748.405872,600938.000,28934,1,SF,1,100,73.3871
1738260748.805888,601338.000,29005,1,SF,1,100,72.5382
1738260749.072898,601605.000,29052,1,SF,1,100,71.6991
1738260749.405910,601938.000,29099,1,SF,1,100,70.8697
1738260749.805926,602338.000,29161,1,SF,1,100,70.0498
1738260750.072936,602605.000,29211,1,SF,1,100,71.3217
1738260750.405948,602938.000,29259,1,SF,1,100,70.4967
1738260750.738961,603271.000,29305,1,SF,1,100,69.6812
1738260751.138976,603671.000,29367,1,SF,1,100,68.8751
1738260751.405986,603938.000,29414,1,SF,1,100,68.0783
1738260751.738999,604271.000,29462,1,SF,1,100,67.2908
1738260752.139014,604671.000,29524,1,SF,1,100,66.5124
1738260752.406024,604938.000,29572,1,SF,1,100,65.7430
1738260752.739037,605271.000,29622,1,SF,1,100,64.9824
1738260753.072049,605604.000,29671,1,SF,1,100,66.3130
1738260753.472065,606004.000,29735,1,SF,1,100,67.6281
1738260753.739075,606271.000,29789,1,SF,1,100,66.8458
1738260754.072088,606604.000,29836,1,SF,1,100,66.0725
1738260754.472103,607004.000,29898,1,SF,1,100,65.3082
1738260754.805115,607337.000,29948,1,SF,1,100,66.6349
1738260755.072125,607604.000,29998,1,SF,1,100,67.9464
1738260755.405138,607937.000,30046,1,SF,1,100,67.1603
1738260755.805153,608337.000,30108,1,SF,1,100,66.3834
1738260756.072163,608604.000,30155,1,SF,1,100,65.6155
1738260756.405176,608937.000,30201,1,SF,1,100,64.8565
1738260756.739189,609271.000,30251,1,SF,1,100,64.1062
1738260757.139204,609671.000,30313,1,SF,1,100,63.3646
1738260757.405214,609937.000,30359,1,SF,1,100,62.6316
1738260757.738227,610270.000,30410,1,SF,1,100,61.9071
1738260758.138242,610670.000,30472,1,SF,1,100,61.1909
1738260758.405252,610937.000,30521,1,SF,1,100,60.4831
1738260758.738265,611270.000,30573,1,SF,1,100,59.7834
1738260759.072277,611604.000,30619,1,SF,1,100,59.0918
1738260759.472292,612004.000,30683,1,SF,1,100,58.4082
1738260759.738302,612270.000,30731,1,SF,1,100,57.7326
1738260760.072315,612604.000,30777,1,SF,1,100,57.0647
1738260760.405328,612937.000,30826,1,SF,1,100,56.4046
1738260760.805343,613337.000,30888,1,SF,1,100,55.7521
1738260761.071353,613603.000,30935,1,SF,1,100,55.1071
