LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738257279.190235,1752256.000,16108,4,EM,1,100,RS
1738257279.190235,1752256.000,16108,4,EM,1,100,RB
1738257279.190235,1752256.000,16108,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257279.190235,1752256.000,16108,4,EM,1,100,PS
1738257279.242237,1752308.000,16140,4,EM,1,100,RS
1738257279.294239,1752360.000,16140,4,EM,1,100,RB
1738257279.346241,1752412.000,16140,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257279.398244,1752464.000,16140,4,EM,1,100,PS
1738257279.448746,1752514.500,16174,4,EM,1,100,RS
1738257279.499248,1752565.000,16174,4,EM,1,100,RB
1738257279.549750,1752615.500,16174,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257279.600253,1752666.000,16174,4,EM,1,100,PS
1738257279.650505,1752716.250,16206,4,EM,1,100,RS
1738257279.700757,1752766.500,16206,4,EM,1,100,RB
1738257279.751009,1752816.750,16206,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257279.801261,1752867.000,16206,4,EM,1,100,PS
1738257279.867014,1752932.750,16247,4,EM,1,100,RS
1738257279.932767,1752998.500,16247,4,EM,1,100,RB
1738257279.998520,1753064.250,16247,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257280.064273,1753130.000,16247,4,EM,1,100,PS
1738257280.114525,1753180.250,16281,4,EM,1,100,RS
1738257280.164777,1753230.500,16281,4,EM,1,100,RB
1738257280.215029,1753280.750,16281,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257280.265282,1753331.000,16281,4,EM,1,100,PS
1738257280.315534,1753381.250,16313,4,EM,1,100,RS
1738257280.365786,1753431.500,16313,4,EM,1,100,RB
1738257280.416038,1753481.750,16313,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257280.466290,1753532.000,16313,4,EM,1,100,PS
1738257280.516543,1753582.250,16347,4,EM,1,100,RS
1738257280.566795,1753632.500,16347,4,EM,1,100,RB
1738257280.617047,1753682.750,16347,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257280.667299,1753733.000,16347,4,EM,1,100,PS
1738257280.717551,1753783.250,16380,4,EM,1,100,RS
1738257280.767804,1753833.500,16380,4,EM,1,100,RB
1738257280.818056,1753883.750,16380,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257280.868308,1753934.000,16380,4,EM,1,100,PS
1738257280.918560,1753984.250,16413,4,EM,1,100,RS
1738257280.968812,1754034.500,16413,4,EM,1,100,RB
1738257281.019064,1754084.750,16413,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257281.069317,1754135.000,16413,4,EM,1,100,PS
1738257281.119569,1754185.250,16446,4,EM,1,100,RS
1738257281.169821,1754235.500,16446,4,EM,1,100,RB
1738257281.220073,1754285.750,16446,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257281.270325,1754336.000,16446,4,EM,1,100,PS
1738257281.320578,1754386.250,16481,4,EM,1,100,RS
1738257281.370830,1754436.500,16481,4,EM,1,100,RB
1738257281.421082,1754486.750,16481,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257281.471334,1754537.000,16481,4,EM,1,100,PS
1738257281.522587,1754588.250,16514,4,EM,1,100,RS
1738257281.573839,1754639.500,16514,4,EM,1,100,RB
1738257281.625091,1754690.750,16514,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257281.676343,1754742.000,16514,4,EM,1,100,PS
1738257281.726595,1754792.250,16548,4,EM,1,100,RS
1738257281.776848,1754842.500,16548,4,EM,1,100,RB
1738257281.827100,1754892.750,16548,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257281.877352,1754943.000,16548,4,EM,1,100,PS
1738257281.927604,1754993.250,16580,4,EM,1,100,RS
1738257281.977856,1755043.500,16580,4,EM,1,100,RB
1738257282.028109,1755093.750,16580,4,EM,1,100,2025-01-30_10-14-38-270985.csv
1738257282.078361,1755144.000,16580,4,EM,1,100,PS
