LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1738257281.386331,1754452.000,16479,1,BV,1,100,4.01
1738257286.385549,1759451.000,17315,1,BV,1,100,4.00
1738257291.385767,1764451.000,18136,1,BV,1,100,4.00
1738257296.384986,1769450.000,18940,1,BV,1,100,4.01
1738257301.385204,1774450.000,19762,1,BV,1,100,4.01
1738257306.384423,1779449.000,20582,1,BV,1,100,4.01
1738257311.384641,1784449.000,21404,1,BV,1,100,4.01
1738257316.383859,1789448.000,22225,1,BV,1,100,4.01
1738257321.384078,1794448.000,23044,1,BV,1,100,4.00
1738257326.383296,1799447.000,23847,1,BV,1,100,4.01
1738257331.383515,1804447.000,24672,1,BV,1,100,4.00
1738257336.382733,1809446.000,25510,1,BV,1,100,4.01
1738257341.382951,1814446.000,26312,1,BV,1,100,4.00
1738257346.382170,1819445.000,27126,1,BV,1,100,4.00
1738257351.382388,1824445.000,27953,1,BV,1,100,4.00
1738257356.381607,1829444.000,28776,1,BV,1,100,4.00
1738257361.381825,1834444.000,29601,1,BV,1,100,4.01
1738257366.381044,1839443.000,30402,1,BV,1,100,4.00
1738257371.381262,1844443.000,31229,1,BV,1,100,4.00
1738257376.380481,1849442.000,32054,1,BV,1,100,4.00
1738257381.380699,1854442.000,32872,1,BV,1,100,4.00
1738257386.379917,1859441.000,33680,1,BV,1,100,4.00
1738257391.380136,1864441.000,34504,1,BV,1,100,4.01
1738257396.379354,1869440.000,35325,1,BV,1,100,4.00
1738257401.379573,1874440.000,36150,1,BV,1,100,4.00
1738257406.378791,1879439.000,36952,1,BV,1,100,4.01
1738257411.379009,1884439.000,37777,1,BV,1,100,4.01
1738257416.378228,1889438.000,38600,1,BV,1,100,4.01
1738257421.378446,1894438.000,39418,1,BV,1,100,4.00
1738257426.377665,1899437.000,40238,1,BV,1,100,4.00
1738257431.377883,1904437.000,41045,1,BV,1,100,4.00
1738257436.377101,1909436.000,41869,1,BV,1,100,4.00
1738257441.377320,1914436.000,42689,1,BV,1,100,4.00
1738257446.376538,1919435.000,43510,1,BV,1,100,4.00
1738257451.376757,1924435.000,44316,1,BV,1,100,4.01
1738257456.375975,1929434.000,45137,1,BV,1,100,4.00
1738257461.376194,1934434.000,45958,1,BV,1,100,4.00
1738257466.375412,1939433.000,46757,1,BV,1,100,4.00
1738257471.375630,1944433.000,47579,1,BV,1,100,4.00
1738257476.374849,1949432.000,48399,1,BV,1,100,4.00
1738257481.375067,1954432.000,49222,1,BV,1,100,4.00
1738257486.374286,1959431.000,50043,1,BV,1,100,4.00
1738257491.374504,1964431.000,50855,1,BV,1,100,4.00
1738257496.373723,1969430.000,51681,1,BV,1,100,4.00
1738257501.373941,1974430.000,52499,1,BV,1,100,4.00
1738257506.373159,1979429.000,53302,1,BV,1,100,4.00
1738257511.373378,1984429.000,54129,1,BV,1,100,4.00
1738257516.372596,1989428.000,54948,1,BV,1,100,4.00
1738257521.372815,1994428.000,55776,1,BV,1,100,4.00
1738257526.372033,1999427.000,56584,1,BV,1,100,4.00
1738257531.372252,2004427.000,57402,1,BV,1,100,4.00
1738257536.371470,2009426.000,58231,1,BV,1,100,4.00
1738257541.371688,2014426.000,59038,1,BV,1,100,4.00
1738257546.370907,2019425.000,59857,1,BV,1,100,4.00
1738257551.371125,2024425.000,60660,1,BV,1,100,4.00
1738257556.370343,2029424.000,61482,1,BV,1,100,4.00
1738257561.370562,2034424.000,62305,1,BV,1,100,4.01
1738257566.369780,2039423.000,63111,1,BV,1,100,4.00
1738257571.369999,2044423.000,63940,1,BV,1,100,4.00
1738257576.369217,2049422.000,64763,1,BV,1,100,4.01
1738257581.369436,2054422.000,49,1,BV,1,100,4.00
1738257586.368654,2059421.000,857,1,BV,1,100,4.00
1738257591.368872,2064421.000,1697,1,BV,1,100,4.00
1738257596.368091,2069420.000,2519,1,BV,1,100,4.00
1738257601.368309,2074420.000,3343,1,BV,1,100,4.00
1738257606.367528,2079419.000,4171,1,BV,1,100,4.00
1738257611.367746,2084419.000,4974,1,BV,1,100,4.00
1738257616.366965,2089418.000,5804,1,BV,1,100,4.01
1738257621.367183,2094418.000,6621,1,BV,1,100,4.00
1738257626.366401,2099417.000,7448,1,BV,1,100,4.00
1738257631.366620,2104417.000,8258,1,BV,1,100,4.00
1738257636.365838,2109416.000,9102,1,BV,1,100,4.00
1738257641.366057,2114416.000,9929,1,BV,1,100,4.00
1738257646.365275,2119415.000,10750,1,BV,1,100,4.00
1738257651.365494,2124415.000,11575,1,BV,1,100,4.00
1738257656.364712,2129414.000,12394,1,BV,1,100,4.00
1738257661.364930,2134414.000,13221,1,BV,1,100,4.00
1738257666.364149,2139413.000,14048,1,BV,1,100,4.00
1738257671.364367,2144413.000,14868,1,BV,1,100,4.00
1738257676.363585,2149412.000,15672,1,BV,1,100,4.00
1738257681.363804,2154412.000,16495,1,BV,1,100,4.00
1738257686.363022,2159411.000,17318,1,BV,1,100,4.00
1738257691.363241,2164411.000,18163,1,BV,1,100,4.00
1738257696.362459,2169410.000,18970,1,BV,1,100,4.00
1738257701.362678,2174410.000,19791,1,BV,1,100,4.00
1738257706.361896,2179409.000,20619,1,BV,1,100,4.00
1738257711.362114,2184409.000,21441,1,BV,1,100,4.00
1738257716.361333,2189408.000,22248,1,BV,1,100,4.00
1738257721.361551,2194408.000,23089,1,BV,1,100,4.00
1738257726.360770,2199407.000,23907,1,BV,1,100,4.00
1738257731.360988,2204407.000,24726,1,BV,1,100,4.00
1738257736.360207,2209406.000,25531,1,BV,1,100,4.00
1738257741.360425,2214406.000,26358,1,BV,1,100,4.00
1738257746.359643,2219405.000,27185,1,BV,1,100,4.00
1738257751.359862,2224405.000,28004,1,BV,1,100,4.00
1738257756.359080,2229404.000,28828,1,BV,1,100,4.00
1738257761.359299,2234404.000,29649,1,BV,1,100,4.00
1738257766.358517,2239403.000,30475,1,BV,1,100,4.00
1738257771.358736,2244403.000,31301,1,BV,1,100,4.00
1738257776.357954,2249402.000,32128,1,BV,1,100,4.00
1738257781.358172,2254402.000,32935,1,BV,1,100,4.00
1738257786.357391,2259401.000,33765,1,BV,1,100,4.00
1738257791.357609,2264401.000,34592,1,BV,1,100,4.00
1738257796.356827,2269400.000,35417,1,BV,1,100,4.00
1738257801.357046,2274400.000,36227,1,BV,1,100,4.00
1738257806.356264,2279399.000,37052,1,BV,1,100,4.00
1738257811.356483,2284399.000,37876,1,BV,1,100,4.00
1738257816.355701,2289398.000,38706,1,BV,1,100,4.00
1738257821.355920,2294398.000,39516,1,BV,1,100,4.00
1738257826.355138,2299397.000,40348,1,BV,1,100,4.00
1738257831.355356,2304397.000,41175,1,BV,1,100,4.00
1738257836.354575,2309396.000,41998,1,BV,1,100,4.00
1738257841.354793,2314396.000,42806,1,BV,1,100,4.00
1738257846.354012,2319395.000,43637,1,BV,1,100,4.00
1738257851.354230,2324395.000,44459,1,BV,1,100,4.00
1738257856.353449,2329394.000,45265,1,BV,1,100,3.99
1738257861.353667,2334394.000,46092,1,BV,1,100,4.00
1738257866.352885,2339393.000,46917,1,BV,1,100,3.99
1738257871.353104,2344393.000,47725,1,BV,1,100,4.00
1738257876.352322,2349392.000,48554,1,BV,1,100,4.00
1738257881.352541,2354392.000,49376,1,BV,1,100,3.99
1738257886.351759,2359391.000,50184,1,BV,1,100,4.00
1738257891.351978,2364391.000,51007,1,BV,1,100,4.00
1738257896.351196,2369390.000,51830,1,BV,1,100,4.00
1738257901.351414,2374390.000,52656,1,BV,1,100,3.99
1738257906.350633,2379389.000,53461,1,BV,1,100,3.99
1738257911.350851,2384389.000,54285,1,BV,1,100,4.00
1738257916.350070,2389388.000,55107,1,BV,1,100,3.99
1738257921.350288,2394388.000,55927,1,BV,1,100,4.00
1738257926.349506,2399387.000,56731,1,BV,1,100,4.00
1738257931.349725,2404387.000,57551,1,BV,1,100,3.99
1738257936.348943,2409386.000,58370,1,BV,1,100,3.99
1738257941.349162,2414386.000,59195,1,BV,1,100,3.99
1738257946.348380,2419385.000,60001,1,BV,1,100,3.99
1738257951.348598,2424385.000,60821,1,BV,1,100,4.00
1738257956.347817,2429384.000,61641,1,BV,1,100,3.99
1738257961.348035,2434384.000,62458,1,BV,1,100,3.99
1738257966.347254,2439383.000,63282,1,BV,1,100,3.99
1738257971.347472,2444383.000,64084,1,BV,1,100,3.99
1738257976.346691,2449382.000,64912,1,BV,1,100,3.99
1738257981.346909,2454382.000,193,1,BV,1,100,4.00
1738257986.346128,2459381.000,1018,1,BV,1,100,3.99
1738257991.346346,2464381.000,1841,1,BV,1,100,3.99
1738257996.345564,2469380.000,2660,1,BV,1,100,3.99
1738258001.345783,2474380.000,3480,1,BV,1,100,3.99
1738258006.345001,2479379.000,4303,1,BV,1,100,3.99
1738258011.345220,2484379.000,5125,1,BV,1,100,3.99
1738258016.344438,2489378.000,5967,1,BV,1,100,3.99
1738258021.344656,2494378.000,6771,1,BV,1,100,3.99
1738258026.343875,2499377.000,7592,1,BV,1,100,3.99
1738258031.344093,2504377.000,8428,1,BV,1,100,3.99
1738258036.343312,2509376.000,9248,1,BV,1,100,3.99
1738258041.343530,2514376.000,10068,1,BV,1,100,3.99
1738258046.342748,2519375.000,10874,1,BV,1,100,3.99
1738258051.342967,2524375.000,11694,1,BV,1,100,3.99
1738258056.342185,2529374.000,12532,1,BV,1,100,3.99
1738258061.342404,2534374.000,13357,1,BV,1,100,3.99
1738258066.341622,2539373.000,14161,1,BV,1,100,3.99
1738258071.341841,2544373.000,14987,1,BV,1,100,4.00
1738258076.341059,2549372.000,15809,1,BV,1,100,3.99
1738258081.341277,2554372.000,16624,1,BV,1,100,4.01
1738258086.340496,2559371.000,17455,1,BV,1,100,4.01
1738258091.340714,2564371.000,18270,1,BV,1,100,4.00
1738258096.339933,2569370.000,19091,1,BV,1,100,4.01
1738258101.340151,2574370.000,19931,1,BV,1,100,4.01
1738258106.339370,2579369.000,20735,1,BV,1,100,4.01
1738258111.339588,2584369.000,21521,1,BV,1,100,4.01
1738258116.338806,2589368.000,22321,1,BV,1,100,4.02
1738258121.339025,2594368.000,23132,1,BV,1,100,4.00
1738258126.338243,2599367.000,23924,1,BV,1,100,4.01
1738258131.338462,2604367.000,24721,1,BV,1,100,4.01
1738258136.337680,2609366.000,25520,1,BV,1,100,4.02
1738258141.337898,2614366.000,26309,1,BV,1,100,4.02
1738258146.337117,2619365.000,27092,1,BV,1,100,4.01
1738258151.337335,2624365.000,27893,1,BV,1,100,4.00
1738258156.336554,2629364.000,28679,1,BV,1,100,4.00
1738258161.336772,2634364.000,29474,1,BV,1,100,4.00
1738258166.335990,2639363.000,30285,1,BV,1,100,4.00
1738258171.336209,2644363.000,31076,1,BV,1,100,4.00
1738258176.335427,2649362.000,31863,1,BV,1,100,3.99
1738258181.335646,2654362.000,32666,1,BV,1,100,4.00
1738258186.334864,2659361.000,33456,1,BV,1,100,4.00
