LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1738257283.114406,1756180.000,16758,3,GX,1,100,0.397
1738257283.154408,1756220.000,16774,2,GX,1,100,0.488
1738257283.194410,1756260.000,16774,2,GX,1,100,0.488
1738257283.234411,1756300.000,16790,3,GX,1,100,0.488
1738257283.274413,1756340.000,16790,3,GX,1,100,0.641
1738257283.314415,1756380.000,16790,3,GX,1,100,0.580
1738257283.354417,1756420.000,16807,2,GX,1,100,0.641
1738257283.394418,1756460.000,16807,2,GX,1,100,0.702
1738257283.434420,1756500.000,16824,3,GX,1,100,0.610
1738257283.474422,1756540.000,16824,3,GX,1,100,0.763
1738257283.514424,1756580.000,16824,3,GX,1,100,0.854
1738257283.554425,1756620.000,16840,2,GX,1,100,0.610
1738257283.594427,1756660.000,16840,2,GX,1,100,0.732
1738257283.634429,1756700.000,16856,3,GX,1,100,0.702
1738257283.674431,1756740.000,16856,3,GX,1,100,0.702
1738257283.714432,1756780.000,16856,3,GX,1,100,0.763
1738257283.754434,1756820.000,16873,2,GX,1,100,0.824
1738257283.794436,1756860.000,16873,2,GX,1,100,0.732
1738257283.834438,1756900.000,16890,3,GX,1,100,0.641
1738257283.874439,1756940.000,16890,3,GX,1,100,0.702
1738257283.914441,1756980.000,16890,3,GX,1,100,0.885
1738257283.960943,1757026.500,16906,2,GX,1,100,0.610
1738257284.007445,1757073.000,16906,2,GX,1,100,0.580
1738257284.047447,1757113.000,16923,3,GX,1,100,0.702
1738257284.087449,1757153.000,16923,3,GX,1,100,0.732
1738257284.127450,1757193.000,16923,3,GX,1,100,0.610
1738257284.167452,1757233.000,16939,2,GX,1,100,0.702
1738257284.207454,1757273.000,16939,2,GX,1,100,0.702
1738257284.247456,1757313.000,16956,3,GX,1,100,0.702
1738257284.287457,1757353.000,16956,3,GX,1,100,0.702
1738257284.327459,1757393.000,16956,3,GX,1,100,0.732
1738257284.367461,1757433.000,16973,2,GX,1,100,0.854
1738257284.407463,1757473.000,16973,2,GX,1,100,0.824
1738257284.447464,1757513.000,16989,3,GX,1,100,0.854
1738257284.487466,1757553.000,16989,3,GX,1,100,0.702
1738257284.527468,1757593.000,16989,3,GX,1,100,0.671
1738257284.567470,1757633.000,17005,2,GX,1,100,0.732
1738257284.607471,1757673.000,17005,2,GX,1,100,0.824
1738257284.647473,1757713.000,17022,3,GX,1,100,0.732
1738257284.687475,1757753.000,17022,3,GX,1,100,0.946
1738257284.727477,1757793.000,17022,3,GX,1,100,0.671
1738257284.767478,1757833.000,17039,2,GX,1,100,0.702
1738257284.807480,1757873.000,17039,2,GX,1,100,0.732
1738257284.847482,1757913.000,17056,3,GX,1,100,0.580
1738257284.887484,1757953.000,17056,3,GX,1,100,0.732
1738257284.927485,1757993.000,17056,3,GX,1,100,0.793
1738257284.967487,1758033.000,17071,3,GX,1,100,0.977
1738257285.007489,1758073.000,17071,3,GX,1,100,0.854
1738257285.047491,1758113.000,17071,3,GX,1,100,0.732
1738257285.087492,1758153.000,17094,2,GX,1,100,0.977
1738257285.127494,1758193.000,17094,2,GX,1,100,0.671
1738257285.167996,1758233.500,17110,2,GX,1,100,0.916
1738257285.208498,1758274.000,17110,2,GX,1,100,1.007
1738257285.252833,1758318.333,17127,3,GX,1,100,0.702
1738257285.297168,1758362.667,17127,3,GX,1,100,0.702
1738257285.341503,1758407.000,17127,3,GX,1,100,0.793
1738257285.381505,1758447.000,17143,2,GX,1,100,0.793
1738257285.421507,1758487.000,17143,2,GX,1,100,0.732
1738257285.461509,1758527.000,17160,3,GX,1,100,0.793
1738257285.501510,1758567.000,17160,3,GX,1,100,0.885
1738257285.541512,1758607.000,17160,3,GX,1,100,0.732
1738257285.581514,1758647.000,17176,2,GX,1,100,0.854
1738257285.621516,1758687.000,17176,2,GX,1,100,0.946
1738257285.661517,1758727.000,17194,3,GX,1,100,0.763
1738257285.701519,1758767.000,17194,3,GX,1,100,0.763
1738257285.741521,1758807.000,17194,3,GX,1,100,1.007
1738257285.781523,1758847.000,17209,2,GX,1,100,0.702
1738257285.821524,1758887.000,17209,2,GX,1,100,0.824
1738257285.861526,1758927.000,17226,3,GX,1,100,1.190
1738257285.901528,1758967.000,17226,3,GX,1,100,0.793
1738257285.941530,1759007.000,17226,3,GX,1,100,0.854
1738257285.981531,1759047.000,17242,3,GX,1,100,0.732
1738257286.021533,1759087.000,17242,3,GX,1,100,0.854
1738257286.061535,1759127.000,17242,3,GX,1,100,1.160
1738257286.101537,1759167.000,17260,2,GX,1,100,0.671
1738257286.141538,1759207.000,17260,2,GX,1,100,0.732
1738257286.181540,1759247.000,17275,3,GX,1,100,0.977
1738257286.221542,1759287.000,17275,3,GX,1,100,0.732
1738257286.261544,1759327.000,17275,3,GX,1,100,0.610
1738257286.301545,1759367.000,17292,2,GX,1,100,0.946
1738257286.341547,1759407.000,17292,2,GX,1,100,0.885
1738257286.381215,1759446.667,17309,3,GX,1,100,0.763
1738257286.420884,1759486.333,17309,3,GX,1,100,0.885
1738257286.460552,1759526.000,17309,3,GX,1,100,1.068
1738257286.507554,1759573.000,17328,2,GX,1,100,0.885
1738257286.554556,1759620.000,17328,2,GX,1,100,0.732
1738257286.594558,1759660.000,17343,2,GX,1,100,0.641
1738257286.634560,1759700.000,17343,2,GX,1,100,1.038
1738257286.674562,1759740.000,17361,3,GX,1,100,0.824
1738257286.714563,1759780.000,17361,3,GX,1,100,0.793
1738257286.754565,1759820.000,17361,3,GX,1,100,1.343
1738257286.794567,1759860.000,17377,2,GX,1,100,0.732
1738257286.834569,1759900.000,17377,2,GX,1,100,0.702
1738257286.874570,1759940.000,17394,3,GX,1,100,0.885
1738257286.914572,1759980.000,17394,3,GX,1,100,0.580
1738257286.954574,1760020.000,17394,3,GX,1,100,0.824
1738257286.994576,1760060.000,17409,3,GX,1,100,0.793
1738257287.034577,1760100.000,17409,3,GX,1,100,0.488
1738257287.074579,1760140.000,17409,3,GX,1,100,0.488
1738257287.114581,1760180.000,17427,2,GX,1,100,0.671
1738257287.154583,1760220.000,17427,2,GX,1,100,0.763
1738257287.194584,1760260.000,17443,3,GX,1,100,0.610
1738257287.234586,1760300.000,17443,3,GX,1,100,0.610
1738257287.274588,1760340.000,17443,3,GX,1,100,0.763
1738257287.314590,1760380.000,17460,2,GX,1,100,0.671
1738257287.354591,1760420.000,17460,2,GX,1,100,0.580
1738257287.394593,1760460.000,17477,3,GX,1,100,0.732
1738257287.434595,1760500.000,17477,3,GX,1,100,0.580
1738257287.474597,1760540.000,17477,3,GX,1,100,0.610
1738257287.514598,1760580.000,17493,2,GX,1,100,0.702
1738257287.554600,1760620.000,17493,2,GX,1,100,0.519
1738257287.594602,1760660.000,17509,3,GX,1,100,0.610
1738257287.634604,1760700.000,17509,3,GX,1,100,0.671
1738257287.674605,1760740.000,17509,3,GX,1,100,0.519
1738257287.714607,1760780.000,17529,2,GX,1,100,0.732
1738257287.754609,1760820.000,17529,2,GX,1,100,0.916
1738257287.798944,1760864.333,17545,3,GX,1,100,0.549
1738257287.843279,1760908.667,17545,3,GX,1,100,0.732
1738257287.887614,1760953.000,17545,3,GX,1,100,0.793
1738257287.927616,1760993.000,17561,2,GX,1,100,0.580
1738257287.967618,1761033.000,17561,2,GX,1,100,0.641
1738257288.007620,1761073.000,17578,3,GX,1,100,1.068
1738257288.047621,1761113.000,17578,3,GX,1,100,0.519
1738257288.087623,1761153.000,17578,3,GX,1,100,0.519
1738257288.127625,1761193.000,17595,2,GX,1,100,0.824
1738257288.167627,1761233.000,17595,2,GX,1,100,0.519
1738257288.207628,1761273.000,17611,3,GX,1,100,0.519
1738257288.247630,1761313.000,17611,3,GX,1,100,0.732
1738257288.287632,1761353.000,17611,3,GX,1,100,0.641
1738257288.327634,1761393.000,17627,2,GX,1,100,0.488
1738257288.367635,1761433.000,17627,2,GX,1,100,0.549
1738257288.407637,1761473.000,17644,3,GX,1,100,0.793
1738257288.447639,1761513.000,17644,3,GX,1,100,0.488
1738257288.487641,1761553.000,17644,3,GX,1,100,0.671
1738257288.527642,1761593.000,17661,3,GX,1,100,0.671
1738257288.567644,1761633.000,17661,3,GX,1,100,0.366
1738257288.607646,1761673.000,17661,3,GX,1,100,0.671
1738257288.647648,1761713.000,17677,2,GX,1,100,0.580
1738257288.687649,1761753.000,17677,2,GX,1,100,0.458
1738257288.727651,1761793.000,17695,3,GX,1,100,0.702
1738257288.767653,1761833.000,17695,3,GX,1,100,0.610
1738257288.807655,1761873.000,17695,3,GX,1,100,0.488
1738257288.847656,1761913.000,17710,2,GX,1,100,0.549
1738257288.887658,1761953.000,17710,2,GX,1,100,0.519
1738257288.927660,1761993.000,17727,3,GX,1,100,0.610
1738257288.967662,1762033.000,17727,3,GX,1,100,0.427
1738257289.007663,1762073.000,17727,3,GX,1,100,0.702
1738257289.047665,1762113.000,17744,2,GX,1,100,0.732
1738257289.087667,1762153.000,17744,2,GX,1,100,0.427
1738257289.134169,1762199.500,17761,2,GX,1,100,0.549
1738257289.180671,1762246.000,17761,2,GX,1,100,0.549
1738257289.220673,1762286.000,17776,3,GX,1,100,0.549
1738257289.260674,1762326.000,17776,3,GX,1,100,0.519
1738257289.300676,1762366.000,17776,3,GX,1,100,0.549
1738257289.341012,1762406.333,17794,3,GX,1,100,0.549
1738257289.381346,1762446.667,17794,3,GX,1,100,0.610
1738257289.421682,1762487.000,17794,3,GX,1,100,0.580
1738257289.461183,1762526.500,17810,2,GX,1,100,0.702
1738257289.500685,1762566.000,17810,2,GX,1,100,0.702
1738257289.541020,1762606.333,17827,3,GX,1,100,0.641
1738257289.581355,1762646.667,17827,3,GX,1,100,0.610
1738257289.621690,1762687.000,17827,3,GX,1,100,0.702
1738257289.661192,1762726.500,17842,2,GX,1,100,0.641
1738257289.700694,1762766.000,17842,2,GX,1,100,0.580
1738257289.740695,1762806.000,17860,3,GX,1,100,0.610
1738257289.780697,1762846.000,17860,3,GX,1,100,0.549
1738257289.820699,1762886.000,17860,3,GX,1,100,0.580
1738257289.860701,1762926.000,17876,2,GX,1,100,0.610
1738257289.900702,1762966.000,17876,2,GX,1,100,0.549
1738257289.940704,1763006.000,17893,3,GX,1,100,0.488
1738257289.980706,1763046.000,17893,3,GX,1,100,0.488
1738257290.020708,1763086.000,17893,3,GX,1,100,0.488
1738257290.060709,1763126.000,17909,2,GX,1,100,0.427
1738257290.100711,1763166.000,17909,2,GX,1,100,0.580
1738257290.140713,1763206.000,17931,3,GX,1,100,0.549
1738257290.180715,1763246.000,17931,3,GX,1,100,0.519
1738257290.220716,1763286.000,17931,3,GX,1,100,0.549
1738257290.260718,1763326.000,17947,2,GX,1,100,0.549
1738257290.300720,1763366.000,17947,2,GX,1,100,0.397
1738257290.340722,1763406.000,17965,3,GX,1,100,0.488
1738257290.380723,1763446.000,17965,3,GX,1,100,0.549
1738257290.420725,1763486.000,17965,3,GX,1,100,0.549
1738257290.467727,1763533.000,17980,2,GX,1,100,0.458
1738257290.514729,1763580.000,17980,2,GX,1,100,0.427
1738257290.554398,1763619.667,17997,3,GX,1,100,0.519
1738257290.594066,1763659.333,17997,3,GX,1,100,0.488
1738257290.633734,1763699.000,17997,3,GX,1,100,0.519
1738257290.673736,1763739.000,18013,2,GX,1,100,0.610
1738257290.713738,1763779.000,18013,2,GX,1,100,0.366
1738257290.753740,1763819.000,18031,3,GX,1,100,0.397
1738257290.793741,1763859.000,18031,3,GX,1,100,0.519
1738257290.833743,1763899.000,18031,3,GX,1,100,0.458
1738257290.873745,1763939.000,18047,2,GX,1,100,0.488
1738257290.913747,1763979.000,18047,2,GX,1,100,0.580
1738257290.953748,1764019.000,18063,3,GX,1,100,0.397
1738257290.993750,1764059.000,18063,3,GX,1,100,0.549
1738257291.033752,1764099.000,18063,3,GX,1,100,0.366
1738257291.073754,1764139.000,18080,2,GX,1,100,0.183
1738257291.113755,1764179.000,18080,2,GX,1,100,0.488
1738257291.153757,1764219.000,18097,3,GX,1,100,0.427
1738257291.193759,1764259.000,18097,3,GX,1,100,0.519
1738257291.233761,1764299.000,18097,3,GX,1,100,0.488
1738257291.273762,1764339.000,18113,3,GX,1,100,0.458
1738257291.313764,1764379.000,18113,3,GX,1,100,0.488
1738257291.353766,1764419.000,18113,3,GX,1,100,0.549
1738257291.393768,1764459.000,18130,2,GX,1,100,0.427
1738257291.433769,1764499.000,18130,2,GX,1,100,0.397
1738257291.473771,1764539.000,18148,3,GX,1,100,0.427
1738257291.513773,1764579.000,18148,3,GX,1,100,0.519
1738257291.553775,1764619.000,18148,3,GX,1,100,0.488
1738257291.593776,1764659.000,18165,2,GX,1,100,0.397
1738257291.633778,1764699.000,18165,2,GX,1,100,0.580
1738257291.673780,1764739.000,18182,2,GX,1,100,0.610
1738257291.713782,1764779.000,18182,2,GX,1,100,0.336
1738257291.758450,1764823.667,18198,3,GX,1,100,0.488
1738257291.803119,1764868.333,18198,3,GX,1,100,0.488
1738257291.847788,1764913.000,18198,3,GX,1,100,0.397
1738257291.887789,1764953.000,18214,2,GX,1,100,0.458
1738257291.927791,1764993.000,18214,2,GX,1,100,0.427
1738257291.967793,1765033.000,18231,3,GX,1,100,0.519
1738257292.007795,1765073.000,18231,3,GX,1,100,0.397
1738257292.047796,1765113.000,18231,3,GX,1,100,0.244
1738257292.087798,1765153.000,18248,3,GX,1,100,0.214
1738257292.127800,1765193.000,18248,3,GX,1,100,0.336
1738257292.167802,1765233.000,18248,3,GX,1,100,0.092
1738257292.207803,1765273.000,18264,2,GX,1,100,0.153
1738257292.247805,1765313.000,18264,2,GX,1,100,0.397
1738257292.287473,1765352.667,18280,3,GX,1,100,0.183
1738257292.327142,1765392.333,18280,3,GX,1,100,0.305
1738257292.366810,1765432.000,18280,3,GX,1,100,0.397
1738257292.406812,1765472.000,18298,2,GX,1,100,0.336
1738257292.446814,1765512.000,18298,2,GX,1,100,0.366
1738257292.487149,1765552.333,18314,3,GX,1,100,0.336
1738257292.527484,1765592.667,18314,3,GX,1,100,0.458
1738257292.567819,1765633.000,18314,3,GX,1,100,0.336
1738257292.607821,1765673.000,18330,2,GX,1,100,0.244
1738257292.647823,1765713.000,18330,2,GX,1,100,0.549
1738257292.687824,1765753.000,18347,3,GX,1,100,0.214
1738257292.727826,1765793.000,18347,3,GX,1,100,-0.214
1738257292.767828,1765833.000,18347,3,GX,1,100,0.336
1738257292.807830,1765873.000,18364,2,GX,1,100,0.397
1738257292.847831,1765913.000,18364,2,GX,1,100,0.336
1738257292.887833,1765953.000,18380,3,GX,1,100,0.397
1738257292.927835,1765993.000,18380,3,GX,1,100,0.122
1738257292.967837,1766033.000,18380,3,GX,1,100,0.366
1738257293.014338,1766079.500,18397,2,GX,1,100,0.488
1738257293.060841,1766126.000,18397,2,GX,1,100,0.366
1738257293.100842,1766166.000,18413,3,GX,1,100,0.244
1738257293.140844,1766206.000,18413,3,GX,1,100,0.336
1738257293.180846,1766246.000,18413,3,GX,1,100,0.366
1738257293.220848,1766286.000,18430,2,GX,1,100,0.092
1738257293.260849,1766326.000,18430,2,GX,1,100,0.214
1738257293.300851,1766366.000,18448,3,GX,1,100,0.519
1738257293.340853,1766406.000,18448,3,GX,1,100,0.366
1738257293.380855,1766446.000,18448,3,GX,1,100,0.275
1738257293.420856,1766486.000,18466,2,GX,1,100,0.183
1738257293.460858,1766526.000,18466,2,GX,1,100,0.244
1738257293.500860,1766566.000,18481,3,GX,1,100,0.336
1738257293.540862,1766606.000,18481,3,GX,1,100,0.275
1738257293.580863,1766646.000,18481,3,GX,1,100,0.275
1738257293.620865,1766686.000,18498,2,GX,1,100,0.275
1738257293.660867,1766726.000,18498,2,GX,1,100,0.305
1738257293.700869,1766766.000,18515,3,GX,1,100,0.366
1738257293.740870,1766806.000,18515,3,GX,1,100,0.336
1738257293.780872,1766846.000,18515,3,GX,1,100,0.549
1738257293.820874,1766886.000,18532,2,GX,1,100,0.366
1738257293.860876,1766926.000,18532,2,GX,1,100,0.153
1738257293.900877,1766966.000,18547,3,GX,1,100,-0.122
1738257293.940879,1767006.000,18547,3,GX,1,100,-0.031
1738257293.980881,1767046.000,18547,3,GX,1,100,0.458
1738257294.020883,1767086.000,18565,2,GX,1,100,0.122
1738257294.060884,1767126.000,18565,2,GX,1,100,0.336
1738257294.100886,1767166.000,18581,3,GX,1,100,0.519
1738257294.140888,1767206.000,18581,3,GX,1,100,0.153
1738257294.180890,1767246.000,18581,3,GX,1,100,0.397
1738257294.220891,1767286.000,18598,3,GX,1,100,0.458
1738257294.260893,1767326.000,18598,3,GX,1,100,0.427
1738257294.300895,1767366.000,18598,3,GX,1,100,0.366
1738257294.347397,1767412.500,18613,2,GX,1,100,0.244
1738257294.393899,1767459.000,18613,2,GX,1,100,0.122
1738257294.433901,1767499.000,18631,2,GX,1,100,0.366
1738257294.473902,1767539.000,18631,2,GX,1,100,0.275
1738257294.513904,1767579.000,18647,3,GX,1,100,0.336
1738257294.553906,1767619.000,18647,3,GX,1,100,0.671
1738257294.593908,1767659.000,18647,3,GX,1,100,0.916
1738257294.633909,1767699.000,18664,2,GX,1,100,0.580
1738257294.673911,1767739.000,18664,2,GX,1,100,0.366
1738257294.713913,1767779.000,18680,3,GX,1,100,0.671
1738257294.753915,1767819.000,18680,3,GX,1,100,0.275
1738257294.793916,1767859.000,18680,3,GX,1,100,0.305
1738257294.833918,1767899.000,18697,2,GX,1,100,0.519
1738257294.873920,1767939.000,18697,2,GX,1,100,0.305
1738257294.913922,1767979.000,18713,3,GX,1,100,0.397
1738257294.953923,1768019.000,18713,3,GX,1,100,0.610
1738257294.993925,1768059.000,18713,3,GX,1,100,0.183
1738257295.033927,1768099.000,18731,2,GX,1,100,0.214
1738257295.073929,1768139.000,18731,2,GX,1,100,0.427
1738257295.113930,1768179.000,18747,3,GX,1,100,0.366
1738257295.153932,1768219.000,18747,3,GX,1,100,0.366
1738257295.193934,1768259.000,18747,3,GX,1,100,0.458
1738257295.233936,1768299.000,18768,5,GX,1,100,0.244
1738257295.273937,1768339.000,18768,5,GX,1,100,-0.061
1738257295.313939,1768379.000,18768,5,GX,1,100,0.275
1738257295.353941,1768419.000,18768,5,GX,1,100,0.336
1738257295.393943,1768459.000,18768,5,GX,1,100,0.153
1738257295.433944,1768499.000,18785,3,GX,1,100,0.366
1738257295.473946,1768539.000,18785,3,GX,1,100,0.275
1738257295.513948,1768579.000,18785,3,GX,1,100,0.336
1738257295.553950,1768619.000,18801,2,GX,1,100,0.458
1738257295.593951,1768659.000,18801,2,GX,1,100,0.336
1738257295.638287,1768703.333,18817,3,GX,1,100,0.305
1738257295.682622,1768747.667,18817,3,GX,1,100,0.183
1738257295.726957,1768792.000,18817,3,GX,1,100,0.214
1738257295.766959,1768832.000,18834,2,GX,1,100,0.397
1738257295.806961,1768872.000,18834,2,GX,1,100,0.244
1738257295.846962,1768912.000,18851,3,GX,1,100,0.244
1738257295.886964,1768952.000,18851,3,GX,1,100,0.275
1738257295.926966,1768992.000,18851,3,GX,1,100,0.000
1738257295.966968,1769032.000,18867,2,GX,1,100,0.000
1738257296.006969,1769072.000,18867,2,GX,1,100,0.122
1738257296.046971,1769112.000,18884,3,GX,1,100,0.061
1738257296.086973,1769152.000,18884,3,GX,1,100,0.183
1738257296.126975,1769192.000,18884,3,GX,1,100,0.336
1738257296.166976,1769232.000,18900,2,GX,1,100,0.244
1738257296.206978,1769272.000,18900,2,GX,1,100,0.488
1738257296.246980,1769312.000,18917,3,GX,1,100,0.793
1738257296.286982,1769352.000,18917,3,GX,1,100,0.458
1738257296.326983,1769392.000,18917,3,GX,1,100,0.610
1738257296.366985,1769432.000,18934,2,GX,1,100,0.702
1738257296.406987,1769472.000,18934,2,GX,1,100,0.366
1738257296.446989,1769512.000,18952,3,GX,1,100,0.549
1738257296.486990,1769552.000,18952,3,GX,1,100,0.366
1738257296.526992,1769592.000,18952,3,GX,1,100,0.244
1738257296.566994,1769632.000,18968,2,GX,1,100,0.488
1738257296.606996,1769672.000,18968,2,GX,1,100,0.488
1738257296.647331,1769712.333,18985,3,GX,1,100,0.397
1738257296.687666,1769752.667,18985,3,GX,1,100,0.183
1738257296.728001,1769793.000,18985,3,GX,1,100,-0.183
1738257296.767503,1769832.500,19002,2,GX,1,100,0.244
1738257296.807004,1769872.000,19002,2,GX,1,100,0.336
1738257296.847006,1769912.000,19018,3,GX,1,100,0.275
1738257296.887008,1769952.000,19018,3,GX,1,100,0.397
1738257296.927010,1769992.000,19018,3,GX,1,100,0.549
1738257296.974011,1770039.000,19034,2,GX,1,100,0.763
1738257297.021013,1770086.000,19034,2,GX,1,100,0.580
1738257297.060682,1770125.667,19052,3,GX,1,100,0.427
1738257297.100350,1770165.333,19052,3,GX,1,100,0.641
1738257297.140019,1770205.000,19052,3,GX,1,100,0.641
1738257297.180521,1770245.500,19068,2,GX,1,100,0.610
1738257297.221022,1770286.000,19068,2,GX,1,100,0.641
1738257297.261024,1770326.000,19085,3,GX,1,100,0.702
1738257297.301026,1770366.000,19085,3,GX,1,100,0.732
1738257297.341027,1770406.000,19085,3,GX,1,100,0.671
1738257297.381029,1770446.000,19101,2,GX,1,100,0.580
1738257297.421031,1770486.000,19101,2,GX,1,100,0.671
1738257297.460700,1770525.667,19118,3,GX,1,100,0.946
1738257297.500368,1770565.333,19118,3,GX,1,100,0.671
1738257297.540036,1770605.000,19118,3,GX,1,100,0.610
1738257297.580038,1770645.000,19134,2,GX,1,100,0.702
1738257297.620040,1770685.000,19134,2,GX,1,100,0.763
1738257297.660042,1770725.000,19152,3,GX,1,100,0.702
1738257297.700043,1770765.000,19152,3,GX,1,100,0.793
1738257297.740045,1770805.000,19152,3,GX,1,100,0.732
1738257297.780047,1770845.000,19167,2,GX,1,100,0.824
