LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1738257287.700606,1760766,17516,1,BI,1,100,10980
1738257293.340853,1766406,18436,1,BI,1,100,5610
1738257297.894052,1770959,19174,1,BI,1,100,4530
1738257302.043233,1775108,19864,1,BI,1,100,4120
1738257307.219459,1780284,20718,1,BI,1,100,5150
1738257318.682960,1791747,22590,1,BI,1,100,11400
1738257325.765269,1798829,23741,1,BI,1,100,7050
1738257328.285379,1801349,24148,1,BI,1,100,2500
1738257330.505476,1803569,24515,1,BI,1,100,2210
1738257331.475519,1804539,24675,1,BI,1,100,970
1738257347.084201,1820147,27218,1,BI,1,100,15520
1738257348.047243,1821110,27385,1,BI,1,100,960
1738257348.817276,1821880,27504,1,BI,1,100,770
1738257355.430565,1828493,28606,1,BI,1,100,6570
1738257356.390607,1829453,28757,1,BI,1,100,960
1738257357.733666,1830796,28982,1,BI,1,100,1330
1738257358.410696,1831473,29099,1,BI,1,100,680
1738257360.216774,1833279,29400,1,BI,1,100,1790
1738257363.099900,1836162,29854,1,BI,1,100,2870
1738257368.856152,1841918,30793,1,BI,1,100,5730
1738257369.036160,1842098,30828,1,BI,1,100,180
1738257369.553182,1842615,30913,1,BI,1,100,510
1738257371.489267,1844551,31232,1,BI,1,100,1930
1738257375.269432,1848331,31853,1,BI,1,100,3760
1738257381.958724,1855020,32957,1,BI,1,100,6650
1738257382.521749,1855583,33032,1,BI,1,100,560
1738257385.925898,1858987,33597,1,BI,1,100,3380
1738257386.788935,1859850,33733,1,BI,1,100,860
1738257387.794979,1860856,33907,1,BI,1,100,1000
1738257395.955336,1869016,35240,1,BI,1,100,8120
1738257399.484490,1872545,35813,1,BI,1,100,3510
1738257400.001512,1873062,35898,1,BI,1,100,520
1738257400.878551,1873939,36049,1,BI,1,100,870
1738257404.710718,1877771,36669,1,BI,1,100,3810
1738257409.390923,1882451,37443,1,BI,1,100,4650
1738257410.556973,1883617,37627,1,BI,1,100,1170
1738257415.590194,1888650,38449,1,BI,1,100,5000
1738257423.613544,1896673,39756,1,BI,1,100,7980
1738257430.399840,1903459,40875,1,BI,1,100,6750
1738257431.145873,1904205,40995,1,BI,1,100,740
1738257433.079957,1906139,41312,1,BI,1,100,1930
1738257435.992085,1909051,41784,1,BI,1,100,2890
1738257437.332143,1910391,42004,1,BI,1,100,1340
1738257442.665376,1915724,42874,1,BI,1,100,5300
1738257444.558459,1917617,43194,1,BI,1,100,1880
1738257447.558590,1920617,43679,1,BI,1,100,2990
1738257460.728165,1933786,45823,1,BI,1,100,13100
1738257477.493898,1950551,48567,1,BI,1,100,16670
1738257480.767041,1953824,49105,1,BI,1,100,3260
1738257483.057141,1956114,49473,1,BI,1,100,2280
1738257486.369286,1959426,50009,1,BI,1,100,3290
1738257487.923353,1960980,50278,1,BI,1,100,1550
1738257489.149407,1962206,50479,1,BI,1,100,1220
1738257489.283413,1962340,50497,1,BI,1,100,130
1738257490.772478,1963829,50738,1,BI,1,100,1480
1738257492.246542,1965303,50991,1,BI,1,100,1470
1738257492.802567,1965859,51075,1,BI,1,100,550
