LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1738257279.181234,1752247.000,16111,4,PR,1,100,101273
1738257279.181234,1752247.000,16111,4,PR,1,100,101251
1738257279.181234,1752247.000,16111,4,PR,1,100,101275
1738257279.181234,1752247.000,16111,4,PR,1,100,101259
1738257279.190962,1752256.727,16126,11,PR,1,100,101281
1738257279.200690,1752266.455,16126,11,PR,1,100,101255
1738257279.210417,1752276.182,16126,11,PR,1,100,101271
1738257279.220145,1752285.909,16126,11,PR,1,100,101267
1738257279.229873,1752295.636,16126,11,PR,1,100,101238
1738257279.239600,1752305.364,16126,11,PR,1,100,101296
1738257279.249328,1752315.091,16126,11,PR,1,100,101262
1738257279.259056,1752324.818,16126,11,PR,1,100,101279
1738257279.268784,1752334.545,16126,11,PR,1,100,101263
1738257279.278511,1752344.273,16126,11,PR,1,100,101282
1738257279.288239,1752354.000,16126,11,PR,1,100,101273
1738257279.297967,1752363.727,16143,11,PR,1,100,101239
1738257279.307694,1752373.455,16143,11,PR,1,100,101284
1738257279.317422,1752383.182,16143,11,PR,1,100,101263
1738257279.327150,1752392.909,16143,11,PR,1,100,101278
1738257279.336877,1752402.636,16143,11,PR,1,100,101253
1738257279.346605,1752412.364,16143,11,PR,1,100,101261
1738257279.356333,1752422.091,16143,11,PR,1,100,101248
1738257279.366060,1752431.818,16143,11,PR,1,100,101283
1738257279.375788,1752441.545,16143,11,PR,1,100,101276
1738257279.385516,1752451.273,16143,11,PR,1,100,101266
1738257279.395244,1752461.000,16143,11,PR,1,100,101289
1738257279.405844,1752471.600,16160,10,PR,1,100,101268
1738257279.416445,1752482.200,16160,10,PR,1,100,101272
1738257279.427045,1752492.800,16160,10,PR,1,100,101243
1738257279.437645,1752503.400,16160,10,PR,1,100,101238
1738257279.448246,1752514.000,16160,10,PR,1,100,101261
1738257279.458846,1752524.600,16160,10,PR,1,100,101274
1738257279.469447,1752535.200,16160,10,PR,1,100,101267
1738257279.480047,1752545.800,16160,10,PR,1,100,101260
1738257279.490648,1752556.400,16160,10,PR,1,100,101257
1738257279.501248,1752567.000,16160,10,PR,1,100,101245
1738257279.511582,1752577.333,16177,9,PR,1,100,101242
1738257279.521916,1752587.667,16177,9,PR,1,100,101284
1738257279.532250,1752598.000,16177,9,PR,1,100,101264
1738257279.542583,1752608.333,16177,9,PR,1,100,101235
1738257279.552917,1752618.667,16177,9,PR,1,100,101282
1738257279.563251,1752629.000,16177,9,PR,1,100,101232
1738257279.573585,1752639.333,16177,9,PR,1,100,101258
1738257279.583919,1752649.667,16177,9,PR,1,100,101271
1738257279.594252,1752660.000,16177,9,PR,1,100,101247
1738257279.603980,1752669.727,16192,11,PR,1,100,101241
1738257279.613708,1752679.455,16192,11,PR,1,100,101266
1738257279.623435,1752689.182,16192,11,PR,1,100,101263
1738257279.633163,1752698.909,16192,11,PR,1,100,101276
1738257279.642891,1752708.636,16192,11,PR,1,100,101276
1738257279.652618,1752718.364,16192,11,PR,1,100,101260
1738257279.662346,1752728.091,16192,11,PR,1,100,101251
1738257279.672074,1752737.818,16192,11,PR,1,100,101238
1738257279.681802,1752747.545,16192,11,PR,1,100,101282
1738257279.691529,1752757.273,16192,11,PR,1,100,101272
1738257279.701257,1752767.000,16192,11,PR,1,100,101240
1738257279.711591,1752777.333,16210,9,PR,1,100,101244
1738257279.721925,1752787.667,16210,9,PR,1,100,101275
1738257279.732258,1752798.000,16210,9,PR,1,100,101221
1738257279.742592,1752808.333,16210,9,PR,1,100,101251
1738257279.752926,1752818.667,16210,9,PR,1,100,101219
1738257279.763260,1752829.000,16210,9,PR,1,100,101261
1738257279.773593,1752839.333,16210,9,PR,1,100,101255
1738257279.783927,1752849.667,16210,9,PR,1,100,101232
1738257279.794261,1752860.000,16210,9,PR,1,100,101200
1738257279.803989,1752869.727,16226,11,PR,1,100,101221
1738257279.813716,1752879.455,16226,11,PR,1,100,101201
1738257279.823444,1752889.182,16226,11,PR,1,100,101232
1738257279.833172,1752898.909,16226,11,PR,1,100,101228
1738257279.842900,1752908.636,16226,11,PR,1,100,101206
1738257279.852627,1752918.364,16226,11,PR,1,100,101249
1738257279.862355,1752928.091,16226,11,PR,1,100,101227
1738257279.872083,1752937.818,16226,11,PR,1,100,101238
1738257279.881810,1752947.545,16226,11,PR,1,100,101206
1738257279.891538,1752957.273,16226,11,PR,1,100,101256
1738257279.901266,1752967.000,16226,11,PR,1,100,101183
1738257279.911266,1752977.000,16250,16,PR,1,100,101198
1738257279.921267,1752987.000,16250,16,PR,1,100,101252
1738257279.931267,1752997.000,16250,16,PR,1,100,101227
1738257279.941267,1753007.000,16250,16,PR,1,100,101242
1738257279.951268,1753017.000,16250,16,PR,1,100,101219
1738257279.961268,1753027.000,16250,16,PR,1,100,101253
1738257279.971269,1753037.000,16250,16,PR,1,100,101198
1738257279.981269,1753047.000,16250,16,PR,1,100,101214
1738257279.991270,1753057.000,16250,16,PR,1,100,101232
1738257280.001270,1753067.000,16250,16,PR,1,100,101212
1738257280.011271,1753077.000,16250,16,PR,1,100,101232
1738257280.021271,1753087.000,16250,16,PR,1,100,101217
1738257280.031271,1753097.000,16250,16,PR,1,100,101196
1738257280.041272,1753107.000,16250,16,PR,1,100,101194
1738257280.051272,1753117.000,16250,16,PR,1,100,101175
1738257280.061273,1753127.000,16250,16,PR,1,100,101212
1738257280.071973,1753137.700,16267,10,PR,1,100,101187
1738257280.082674,1753148.400,16267,10,PR,1,100,101189
1738257280.093374,1753159.100,16267,10,PR,1,100,101209
1738257280.104074,1753169.800,16267,10,PR,1,100,101197
1738257280.114775,1753180.500,16267,10,PR,1,100,101210
1738257280.125475,1753191.200,16267,10,PR,1,100,101225
1738257280.136176,1753201.900,16267,10,PR,1,100,101211
1738257280.146876,1753212.600,16267,10,PR,1,100,101195
1738257280.157577,1753223.300,16267,10,PR,1,100,101209
1738257280.168277,1753234.000,16267,10,PR,1,100,101168
1738257280.177914,1753243.636,16284,11,PR,1,100,101181
1738257280.187551,1753253.273,16284,11,PR,1,100,101183
1738257280.197188,1753262.909,16284,11,PR,1,100,101164
1738257280.206825,1753272.545,16284,11,PR,1,100,101186
1738257280.216461,1753282.182,16284,11,PR,1,100,101178
1738257280.226098,1753291.818,16284,11,PR,1,100,101188
1738257280.235735,1753301.455,16284,11,PR,1,100,101195
1738257280.245372,1753311.091,16284,11,PR,1,100,101170
1738257280.255008,1753320.727,16284,11,PR,1,100,101177
1738257280.264645,1753330.364,16284,11,PR,1,100,101205
1738257280.274282,1753340.000,16284,11,PR,1,100,101193
1738257280.284727,1753350.444,16299,9,PR,1,100,101148
1738257280.295172,1753360.889,16299,9,PR,1,100,101177
1738257280.305617,1753371.333,16299,9,PR,1,100,101173
1738257280.316061,1753381.778,16299,9,PR,1,100,101185
1738257280.326507,1753392.222,16299,9,PR,1,100,101142
1738257280.336951,1753402.667,16299,9,PR,1,100,101149
1738257280.347396,1753413.111,16299,9,PR,1,100,101146
1738257280.357841,1753423.556,16299,9,PR,1,100,101181
1738257280.368286,1753434.000,16299,9,PR,1,100,101177
1738257280.377923,1753443.636,16317,11,PR,1,100,101181
1738257280.387560,1753453.273,16317,11,PR,1,100,101192
1738257280.397197,1753462.909,16317,11,PR,1,100,101173
1738257280.406833,1753472.545,16317,11,PR,1,100,101191
1738257280.416470,1753482.182,16317,11,PR,1,100,101184
1738257280.426107,1753491.818,16317,11,PR,1,100,101175
1738257280.435744,1753501.455,16317,11,PR,1,100,101161
1738257280.445380,1753511.091,16317,11,PR,1,100,101185
1738257280.455017,1753520.727,16317,11,PR,1,100,101137
1738257280.464654,1753530.364,16317,11,PR,1,100,101205
1738257280.474291,1753540.000,16317,11,PR,1,100,101169
1738257280.484736,1753550.444,16333,9,PR,1,100,101166
1738257280.495181,1753560.889,16333,9,PR,1,100,101159
1738257280.505625,1753571.333,16333,9,PR,1,100,101144
1738257280.516070,1753581.778,16333,9,PR,1,100,101172
1738257280.526515,1753592.222,16333,9,PR,1,100,101195
1738257280.536960,1753602.667,16333,9,PR,1,100,101185
1738257280.547405,1753613.111,16333,9,PR,1,100,101154
1738257280.557850,1753623.556,16333,9,PR,1,100,101162
1738257280.568295,1753634.000,16333,9,PR,1,100,101163
1738257280.578022,1753643.727,16350,11,PR,1,100,101154
1738257280.587750,1753653.455,16350,11,PR,1,100,101139
1738257280.597478,1753663.182,16350,11,PR,1,100,101168
1738257280.607206,1753672.909,16350,11,PR,1,100,101195
1738257280.616933,1753682.636,16350,11,PR,1,100,101142
1738257280.626661,1753692.364,16350,11,PR,1,100,101188
1738257280.636389,1753702.091,16350,11,PR,1,100,101157
1738257280.646116,1753711.818,16350,11,PR,1,100,101142
1738257280.655844,1753721.545,16350,11,PR,1,100,101122
1738257280.665572,1753731.273,16350,11,PR,1,100,101131
1738257280.675299,1753741.000,16350,11,PR,1,100,101168
1738257280.685900,1753751.600,16367,10,PR,1,100,101158
1738257280.696501,1753762.200,16367,10,PR,1,100,101109
1738257280.707101,1753772.800,16367,10,PR,1,100,101166
1738257280.717701,1753783.400,16367,10,PR,1,100,101150
1738257280.728302,1753794.000,16367,10,PR,1,100,101158
