LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1738257279.973269,1753039.000,16241,2,AK,1,100,15501
1738257279.973269,1753039.000,16241,2,AK,1,100,RD
1738257279.974769,1753040.500,16243,2,AK,1,100,15501
1738257279.976269,1753042.000,16243,2,AK,1,100,RD
1738257280.019771,1753085.500,16246,2,AK,1,100,16244
1738257280.063273,1753129.000,16246,2,AK,1,100,RD
1738257282.582383,1755648.000,17078,2,AK,1,100,16244
1738257285.101493,1758167.000,17078,2,AK,1,100,RD
1738257285.112993,1758178.500,17081,2,AK,1,100,17079
1738257285.124494,1758190.000,17081,2,AK,1,100,RD
1738257287.667105,1760732.500,17917,2,AK,1,100,17079
1738257290.209716,1763275.000,17917,2,AK,1,100,RD
1738257290.218716,1763284.000,17920,2,AK,1,100,17918
1738257290.227717,1763293.000,17920,2,AK,1,100,RD
1738257292.773828,1765839.000,18755,2,AK,1,100,17918
1738257295.319939,1768385.000,18755,2,AK,1,100,RD
1738257297.875051,1770940.000,19590,2,AK,1,100,18756
1738257300.430162,1773495.000,19590,2,AK,1,100,RD
1738257300.433163,1773498.000,19592,2,AK,1,100,18756
1738257300.436163,1773501.000,19592,2,AK,1,100,RD
1738257300.456164,1773521.000,19595,2,AK,1,100,19593
1738257300.476165,1773541.000,19595,2,AK,1,100,RD
1738257303.008775,1776073.500,20430,2,AK,1,100,19593
1738257305.541386,1778606.000,20430,2,AK,1,100,RD
1738257305.558887,1778623.500,20433,2,AK,1,100,20431
1738257305.576387,1778641.000,20433,2,AK,1,100,RD
1738257308.112498,1781177.000,21268,2,AK,1,100,20431
1738257310.648609,1783713.000,21268,2,AK,1,100,RD
1738257310.662610,1783727.000,21271,2,AK,1,100,21269
1738257310.676610,1783741.000,21271,2,AK,1,100,RD
1738257313.216221,1786280.500,22103,2,AK,1,100,21269
1738257315.755832,1788820.000,22103,2,AK,1,100,RD
1738257315.779333,1788843.500,22106,2,AK,1,100,22104
1738257315.802834,1788867.000,22106,2,AK,1,100,RD
1738257318.333945,1791398.000,22942,2,AK,1,100,22104
1738257320.865055,1793929.000,22942,2,AK,1,100,RD
1738257323.425167,1796489.000,23777,2,AK,1,100,22943
1738257325.985279,1799049.000,23777,2,AK,1,100,RD
1738257325.986279,1799050.000,23779,2,AK,1,100,22943
1738257325.987279,1799051.000,23779,2,AK,1,100,RD
1738257328.551891,1801615.500,24617,2,AK,1,100,23780
1738257331.116503,1804180.000,24617,2,AK,1,100,RD
1738257331.118003,1804181.500,24619,2,AK,1,100,23780
1738257331.119503,1804183.000,24619,2,AK,1,100,RD
1738257331.144004,1804207.500,24622,2,AK,1,100,24620
1738257331.168505,1804232.000,24622,2,AK,1,100,RD
1738257333.696616,1806760.000,25457,2,AK,1,100,24620
1738257336.224726,1809288.000,25457,2,AK,1,100,RD
1738257336.236227,1809299.500,25460,2,AK,1,100,25458
1738257336.247727,1809311.000,25460,2,AK,1,100,RD
1738257338.790338,1811853.500,26292,2,AK,1,100,25458
1738257341.332949,1814396.000,26292,2,AK,1,100,RD
1738257343.899061,1816962.000,27129,2,AK,1,100,26293
1738257346.465174,1819528.000,27129,2,AK,1,100,RD
1738257346.466674,1819529.500,27131,2,AK,1,100,26293
1738257346.468174,1819531.000,27131,2,AK,1,100,RD
1738257346.517676,1819580.500,27134,2,AK,1,100,27132
1738257346.567178,1819630.000,27134,2,AK,1,100,RD
1738257349.089788,1822152.500,27972,2,AK,1,100,27132
1738257351.612398,1824675.000,27972,2,AK,1,100,RD
1738257351.629899,1824692.500,27975,2,AK,1,100,27973
1738257351.647400,1824710.000,27975,2,AK,1,100,RD
1738257354.186511,1827249.000,28812,2,AK,1,100,27973
1738257356.725622,1829788.000,28812,2,AK,1,100,RD
1738257356.739622,1829802.000,28815,2,AK,1,100,28813
1738257356.753623,1829816.000,28815,2,AK,1,100,RD
1738257359.293734,1832356.000,29653,2,AK,1,100,28813
1738257361.833845,1834896.000,29653,2,AK,1,100,RD
1738257364.399457,1837461.500,30489,2,AK,1,100,29654
1738257366.965069,1840027.000,30489,2,AK,1,100,RD
1738257366.966069,1840028.000,30491,2,AK,1,100,29654
1738257366.967069,1840029.000,30491,2,AK,1,100,RD
1738257369.532681,1842594.500,31332,2,AK,1,100,30492
1738257372.098293,1845160.000,31332,2,AK,1,100,RD
1738257372.099293,1845161.000,31334,2,AK,1,100,30492
1738257372.100293,1845162.000,31334,2,AK,1,100,RD
1738257372.132795,1845194.500,31337,2,AK,1,100,31335
1738257372.165296,1845227.000,31337,2,AK,1,100,RD
1738257374.687407,1847749.000,32173,2,AK,1,100,31335
1738257377.209517,1850271.000,32173,2,AK,1,100,RD
1738257377.234018,1850295.500,32176,2,AK,1,100,32174
1738257377.258519,1850320.000,32176,2,AK,1,100,RD
1738257379.787129,1852848.500,33010,2,AK,1,100,32174
1738257382.315740,1855377.000,33010,2,AK,1,100,RD
1738257382.342241,1855403.500,33013,2,AK,1,100,33011
1738257382.368742,1855430.000,33013,2,AK,1,100,RD
1738257384.905853,1857967.000,33851,2,AK,1,100,33011
1738257387.442964,1860504.000,33851,2,AK,1,100,RD
1738257387.483966,1860545.000,33854,2,AK,1,100,33852
1738257387.524967,1860586.000,33854,2,AK,1,100,RD
1738257390.046577,1863107.500,34689,2,AK,1,100,33852
1738257392.568188,1865629.000,34689,2,AK,1,100,RD
1738257392.580688,1865641.500,34692,2,AK,1,100,34690
1738257392.593189,1865654.000,34692,2,AK,1,100,RD
1738257395.144300,1868205.000,35526,2,AK,1,100,34690
1738257397.695412,1870756.000,35526,2,AK,1,100,RD
1738257397.709912,1870770.500,35529,2,AK,1,100,35527
1738257397.724413,1870785.000,35529,2,AK,1,100,RD
1738257400.277025,1873337.500,36368,2,AK,1,100,35527
1738257402.829636,1875890.000,36368,2,AK,1,100,RD
1738257405.390248,1878450.500,37204,2,AK,1,100,36369
1738257407.950860,1881011.000,37204,2,AK,1,100,RD
1738257407.951860,1881012.000,37206,2,AK,1,100,36369
1738257407.952860,1881013.000,37206,2,AK,1,100,RD
1738257407.971861,1881032.000,37209,2,AK,1,100,37207
1738257407.990861,1881051.000,37209,2,AK,1,100,RD
1738257410.527472,1883587.500,38045,2,AK,1,100,37207
1738257413.064083,1886124.000,38045,2,AK,1,100,RD
1738257413.103585,1886163.500,38048,2,AK,1,100,38046
1738257413.143086,1886203.000,38048,2,AK,1,100,RD
1738257415.663197,1888723.000,38884,2,AK,1,100,38046
1738257418.183307,1891243.000,38884,2,AK,1,100,RD
1738257418.195307,1891255.000,38887,2,AK,1,100,38885
1738257418.207308,1891267.000,38887,2,AK,1,100,RD
1738257420.760919,1893820.500,39719,2,AK,1,100,38885
1738257423.314531,1896374.000,39719,2,AK,1,100,RD
1738257425.874143,1898933.500,40554,2,AK,1,100,39720
1738257428.433754,1901493.000,40554,2,AK,1,100,RD
1738257428.435255,1901494.500,40556,2,AK,1,100,39720
1738257428.436755,1901496.000,40556,2,AK,1,100,RD
1738257428.448255,1901507.500,40559,2,AK,1,100,40557
1738257428.459756,1901519.000,40559,2,AK,1,100,RD
1738257431.016867,1904076.000,41398,2,AK,1,100,40557
1738257433.573979,1906633.000,41398,2,AK,1,100,RD
1738257433.582979,1906642.000,41401,2,AK,1,100,41399
1738257433.591980,1906651.000,41401,2,AK,1,100,RD
1738257436.144091,1909203.000,42237,2,AK,1,100,41399
1738257438.696203,1911755.000,42237,2,AK,1,100,RD
1738257438.704703,1911763.500,42240,2,AK,1,100,42238
1738257438.713204,1911772.000,42240,2,AK,1,100,RD
1738257441.267815,1914326.500,43075,2,AK,1,100,42238
