LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1738257279.153233,1752219.000,16114,1,EL,1,100,26534.000000
1738257279.219736,1752285.500,16129,2,EL,1,100,26534.000000
1738257279.286239,1752352.000,16129,2,EL,1,100,26534.000000
1738257279.353242,1752419.000,16146,1,EL,1,100,26534.400391
1738257279.419745,1752485.500,16163,2,EL,1,100,26534.000000
1738257279.486248,1752552.000,16163,2,EL,1,100,26534.000000
1738257279.553251,1752619.000,16180,1,EL,1,100,26534.199219
1738257279.620253,1752686.000,16195,2,EL,1,100,26534.199219
1738257279.687256,1752753.000,16195,2,EL,1,100,26534.000000
1738257279.753259,1752819.000,16213,1,EL,1,100,26534.000000
1738257279.819762,1752885.500,16229,2,EL,1,100,26534.000000
1738257279.886265,1752952.000,16229,2,EL,1,100,26534.199219
1738257279.953268,1753019.000,16253,2,EL,1,100,26534.800781
1738257280.020271,1753086.000,16253,2,EL,1,100,26534.400391
1738257280.086774,1753152.500,16270,2,EL,1,100,26534.599609
1738257280.153277,1753219.000,16270,2,EL,1,100,26534.199219
1738257280.220280,1753286.000,16287,1,EL,1,100,26534.199219
1738257280.286783,1753352.500,16302,2,EL,1,100,26534.400391
1738257280.353286,1753419.000,16302,2,EL,1,100,26534.199219
1738257280.420288,1753486.000,16320,1,EL,1,100,26534.400391
1738257280.486791,1753552.500,16336,2,EL,1,100,26534.199219
1738257280.553294,1753619.000,16336,2,EL,1,100,26534.000000
1738257280.620297,1753686.000,16353,1,EL,1,100,26534.599609
1738257280.686800,1753752.500,16370,2,EL,1,100,26534.199219
1738257280.753303,1753819.000,16370,2,EL,1,100,26534.199219
1738257280.820306,1753886.000,16386,1,EL,1,100,26534.000000
1738257280.886809,1753952.500,16402,2,EL,1,100,26534.000000
1738257280.953312,1754019.000,16402,2,EL,1,100,26534.199219
1738257281.020315,1754086.000,16419,1,EL,1,100,26534.400391
1738257281.086818,1754152.500,16436,2,EL,1,100,26534.000000
1738257281.153320,1754219.000,16436,2,EL,1,100,26534.400391
1738257281.219823,1754285.500,16452,2,EL,1,100,26534.400391
1738257281.286326,1754352.000,16452,2,EL,1,100,26534.199219
1738257281.353329,1754419.000,16468,1,EL,1,100,26534.400391
1738257281.419832,1754485.500,16488,2,EL,1,100,26534.599609
1738257281.486335,1754552.000,16488,2,EL,1,100,26534.400391
1738257281.553338,1754619.000,16504,1,EL,1,100,26534.400391
1738257281.619841,1754685.500,16520,2,EL,1,100,26535.000000
1738257281.686344,1754752.000,16520,2,EL,1,100,26534.400391
1738257281.753347,1754819.000,16537,1,EL,1,100,26534.199219
1738257281.819849,1754885.500,16554,2,EL,1,100,26534.599609
1738257281.886352,1754952.000,16554,2,EL,1,100,26534.800781
1738257281.953355,1755019.000,16570,1,EL,1,100,26534.400391
1738257282.019858,1755085.500,16587,2,EL,1,100,26534.800781
1738257282.086361,1755152.000,16587,2,EL,1,100,26535.000000
1738257282.153364,1755219.000,16603,1,EL,1,100,26534.599609
1738257282.219867,1755285.500,16620,2,EL,1,100,26534.400391
1738257282.286370,1755352.000,16620,2,EL,1,100,26534.599609
1738257282.353373,1755419.000,16636,1,EL,1,100,26534.599609
1738257282.419876,1755485.500,16653,2,EL,1,100,26534.599609
1738257282.486379,1755552.000,16653,2,EL,1,100,26534.400391
1738257282.553381,1755619.000,16669,1,EL,1,100,26534.400391
1738257282.619884,1755685.500,16686,2,EL,1,100,26534.800781
1738257282.686387,1755752.000,16686,2,EL,1,100,26534.599609
1738257282.753390,1755819.000,16703,1,EL,1,100,26534.400391
1738257282.819893,1755885.500,16720,2,EL,1,100,26534.400391
1738257282.886396,1755952.000,16720,2,EL,1,100,26534.400391
1738257282.952899,1756018.500,16735,2,EL,1,100,26534.599609
1738257283.019402,1756085.000,16735,2,EL,1,100,26534.400391
1738257283.086405,1756152.000,16753,1,EL,1,100,26534.199219
1738257283.152908,1756218.500,16769,2,EL,1,100,26534.400391
1738257283.219411,1756285.000,16769,2,EL,1,100,26534.199219
1738257283.286414,1756352.000,16786,1,EL,1,100,26534.400391
1738257283.352916,1756418.500,16802,2,EL,1,100,26534.000000
1738257283.419419,1756485.000,16802,2,EL,1,100,26534.000000
1738257283.486422,1756552.000,16819,1,EL,1,100,26534.000000
1738257283.552925,1756618.500,16835,2,EL,1,100,26534.000000
1738257283.619428,1756685.000,16835,2,EL,1,100,26534.000000
1738257283.686431,1756752.000,16852,1,EL,1,100,26533.599609
1738257283.752934,1756818.500,16868,2,EL,1,100,26533.599609
1738257283.819437,1756885.000,16868,2,EL,1,100,26534.000000
1738257283.886440,1756952.000,16885,1,EL,1,100,26533.599609
1738257283.952943,1757018.500,16901,2,EL,1,100,26533.400391
1738257284.019446,1757085.000,16901,2,EL,1,100,26533.400391
1738257284.086448,1757152.000,16919,1,EL,1,100,26533.400391
1738257284.152951,1757218.500,16934,2,EL,1,100,26533.000000
1738257284.219454,1757285.000,16934,2,EL,1,100,26533.000000
