LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1738257279.977269,1753043.000,16244,2,RD,1,100,TL
1738257279.977269,1753043.000,16244,2,RD,1,100,TU
1738257282.539881,1755605.500,17079,2,RD,1,100,TL
1738257285.102493,1758168.000,17079,2,RD,1,100,TU
1738257287.656605,1760722.000,17918,2,RD,1,100,TL
1738257290.210716,1763276.000,17918,2,RD,1,100,TU
1738257292.765828,1765831.000,18756,2,RD,1,100,TL
1738257295.320939,1768386.000,18756,2,RD,1,100,TU
1738257297.878551,1770943.500,19593,2,RD,1,100,TL
1738257300.436163,1773501.000,19593,2,RD,1,100,TU
1738257302.989274,1776054.000,20431,2,RD,1,100,TL
1738257305.542386,1778607.000,20431,2,RD,1,100,TU
1738257308.095997,1781160.500,21269,2,RD,1,100,TL
1738257310.649609,1783714.000,21269,2,RD,1,100,TU
1738257313.202720,1786267.000,22104,2,RD,1,100,TL
1738257315.755832,1788820.000,22104,2,RD,1,100,TU
1738257318.310944,1791375.000,22943,2,RD,1,100,TL
1738257320.866055,1793930.000,22943,2,RD,1,100,TU
1738257323.427167,1796491.000,23780,2,RD,1,100,TL
1738257325.988279,1799052.000,23780,2,RD,1,100,TU
1738257328.553891,1801617.500,24620,2,RD,1,100,TL
1738257331.119503,1804183.000,24620,2,RD,1,100,TU
1738257333.672115,1806735.500,25458,2,RD,1,100,TL
1738257336.224726,1809288.000,25458,2,RD,1,100,TU
1738257338.778838,1811842.000,26293,2,RD,1,100,TL
1738257341.332949,1814396.000,26293,2,RD,1,100,TU
1738257343.902562,1816965.500,27132,2,RD,1,100,TL
1738257346.472174,1819535.000,27132,2,RD,1,100,TU
1738257349.042286,1822105.000,27973,2,RD,1,100,TL
1738257351.612398,1824675.000,27973,2,RD,1,100,TU
1738257354.169510,1827232.000,28813,2,RD,1,100,TL
1738257356.726622,1829789.000,28813,2,RD,1,100,TU
1738257359.280734,1832343.000,29654,2,RD,1,100,TL
1738257361.834845,1834897.000,29654,2,RD,1,100,TU
1738257364.401457,1837463.500,30492,2,RD,1,100,TL
1738257366.968069,1840030.000,30492,2,RD,1,100,TU
1738257369.534681,1842596.500,31335,2,RD,1,100,TL
1738257372.101294,1845163.000,31335,2,RD,1,100,TU
1738257374.655905,1847717.500,32174,2,RD,1,100,TL
1738257377.210517,1850272.000,32174,2,RD,1,100,TU
1738257379.763628,1852825.000,33011,2,RD,1,100,TL
1738257382.316740,1855378.000,33011,2,RD,1,100,TU
1738257384.880352,1857941.500,33852,2,RD,1,100,TL
1738257387.443964,1860505.000,33852,2,RD,1,100,TU
1738257390.006076,1863067.000,34690,2,RD,1,100,TL
1738257392.568188,1865629.000,34690,2,RD,1,100,TU
1738257395.132300,1868193.000,35527,2,RD,1,100,TL
1738257397.696412,1870757.000,35527,2,RD,1,100,TU
1738257400.263024,1873323.500,36369,2,RD,1,100,TL
1738257402.829636,1875890.000,36369,2,RD,1,100,TU
1738257405.391748,1878452.000,37207,2,RD,1,100,TL
1738257407.953860,1881014.000,37207,2,RD,1,100,TU
1738257410.510972,1883571.000,38046,2,RD,1,100,TL
1738257413.068083,1886128.000,38046,2,RD,1,100,TU
1738257415.628195,1888688.000,38885,2,RD,1,100,TL
1738257418.188307,1891248.000,38885,2,RD,1,100,TU
1738257420.751919,1893811.500,39720,2,RD,1,100,TL
1738257423.315531,1896375.000,39720,2,RD,1,100,TU
1738257425.878143,1898937.500,40557,2,RD,1,100,TL
1738257428.440755,1901500.000,40557,2,RD,1,100,TU
1738257431.007867,1904067.000,41399,2,RD,1,100,TL
1738257433.574979,1906634.000,41399,2,RD,1,100,TU
1738257436.136091,1909195.000,42238,2,RD,1,100,TL
1738257438.697203,1911756.000,42238,2,RD,1,100,TU
