LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738257279.196235,1752262.000,16109,4,DC,2,100,EA
1738257279.196235,1752262.000,16109,4,DC,2,100,1
1738257279.196235,1752262.000,16109,4,DC,2,100,EL
1738257279.196235,1752262.000,16109,4,DC,2,100,1
1738257279.221236,1752287.000,16124,4,DC,2,100,EA
1738257279.246237,1752312.000,16124,4,DC,2,100,2
1738257279.271238,1752337.000,16124,4,DC,2,100,EL
1738257279.296239,1752362.000,16124,4,DC,2,100,2
1738257279.322740,1752388.500,16141,4,DC,2,100,EA
1738257279.349241,1752415.000,16141,4,DC,2,100,1
1738257279.375743,1752441.500,16141,4,DC,2,100,EL
1738257279.402244,1752468.000,16141,4,DC,2,100,1
1738257279.427495,1752493.250,16158,4,DC,2,100,EA
1738257279.452746,1752518.500,16158,4,DC,2,100,2
1738257279.477997,1752543.750,16158,4,DC,2,100,EL
1738257279.503248,1752569.000,16158,4,DC,2,100,2
1738257279.528499,1752594.250,16175,4,DC,2,100,EA
1738257279.553751,1752619.500,16175,4,DC,2,100,1
1738257279.579002,1752644.750,16175,4,DC,2,100,EL
1738257279.604253,1752670.000,16175,4,DC,2,100,1
1738257279.630004,1752695.750,16190,4,DC,2,100,EA
1738257279.655755,1752721.500,16190,4,DC,2,100,2
1738257279.681506,1752747.250,16190,4,DC,2,100,EL
1738257279.707257,1752773.000,16190,4,DC,2,100,2
1738257279.732758,1752798.500,16208,4,DC,2,100,EA
1738257279.758260,1752824.000,16208,4,DC,2,100,1
1738257279.783761,1752849.500,16208,4,DC,2,100,EL
1738257279.809262,1752875.000,16208,4,DC,2,100,1
1738257279.834263,1752900.000,16224,4,DC,2,100,EA
1738257279.859264,1752925.000,16224,4,DC,2,100,2
1738257279.884265,1752950.000,16224,4,DC,2,100,EL
1738257279.909266,1752975.000,16224,4,DC,2,100,2
1738257279.949018,1753014.750,16248,4,DC,2,100,EA
1738257279.988770,1753054.500,16248,4,DC,2,100,2
1738257280.028521,1753094.250,16248,4,DC,2,100,EL
1738257280.068273,1753134.000,16248,4,DC,2,100,2
1738257280.094774,1753160.500,16265,4,DC,2,100,EA
1738257280.121275,1753187.000,16265,4,DC,2,100,2
1738257280.147776,1753213.500,16265,4,DC,2,100,EL
1738257280.174278,1753240.000,16265,4,DC,2,100,2
1738257280.199779,1753265.500,16282,4,DC,2,100,EA
1738257280.225280,1753291.000,16282,4,DC,2,100,1
1738257280.250781,1753316.500,16282,4,DC,2,100,EL
1738257280.276282,1753342.000,16282,4,DC,2,100,1
1738257280.301283,1753367.000,16297,4,DC,2,100,EA
1738257280.326284,1753392.000,16297,4,DC,2,100,2
1738257280.351285,1753417.000,16297,4,DC,2,100,EL
1738257280.376287,1753442.000,16297,4,DC,2,100,2
1738257280.401788,1753467.500,16315,4,DC,2,100,EA
1738257280.427289,1753493.000,16315,4,DC,2,100,1
1738257280.452790,1753518.500,16315,4,DC,2,100,EL
1738257280.478291,1753544.000,16315,4,DC,2,100,1
1738257280.504042,1753569.750,16331,4,DC,2,100,EA
1738257280.529793,1753595.500,16331,4,DC,2,100,2
1738257280.555544,1753621.250,16331,4,DC,2,100,EL
1738257280.581295,1753647.000,16331,4,DC,2,100,2
1738257280.606297,1753672.000,16348,4,DC,2,100,EA
1738257280.631298,1753697.000,16348,4,DC,2,100,1
1738257280.656299,1753722.000,16348,4,DC,2,100,EL
1738257280.681300,1753747.000,16348,4,DC,2,100,1
1738257280.706801,1753772.500,16365,4,DC,2,100,EA
1738257280.732302,1753798.000,16365,4,DC,2,100,2
1738257280.757803,1753823.500,16365,4,DC,2,100,EL
1738257280.783304,1753849.000,16365,4,DC,2,100,2
1738257280.808305,1753874.000,16381,4,DC,2,100,EA
1738257280.833306,1753899.000,16381,4,DC,2,100,1
1738257280.858308,1753924.000,16381,4,DC,2,100,EL
1738257280.883309,1753949.000,16381,4,DC,2,100,1
1738257280.908560,1753974.250,16397,4,DC,2,100,EA
1738257280.933811,1753999.500,16397,4,DC,2,100,2
1738257280.959062,1754024.750,16397,4,DC,2,100,EL
1738257280.984313,1754050.000,16397,4,DC,2,100,2
1738257281.009564,1754075.250,16414,4,DC,2,100,EA
1738257281.034815,1754100.500,16414,4,DC,2,100,1
1738257281.060066,1754125.750,16414,4,DC,2,100,EL
1738257281.085317,1754151.000,16414,4,DC,2,100,1
1738257281.111569,1754177.250,16431,4,DC,2,100,EA
1738257281.137820,1754203.500,16431,4,DC,2,100,2
1738257281.164071,1754229.750,16431,4,DC,2,100,EL
1738257281.190322,1754256.000,16431,4,DC,2,100,2
1738257281.215323,1754281.000,16447,4,DC,2,100,EA
1738257281.240324,1754306.000,16447,4,DC,2,100,2
1738257281.265325,1754331.000,16447,4,DC,2,100,EL
1738257281.290326,1754356.000,16447,4,DC,2,100,2
1738257281.315578,1754381.250,16463,4,DC,2,100,EA
1738257281.340829,1754406.500,16463,4,DC,2,100,1
1738257281.366080,1754431.750,16463,4,DC,2,100,EL
1738257281.391331,1754457.000,16463,4,DC,2,100,1
1738257281.416832,1754482.500,16483,4,DC,2,100,EA
1738257281.442333,1754508.000,16483,4,DC,2,100,2
1738257281.467834,1754533.500,16483,4,DC,2,100,EL
1738257281.493335,1754559.000,16483,4,DC,2,100,2
1738257281.518836,1754584.500,16499,4,DC,2,100,EA
1738257281.544338,1754610.000,16499,4,DC,2,100,1
1738257281.569839,1754635.500,16499,4,DC,2,100,EL
1738257281.595340,1754661.000,16499,4,DC,2,100,1
1738257281.622341,1754688.000,16515,4,DC,2,100,EA
1738257281.649342,1754715.000,16515,4,DC,2,100,2
1738257281.676343,1754742.000,16515,4,DC,2,100,EL
1738257281.703344,1754769.000,16515,4,DC,2,100,2
1738257281.728595,1754794.250,16532,4,DC,2,100,EA
1738257281.753847,1754819.500,16532,4,DC,2,100,1
1738257281.779098,1754844.750,16532,4,DC,2,100,EL
1738257281.804349,1754870.000,16532,4,DC,2,100,1
1738257281.829350,1754895.000,16549,4,DC,2,100,EA
1738257281.854351,1754920.000,16549,4,DC,2,100,2
1738257281.879352,1754945.000,16549,4,DC,2,100,EL
1738257281.904353,1754970.000,16549,4,DC,2,100,2
1738257281.930354,1754996.000,16565,4,DC,2,100,EA
1738257281.956356,1755022.000,16565,4,DC,2,100,1
1738257281.982357,1755048.000,16565,4,DC,2,100,EL
1738257282.008358,1755074.000,16565,4,DC,2,100,1
1738257282.033359,1755099.000,16582,4,DC,2,100,EA
1738257282.058360,1755124.000,16582,4,DC,2,100,2
1738257282.083361,1755149.000,16582,4,DC,2,100,EL
1738257282.108362,1755174.000,16582,4,DC,2,100,2
1738257282.133613,1755199.250,16598,4,DC,2,100,EA
1738257282.158864,1755224.500,16598,4,DC,2,100,1
1738257282.184115,1755249.750,16598,4,DC,2,100,EL
1738257282.209367,1755275.000,16598,4,DC,2,100,1
1738257282.234618,1755300.250,16615,4,DC,2,100,EA
1738257282.259869,1755325.500,16615,4,DC,2,100,2
1738257282.285120,1755350.750,16615,4,DC,2,100,EL
1738257282.310371,1755376.000,16615,4,DC,2,100,2
1738257282.335622,1755401.250,16631,4,DC,2,100,EA
1738257282.360873,1755426.500,16631,4,DC,2,100,1
1738257282.386124,1755451.750,16631,4,DC,2,100,EL
1738257282.411375,1755477.000,16631,4,DC,2,100,1
1738257282.437627,1755503.250,16648,4,DC,2,100,EA
1738257282.463878,1755529.500,16648,4,DC,2,100,2
1738257282.490129,1755555.750,16648,4,DC,2,100,EL
1738257282.516380,1755582.000,16648,4,DC,2,100,2
1738257282.541381,1755607.000,16664,4,DC,2,100,EA
1738257282.566382,1755632.000,16664,4,DC,2,100,1
1738257282.591383,1755657.000,16664,4,DC,2,100,EL
1738257282.616384,1755682.000,16664,4,DC,2,100,1
1738257282.641635,1755707.250,16681,4,DC,2,100,EA
1738257282.666887,1755732.500,16681,4,DC,2,100,2
1738257282.692138,1755757.750,16681,4,DC,2,100,EL
1738257282.717389,1755783.000,16681,4,DC,2,100,2
1738257282.743640,1755809.250,16698,4,DC,2,100,EA
1738257282.769891,1755835.500,16698,4,DC,2,100,1
1738257282.796142,1755861.750,16698,4,DC,2,100,EL
1738257282.822393,1755888.000,16698,4,DC,2,100,1
1738257282.846644,1755912.250,16715,4,DC,2,100,EA
1738257282.870895,1755936.500,16715,4,DC,2,100,2
1738257282.895147,1755960.750,16715,4,DC,2,100,EL
1738257282.919398,1755985.000,16715,4,DC,2,100,2
1738257282.945149,1756010.750,16730,4,DC,2,100,EA
1738257282.970900,1756036.500,16730,4,DC,2,100,2
1738257282.996651,1756062.250,16730,4,DC,2,100,EL
1738257283.022402,1756088.000,16730,4,DC,2,100,2
1738257283.047403,1756113.000,16748,4,DC,2,100,EA
1738257283.072404,1756138.000,16748,4,DC,2,100,1
1738257283.097405,1756163.000,16748,4,DC,2,100,EL
1738257283.122406,1756188.000,16748,4,DC,2,100,1
1738257283.147658,1756213.250,16764,4,DC,2,100,EA
1738257283.172909,1756238.500,16764,4,DC,2,100,2
1738257283.198160,1756263.750,16764,4,DC,2,100,EL
1738257283.223411,1756289.000,16764,4,DC,2,100,2
1738257283.248662,1756314.250,16781,4,DC,2,100,EA
1738257283.273913,1756339.500,16781,4,DC,2,100,1
1738257283.299164,1756364.750,16781,4,DC,2,100,EL
1738257283.324415,1756390.000,16781,4,DC,2,100,1
1738257283.349916,1756415.500,16797,4,DC,2,100,EA
1738257283.375417,1756441.000,16797,4,DC,2,100,2
1738257283.400918,1756466.500,16797,4,DC,2,100,EL
1738257283.426420,1756492.000,16797,4,DC,2,100,2
1738257283.452171,1756517.750,16814,4,DC,2,100,EA
1738257283.477922,1756543.500,16814,4,DC,2,100,1
1738257283.503673,1756569.250,16814,4,DC,2,100,EL
1738257283.529424,1756595.000,16814,4,DC,2,100,1
1738257283.554425,1756620.000,16830,4,DC,2,100,EA
1738257283.579426,1756645.000,16830,4,DC,2,100,2
1738257283.604428,1756670.000,16830,4,DC,2,100,EL
1738257283.629429,1756695.000,16830,4,DC,2,100,2
1738257283.654680,1756720.250,16847,4,DC,2,100,EA
1738257283.679931,1756745.500,16847,4,DC,2,100,1
1738257283.705182,1756770.750,16847,4,DC,2,100,EL
1738257283.730433,1756796.000,16847,4,DC,2,100,1
1738257283.756684,1756822.250,16863,4,DC,2,100,EA
1738257283.782935,1756848.500,16863,4,DC,2,100,2
1738257283.809186,1756874.750,16863,4,DC,2,100,EL
1738257283.835438,1756901.000,16863,4,DC,2,100,2
1738257283.859939,1756925.500,16880,4,DC,2,100,EA
1738257283.884440,1756950.000,16880,4,DC,2,100,1
1738257283.908941,1756974.500,16880,4,DC,2,100,EL
1738257283.933442,1756999.000,16880,4,DC,2,100,1
1738257283.958943,1757024.500,16896,4,DC,2,100,EA
1738257283.984444,1757050.000,16896,4,DC,2,100,2
1738257284.009945,1757075.500,16896,4,DC,2,100,EL
1738257284.035446,1757101.000,16896,4,DC,2,100,2
1738257284.060697,1757126.250,16914,4,DC,2,100,EA
1738257284.085948,1757151.500,16914,4,DC,2,100,1
1738257284.111200,1757176.750,16914,4,DC,2,100,EL
1738257284.136451,1757202.000,16914,4,DC,2,100,1
1738257284.161702,1757227.250,16929,4,DC,2,100,EA
1738257284.186953,1757252.500,16929,4,DC,2,100,2
1738257284.212204,1757277.750,16929,4,DC,2,100,EL
1738257284.237455,1757303.000,16929,4,DC,2,100,2
1738257284.263456,1757329.000,16946,4,DC,2,100,EA
1738257284.289457,1757355.000,16946,4,DC,2,100,1
1738257284.315459,1757381.000,16946,4,DC,2,100,EL
1738257284.341460,1757407.000,16946,4,DC,2,100,1
1738257284.365961,1757431.500,16963,4,DC,2,100,EA
1738257284.390462,1757456.000,16963,4,DC,2,100,2
1738257284.414963,1757480.500,16963,4,DC,2,100,EL
1738257284.439464,1757505.000,16963,4,DC,2,100,2
1738257284.465215,1757530.750,16980,4,DC,2,100,EA
1738257284.490966,1757556.500,16980,4,DC,2,100,1
1738257284.516717,1757582.250,16980,4,DC,2,100,EL
1738257284.542469,1757608.000,16980,4,DC,2,100,1
1738257284.567719,1757633.250,16995,4,DC,2,100,EA
1738257284.592971,1757658.500,16995,4,DC,2,100,2
1738257284.618222,1757683.750,16995,4,DC,2,100,EL
1738257284.643473,1757709.000,16995,4,DC,2,100,2
1738257284.668724,1757734.250,17012,4,DC,2,100,EA
1738257284.693975,1757759.500,17012,4,DC,2,100,1
1738257284.719226,1757784.750,17012,4,DC,2,100,EL
1738257284.744477,1757810.000,17012,4,DC,2,100,1
1738257284.770728,1757836.250,17029,4,DC,2,100,EA
1738257284.796980,1757862.500,17029,4,DC,2,100,2
1738257284.823231,1757888.750,17029,4,DC,2,100,EL
1738257284.849482,1757915.000,17029,4,DC,2,100,2
1738257284.874233,1757939.750,17046,4,DC,2,100,EA
1738257284.898984,1757964.500,17046,4,DC,2,100,1
1738257284.923735,1757989.250,17046,4,DC,2,100,EL
1738257284.948486,1758014.000,17046,4,DC,2,100,1
1738257284.973987,1758039.500,17062,4,DC,2,100,EA
1738257284.999488,1758065.000,17062,4,DC,2,100,2
1738257285.024990,1758090.500,17062,4,DC,2,100,EL
1738257285.050491,1758116.000,17062,4,DC,2,100,2
1738257285.075492,1758141.000,17084,4,DC,2,100,EA
1738257285.100493,1758166.000,17084,4,DC,2,100,1
1738257285.125494,1758191.000,17084,4,DC,2,100,EL
1738257285.150495,1758216.000,17084,4,DC,2,100,1
1738257285.175746,1758241.250,17100,4,DC,2,100,EA
1738257285.200997,1758266.500,17100,4,DC,2,100,2
1738257285.226248,1758291.750,17100,4,DC,2,100,EL
1738257285.251499,1758317.000,17100,4,DC,2,100,2
1738257285.277501,1758343.000,17117,4,DC,2,100,EA
1738257285.303502,1758369.000,17117,4,DC,2,100,2
1738257285.329503,1758395.000,17117,4,DC,2,100,EL
1738257285.355504,1758421.000,17117,4,DC,2,100,2
1738257285.381005,1758446.500,17134,4,DC,2,100,EA
1738257285.406506,1758472.000,17134,4,DC,2,100,1
1738257285.432007,1758497.500,17134,4,DC,2,100,EL
1738257285.457508,1758523.000,17134,4,DC,2,100,1
1738257285.482510,1758548.000,17150,4,DC,2,100,EA
1738257285.507511,1758573.000,17150,4,DC,2,100,2
1738257285.532512,1758598.000,17150,4,DC,2,100,EL
1738257285.557513,1758623.000,17150,4,DC,2,100,2
1738257285.583764,1758649.250,17166,4,DC,2,100,EA
