LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1738257279.972269,1753038.000,16240,1,TL,1,100,2025-01-30_10-14-34-824106
1738257279.974269,1753040.000,16242,1,TL,1,100,2025-01-30_10-14-34-991582
1738257280.062273,1753128.000,16245,1,TL,1,100,2025-01-30_10-14-40-042670
1738257285.097493,1758163.000,17077,1,TL,1,100,2025-01-30_10-14-40-099260
1738257285.123494,1758189.000,17080,1,TL,1,100,2025-01-30_10-14-45-114693
1738257290.208716,1763274.000,17916,1,TL,1,100,2025-01-30_10-14-45-192423
1738257290.226717,1763292.000,17919,1,TL,1,100,2025-01-30_10-14-50-220570
1738257295.318939,1768384.000,18754,1,TL,1,100,2025-01-30_10-14-50-268482
1738257300.428162,1773493.000,19589,1,TL,1,100,2025-01-30_10-14-55-435485
1738257300.434163,1773499.000,19591,1,TL,1,100,2025-01-30_10-14-55-459337
1738257300.474164,1773539.000,19594,1,TL,1,100,2025-01-30_10-15-00-463988
1738257305.536386,1778601.000,20429,1,TL,1,100,2025-01-30_10-15-00-532889
1738257305.575387,1778640.000,20432,1,TL,1,100,2025-01-30_10-15-05-560978
1738257310.647609,1783712.000,21267,1,TL,1,100,2025-01-30_10-15-05-615768
1738257310.675610,1783740.000,21270,1,TL,1,100,2025-01-30_10-15-10-668441
1738257315.754832,1788819.000,22102,1,TL,1,100,2025-01-30_10-15-10-707832
1738257315.801834,1788866.000,22105,1,TL,1,100,2025-01-30_10-15-15-793715
1738257320.863055,1793927.000,22941,1,TL,1,100,2025-01-30_10-15-15-999525
1738257325.984279,1799048.000,23776,1,TL,1,100,2025-01-30_10-15-20-985615
1738257325.986279,1799050.000,23778,1,TL,1,100,2025-01-30_10-15-21-014894
1738257331.115503,1804179.000,24616,1,TL,1,100,2025-01-30_10-15-26-091742
1738257331.118503,1804182.000,24618,1,TL,1,100,2025-01-30_10-15-26-127636
1738257331.167505,1804231.000,24621,1,TL,1,100,2025-01-30_10-15-31-158380
1738257336.223726,1809287.000,25456,1,TL,1,100,2025-01-30_10-15-31-206205
1738257336.246727,1809310.000,25459,1,TL,1,100,2025-01-30_10-15-36-238738
