TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1983565.000000,3114836.000000,1738257510.509340,1738258641.829763,211,1.75222e+06,3.20556e+06,1.11.4
