LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1738257291.353766,1764419.000,18118,3,MZ,1,100,-23
1738257291.393768,1764459.000,18135,2,MZ,1,100,-22
1738257291.433769,1764499.000,18135,2,MZ,1,100,-22
1738257291.473771,1764539.000,18153,3,MZ,1,100,-23
1738257291.513773,1764579.000,18153,3,MZ,1,100,-21
1738257291.553775,1764619.000,18153,3,MZ,1,100,-22
1738257291.593776,1764659.000,18170,2,MZ,1,100,-24
1738257291.633778,1764699.000,18170,2,MZ,1,100,-20
1738257291.673780,1764739.000,18187,2,MZ,1,100,-23
1738257291.713782,1764779.000,18187,2,MZ,1,100,-23
1738257291.758450,1764823.667,18203,3,MZ,1,100,-21
1738257291.803119,1764868.333,18203,3,MZ,1,100,-24
1738257291.847788,1764913.000,18203,3,MZ,1,100,-23
1738257291.887789,1764953.000,18219,2,MZ,1,100,-21
1738257291.927791,1764993.000,18219,2,MZ,1,100,-23
1738257291.967793,1765033.000,18236,3,MZ,1,100,-24
1738257292.007795,1765073.000,18236,3,MZ,1,100,-21
1738257292.047796,1765113.000,18236,3,MZ,1,100,-23
1738257292.087798,1765153.000,18253,3,MZ,1,100,-24
1738257292.127800,1765193.000,18253,3,MZ,1,100,-21
1738257292.167802,1765233.000,18253,3,MZ,1,100,-24
1738257292.207803,1765273.000,18269,2,MZ,1,100,-23
1738257292.247805,1765313.000,18269,2,MZ,1,100,-22
1738257292.287473,1765352.667,18285,3,MZ,1,100,-23
1738257292.327142,1765392.333,18285,3,MZ,1,100,-22
1738257292.366810,1765432.000,18285,3,MZ,1,100,-22
1738257292.406812,1765472.000,18303,2,MZ,1,100,-24
1738257292.446814,1765512.000,18303,2,MZ,1,100,-23
1738257292.487149,1765552.333,18319,3,MZ,1,100,-22
1738257292.527484,1765592.667,18319,3,MZ,1,100,-25
1738257292.567819,1765633.000,18319,3,MZ,1,100,-21
1738257292.607821,1765673.000,18335,2,MZ,1,100,-23
1738257292.647823,1765713.000,18335,2,MZ,1,100,-24
1738257292.687824,1765753.000,18352,3,MZ,1,100,-22
1738257292.727826,1765793.000,18352,3,MZ,1,100,-22
1738257292.767828,1765833.000,18352,3,MZ,1,100,-24
1738257292.807830,1765873.000,18369,2,MZ,1,100,-22
1738257292.847831,1765913.000,18369,2,MZ,1,100,-22
1738257292.887833,1765953.000,18385,3,MZ,1,100,-23
1738257292.927835,1765993.000,18385,3,MZ,1,100,-21
1738257292.967837,1766033.000,18385,3,MZ,1,100,-23
1738257293.014338,1766079.500,18402,2,MZ,1,100,-24
1738257293.060841,1766126.000,18402,2,MZ,1,100,-21
1738257293.100842,1766166.000,18418,3,MZ,1,100,-23
1738257293.140844,1766206.000,18418,3,MZ,1,100,-25
1738257293.180846,1766246.000,18418,3,MZ,1,100,-22
1738257293.220848,1766286.000,18435,2,MZ,1,100,-23
1738257293.260849,1766326.000,18435,2,MZ,1,100,-24
1738257293.300851,1766366.000,18453,3,MZ,1,100,-22
1738257293.340853,1766406.000,18453,3,MZ,1,100,-23
1738257293.380855,1766446.000,18453,3,MZ,1,100,-22
1738257293.420856,1766486.000,18471,2,MZ,1,100,-21
1738257293.460858,1766526.000,18471,2,MZ,1,100,-24
1738257293.500860,1766566.000,18486,3,MZ,1,100,-23
1738257293.540862,1766606.000,18486,3,MZ,1,100,-21
1738257293.580863,1766646.000,18486,3,MZ,1,100,-23
1738257293.620865,1766686.000,18503,2,MZ,1,100,-24
1738257293.660867,1766726.000,18503,2,MZ,1,100,-22
1738257293.700869,1766766.000,18520,3,MZ,1,100,-23
1738257293.740870,1766806.000,18520,3,MZ,1,100,-24
1738257293.780872,1766846.000,18520,3,MZ,1,100,-22
1738257293.820874,1766886.000,18537,2,MZ,1,100,-23
1738257293.860876,1766926.000,18537,2,MZ,1,100,-23
1738257293.900877,1766966.000,18552,3,MZ,1,100,-22
1738257293.940879,1767006.000,18552,3,MZ,1,100,-24
1738257293.980881,1767046.000,18552,3,MZ,1,100,-23
1738257294.020883,1767086.000,18570,2,MZ,1,100,-21
1738257294.060884,1767126.000,18570,2,MZ,1,100,-24
1738257294.100886,1767166.000,18586,3,MZ,1,100,-22
1738257294.140888,1767206.000,18586,3,MZ,1,100,-23
1738257294.180890,1767246.000,18586,3,MZ,1,100,-23
1738257294.220891,1767286.000,18603,3,MZ,1,100,-23
1738257294.260893,1767326.000,18603,3,MZ,1,100,-21
1738257294.300895,1767366.000,18603,3,MZ,1,100,-24
1738257294.347397,1767412.500,18618,2,MZ,1,100,-23
1738257294.393899,1767459.000,18618,2,MZ,1,100,-21
1738257294.433901,1767499.000,18636,2,MZ,1,100,-24
1738257294.473902,1767539.000,18636,2,MZ,1,100,-24
1738257294.513904,1767579.000,18652,3,MZ,1,100,-21
1738257294.553906,1767619.000,18652,3,MZ,1,100,-23
1738257294.593908,1767659.000,18652,3,MZ,1,100,-23
1738257294.633909,1767699.000,18669,2,MZ,1,100,-21
1738257294.673911,1767739.000,18669,2,MZ,1,100,-24
1738257294.713913,1767779.000,18685,3,MZ,1,100,-23
1738257294.753915,1767819.000,18685,3,MZ,1,100,-23
1738257294.793916,1767859.000,18685,3,MZ,1,100,-23
1738257294.833918,1767899.000,18702,2,MZ,1,100,-22
1738257294.873920,1767939.000,18702,2,MZ,1,100,-22
1738257294.913922,1767979.000,18718,3,MZ,1,100,-24
1738257294.953923,1768019.000,18718,3,MZ,1,100,-23
1738257294.993925,1768059.000,18718,3,MZ,1,100,-22
1738257295.033927,1768099.000,18736,2,MZ,1,100,-25
1738257295.073929,1768139.000,18736,2,MZ,1,100,-23
1738257295.113930,1768179.000,18752,3,MZ,1,100,-23
1738257295.153932,1768219.000,18752,3,MZ,1,100,-25
1738257295.193934,1768259.000,18752,3,MZ,1,100,-23
1738257295.233936,1768299.000,18773,5,MZ,1,100,-24
1738257295.273937,1768339.000,18773,5,MZ,1,100,-24
1738257295.313939,1768379.000,18773,5,MZ,1,100,-22
1738257295.353941,1768419.000,18773,5,MZ,1,100,-22
1738257295.393943,1768459.000,18773,5,MZ,1,100,-24
1738257295.433944,1768499.000,18790,3,MZ,1,100,-21
1738257295.473946,1768539.000,18790,3,MZ,1,100,-23
1738257295.513948,1768579.000,18790,3,MZ,1,100,-23
1738257295.553950,1768619.000,18806,2,MZ,1,100,-21
1738257295.593951,1768659.000,18806,2,MZ,1,100,-23
1738257295.638287,1768703.333,18822,3,MZ,1,100,-23
1738257295.682622,1768747.667,18822,3,MZ,1,100,-23
1738257295.726957,1768792.000,18822,3,MZ,1,100,-22
1738257295.766959,1768832.000,18839,2,MZ,1,100,-24
1738257295.806961,1768872.000,18839,2,MZ,1,100,-22
1738257295.846962,1768912.000,18856,3,MZ,1,100,-22
1738257295.886964,1768952.000,18856,3,MZ,1,100,-24
1738257295.926966,1768992.000,18856,3,MZ,1,100,-21
1738257295.966968,1769032.000,18872,2,MZ,1,100,-24
1738257296.006969,1769072.000,18872,2,MZ,1,100,-24
1738257296.046971,1769112.000,18889,3,MZ,1,100,-22
1738257296.086973,1769152.000,18889,3,MZ,1,100,-24
1738257296.126975,1769192.000,18889,3,MZ,1,100,-22
1738257296.166976,1769232.000,18905,2,MZ,1,100,-22
1738257296.206978,1769272.000,18905,2,MZ,1,100,-23
1738257296.246980,1769312.000,18922,3,MZ,1,100,-22
1738257296.286982,1769352.000,18922,3,MZ,1,100,-21
1738257296.326983,1769392.000,18922,3,MZ,1,100,-24
1738257296.366985,1769432.000,18939,2,MZ,1,100,-22
1738257296.406987,1769472.000,18939,2,MZ,1,100,-22
1738257296.446989,1769512.000,18957,3,MZ,1,100,-24
1738257296.486990,1769552.000,18957,3,MZ,1,100,-21
1738257296.526992,1769592.000,18957,3,MZ,1,100,-22
1738257296.566994,1769632.000,18973,2,MZ,1,100,-24
1738257296.606996,1769672.000,18973,2,MZ,1,100,-23
1738257296.647331,1769712.333,18990,3,MZ,1,100,-21
1738257296.687666,1769752.667,18990,3,MZ,1,100,-25
1738257296.728001,1769793.000,18990,3,MZ,1,100,-22
1738257296.767503,1769832.500,19007,2,MZ,1,100,-21
1738257296.807004,1769872.000,19007,2,MZ,1,100,-24
1738257296.847006,1769912.000,19023,3,MZ,1,100,-21
1738257296.887008,1769952.000,19023,3,MZ,1,100,-23
1738257296.927010,1769992.000,19023,3,MZ,1,100,-23
1738257296.974011,1770039.000,19039,2,MZ,1,100,-22
1738257297.021013,1770086.000,19039,2,MZ,1,100,-23
1738257297.060682,1770125.667,19057,3,MZ,1,100,-23
1738257297.100350,1770165.333,19057,3,MZ,1,100,-21
1738257297.140019,1770205.000,19057,3,MZ,1,100,-21
1738257297.180521,1770245.500,19073,2,MZ,1,100,-23
1738257297.221022,1770286.000,19073,2,MZ,1,100,-22
1738257297.261024,1770326.000,19090,3,MZ,1,100,-22
1738257297.301026,1770366.000,19090,3,MZ,1,100,-24
1738257297.341027,1770406.000,19090,3,MZ,1,100,-21
1738257297.381029,1770446.000,19106,2,MZ,1,100,-22
1738257297.421031,1770486.000,19106,2,MZ,1,100,-23
1738257297.460700,1770525.667,19123,3,MZ,1,100,-21
