LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1738264778.798309,1043384,37081,1,SR,1,100,0.066667
1738264779.130322,1043716,37132,1,SR,1,100,0.066667
1738264779.664343,1044250,37336,1,SR,1,100,0.800000
1738264780.998396,1045584,37514,1,SR,1,100,0.600000
1738264783.064477,1047650,37748,1,SR,1,100,0.066667
1738264783.397490,1047983,37846,1,SR,1,100,0.266667
1738264783.797506,1048383,37881,1,SR,1,100,0.133333
1738264784.463532,1049049,38000,1,SR,1,100,0.200000
1738264784.930551,1049516,38100,1,SR,1,100,0.333333
1738264786.197600,1050783,38400,1,SR,1,100,1.000000
1738264787.730661,1052316,38496,1,SR,1,100,0.066667
1738264788.330684,1052916,38671,1,SR,1,100,0.533333
1738264789.130716,1053716,38753,1,SR,1,100,0.333333
1738264789.729739,1054315,38841,1,SR,1,100,0.200000
1738264790.063752,1054649,38907,1,SR,1,100,0.333333
1738264790.530771,1055116,38957,1,SR,1,100,0.133333
1738264790.796781,1055382,38990,1,SR,1,100,0.066667
1738264790.996789,1055582,39023,1,SR,1,100,0.133333
1738264791.396805,1055982,39089,1,SR,1,100,0.133333
1738264792.063831,1056649,39219,1,SR,1,100,0.200000
1738264792.396844,1056982,39236,1,SR,1,100,0.066667
1738264792.863863,1057449,39332,1,SR,1,100,0.200000
1738264793.463886,1058049,39444,1,SR,1,100,0.266667
1738264793.996907,1058582,39526,1,SR,1,100,0.200000
1738264794.463925,1059049,39606,1,SR,1,100,0.266667
1738264794.862941,1059448,39709,1,SR,1,100,0.600000
1738264795.729975,1060315,39773,1,SR,1,100,0.066667
1738264796.329999,1060915,39868,1,SR,1,100,0.133333
1738264796.730014,1061315,39980,1,SR,1,100,0.400000
1738264797.396041,1061981,40028,1,SR,1,100,0.066667
1738264797.597049,1062182,40111,1,SR,1,100,0.400000
1738264798.530085,1063115,40208,1,SR,1,100,0.066667
1738264798.863098,1063448,40275,1,SR,1,100,0.066667
1738264799.330117,1063915,40353,1,SR,1,100,0.200000
1738264799.663130,1064248,40535,1,SR,1,100,0.933333
1738264801.929219,1066514,40775,1,SR,1,100,0.266667
1738264802.462240,1067047,40873,1,SR,1,100,0.333333
1738264803.330274,1067915,40984,1,SR,1,100,0.133333
1738264803.596284,1068181,41049,1,SR,1,100,0.333333
1738264804.462318,1069047,41176,1,SR,1,100,0.266667
1738264804.862334,1069447,41280,1,SR,1,100,0.466667
1738264805.596363,1070181,41378,1,SR,1,100,0.400000
1738264806.262389,1070847,41442,1,SR,1,100,0.066667
1738264806.862413,1071447,41618,1,SR,1,100,0.600000
1738264807.729447,1072314,41716,1,SR,1,100,0.333333
1738264808.462476,1073047,41812,1,SR,1,100,0.200000
1738264808.928494,1073513,41863,1,SR,1,100,0.133333
1738264809.195504,1073780,41927,1,SR,1,100,0.200000
1738264809.528518,1074113,41962,1,SR,1,100,0.066667
1738264809.728525,1074313,42011,1,SR,1,100,0.200000
1738264810.062539,1074647,42043,1,SR,1,100,0.066667
1738264810.395552,1074980,42100,1,SR,1,100,0.066667
1738264810.595560,1075180,42135,1,SR,1,100,0.066667
1738264811.062578,1075647,42214,1,SR,1,100,0.133333
